period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,AUDJPY,23,12,0.5217391304347826,179.51000000000002,321.02000000000004,-141.51,2.268532259204297,7.8483,0.34123043478260867,2.2672447200155004,55.410000000000004,0.5541,3.2396679299765387,2,0.08695652173913043,10,0.43478260869565216,11,0.4782608695652174,0,0.8301391304347827,0.5818739130434785,0.6086956521739131,0.5652173913043478,0.4782608695652174,0.43478260869565216,0.0
full2025_validation,base,EURJPY,32,10,0.3125,-66.38999999999999,241.14999999999998,-307.54,0.7841256421928854,-2.918500000000001,-0.09120312500000004,0.7821754836398376,156.98,1.5698,-0.4229201172123837,6,0.1875,6,0.1875,20,0.625,0,0.6402031250000001,0.583184375,0.5,0.40625,0.25,0.15625,0.0
full2025_validation,base,EURUSD,54,9,0.16666666666666666,-418.89999999999986,143.26000000000002,-562.1599999999999,0.25483848014800065,-18.559399999999997,-0.34369259259259255,0.2565504588625976,418.89999999999986,4.188999999999999,-1.0,7,0.12962962962962962,4,0.07407407407407407,43,0.7962962962962963,0,0.4582999999999998,0.5973518518518518,0.3333333333333333,0.16666666666666666,0.14814814814814814,0.05555555555555555,0.0
full2025_validation,base,GBPJPY,29,8,0.27586206896551724,-52.56999999999999,160.48,-213.05,0.7532504107017132,-1.8257,-0.0629551724137931,0.8033667930380838,82.11999999999999,0.8211999999999999,-0.6401607403799318,1,0.034482758620689655,5,0.1724137931034483,23,0.7931034482758621,0,0.6816034482758617,0.5063344827586208,0.5862068965517241,0.3448275862068966,0.3103448275862069,0.1724137931034483,0.0
full2025_validation,base,GBPUSD,29,5,0.1724137931034483,-172.27999999999997,123.94,-296.22,0.4184052393491324,-7.922200000000002,-0.2731793103448277,0.4095049268794442,219.0,2.19,-0.7866666666666665,4,0.13793103448275862,4,0.13793103448275862,21,0.7241379310344828,0,0.5436862068965518,0.6310965517241378,0.4482758620689655,0.3448275862068966,0.2413793103448276,0.13793103448275862,0.0
full2025_validation,base,USDJPY,321,87,0.27102803738317754,-558.5400000000003,2087.5899999999997,-2646.130000000002,0.788921935052321,-24.45129999999997,-0.07617227414330209,0.7856098833411514,755.7200000000001,7.557200000000002,-0.7390832583496536,23,0.07165109034267912,62,0.19314641744548286,236,0.735202492211838,0,0.6114230529595016,0.5490414330218075,0.49221183800623053,0.32710280373831774,0.26479750778816197,0.14018691588785046,0.003115264797507788
full2025_validation,m15light_m5score,EURJPY,6,2,0.3333333333333333,4.899999999999999,65.66,-60.760000000000005,1.0806451612903225,0.15629999999999988,0.02604999999999998,1.0636167528185927,60.76,0.6076,0.08064516129032256,1,0.16666666666666666,2,0.3333333333333333,3,0.5,0,0.6624666666666666,0.5585,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,m15light_m5score,EURUSD,9,5,0.5555555555555556,77.29,140.73,-63.440000000000005,2.2183165195460273,3.1967,0.3551888888888889,2.1973107607026487,30.830000000000005,0.3083000000000001,2.506973726889393,2,0.2222222222222222,4,0.4444444444444444,3,0.3333333333333333,0,0.9307888888888889,0.4690888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0
full2025_validation,m15light_m5score,GBPJPY,4,1,0.25,-24.560000000000002,11.0,-35.56,0.3093363329583802,-1.0267000000000002,-0.25667500000000004,0.31227811641771047,26.16,0.2616,-0.9388379204892967,0,0.0,0,0.0,4,1.0,0,0.396575,0.52325,0.5,0.0,0.0,0.0,0.0
full2025_validation,m15light_m5score,USDJPY,31,11,0.3548387096774194,76.66000000000001,310.97,-234.31,1.3271734027570314,3.167300000000001,0.10217096774193551,1.3330214072422928,82.27000000000001,0.8227000000000002,0.9318098942506382,4,0.12903225806451613,9,0.2903225806451613,18,0.5806451612903226,0,0.8092967741935484,0.500690322580645,0.6774193548387096,0.5161290322580645,0.3870967741935484,0.1935483870967742,0.0
