period_id,scenario_key,variant,m15_wave_context_mode,m15_wave1_candidate,m15_wave2_candidate,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
q1_quick,all,m5score,off,true,true,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.918375,0.6291,0.75,0.75,0.5,0.5,0.0
q1_quick,all,nosess,off,false,false,none,111,27,0.24324324324324326,-586.6399999999999,473.3400000000001,-1059.9800000000002,0.44655559538859224,-24.817899999999995,-0.22358468468468465,0.4527632063468964,600.5199999999999,6.0051999999999985,-0.9768866981948977,16,0.14414414414414414,13,0.11711711711711711,82,0.7387387387387387,0,0.5588045045045046,0.5660072072072071,0.4774774774774775,0.27927927927927926,0.1981981981981982,0.10810810810810811,0.0
q1_quick,all,nosess_m5req,off,false,false,none,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,nosess_m5req,off,true,false,outside_beyond_impulse,4,0,0.0,-34.629999999999995,0,-34.629999999999995,0.0,-1.4476,-0.3619,0.0,34.629999999999995,0.34629999999999994,-1.0,0,0.0,0,0.0,4,1.0,0,0.28325,0.38665,0.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5score,off,false,false,none,17,4,0.23529411764705882,-147.32000000000002,13.52,-160.84,0.0840586918676946,-6.284099999999999,-0.3696529411764705,0.08296121180281939,148.61,1.4861000000000002,-0.9913195612677479,3,0.17647058823529413,0,0.0,14,0.8235294117647058,0,0.3916588235294117,0.597864705882353,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.0,0.0
q1_quick,all,nosess_m5score,off,true,false,outside_beyond_impulse,71,16,0.22535211267605634,-402.5899999999999,298.36,-700.9500000000002,0.42565090234681496,-17.065299999999997,-0.24035633802816897,0.4319065500206394,424.27,4.2427,-0.9489004643269614,10,0.14084507042253522,9,0.1267605633802817,52,0.7323943661971831,0,0.5883267605633803,0.5573957746478875,0.5070422535211268,0.29577464788732394,0.23943661971830985,0.11267605633802817,0.0
q1_quick,all,nosess_m5score,off,true,false,over_786,3,1,0.3333333333333333,-5.980000000000004,17.56,-23.540000000000003,0.7459643160577739,-0.2667,-0.08889999999999999,0.7430883344571814,17.17,0.17170000000000002,-0.34828188701223084,0,0.0,0,0.0,3,1.0,0,0.5623333333333332,0.5358333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,nosess_m5score,off,true,false,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.52995,0.5925928571428571,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0
q1_quick,all,nosess_m5score,off,true,true,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5score,off,true,true,over_786,1,1,1.0,8.97,8.97,0,inf,0.4662,0.4662,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6352,0.4014,1.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5score,off,true,true,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.918375,0.6291,0.75,0.75,0.5,0.5,0.0
