period_id,scenario_key,variant,post_break_acceptance_pass,first_retest_after_invalidation,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,false,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,all,m15light_m5score,false,false,34,13,0.38235294117647056,68.63000000000001,355.41,-286.78000000000003,1.2393123648790012,2.9028,0.08537647058823529,1.2479753972321888,134.01,1.3401,0.5121259607491979,6,0.17647058823529413,10,0.29411764705882354,18,0.5294117647058824,0,0.78645,0.5271294117647057,0.6470588235294118,0.5,0.4117647058823529,0.23529411764705882,0.0
full2025_validation,all,m15light_m5score,true,false,5,1,0.2,-21.34000000000001,33.66,-55.00000000000001,0.6119999999999999,-0.9735,-0.1947,0.5771068635968722,55.00000000000001,0.55,-0.3880000000000001,1,0.2,1,0.2,3,0.6,0,0.71134,0.62412,0.4,0.4,0.4,0.2,0.0
full2025_validation,all,m15light_m5score,true,true,11,5,0.45454545454545453,87.0,139.29,-52.29,2.663798049340218,3.5643000000000002,0.3240272727272728,2.6792932862190812,21.5,0.215,4.046511627906977,0,0.0,4,0.36363636363636365,7,0.6363636363636364,0,0.7936727272727272,0.3767454545454545,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.0
full2025_validation,all,m15score_m5req,true,false,9,1,0.1111111111111111,-65.8,31.98,-97.78,0.3270607486193496,-2.8241,-0.3137888888888889,0.31508742997113964,65.8,0.658,-1.0,1,0.1111111111111111,1,0.1111111111111111,7,0.7777777777777778,0,0.5572777777777778,0.6481555555555555,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.0
full2025_validation,all,m15score_m5req,true,true,9,3,0.3333333333333333,-4.439999999999995,65.92,-70.36,0.9368959636156907,-0.23850000000000016,-0.026500000000000017,0.9204336947456214,46.379999999999995,0.4638,-0.09573091849935307,1,0.1111111111111111,2,0.2222222222222222,6,0.6666666666666666,0,0.5728666666666667,0.6081111111111112,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
full2025_validation,all,m5accept,true,true,10,3,0.3,-9.379999999999999,66.10000000000001,-75.47999999999999,0.8757286698463171,-0.4796000000000002,-0.047960000000000017,0.8517740140932129,45.79,0.4579,-0.20484822013540072,1,0.1,2,0.2,7,0.7,0,0.53655,0.5330600000000001,0.5,0.3,0.2,0.2,0.0
full2025_validation,all,m5diag,false,false,201,50,0.24875621890547264,-738.7000000000004,1127.6599999999999,-1866.36,0.6042028333226173,-32.31149999999997,-0.1607537313432834,0.6082310105133742,773.7700000000003,7.737700000000003,-0.9546764542435091,25,0.12437810945273632,34,0.1691542288557214,142,0.7064676616915423,0,0.6130019900497512,0.5802721393034828,0.5174129353233831,0.3333333333333333,0.25870646766169153,0.14427860696517414,0.0
full2025_validation,all,m5diag,true,false,62,14,0.22580645161290322,-246.43,263.94,-510.3699999999999,0.5171542214471855,-10.916799999999999,-0.1760774193548387,0.5198071627767858,312.28999999999996,3.1228999999999996,-0.7891062794197702,6,0.0967741935483871,8,0.12903225806451613,48,0.7741935483870968,0,0.5736129032258067,0.5715129032258064,0.45161290322580644,0.3064516129032258,0.24193548387096775,0.0967741935483871,0.016129032258064516
full2025_validation,all,m5diag,true,true,55,13,0.23636363636363636,-159.76000000000002,255.82999999999998,-415.59,0.6155826656079308,-7.0924000000000005,-0.12895272727272727,0.6194717329370166,201.60000000000002,2.016,-0.7924603174603174,2,0.03636363636363636,7,0.12727272727272726,46,0.8363636363636363,0,0.5653272727272729,0.5300818181818182,0.4727272727272727,0.2727272727272727,0.2,0.09090909090909091,0.0
