period_id,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,LONG,215,56,0.26046511627906976,-338.75999999999976,1274.4199999999998,-1613.179999999999,0.7900048351702852,-14.724199999999994,-0.06848465116279068,0.7903133010538305,501.5899999999998,5.0158999999999985,-0.6753723160350085,5,0.023255813953488372,40,0.18604651162790697,170,0.7906976744186046,0,0.5140646511627909,0.5474618604651158,0.39069767441860465,0.26976744186046514,0.23255813953488372,0.14883720930232558,0.004651162790697674
full2025_validation,base,SHORT,273,75,0.27472527472527475,-750.4100000000002,1803.02,-2553.430000000003,0.7061168702490367,-33.104599999999984,-0.121262271062271,0.7019939326833925,921.1500000000004,9.211500000000004,-0.8146447375563153,38,0.1391941391941392,51,0.18681318681318682,184,0.673992673992674,0,0.6798688644688639,0.5707893772893774,0.5567765567765568,0.37362637362637363,0.2857142857142857,0.14652014652014653,0.0
full2025_validation,m15light_m5score,LONG,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,m15light_m5score,SHORT,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,m15score_m5req,LONG,10,3,0.3,6.459999999999996,65.92,-59.46000000000001,1.108644466868483,0.2421000000000001,0.02421000000000001,1.0961897572410506,21.41,0.2141,0.30172816440915445,0,0.0,2,0.2,8,0.8,0,0.6063,0.5812200000000001,0.5,0.5,0.2,0.2,0.0
full2025_validation,m15score_m5req,SHORT,8,1,0.125,-76.7,31.98,-108.68,0.2942583732057416,-3.3047,-0.4130875,0.2821955298768435,99.17,0.9917,-0.7734193808611476,2,0.25,1,0.125,5,0.625,0,0.5135375,0.6867750000000001,0.375,0.125,0.125,0.0,0.0
full2025_validation,m5accept,LONG,6,2,0.3333333333333333,5.419999999999995,35.21,-29.79,1.1819402484055053,0.1869,0.03115,1.1473277628882232,15.08,0.1508,0.3594164456233418,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.46188333333333337,0.521,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
full2025_validation,m5accept,SHORT,4,1,0.25,-14.799999999999995,30.89,-45.69,0.6760779163930839,-0.6665000000000001,-0.16662500000000002,0.6611591255719369,45.69,0.45690000000000003,-0.3239220836069161,1,0.25,1,0.25,2,0.5,0,0.6485500000000001,0.55115,0.75,0.25,0.25,0.25,0.0
full2025_validation,m5diag,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408
full2025_validation,m5diag,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0
