period_id,scenario_key,variant,m5_corrective_abc_detected,m5_invalidation_detected,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,false,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,all,m15light_m5score,false,false,34,13,0.38235294117647056,68.63000000000001,355.41,-286.78000000000003,1.2393123648790012,2.9028,0.08537647058823529,1.2479753972321888,134.01,1.3401,0.5121259607491979,6,0.17647058823529413,10,0.29411764705882354,18,0.5294117647058824,0,0.78645,0.5271294117647057,0.6470588235294118,0.5,0.4117647058823529,0.23529411764705882,0.0
full2025_validation,all,m15light_m5score,false,true,12,4,0.3333333333333333,24.939999999999998,108.38,-83.44,1.2988974113135188,0.9503000000000001,0.07919166666666667,1.274573822594626,38.42,0.38420000000000004,0.6491410723581467,1,0.08333333333333333,3,0.25,8,0.6666666666666666,0,0.7059666666666667,0.46445,0.5,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.0
full2025_validation,all,m15light_m5score,true,true,4,2,0.5,40.72,64.57,-23.85,2.70733752620545,1.6405000000000003,0.4101250000000001,2.7026466009340946,13.91,0.1391,2.927390366642703,0,0.0,2,0.5,2,0.5,0,0.953875,0.42285000000000006,1.0,0.5,0.5,0.5,0.0
full2025_validation,all,m15score_m5req,true,true,18,4,0.2222222222222222,-70.24000000000001,97.9,-168.14,0.5822528845010111,-3.0625999999999998,-0.17014444444444443,0.5699078755196045,111.57000000000001,1.1157,-0.6295599175405575,2,0.1111111111111111,3,0.16666666666666666,13,0.7222222222222222,0,0.5650722222222223,0.6281333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0
full2025_validation,all,m5accept,true,true,10,3,0.3,-9.379999999999999,66.10000000000001,-75.47999999999999,0.8757286698463171,-0.4796000000000002,-0.047960000000000017,0.8517740140932129,45.79,0.4579,-0.20484822013540072,1,0.1,2,0.2,7,0.7,0,0.53655,0.5330600000000001,0.5,0.3,0.2,0.2,0.0
full2025_validation,all,m5diag,false,false,199,50,0.25125628140703515,-727.3200000000004,1127.6599999999999,-1854.9799999999998,0.6079095192400996,-31.79799999999997,-0.15978894472361793,0.6120416190838726,762.3900000000003,7.623900000000003,-0.9539999213001221,25,0.12562814070351758,34,0.1708542713567839,140,0.7035175879396985,0,0.613370351758794,0.5807020100502515,0.5175879396984925,0.33668341708542715,0.2613065326633166,0.1457286432160804,0.0
full2025_validation,all,m5diag,false,true,108,24,0.2222222222222222,-401.60999999999984,458.88000000000005,-860.4900000000001,0.5332775511627096,-17.86719999999999,-0.16543703703703694,0.5356177485757058,401.60999999999984,4.016099999999998,-1.0,7,0.06481481481481481,13,0.12037037037037036,88,0.8148148148148148,0,0.5706564814814814,0.5424379629629629,0.4722222222222222,0.28703703703703703,0.2222222222222222,0.09259259259259259,0.009259259259259259
full2025_validation,all,m5diag,true,false,2,0,0.0,-11.379999999999999,0,-11.379999999999999,0.0,-0.5135,-0.25675,0.0,11.379999999999999,0.11379999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.57635,0.5375000000000001,0.5,0.0,0.0,0.0,0.0
full2025_validation,all,m5diag,true,true,9,3,0.3333333333333333,-4.579999999999999,60.89,-65.47,0.930044295096991,-0.14200000000000013,-0.015777777777777793,0.9509888516895041,50.08,0.5007999999999999,-0.09145367412140573,1,0.1111111111111111,2,0.2222222222222222,6,0.6666666666666666,0,0.5584555555555555,0.6672222222222223,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0
