period_id,scenario_key,variant,m5_corrective_abc_detected,m5_corrective_leg_count,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,false,0,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,all,m15light_m5score,false,0,20,12,0.6,238.39,339.65999999999997,-101.27000000000001,3.354004147328922,9.9262,0.49631,3.4178399181565737,37.690000000000026,0.3769000000000003,6.325019899177496,2,0.1,10,0.5,8,0.4,0,0.9542449999999999,0.448205,0.7,0.65,0.6,0.45,0.0
full2025_validation,all,m15light_m5score,false,1,21,4,0.19047619047619047,-86.77000000000001,113.13,-199.89999999999998,0.5659329664832417,-3.6634,-0.17444761904761905,0.5524634423445764,160.55,1.6055,-0.5404546870133915,4,0.19047619047619047,3,0.14285714285714285,14,0.6666666666666666,0,0.6790809523809523,0.5156333333333332,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.047619047619047616,0.0
full2025_validation,all,m15light_m5score,false,2,5,1,0.2,-58.05,11.0,-69.05,0.15930485155684287,-2.4097,-0.48194,0.16210577558329567,58.05,0.5804999999999999,-1.0,1,0.2,0,0.0,4,0.8,0,0.37306,0.74068,0.4,0.0,0.0,0.0,0.0
full2025_validation,all,m15light_m5score,true,2,4,2,0.5,40.72,64.57,-23.85,2.70733752620545,1.6405000000000003,0.4101250000000001,2.7026466009340946,13.91,0.1391,2.927390366642703,0,0.0,2,0.5,2,0.5,0,0.953875,0.42285000000000006,1.0,0.5,0.5,0.5,0.0
full2025_validation,all,m15score_m5req,true,2,18,4,0.2222222222222222,-70.24000000000001,97.9,-168.14,0.5822528845010111,-3.0625999999999998,-0.17014444444444443,0.5699078755196045,111.57000000000001,1.1157,-0.6295599175405575,2,0.1111111111111111,3,0.16666666666666666,13,0.7222222222222222,0,0.5650722222222223,0.6281333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0
full2025_validation,all,m5accept,true,2,10,3,0.3,-9.379999999999999,66.10000000000001,-75.47999999999999,0.8757286698463171,-0.4796000000000002,-0.047960000000000017,0.8517740140932129,45.79,0.4579,-0.20484822013540072,1,0.1,2,0.2,7,0.7,0,0.53655,0.5330600000000001,0.5,0.3,0.2,0.2,0.0
full2025_validation,all,m5diag,false,0,161,43,0.2670807453416149,-539.8399999999999,874.5099999999999,-1414.3500000000004,0.6183122989359067,-23.62069999999999,-0.14671242236024837,0.6228502542731462,574.9099999999999,5.7490999999999985,-0.9389991476926824,20,0.12422360248447205,26,0.16149068322981366,115,0.7142857142857143,0,0.605724844720497,0.5710701863354036,0.515527950310559,0.32919254658385094,0.2546583850931677,0.14906832298136646,0.0
full2025_validation,all,m5diag,false,1,104,22,0.21153846153846154,-335.01,565.76,-900.7699999999998,0.6280848607302643,-14.701900000000002,-0.1413644230769231,0.6320090709304713,340.28999999999996,3.4029,-0.9844838226218814,7,0.0673076923076923,18,0.17307692307692307,79,0.7596153846153846,0,0.5938,0.5529442307692307,0.46153846153846156,0.3269230769230769,0.2692307692307692,0.1346153846153846,0.009615384615384616
full2025_validation,all,m5diag,false,2,42,9,0.21428571428571427,-254.07999999999987,146.27,-400.34999999999997,0.3653553141001624,-11.3426,-0.2700619047619047,0.3647844178245215,291.50999999999993,2.9150999999999994,-0.8715996020719698,5,0.11904761904761904,3,0.07142857142857142,34,0.8095238095238095,0,0.5813023809523811,0.5879642857142858,0.5476190476190477,0.2619047619047619,0.16666666666666666,0.023809523809523808,0.0
