period_id,scenario_key,variant,m5_corrective_abc_detected,m5_corrective_leg_count,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,m5diag,true,2,11,3,0.2727272727272727,-15.959999999999997,60.89,-76.85,0.7923227065712427,-0.6555000000000002,-0.05959090909090911,0.8078163480708338,50.08,0.5007999999999999,-0.3186900958466453,1,0.09090909090909091,2,0.18181818181818182,8,0.7272727272727273,0,0.5617090909090909,0.6436363636363638,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0
full2025_validation,all,m5req,true,2,18,4,0.2222222222222222,-70.24000000000001,97.9,-168.14,0.5822528845010111,-3.0625999999999998,-0.17014444444444443,0.5699078755196045,111.57000000000001,1.1157,-0.6295599175405575,2,0.1111111111111111,3,0.16666666666666666,13,0.7222222222222222,0,0.5650722222222223,0.6281333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0
full2025_validation,all,m5score,false,0,161,43,0.2670807453416149,-539.8399999999999,874.5099999999999,-1414.3500000000004,0.6183122989359067,-23.62069999999999,-0.14671242236024837,0.6228502542731462,574.9099999999999,5.7490999999999985,-0.9389991476926824,20,0.12422360248447205,26,0.16149068322981366,115,0.7142857142857143,0,0.605724844720497,0.5710701863354036,0.515527950310559,0.32919254658385094,0.2546583850931677,0.14906832298136646,0.0
full2025_validation,all,m5score,false,1,104,22,0.21153846153846154,-335.01,565.76,-900.7699999999998,0.6280848607302643,-14.701900000000002,-0.1413644230769231,0.6320090709304713,340.28999999999996,3.4029,-0.9844838226218814,7,0.0673076923076923,18,0.17307692307692307,79,0.7596153846153846,0,0.5938,0.5529442307692307,0.46153846153846156,0.3269230769230769,0.2692307692307692,0.1346153846153846,0.009615384615384616
full2025_validation,all,m5score,false,2,42,9,0.21428571428571427,-254.07999999999987,146.27,-400.34999999999997,0.3653553141001624,-11.3426,-0.2700619047619047,0.3647844178245215,291.50999999999993,2.9150999999999994,-0.8715996020719698,5,0.11904761904761904,3,0.07142857142857142,34,0.8095238095238095,0,0.5813023809523811,0.5879642857142858,0.5476190476190477,0.2619047619047619,0.16666666666666666,0.023809523809523808,0.0
full2025_validation,all,m5score,true,2,11,3,0.2727272727272727,-15.959999999999997,60.89,-76.85,0.7923227065712427,-0.6555000000000002,-0.05959090909090911,0.8078163480708338,50.08,0.5007999999999999,-0.3186900958466453,1,0.09090909090909091,2,0.18181818181818182,8,0.7272727272727273,0,0.5617090909090909,0.6436363636363638,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0
full2025_validation,all,nosess,false,0,324,79,0.24382716049382716,-1151.16,1677.16,-2828.3199999999993,0.5929880635854502,-50.670899999999975,-0.1563916666666666,0.5964314244276111,1186.23,11.862300000000001,-0.9704357502339345,33,0.10185185185185185,50,0.15432098765432098,241,0.7438271604938271,0,0.5950753086419753,0.5658135802469139,0.49382716049382713,0.3148148148148148,0.24382716049382716,0.12654320987654322,0.0030864197530864196
full2025_validation,all,nosess_m5req,true,2,27,7,0.25925925925925924,-74.00999999999999,165.55,-239.55999999999997,0.6910586074469862,-3.0571999999999995,-0.11322962962962961,0.6996443518755034,129.60999999999999,1.2960999999999998,-0.5710207545714066,3,0.1111111111111111,5,0.18518518518518517,19,0.7037037037037037,0,0.6308333333333332,0.6294814814814814,0.5185185185185185,0.37037037037037035,0.2222222222222222,0.14814814814814814,0.0
full2025_validation,all,nosess_m5score,false,0,166,45,0.2710843373493976,-540.5299999999997,904.2399999999999,-1444.7700000000004,0.6258712459422604,-23.645499999999988,-0.14244277108433728,0.630612939912018,575.5999999999997,5.755999999999997,-0.9390722724113969,20,0.12048192771084337,27,0.16265060240963855,119,0.7168674698795181,0,0.603782530120482,0.564117469879518,0.5120481927710844,0.3253012048192771,0.25301204819277107,0.15060240963855423,0.0
full2025_validation,all,nosess_m5score,false,1,104,22,0.21153846153846154,-333.57,565.76,-899.3299999999997,0.6290905451836369,-14.701900000000002,-0.1413644230769231,0.6320090709304713,338.85,3.3885000000000005,-0.9844178840194776,7,0.0673076923076923,18,0.17307692307692307,79,0.7596153846153846,0,0.5938,0.5529442307692307,0.46153846153846156,0.3269230769230769,0.2692307692307692,0.1346153846153846,0.009615384615384616
full2025_validation,all,nosess_m5score,false,2,42,9,0.21428571428571427,-253.39999999999986,146.27,-399.66999999999996,0.36597693096804873,-11.3426,-0.2700619047619047,0.3647844178245215,290.8299999999999,2.908299999999999,-0.8712993845201662,5,0.11904761904761904,3,0.07142857142857142,34,0.8095238095238095,0,0.5813023809523811,0.5879642857142858,0.5476190476190477,0.2619047619047619,0.16666666666666666,0.023809523809523808,0.0
full2025_validation,all,nosess_m5score,true,2,12,3,0.25,-23.66,60.89,-84.55,0.7201655824955648,-0.9809000000000003,-0.0817416666666667,0.7374605213853648,57.78,0.5778,-0.40948425060574595,1,0.08333333333333333,2,0.16666666666666666,9,0.75,0,0.5338833333333334,0.6232833333333335,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.0
full2025_validation,clean,base,false,0,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.7069777777777778,0.5425222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0
full2025_validation,ldn,base,false,0,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,base,false,0,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,base,false,0,96,28,0.2916666666666667,-89.71000000000001,742.81,-832.52,0.8922428290011051,-3.3662999999999994,-0.035065624999999996,0.9029126493601635,248.15000000000003,2.4815000000000005,-0.3615152125730405,6,0.0625,22,0.22916666666666666,68,0.7083333333333334,0,0.6014260416666668,0.5513427083333332,0.4375,0.3229166666666667,0.2708333333333333,0.1875,0.0
full2025_validation,tky,base,false,0,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,false,0,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,all,m15light_m5score,false,0,5,2,0.4,34.92999999999999,64.50999999999999,-29.580000000000002,2.1808654496281266,1.3985,0.2797,2.1496095355528158,18.26,0.1826,1.9129244249726172,0,0.0,2,0.4,3,0.6,0,0.88846,0.59744,0.6,0.6,0.6,0.4,0.0
q1_quick,all,m15light_m5score,false,1,9,2,0.2222222222222222,-23.74,65.3,-89.03999999999999,0.7333782569631626,-1.0355000000000003,-0.11505555555555559,0.7151933549700202,58.91,0.5891,-0.4029876082159226,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0,0.7163777777777778,0.5410999999999999,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0
q1_quick,all,m15light_m5score,false,2,3,1,0.3333333333333333,-19.78,11.0,-30.78,0.35737491877842753,-0.8136,-0.2712,0.36427566807313644,21.38,0.21379999999999996,-0.9251637043966324,0,0.0,0,0.0,3,1.0,0,0.4678,0.6088666666666667,0.6666666666666666,0.0,0.0,0.0,0.0
q1_quick,all,m15light_m5score,true,2,1,1,1.0,33.16,33.16,0,inf,1.3005,1.3005,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3005,0.0939,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m15score_m5req,true,2,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5accept,true,2,3,1,0.3333333333333333,15.810000000000002,30.89,-15.08,2.0484084880636604,0.6813,0.2271,2.100290697674419,9.18,0.09179999999999999,1.7222222222222225,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.5460666666666666,0.24503333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
q1_quick,all,m5diag,false,0,50,15,0.3,-252.99000000000007,284.77000000000004,-537.7599999999999,0.529548497470991,-10.515100000000002,-0.21030200000000004,0.5401847989120215,284.56,2.8455999999999997,-0.8890567894292946,12,0.24,9,0.18,29,0.58,0,0.5922379999999999,0.6421840000000002,0.5,0.32,0.24,0.18,0.0
q1_quick,all,m5diag,false,1,37,5,0.13513513513513514,-208.15000000000003,128.94,-337.09,0.3825091221928862,-8.995699999999998,-0.24312702702702696,0.3802565586419753,213.43000000000004,2.1343000000000005,-0.9752612097643255,2,0.05405405405405406,4,0.10810810810810811,31,0.8378378378378378,0,0.5585675675675675,0.5053324324324324,0.43243243243243246,0.2972972972972973,0.24324324324324326,0.08108108108108109,0.0
q1_quick,all,m5diag,false,2,18,6,0.3333333333333333,-86.97999999999998,58.34,-145.32,0.40145884943572807,-3.608100000000001,-0.20045000000000007,0.41923801245835146,111.82999999999998,1.1182999999999998,-0.7777877134936957,2,0.1111111111111111,0,0.0,16,0.8888888888888888,0,0.5514555555555556,0.5579944444444445,0.6111111111111112,0.2222222222222222,0.05555555555555555,0.0,0.0
q1_quick,all,m5diag,true,2,2,0,0.0,-13.78,0,-13.78,0.0,-0.6037,-0.30185,0.0,13.78,0.13779999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5req,true,2,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5score,false,0,50,15,0.3,-252.99000000000007,284.77000000000004,-537.7599999999999,0.529548497470991,-10.515100000000002,-0.21030200000000004,0.5401847989120215,284.56,2.8455999999999997,-0.8890567894292946,12,0.24,9,0.18,29,0.58,0,0.5922379999999999,0.6421840000000002,0.5,0.32,0.24,0.18,0.0
q1_quick,all,m5score,false,1,37,5,0.13513513513513514,-208.15000000000003,128.94,-337.09,0.3825091221928862,-8.995699999999998,-0.24312702702702696,0.3802565586419753,213.43000000000004,2.1343000000000005,-0.9752612097643255,2,0.05405405405405406,4,0.10810810810810811,31,0.8378378378378378,0,0.5585675675675675,0.5053324324324324,0.43243243243243246,0.2972972972972973,0.24324324324324326,0.08108108108108109,0.0
q1_quick,all,m5score,false,2,18,6,0.3333333333333333,-86.97999999999998,58.34,-145.32,0.40145884943572807,-3.608100000000001,-0.20045000000000007,0.41923801245835146,111.82999999999998,1.1182999999999998,-0.7777877134936957,2,0.1111111111111111,0,0.0,16,0.8888888888888888,0,0.5514555555555556,0.5579944444444445,0.6111111111111112,0.2222222222222222,0.05555555555555555,0.0,0.0
q1_quick,all,m5score,true,2,2,0,0.0,-13.78,0,-13.78,0.0,-0.6037,-0.30185,0.0,13.78,0.13779999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess,false,0,111,27,0.24324324324324326,-586.6399999999999,473.3400000000001,-1059.9800000000002,0.44655559538859224,-24.817899999999995,-0.22358468468468465,0.4527632063468964,600.5199999999999,6.0051999999999985,-0.9768866981948977,16,0.14414414414414414,13,0.11711711711711711,82,0.7387387387387387,0,0.5588045045045046,0.5660072072072071,0.4774774774774775,0.27927927927927926,0.1981981981981982,0.10810810810810811,0.0
q1_quick,all,nosess_m5req,true,2,5,0,0.0,-37.849999999999994,0,-37.849999999999994,0.0,-1.5793,-0.31586,0.0,37.849999999999994,0.37849999999999995,-1.0,0,0.0,0,0.0,5,1.0,0,0.38746,0.38617999999999997,0.2,0.2,0.0,0.0,0.0
q1_quick,all,nosess_m5score,false,0,53,16,0.3018867924528302,-271.5899999999999,286.06000000000006,-557.6499999999999,0.5129740876894111,-11.285000000000002,-0.21292452830188682,0.5237251153230946,304.45,3.0445,-0.8920676629988501,12,0.22641509433962265,9,0.16981132075471697,32,0.6037735849056604,0,0.5793188679245284,0.6237264150943397,0.49056603773584906,0.3018867924528302,0.22641509433962265,0.16981132075471697,0.0
q1_quick,all,nosess_m5score,false,1,37,5,0.13513513513513514,-207.27000000000004,128.94,-336.21,0.38351030605871334,-8.995699999999998,-0.24312702702702696,0.3802565586419753,212.55000000000004,2.1255,-0.9751587861679605,2,0.05405405405405406,4,0.10810810810810811,31,0.8378378378378378,0,0.5585675675675675,0.5053324324324324,0.43243243243243246,0.2972972972972973,0.24324324324324326,0.08108108108108109,0.0
q1_quick,all,nosess_m5score,false,2,18,6,0.3333333333333333,-86.29999999999997,58.34,-144.64,0.40334623893805316,-3.608100000000001,-0.20045000000000007,0.41923801245835146,111.14999999999998,1.1114999999999997,-0.7764282501124605,2,0.1111111111111111,0,0.0,16,0.8888888888888888,0,0.5514555555555556,0.5579944444444445,0.6111111111111112,0.2222222222222222,0.05555555555555555,0.0,0.0
q1_quick,all,nosess_m5score,true,2,3,0,0.0,-21.479999999999997,0,-21.479999999999997,0.0,-0.9291,-0.30970000000000003,0.0,21.479999999999997,0.21479999999999996,-1.0,0,0.0,0,0.0,3,1.0,0,0.24339999999999998,0.3427,0.0,0.0,0.0,0.0,0.0
