run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSecondaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpRequireM5InvalidationClose,InpUsePostBreakAcceptance,InpRequireFirstRetestAfterInvalidation,InpM15WaveContextMode,InpExitMode,InpStructureTargetMode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
full2025_all_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_base.ini,fx_session_reversal_refined_m5abc_full2025_all_base,16385,15,5,5,0,false,0,false,false,false,0,1,0,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_all_nosess,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nosess,no_session_gate_baseline,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess.ini,fx_session_reversal_refined_m5abc_full2025_all_nosess,16385,15,5,5,1,false,0,false,false,false,0,1,0,324,79,0.24382716049382716,-1151.16,1677.16,-2828.3199999999993,0.5929880635854502,-50.670899999999975,-0.1563916666666666,0.5964314244276111,1186.23,11.862300000000001,-0.9704357502339345,33,0.10185185185185185,50,0.15432098765432098,241,0.7438271604938271,0,0.5950753086419753,0.5658135802469139,0.49382716049382713,0.3148148148148148,0.24382716049382716,0.12654320987654322,0.0030864197530864196,False,False
full2025_all_m5diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m5diag,m5_abc_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5diag.ini,fx_session_reversal_refined_m5abc_full2025_all_m5diag,16385,15,5,5,0,true,1,false,false,false,0,1,0,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_all_m5score,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m5score,m5_abc_score,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5score.ini,fx_session_reversal_refined_m5abc_full2025_all_m5score,16385,15,5,5,0,true,2,true,false,false,0,1,0,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_all_m5req,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m5req,m5_abc_invalidation_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5req.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5req.ini,fx_session_reversal_refined_m5abc_full2025_all_m5req,16385,15,5,5,0,true,3,true,false,false,0,1,0,18,4,0.2222222222222222,-70.24000000000001,97.9,-168.14,0.5822528845010111,-3.0625999999999998,-0.17014444444444443,0.5699078755196045,111.57000000000001,1.1157,-0.6295599175405575,2,0.1111111111111111,3,0.16666666666666666,13,0.7222222222222222,0,0.5650722222222223,0.6281333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0,False,False
full2025_all_m5accept,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m5accept,m5_abc_acceptance_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5accept.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m5accept.ini,fx_session_reversal_refined_m5abc_full2025_all_m5accept,16385,15,5,5,0,true,3,true,true,true,0,1,0,10,3,0.3,-9.379999999999999,66.10000000000001,-75.47999999999999,0.8757286698463171,-0.4796000000000002,-0.047960000000000017,0.8517740140932129,45.79,0.4579,-0.20484822013540072,1,0.1,2,0.2,7,0.7,0,0.53655,0.5330600000000001,0.5,0.3,0.2,0.2,0.0,False,False
full2025_all_m15score_m5req,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m15score_m5req,m15_wave2_score_m5_abc_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m15score_m5req.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m15score_m5req.ini,fx_session_reversal_refined_m5abc_full2025_all_m15score_m5req,16385,15,5,5,0,true,3,true,false,false,2,1,0,18,4,0.2222222222222222,-70.24000000000001,97.9,-168.14,0.5822528845010111,-3.0625999999999998,-0.17014444444444443,0.5699078755196045,111.57000000000001,1.1157,-0.6295599175405575,2,0.1111111111111111,3,0.16666666666666666,13,0.7222222222222222,0,0.5650722222222223,0.6281333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0,False,False
full2025_all_m15light_m5score,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m15light_m5score,m15_wave2_required_light_m5_abc_score,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m15light_m5score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_m15light_m5score.ini,fx_session_reversal_refined_m5abc_full2025_all_m15light_m5score,16385,15,5,5,0,true,2,false,false,false,3,1,0,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_all_nosess_m5score,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nosess_m5score,no_session_gate_m5_abc_score,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess_m5score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess_m5score.ini,fx_session_reversal_refined_m5abc_full2025_all_nosess_m5score,16385,15,5,5,1,true,2,true,false,false,0,1,0,324,79,0.24382716049382716,-1151.16,1677.16,-2828.3199999999993,0.5929880635854502,-50.670899999999975,-0.1563916666666666,0.5964314244276111,1186.23,11.862300000000001,-0.9704357502339345,33,0.10185185185185185,50,0.15432098765432098,241,0.7438271604938271,0,0.5950753086419753,0.5658135802469139,0.49382716049382713,0.3148148148148148,0.24382716049382716,0.12654320987654322,0.0030864197530864196,False,False
full2025_all_nosess_m5req,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nosess_m5req,no_session_gate_m5_abc_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess_m5req.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_nosess_m5req.ini,fx_session_reversal_refined_m5abc_full2025_all_nosess_m5req,16385,15,5,5,1,true,3,true,false,false,0,1,0,27,7,0.25925925925925924,-74.00999999999999,165.55,-239.55999999999997,0.6910586074469862,-3.0571999999999995,-0.11322962962962961,0.6996443518755034,129.60999999999999,1.2960999999999998,-0.5710207545714066,3,0.1111111111111111,5,0.18518518518518517,19,0.7037037037037037,0,0.6308333333333332,0.6294814814814814,0.5185185185185185,0.37037037037037035,0.2222222222222222,0.14814814814814814,0.0,False,False
