period_id,scenario_key,variant,exit_type,exit_mode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,m5accept,time,m5_failure_exit,7,1,0.14285714285714285,-48.72999999999999,3.76,-52.489999999999995,0.07163269194132216,-2.0795,-0.29707142857142854,0.06836611262936249,48.72999999999999,0.4872999999999999,-1.0,0,0.0,0,0.0,7,1.0,0,0.38284285714285715,0.5804428571428571,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0
full2025_validation,all,m5accept,tp,m5_failure_exit,2,2,1.0,62.34,62.34,0,inf,2.6033999999999997,1.3016999999999999,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,1.3016999999999999,0.132,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m5diag,full_sl,m5_failure_exit,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.44158181818181824,1.0500333333333334,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,m5diag,time,m5_failure_exit,236,28,0.11864406779661017,-1814.15,205.96000000000004,-2020.1100000000001,0.10195484404314617,-80.86509999999998,-0.34264872881355923,0.10316103044579603,1820.96,18.209600000000002,-0.9962602143924084,0,0.0,0,0.0,236,1.0,0,0.4691347457627117,0.5224652542372882,0.4110169491525424,0.19491525423728814,0.11016949152542373,0.00423728813559322,0.0
full2025_validation,all,m5diag,tp,m5_failure_exit,49,49,1.0,1441.47,1441.47,0,inf,64.226,1.310734693877551,inf,0.0,0.0,inf,0,0.0,49,1.0,0,0.0,0,1.318008163265306,0.4749,1.0,1.0,1.0,0.7959183673469388,0.02040816326530612
full2025_validation,all,m5req,full_sl,m5_failure_exit,2,0,0.0,-46.25,0,-46.25,0.0,-2.0114,-1.0057,0.0,46.25,0.46249999999999997,-1.0,2,1.0,0,0.0,0,0.0,0,0.22365,1.0057,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,m5req,time,m5_failure_exit,13,1,0.07692307692307693,-118.13,3.76,-121.89,0.03084748543768972,-4.956799999999999,-0.38129230769230765,0.0298665205307864,118.13,1.1812999999999998,-1.0,0,0.0,0,0.0,13,1.0,0,0.44756923076923083,0.6124615384615384,0.38461538461538464,0.23076923076923078,0.0,0.0,0.0
full2025_validation,all,m5req,tp,m5_failure_exit,3,3,1.0,94.14,94.14,0,inf,3.9056,1.3018666666666667,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,0,1.3018666666666667,0.4443333333333333,1.0,1.0,1.0,0.6666666666666666,0.0
full2025_validation,all,m5score,full_sl,m5_failure_exit,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.44158181818181824,1.0500333333333334,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,m5score,time,m5_failure_exit,236,28,0.11864406779661017,-1814.15,205.96000000000004,-2020.1100000000001,0.10195484404314617,-80.86509999999998,-0.34264872881355923,0.10316103044579603,1820.96,18.209600000000002,-0.9962602143924084,0,0.0,0,0.0,236,1.0,0,0.4691347457627117,0.5224652542372882,0.4110169491525424,0.19491525423728814,0.11016949152542373,0.00423728813559322,0.0
full2025_validation,all,m5score,tp,m5_failure_exit,49,49,1.0,1441.47,1441.47,0,inf,64.226,1.310734693877551,inf,0.0,0.0,inf,0,0.0,49,1.0,0,0.0,0,1.318008163265306,0.4749,1.0,1.0,1.0,0.7959183673469388,0.02040816326530612
full2025_validation,all,nosess,full_sl,m5_failure_exit,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.44158181818181824,1.0500333333333334,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,nosess,time,m5_failure_exit,241,29,0.12033195020746888,-1848.8600000000001,207.25000000000003,-2056.11,0.10079713633998182,-82.51749999999998,-0.3423962655601659,0.10185522799875919,1855.67,18.5567,-0.996330166462787,0,0.0,0,0.0,241,1.0,0,0.4661726141078836,0.5197261410788383,0.4066390041493776,0.1908713692946058,0.1078838174273859,0.004149377593360996,0.0
full2025_validation,all,nosess,tp,m5_failure_exit,50,50,1.0,1469.91,1469.91,0,inf,65.5282,1.310564,inf,0.0,0.0,inf,0,0.0,50,1.0,0,0.0,0,1.3176919999999999,0.46837,1.0,1.0,1.0,0.8,0.02
full2025_validation,all,nosess_m5req,full_sl,m5_failure_exit,3,0,0.0,-70.99,0,-70.99,0.0,-3.0309999999999997,-1.0103333333333333,0.0,70.99,0.7099,-1.0,3,1.0,0,0.0,0,0.0,0,0.4106666666666667,1.0103333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_m5req,time,m5_failure_exit,19,2,0.10526315789473684,-154.43,14.14,-168.57,0.08388206679717626,-6.543100000000001,-0.34437368421052633,0.08457384296826907,154.43,1.5443,-1.0,0,0.0,0,0.0,19,1.0,0,0.48861052631578955,0.5941157894736842,0.42105263157894735,0.2631578947368421,0.05263157894736842,0.0,0.0
full2025_validation,all,nosess_m5req,tp,m5_failure_exit,5,5,1.0,151.41,151.41,0,inf,6.5169,1.30338,inf,0.0,0.0,inf,0,0.0,5,1.0,0,0.0,0,1.30338,0.5353600000000001,1.0,1.0,1.0,0.8,0.0
full2025_validation,all,nosess_m5score,full_sl,m5_failure_exit,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.44158181818181824,1.0500333333333334,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0
full2025_validation,all,nosess_m5score,time,m5_failure_exit,241,29,0.12033195020746888,-1848.8600000000001,207.25000000000003,-2056.11,0.10079713633998182,-82.51749999999998,-0.3423962655601659,0.10185522799875919,1855.67,18.5567,-0.996330166462787,0,0.0,0,0.0,241,1.0,0,0.4661726141078836,0.5197261410788383,0.4066390041493776,0.1908713692946058,0.1078838174273859,0.004149377593360996,0.0
full2025_validation,all,nosess_m5score,tp,m5_failure_exit,50,50,1.0,1469.91,1469.91,0,inf,65.5282,1.310564,inf,0.0,0.0,inf,0,0.0,50,1.0,0,0.0,0,1.3176919999999999,0.46837,1.0,1.0,1.0,0.8,0.02
full2025_validation,clean,base,time,m5_failure_exit,6,0,0.0,-56.41,0,-56.41,0.0,-2.4234999999999998,-0.40391666666666665,0.0,56.41,0.5640999999999999,-1.0,0,0.0,0,0.0,6,1.0,0,0.40818333333333334,0.48785000000000006,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0
full2025_validation,clean,base,tp,m5_failure_exit,3,3,1.0,94.74000000000001,94.74000000000001,0,inf,3.9137,1.3045666666666667,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,0,1.3045666666666667,0.6518666666666667,1.0,1.0,1.0,0.3333333333333333,0.0
full2025_validation,ldn,base,full_sl,m5_failure_exit,1,0,0.0,-25.4,0,-25.4,0.0,-1.0357,-1.0357,0.0,25.4,0.25399999999999995,-1.0,1,1.0,0,0.0,0,0.0,0,0.0655,1.0357,0.0,0.0,0.0,0.0,0.0
full2025_validation,ldn,base,time,m5_failure_exit,14,2,0.14285714285714285,-128.70000000000002,40.75,-169.45000000000002,0.2404839185600472,-5.4323999999999995,-0.3880285714285714,0.23419372118922427,145.74,1.4574,-0.8830794565664883,0,0.0,0,0.0,14,1.0,0,0.37455,0.608692857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.0,0.0
full2025_validation,ldn,base,tp,m5_failure_exit,6,6,1.0,187.65,187.65,0,inf,7.8248999999999995,1.30415,inf,0.0,0.0,inf,0,0.0,6,1.0,0,0.0,0,1.30415,0.5814166666666667,1.0,1.0,1.0,0.6666666666666666,0.0
full2025_validation,ny,base,full_sl,m5_failure_exit,2,0,0.0,-47.760000000000005,0,-47.760000000000005,0.0,-2.0362999999999998,-1.0181499999999999,0.0,47.760000000000005,0.4776000000000001,-1.0,2,1.0,0,0.0,0,0.0,0,0.25425,1.0181499999999999,0.0,0.0,0.0,0.0,0.0
full2025_validation,ny,base,time,m5_failure_exit,20,2,0.1,-133.65,13.79,-147.44,0.09352957135105805,-5.676,-0.2838,0.0944624367830762,135.57,1.3557,-0.9858375746846648,0,0.0,0,0.0,20,1.0,0,0.36608,0.4393250000000001,0.25,0.05,0.0,0.0,0.0
full2025_validation,ny,base,tp,m5_failure_exit,5,5,1.0,153.45,153.45,0,inf,6.5352,1.30704,inf,0.0,0.0,inf,0,0.0,5,1.0,0,0.0,0,1.31788,0.30472,1.0,1.0,1.0,1.0,0.0
full2025_validation,one,base,full_sl,m5_failure_exit,6,0,0.0,-149.51,0,-149.51,0.0,-6.1671,-1.02785,0.0,149.51,1.4950999999999999,-1.0,6,1.0,0,0.0,0,0.0,0,0.3597166666666667,1.02785,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
full2025_validation,one,base,time,m5_failure_exit,68,6,0.08823529411764706,-624.4,58.61,-683.0099999999998,0.0858113351195444,-26.0595,-0.3832279411764706,0.08581762308021527,640.8299999999999,6.408299999999999,-0.9743613750916781,0,0.0,0,0.0,68,1.0,0,0.39165000000000005,0.5444602941176471,0.27941176470588236,0.11764705882352941,0.058823529411764705,0.0,0.0
full2025_validation,one,base,tp,m5_failure_exit,22,22,1.0,684.1999999999999,684.1999999999999,0,inf,28.860300000000002,1.3118318181818183,inf,0.0,0.0,inf,0,0.0,22,1.0,0,0.0,0,1.3157454545454546,0.44265909090909084,1.0,1.0,1.0,0.8181818181818182,0.0
full2025_validation,tky,base,full_sl,m5_failure_exit,1,0,0.0,-25.49,0,-25.49,0.0,-1.02,-1.02,0.0,25.49,0.2549,-1.0,1,1.0,0,0.0,0,0.0,0,0.4867,1.02,0.0,0.0,0.0,0.0,0.0
full2025_validation,tky,base,time,m5_failure_exit,10,2,0.2,-65.05,4.77,-69.82,0.06831853337152678,-2.7154999999999996,-0.27154999999999996,0.06632512721771422,65.05,0.6505,-1.0,0,0.0,0,0.0,10,1.0,0,0.61909,0.55543,0.5,0.4,0.2,0.0,0.0
full2025_validation,tky,base,tp,m5_failure_exit,6,6,1.0,192.05,192.05,0,inf,7.9238,1.3206333333333333,inf,0.0,0.0,inf,0,0.0,6,1.0,0,0.0,0,1.3211333333333333,0.4214333333333333,1.0,1.0,1.0,0.6666666666666666,0.0
q1_quick,all,base,full_sl,m5_failure_exit,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.45224375,1.0791312499999999,0.375,0.1875,0.0625,0.0,0.0
q1_quick,all,base,time,m5_failure_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,base,tp,m5_failure_exit,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,1.3104384615384617,0.45114615384615386,1.0,1.0,1.0,0.8461538461538461,0.0
q1_quick,all,m15light_m5score,full_sl,m5_failure_exit,2,0,0.0,-49.209999999999994,0,-49.209999999999994,0.0,-2.0042999999999997,-1.0021499999999999,0.0,49.209999999999994,0.4920999999999999,-1.0,2,1.0,0,0.0,0,0.0,0,0.32375,1.0021499999999999,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m15light_m5score,time,m5_failure_exit,11,1,0.09090909090909091,-89.19000000000001,11.0,-100.19000000000001,0.1097913963469408,-3.6615999999999995,-0.3328727272727272,0.1129415184844227,89.19000000000001,0.8919000000000001,-1.0,0,0.0,0,0.0,11,1.0,0,0.5845727272727272,0.46894545454545467,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,0.0
q1_quick,all,m15light_m5score,tp,m5_failure_exit,5,5,1.0,162.97,162.97,0,inf,6.5158,1.3031599999999999,inf,0.0,0.0,inf,0,0.0,5,1.0,0,0.0,0,1.3031599999999999,0.52298,1.0,1.0,1.0,0.8,0.0
q1_quick,all,m15score_m5req,time,m5_failure_exit,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5accept,time,m5_failure_exit,2,0,0.0,-15.08,0,-15.08,0.0,-0.6192,-0.3096,0.0,15.08,0.1508,-1.0,0,0.0,0,0.0,2,1.0,0,0.16885,0.3206,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5accept,tp,m5_failure_exit,1,1,1.0,30.89,30.89,0,inf,1.3005,1.3005,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3005,0.0939,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m5diag,full_sl,m5_failure_exit,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.45224375,1.0791312499999999,0.375,0.1875,0.0625,0.0,0.0
q1_quick,all,m5diag,time,m5_failure_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,m5diag,tp,m5_failure_exit,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,1.3104384615384617,0.45114615384615386,1.0,1.0,1.0,0.8461538461538461,0.0
q1_quick,all,m5req,time,m5_failure_exit,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5score,full_sl,m5_failure_exit,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.45224375,1.0791312499999999,0.375,0.1875,0.0625,0.0,0.0
q1_quick,all,m5score,time,m5_failure_exit,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.4671269230769231,0.4916423076923078,0.4230769230769231,0.19230769230769232,0.10256410256410256,0.01282051282051282,0.0
q1_quick,all,m5score,tp,m5_failure_exit,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,1.3104384615384617,0.45114615384615386,1.0,1.0,1.0,0.8461538461538461,0.0
q1_quick,all,nosess,full_sl,m5_failure_exit,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.45224375,1.0791312499999999,0.375,0.1875,0.0625,0.0,0.0
q1_quick,all,nosess,time,m5_failure_exit,82,14,0.17073170731707318,-593.1999999999998,79.57000000000001,-672.7699999999999,0.11827221784562335,-25.4572,-0.31045365853658535,0.12167486664964565,607.0799999999998,6.070799999999998,-0.9771364564802003,0,0.0,0,0.0,82,1.0,0,0.4604353658536586,0.4840951219512197,0.4146341463414634,0.18292682926829268,0.0975609756097561,0.012195121951219513,0.0
q1_quick,all,nosess,tp,m5_failure_exit,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,1.3104384615384617,0.45114615384615386,1.0,1.0,1.0,0.8461538461538461,0.0
q1_quick,all,nosess_m5req,time,m5_failure_exit,5,0,0.0,-37.849999999999994,0,-37.849999999999994,0.0,-1.5793,-0.31586,0.0,37.849999999999994,0.37849999999999995,-1.0,0,0.0,0,0.0,5,1.0,0,0.38746,0.38617999999999997,0.2,0.2,0.0,0.0,0.0
q1_quick,all,nosess_m5score,full_sl,m5_failure_exit,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.45224375,1.0791312499999999,0.375,0.1875,0.0625,0.0,0.0
q1_quick,all,nosess_m5score,time,m5_failure_exit,82,14,0.17073170731707318,-593.1999999999998,79.57000000000001,-672.7699999999999,0.11827221784562335,-25.4572,-0.31045365853658535,0.12167486664964565,607.0799999999998,6.070799999999998,-0.9771364564802003,0,0.0,0,0.0,82,1.0,0,0.4604353658536586,0.4840951219512197,0.4146341463414634,0.18292682926829268,0.0975609756097561,0.012195121951219513,0.0
q1_quick,all,nosess_m5score,tp,m5_failure_exit,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,1.3104384615384617,0.45114615384615386,1.0,1.0,1.0,0.8461538461538461,0.0
