period_id,scenario_key,variant,reached_1_0r,reached_1_3r,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,false,false,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0
full2025_validation,all,base,true,false,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,0,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,base,true,true,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,0,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025
full2025_validation,all,m15light_m5score,false,false,30,2,0.06666666666666667,-362.31,15.95,-378.26,0.042166763601755405,-14.792199999999998,-0.49307333333333325,0.04365310265461552,362.31,3.6231,-1.0,7,0.23333333333333334,0,0.0,23,0.7666666666666667,0,0.43731000000000003,0.5943066666666665,0.4,0.13333333333333333,0.0,0.0,0.0
full2025_validation,all,m15light_m5score,true,false,8,5,0.625,112.99,128.8,-15.809999999999999,8.146742567994941,4.5501,0.5687625,7.8618609561152155,10.719999999999999,0.10719999999999998,10.540111940298509,0,0.0,3,0.375,5,0.625,0,1.2572875,0.3951375,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,m15light_m5score,true,true,12,12,1.0,383.61,383.61,0,inf,15.7357,1.3113083333333333,inf,0.0,0.0,inf,0,0.0,12,1.0,0,0.0,0,1.3207333333333333,0.3497416666666668,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m15score_m5req,false,false,15,1,0.06666666666666667,-164.38,3.76,-168.14,0.022362317116688474,-6.968200000000001,-0.4645466666666668,0.021430176384675877,164.38,1.6438000000000001,-1.0,2,0.13333333333333333,0,0.0,13,0.8666666666666667,0,0.4177133333333334,0.6648933333333334,0.3333333333333333,0.2,0.0,0.0,0.0
full2025_validation,all,m15score_m5req,true,false,1,1,1.0,31.98,31.98,0,inf,1.2992,1.2992,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.2992,0.6726,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,m15score_m5req,true,true,2,2,1.0,62.16,62.16,0,inf,2.6064,1.3032,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,1.3032,0.3302,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m5accept,false,false,8,1,0.125,-71.72,3.76,-75.47999999999999,0.0498145204027557,-3.083,-0.385375,0.04716281369761404,71.72,0.7172,-1.0,1,0.125,0,0.0,7,0.875,0,0.3452625,0.6333250000000001,0.375,0.125,0.0,0.0,0.0
full2025_validation,all,m5accept,true,true,2,2,1.0,62.34,62.34,0,inf,2.6033999999999997,1.3016999999999999,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,1.3016999999999999,0.132,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m5diag,false,false,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0
full2025_validation,all,m5diag,true,false,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,0,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,m5diag,true,true,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,0,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025
