period_id,scenario_key,variant,reached_1_0r,reached_1_3r,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,m5req,false,false,15,1,0.06666666666666667,-164.38,3.76,-168.14,0.022362317116688474,-6.968200000000001,-0.4645466666666668,0.021430176384675877,164.38,1.6438000000000001,-1.0,2,0.13333333333333333,0,0.0,13,0.8666666666666667,0,0.4177133333333334,0.6648933333333334,0.3333333333333333,0.2,0.0,0.0,0.0
full2025_validation,all,m5req,true,false,1,1,1.0,31.98,31.98,0,inf,1.2992,1.2992,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.2992,0.6726,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,m5req,true,true,2,2,1.0,62.16,62.16,0,inf,2.6064,1.3032,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,1.3032,0.3302,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,m5score,false,false,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0
full2025_validation,all,m5score,true,false,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,0,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,m5score,true,true,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,0,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025
full2025_validation,all,nosess,false,false,245,18,0.07346938775510205,-2518.37,130.23,-2648.599999999999,0.04916937249867856,-111.78969999999995,-0.4562844897959182,0.04928119716561041,2525.18,25.251799999999996,-0.9973031625468284,30,0.12244897959183673,0,0.0,215,0.8775510204081632,0,0.3822326530612245,0.591677551020408,0.3306122448979592,0.09387755102040816,0.0,0.0,0.0
full2025_validation,all,nosess,true,false,38,20,0.5263157894736842,186.92,366.64,-179.72000000000003,2.0400623191631424,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8402978270779515,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,0,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,nosess,true,true,41,41,1.0,1180.2899999999997,1180.2899999999997,0,inf,52.6307,1.2836756097560975,inf,0.0,0.0,inf,0,0.0,40,0.975609756097561,1,0.024390243902439025,0,1.323134146341463,0.4764146341463415,1.0,1.0,1.0,1.0,0.024390243902439025
full2025_validation,all,nosess_m5req,false,false,21,2,0.09523809523809523,-215.51999999999998,14.14,-229.65999999999997,0.061569276321518776,-9.1535,-0.43588095238095237,0.061949169911867184,215.51999999999998,2.1552,-1.0,3,0.14285714285714285,0,0.0,18,0.8571428571428571,0,0.45067619047619045,0.6565,0.38095238095238093,0.19047619047619047,0.0,0.0,0.0
full2025_validation,all,nosess_m5req,true,false,2,1,0.5,22.08,31.98,-9.9,3.23030303030303,0.8785999999999999,0.43929999999999997,3.0889205896338563,9.900000000000002,0.09900000000000002,2.2303030303030296,0,0.0,1,0.5,1,0.5,0,1.1753,0.6026499999999999,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,nosess_m5req,true,true,4,4,1.0,119.42999999999999,119.42999999999999,0,inf,5.217700000000001,1.3044250000000002,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,0,1.3044250000000002,0.50105,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,nosess_m5score,false,false,245,18,0.07346938775510205,-2518.37,130.23,-2648.599999999999,0.04916937249867856,-111.78969999999995,-0.4562844897959182,0.04928119716561041,2525.18,25.251799999999996,-0.9973031625468284,30,0.12244897959183673,0,0.0,215,0.8775510204081632,0,0.3822326530612245,0.591677551020408,0.3306122448979592,0.09387755102040816,0.0,0.0,0.0
full2025_validation,all,nosess_m5score,true,false,38,20,0.5263157894736842,186.92,366.64,-179.72000000000003,2.0400623191631424,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8402978270779515,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,0,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,nosess_m5score,true,true,41,41,1.0,1180.2899999999997,1180.2899999999997,0,inf,52.6307,1.2836756097560975,inf,0.0,0.0,inf,0,0.0,40,0.975609756097561,1,0.024390243902439025,0,1.323134146341463,0.4764146341463415,1.0,1.0,1.0,1.0,0.024390243902439025
full2025_validation,clean,base,false,false,5,0,0.0,-53.9,0,-53.9,0.0,-2.3192999999999997,-0.46385999999999994,0.0,53.9,0.539,-1.0,0,0.0,0,0.0,5,1.0,0,0.2544,0.51112,0.2,0.0,0.0,0.0,0.0
full2025_validation,clean,base,true,false,3,2,0.6666666666666666,60.03,62.54,-2.51,24.916334661354583,2.4939999999999998,0.8313333333333333,24.934740882917463,2.51,0.025099999999999997,23.916334661354583,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1.2584333333333333,0.5065333333333334,1.0,1.0,1.0,0.0,0.0
full2025_validation,clean,base,true,true,1,1,1.0,32.2,32.2,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3155,0.8075,1.0,1.0,1.0,1.0,0.0
full2025_validation,ldn,base,false,false,14,1,0.07142857142857142,-177.81,17.04,-194.85,0.08745188606620477,-7.4371,-0.5312214285714286,0.08516003641105124,194.85,1.9485,-0.9125481139337953,1,0.07142857142857142,0,0.0,13,0.9285714285714286,0,0.30257142857142855,0.6450428571428571,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0
full2025_validation,ldn,base,true,false,3,3,1.0,87.78999999999999,87.78999999999999,0,inf,3.5671,1.1890333333333334,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1.2237666666666667,0.5833333333333334,1.0,1.0,1.0,0.0,0.0
full2025_validation,ldn,base,true,true,4,4,1.0,123.57,123.57,0,inf,5.226800000000001,1.3067000000000002,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,0,1.3067000000000002,0.566325,1.0,1.0,1.0,1.0,0.0
full2025_validation,ny,base,false,false,22,2,0.09090909090909091,-181.41000000000003,13.79,-195.2,0.07064549180327868,-7.712299999999999,-0.3505590909090909,0.07129955204469919,183.33,1.8333000000000002,-0.9895270823105875,2,0.09090909090909091,0,0.0,20,0.9090909090909091,0,0.3559136363636364,0.4919454545454546,0.22727272727272727,0.045454545454545456,0.0,0.0,0.0
full2025_validation,ny,base,true,true,5,5,1.0,153.45,153.45,0,inf,6.5352,1.30704,inf,0.0,0.0,inf,0,0.0,5,1.0,0,0.0,0,1.31788,0.30472,1.0,1.0,1.0,1.0,0.0
full2025_validation,one,base,false,false,70,5,0.07142857142857142,-755.5799999999999,34.9,-790.4799999999999,0.04415038963667645,-31.493399999999998,-0.44990571428571424,0.04480644936261591,772.0099999999999,7.7200999999999995,-0.9787178922552817,6,0.08571428571428572,0,0.0,64,0.9142857142857143,0,0.34598,0.5800742857142857,0.22857142857142856,0.07142857142857142,0.0,0.0,0.0
full2025_validation,one,base,true,false,8,5,0.625,105.46000000000001,147.5,-42.04,3.5085632730732637,4.463699999999999,0.5579624999999999,3.622312301727177,21.319999999999993,0.21319999999999995,4.9465290806754245,0,0.0,4,0.5,4,0.5,0,1.2211,0.5796375,1.0,1.0,1.0,0.0,0.0
full2025_validation,one,base,true,true,18,18,1.0,560.41,560.41,0,inf,23.663400000000003,1.3146333333333335,inf,0.0,0.0,inf,0,0.0,18,1.0,0,0.0,0,1.3194166666666667,0.4270333333333333,1.0,1.0,1.0,1.0,0.0
full2025_validation,tky,base,false,false,9,2,0.2222222222222222,-67.32000000000001,4.77,-72.09,0.066167290886392,-2.7539,-0.30598888888888887,0.06546083887606897,67.32000000000001,0.6732000000000001,-1.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0,0.4749,0.5917111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0
full2025_validation,tky,base,true,false,4,2,0.5,40.160000000000004,63.379999999999995,-23.22,2.7295434969853574,1.6172000000000002,0.40430000000000005,2.647514262428688,20.71,0.2071,1.939159826170932,0,0.0,2,0.5,2,0.5,0,1.250575,0.5194,1.0,1.0,1.0,0.0,0.0
full2025_validation,tky,base,true,true,4,4,1.0,128.67000000000002,128.67000000000002,0,inf,5.325,1.33125,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,0,1.3319999999999999,0.424975,1.0,1.0,1.0,1.0,0.0
q1_quick,all,base,false,false,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0
q1_quick,all,base,true,false,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,0,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,all,base,true,true,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,0,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m15light_m5score,false,false,12,1,0.08333333333333333,-134.81,11.0,-145.81,0.07544064193128043,-5.518499999999999,-0.45987499999999987,0.0778986415359166,134.81,1.3481,-1.0,2,0.16666666666666666,0,0.0,10,0.8333333333333334,0,0.48458333333333337,0.5573583333333334,0.4166666666666667,0.25,0.0,0.0,0.0
q1_quick,all,m15light_m5score,true,false,2,1,0.5,29.029999999999998,32.62,-3.59,9.086350974930362,1.1499,0.57495,8.801221166892807,3.59,0.0359,8.086350974930362,0,0.0,1,0.5,1,0.5,0,1.28005,0.49934999999999996,1.0,1.0,1.0,0.0,0.0
q1_quick,all,m15light_m5score,true,true,4,4,1.0,130.35,130.35,0,inf,5.218500000000001,1.3046250000000001,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,0,1.3046250000000001,0.5226500000000001,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m15score_m5req,false,false,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5accept,false,false,2,0,0.0,-15.08,0,-15.08,0.0,-0.6192,-0.3096,0.0,15.08,0.1508,-1.0,0,0.0,0,0.0,2,1.0,0,0.16885,0.3206,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5accept,true,true,1,1,1.0,30.89,30.89,0,inf,1.3005,1.3005,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3005,0.0939,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m5diag,false,false,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0
q1_quick,all,m5diag,true,false,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,0,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,all,m5diag,true,true,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,0,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,all,m5req,false,false,3,0,0.0,-17.83,0,-17.83,0.0,-0.7354,-0.24513333333333334,0.0,17.83,0.1783,-1.0,0,0.0,0,0.0,3,1.0,0,0.43556666666666666,0.3376666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,all,m5score,false,false,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0
q1_quick,all,m5score,true,false,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,0,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,all,m5score,true,true,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,0,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,all,nosess,false,false,89,12,0.1348314606741573,-918.02,76.14999999999999,-994.17,0.07659655793274792,-39.117799999999995,-0.43952584269662914,0.07929738342877451,931.9,9.318999999999999,-0.98510569803627,15,0.16853932584269662,0,0.0,74,0.8314606741573034,0,0.38883707865168543,0.5954775280898876,0.34831460674157305,0.10112359550561797,0.0,0.0,0.0
q1_quick,all,nosess,true,false,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,0,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,all,nosess,true,true,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,0,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,all,nosess_m5req,false,false,5,0,0.0,-37.849999999999994,0,-37.849999999999994,0.0,-1.5793,-0.31586,0.0,37.849999999999994,0.37849999999999995,-1.0,0,0.0,0,0.0,5,1.0,0,0.38746,0.38617999999999997,0.2,0.2,0.0,0.0,0.0
q1_quick,all,nosess_m5score,false,false,89,12,0.1348314606741573,-918.02,76.14999999999999,-994.17,0.07659655793274792,-39.117799999999995,-0.43952584269662914,0.07929738342877451,931.9,9.318999999999999,-0.98510569803627,15,0.16853932584269662,0,0.0,74,0.8314606741573034,0,0.38883707865168543,0.5954775280898876,0.34831460674157305,0.10112359550561797,0.0,0.0,0.0
q1_quick,all,nosess_m5score,true,false,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,0,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,all,nosess_m5score,true,true,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,0,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
