period_id,scenario_key,variant,session_gate_mode,entry_after_first120,structure_started_in_first120,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,nosess_m5req,no_session_gate_diagnostic,false,true,12,1,0.08333333333333333,-106.56,30.75,-137.31,0.22394581603670527,-4.5052,-0.37543333333333334,0.22432465005767807,106.56,1.0656,-1.0,2,0.16666666666666666,1,0.08333333333333333,9,0.75,0,0.4047083333333334,0.5763666666666666,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
full2025_validation,all,nosess_m5req,no_session_gate_diagnostic,true,false,6,3,0.5,32.96,67.64999999999999,-34.69,1.950129720380513,1.5008000000000001,0.2501333333333334,1.9605734767025094,25.990000000000002,0.2599,1.2681800692574066,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0,0.8248833333333333,0.6735666666666665,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,all,nosess_m5req,no_session_gate_diagnostic,true,true,4,0,0.0,-50.5,0,-50.5,0.0,-2.1129000000000002,-0.5282250000000001,0.0,50.5,0.505,-1.0,1,0.25,0,0.0,3,0.75,0,0.5917,0.5889,0.5,0.25,0.25,0.0,0.0
full2025_validation,all,nosess_m5score,no_session_gate_diagnostic,false,false,124,34,0.27419354838709675,-386.8000000000001,669.0899999999999,-1055.8899999999996,0.6336739622498557,-17.027400000000004,-0.1373177419354839,0.6369284961896192,386.8000000000001,3.868000000000001,-1.0,12,0.0967741935483871,19,0.1532258064516129,93,0.75,0,0.5951475806451613,0.5712701612903225,0.5241935483870968,0.3225806451612903,0.25,0.0967741935483871,0.0
full2025_validation,all,nosess_m5score,no_session_gate_diagnostic,false,true,198,43,0.21717171717171718,-794.0900000000004,978.3399999999998,-1772.43,0.5519766648048159,-35.00199999999998,-0.17677777777777767,0.5550153892312248,864.3200000000003,8.643200000000002,-0.9187453720844133,21,0.10606060606060606,30,0.15151515151515152,147,0.7424242424242424,0,0.5910025252525251,0.5667454545454546,0.4696969696969697,0.30808080808080807,0.23737373737373738,0.1414141414141414,0.005050505050505051
full2025_validation,all,nosess_m5score,no_session_gate_diagnostic,true,false,2,2,1.0,29.73,29.73,0,inf,1.3585,0.67925,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0,0.9938,0.13525,1.0,0.5,0.5,0.5,0.0
full2025_validation,clean,base,existing_first120_gate,false,false,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.7069777777777778,0.5425222222222222,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0
full2025_validation,ldn,base,existing_first120_gate,false,false,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,ny,base,existing_first120_gate,false,false,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,one,base,existing_first120_gate,false,false,96,28,0.2916666666666667,-89.71000000000001,742.81,-832.52,0.8922428290011051,-3.3662999999999994,-0.035065624999999996,0.9029126493601635,248.15000000000003,2.4815000000000005,-0.3615152125730405,6,0.0625,22,0.22916666666666666,68,0.7083333333333334,0,0.6014260416666668,0.5513427083333332,0.4375,0.3229166666666667,0.2708333333333333,0.1875,0.0
full2025_validation,tky,base,existing_first120_gate,false,false,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
q1_quick,all,base,existing_first120_gate,false,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,all,m15light_m5score,existing_first120_gate,false,false,13,4,0.3076923076923077,-23.15,109.02000000000001,-132.17000000000002,0.824846788227283,-1.0396000000000003,-0.07996923076923079,0.8081281606437565,70.22999999999999,0.7022999999999999,-0.32963121173287774,2,0.15384615384615385,3,0.23076923076923078,8,0.6153846153846154,0,0.7044000000000001,0.6015307692307693,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.0
q1_quick,all,m15light_m5score,existing_first120_gate,false,true,5,2,0.4,47.719999999999985,64.94999999999999,-17.23,3.7695879280325006,1.8894999999999995,0.3778999999999999,3.6467292337862443,17.230000000000004,0.17230000000000004,2.7695879280324998,0,0.0,2,0.4,3,0.6,0,0.88728,0.39154,0.6,0.6,0.6,0.4,0.0
q1_quick,all,m15score_m5req,existing_first120_gate,false,false,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,m15score_m5req,existing_first120_gate,false,true,2,0,0.0,-14.61,0,-14.61,0.0,-0.6037,-0.30185,0.0,14.61,0.14609999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5accept,existing_first120_gate,false,true,3,1,0.3333333333333333,15.810000000000002,30.89,-15.08,2.0484084880636604,0.6813,0.2271,2.100290697674419,9.18,0.09179999999999999,1.7222222222222225,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.5460666666666666,0.24503333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
q1_quick,all,m5diag,existing_first120_gate,false,false,41,9,0.21951219512195122,-252.54000000000002,141.9,-394.44,0.3597505324003651,-10.591000000000003,-0.25831707317073177,0.3692416725726434,252.54000000000002,2.5254000000000003,-1.0,6,0.14634146341463414,3,0.07317073170731707,32,0.7804878048780488,0,0.47432926829268296,0.6013512195121952,0.43902439024390244,0.21951219512195122,0.0975609756097561,0.07317073170731707,0.0
q1_quick,all,m5diag,existing_first120_gate,false,true,66,17,0.25757575757575757,-309.3599999999999,330.15000000000003,-639.51,0.5162546324529719,-13.131600000000006,-0.19896363636363645,0.5208983975949331,371.08000000000004,3.7108000000000003,-0.8336746793144332,10,0.15151515151515152,10,0.15151515151515152,46,0.696969696969697,0,0.6251515151515152,0.5579348484848486,0.5151515151515151,0.3333333333333333,0.2727272727272727,0.13636363636363635,0.0
q1_quick,all,m5req,existing_first120_gate,false,false,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,m5req,existing_first120_gate,false,true,2,0,0.0,-14.61,0,-14.61,0.0,-0.6037,-0.30185,0.0,14.61,0.14609999999999998,-1.0,0,0.0,0,0.0,2,1.0,0,0.2512,0.31435,0.0,0.0,0.0,0.0,0.0
q1_quick,all,m5score,existing_first120_gate,false,false,41,9,0.21951219512195122,-252.54000000000002,141.9,-394.44,0.3597505324003651,-10.591000000000003,-0.25831707317073177,0.3692416725726434,252.54000000000002,2.5254000000000003,-1.0,6,0.14634146341463414,3,0.07317073170731707,32,0.7804878048780488,0,0.47432926829268296,0.6013512195121952,0.43902439024390244,0.21951219512195122,0.0975609756097561,0.07317073170731707,0.0
q1_quick,all,m5score,existing_first120_gate,false,true,66,17,0.25757575757575757,-309.3599999999999,330.15000000000003,-639.51,0.5162546324529719,-13.131600000000006,-0.19896363636363645,0.5208983975949331,371.08000000000004,3.7108000000000003,-0.8336746793144332,10,0.15151515151515152,10,0.15151515151515152,46,0.696969696969697,0,0.6251515151515152,0.5579348484848486,0.5151515151515151,0.3333333333333333,0.2727272727272727,0.13636363636363635,0.0
q1_quick,all,nosess,no_session_gate_diagnostic,false,false,110,26,0.23636363636363636,-587.9299999999998,472.05000000000007,-1059.9800000000002,0.4453385912941753,-24.874199999999995,-0.22612909090909086,0.45152178658605163,601.8099999999998,6.018099999999999,-0.9769362423356209,16,0.14545454545454545,13,0.11818181818181818,81,0.7363636363636363,0,0.5576536363636364,0.5700427272727271,0.4727272727272727,0.2818181818181818,0.2,0.10909090909090909,0.0
q1_quick,all,nosess,no_session_gate_diagnostic,true,false,1,1,1.0,1.29,1.29,0,inf,0.0563,0.0563,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6854,0.1221,1.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5req,no_session_gate_diagnostic,false,false,1,0,0.0,-3.22,0,-3.22,0.0,-0.1317,-0.1317,0.0,3.22,0.0322,-1.0,0,0.0,0,0.0,1,1.0,0,0.8043,0.3843,1.0,1.0,0.0,0.0,0.0
q1_quick,all,nosess_m5req,no_session_gate_diagnostic,false,true,3,0,0.0,-22.31,0,-22.31,0.0,-0.9291,-0.30970000000000003,0.0,22.31,0.2231,-1.0,0,0.0,0,0.0,3,1.0,0,0.24339999999999998,0.3427,0.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5req,no_session_gate_diagnostic,true,false,1,0,0.0,-12.32,0,-12.32,0.0,-0.5185,-0.5185,0.0,12.32,0.1232,-1.0,0,0.0,0,0.0,1,1.0,0,0.4028,0.5185,0.0,0.0,0.0,0.0,0.0
q1_quick,all,nosess_m5score,no_session_gate_diagnostic,false,false,41,9,0.21951219512195122,-251.66000000000003,141.9,-393.56,0.3605549344445574,-10.591000000000003,-0.25831707317073177,0.3692416725726434,251.66000000000003,2.5166,-1.0,6,0.14634146341463414,3,0.07317073170731707,32,0.7804878048780488,0,0.47432926829268296,0.6013512195121952,0.43902439024390244,0.21951219512195122,0.0975609756097561,0.07317073170731707,0.0
q1_quick,all,nosess_m5score,no_session_gate_diagnostic,false,true,69,17,0.2463768115942029,-336.27,330.15000000000003,-666.4200000000001,0.49540830107139644,-14.283200000000004,-0.2070028985507247,0.4998949594543494,397.99,3.9799,-0.8449207266514234,10,0.14492753623188406,10,0.14492753623188406,49,0.7101449275362319,0,0.6071652173913045,0.5514391304347828,0.4927536231884058,0.3188405797101449,0.2608695652173913,0.13043478260869565,0.0
q1_quick,all,nosess_m5score,no_session_gate_diagnostic,true,false,1,1,1.0,1.29,1.29,0,inf,0.0563,0.0563,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.6854,0.1221,1.0,0.0,0.0,0.0,0.0
