period_id,scenario_key,variant,session_gate_mode,entry_after_first120,structure_started_in_first120,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,base,existing_first120_gate,false,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,all,m15light_m5score,existing_first120_gate,false,false,36,13,0.3611111111111111,29.410000000000004,337.37000000000006,-307.96,1.0954994155085078,1.1167000000000005,0.031019444444444457,1.088250867335246,136.76,1.3676,0.21504825972506586,5,0.1388888888888889,9,0.25,22,0.6111111111111112,0,0.7315666666666666,0.5371583333333333,0.5833333333333334,0.4444444444444444,0.3333333333333333,0.19444444444444445,0.0
full2025_validation,all,m15light_m5score,existing_first120_gate,false,true,14,6,0.42857142857142855,104.87999999999998,190.98999999999998,-86.11,2.2179770061549178,4.376899999999999,0.31263571428571424,2.2588874827427516,68.88000000000001,0.6888000000000001,1.5226480836236929,2,0.14285714285714285,6,0.42857142857142855,6,0.42857142857142855,0,0.9064285714285715,0.4178214285714286,0.7857142857142857,0.5714285714285714,0.5714285714285714,0.35714285714285715,0.0
full2025_validation,all,m15score_m5req,existing_first120_gate,false,false,5,3,0.6,50.09,67.15,-17.06,3.9361078546307158,2.0601000000000003,0.41202000000000005,3.963319907940161,17.06,0.17059999999999997,2.9361078546307153,0,0.0,2,0.4,3,0.6,0,0.97198,0.73652,1.0,0.8,0.4,0.2,0.0
full2025_validation,all,m15score_m5req,existing_first120_gate,false,true,13,1,0.07692307692307693,-120.33000000000001,30.75,-151.08,0.2035345512311358,-5.1227,-0.39405384615384614,0.20276705677290832,120.33000000000001,1.2033000000000003,-1.0,2,0.15384615384615385,1,0.07692307692307693,10,0.7692307692307693,0,0.40856923076923085,0.586446153846154,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
full2025_validation,all,m5accept,existing_first120_gate,false,false,2,1,0.5,-9.86,3.76,-13.62,0.27606461086637296,-0.4109,-0.20545,0.2708074534161491,13.62,0.1362,-0.723935389133627,0,0.0,0,0.0,2,1.0,0,0.72645,1.0676999999999999,1.0,0.5,0.0,0.0,0.0
full2025_validation,all,m5accept,existing_first120_gate,false,true,8,2,0.25,0.4800000000000022,62.34,-61.86,1.0077594568380215,-0.0687000000000001,-0.008587500000000012,0.9742898843606151,32.17,0.32170000000000004,0.014920733602735535,1,0.125,2,0.25,5,0.625,0,0.489075,0.3994,0.375,0.25,0.25,0.25,0.0
full2025_validation,all,m5diag,existing_first120_gate,false,false,124,34,0.27419354838709675,-388.24000000000007,669.0899999999999,-1057.3299999999997,0.6328109483321197,-17.027400000000004,-0.1373177419354839,0.6369284961896192,388.24000000000007,3.8824000000000005,-1.0,12,0.0967741935483871,19,0.1532258064516129,93,0.75,0,0.5951475806451613,0.5712701612903225,0.5241935483870968,0.3225806451612903,0.25,0.0967741935483871,0.0
full2025_validation,all,m5diag,existing_first120_gate,false,true,194,43,0.22164948453608246,-756.6500000000004,978.3399999999998,-1734.99,0.5638879762995751,-33.29329999999998,-0.17161494845360814,0.5673396560372812,826.8800000000003,8.268800000000004,-0.9150662732198144,21,0.10824742268041238,30,0.15463917525773196,143,0.7371134020618557,0,0.5983097938144328,0.5689974226804124,0.4793814432989691,0.31443298969072164,0.2422680412371134,0.14432989690721648,0.005154639175257732
full2025_validation,all,m5req,existing_first120_gate,false,false,5,3,0.6,50.09,67.15,-17.06,3.9361078546307158,2.0601000000000003,0.41202000000000005,3.963319907940161,17.06,0.17059999999999997,2.9361078546307153,0,0.0,2,0.4,3,0.6,0,0.97198,0.73652,1.0,0.8,0.4,0.2,0.0
full2025_validation,all,m5req,existing_first120_gate,false,true,13,1,0.07692307692307693,-120.33000000000001,30.75,-151.08,0.2035345512311358,-5.1227,-0.39405384615384614,0.20276705677290832,120.33000000000001,1.2033000000000003,-1.0,2,0.15384615384615385,1,0.07692307692307693,10,0.7692307692307693,0,0.40856923076923085,0.586446153846154,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
full2025_validation,all,m5score,existing_first120_gate,false,false,124,34,0.27419354838709675,-388.24000000000007,669.0899999999999,-1057.3299999999997,0.6328109483321197,-17.027400000000004,-0.1373177419354839,0.6369284961896192,388.24000000000007,3.8824000000000005,-1.0,12,0.0967741935483871,19,0.1532258064516129,93,0.75,0,0.5951475806451613,0.5712701612903225,0.5241935483870968,0.3225806451612903,0.25,0.0967741935483871,0.0
full2025_validation,all,m5score,existing_first120_gate,false,true,194,43,0.22164948453608246,-756.6500000000004,978.3399999999998,-1734.99,0.5638879762995751,-33.29329999999998,-0.17161494845360814,0.5673396560372812,826.8800000000003,8.268800000000004,-0.9150662732198144,21,0.10824742268041238,30,0.15463917525773196,143,0.7371134020618557,0,0.5983097938144328,0.5689974226804124,0.4793814432989691,0.31443298969072164,0.2422680412371134,0.14432989690721648,0.005154639175257732
full2025_validation,all,nosess,no_session_gate_diagnostic,false,false,322,77,0.2391304347826087,-1180.8899999999999,1647.43,-2828.3199999999993,0.5824765231656958,-52.02939999999998,-0.1615819875776397,0.5856116460160359,1215.9599999999998,12.159599999999998,-0.9711585907431166,33,0.10248447204968944,49,0.15217391304347827,240,0.7453416149068323,0,0.5925987577639752,0.568487888198758,0.4906832298136646,0.3136645962732919,0.2422360248447205,0.12422360248447205,0.003105590062111801
full2025_validation,all,nosess,no_session_gate_diagnostic,true,false,2,2,1.0,29.73,29.73,0,inf,1.3585,0.67925,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0,0.9938,0.13525,1.0,0.5,0.5,0.5,0.0
full2025_validation,all,nosess_m5req,no_session_gate_diagnostic,false,false,5,3,0.6,50.09,67.15,-17.06,3.9361078546307158,2.0601000000000003,0.41202000000000005,3.963319907940161,17.06,0.17059999999999997,2.9361078546307153,0,0.0,2,0.4,3,0.6,0,0.97198,0.73652,1.0,0.8,0.4,0.2,0.0
