period_id,variant,scenario_key,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,structure_target_exits,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,base,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0
full2025_validation,base,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,base,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025
full2025_validation,base,clean,london,2,1,0.5,13.399999999999999,30.56,-17.16,1.7808857808857808,0.5678,0.2839,1.7765317286652078,17.16,0.1716,0.7808857808857808,0,0.0,1,0.5,1,0.5,0,0.9283999999999999,0.6033499999999999,1.0,0.5,0.5,0.0,0.0
full2025_validation,base,clean,london_newyork_overlap,1,1,1.0,32.2,32.2,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,1.3155,0.8075,1.0,1.0,1.0,1.0,0.0
full2025_validation,base,clean,new_york,3,0,0.0,-26.13,0,-26.13,0.0,-1.1288,-0.3762666666666667,0.0,26.13,0.2613,-1.0,0,0.0,0,0.0,3,1.0,0,0.20936666666666667,0.42630000000000007,0.0,0.0,0.0,0.0,0.0
full2025_validation,base,clean,tokyo,3,1,0.3333333333333333,18.86,31.98,-13.12,2.4375,0.7356999999999998,0.24523333333333328,2.305590062111801,10.61,0.10609999999999999,1.7775683317624882,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.8541333333333334,0.5298666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
full2025_validation,base,ldn,london,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,base,ny,new_york,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,base,one,london,21,8,0.38095238095238093,29.43000000000001,224.28,-194.85,1.1510392609699769,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.5796730352570418,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.6254333333333333,0.6212333333333334,0.47619047619047616,0.38095238095238093,0.3333333333333333,0.19047619047619047,0.0
full2025_validation,base,one,london_newyork_overlap,31,5,0.16129032258064516,-186.51,159.76,-346.2699999999999,0.4613740722557543,-7.734299999999999,-0.24949354838709675,0.45954425709434205,186.51,1.8650999999999998,-1.0,2,0.06451612903225806,5,0.16129032258064516,24,0.7741935483870968,0,0.5025451612903226,0.5946354838709678,0.3548387096774194,0.22580645161290322,0.1935483870967742,0.16129032258064516,0.0
full2025_validation,base,one,new_york,27,7,0.25925925925925924,-30.89,165.47,-196.35999999999996,0.8426869016092893,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.4541311379006175,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.5340555555555555,0.4572740740740741,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.0
full2025_validation,base,one,tokyo,17,8,0.47058823529411764,98.26,193.3,-95.04,2.0338804713804715,4.188300000000001,0.24637058823529417,2.0661592505854802,43.129999999999995,0.4312999999999999,2.2782286111755163,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
full2025_validation,base,tky,tokyo,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.8590823529411765,0.5354647058823531,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.0
full2025_validation,m15light_m5score,all,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
full2025_validation,m15light_m5score,all,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,m15light_m5score,all,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,m15light_m5score,all,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,0,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
full2025_validation,m15score_m5req,all,london,5,2,0.4,18.0,62.16,-44.16,1.4076086956521738,0.8267000000000001,0.16534000000000001,1.4645164915435185,29.529999999999998,0.2953,0.6095496105655266,0,0.0,2,0.4,3,0.6,0,0.8207599999999999,0.56714,0.6,0.6,0.4,0.4,0.0
full2025_validation,m15score_m5req,all,london_newyork_overlap,7,0,0.0,-75.39999999999999,0,-75.39999999999999,0.0,-3.2459,-0.46369999999999995,0.0,75.39999999999999,0.7539999999999999,-1.0,1,0.14285714285714285,0,0.0,6,0.8571428571428571,0,0.35354285714285716,0.5658428571428572,0.2857142857142857,0.0,0.0,0.0,0.0
full2025_validation,m15score_m5req,all,new_york,1,0,0.0,-12.82,0,-12.82,0.0,-0.5789,-0.5789,0.0,12.82,0.12819999999999998,-1.0,0,0.0,0,0.0,1,1.0,0,0.3982,0.634,0.0,0.0,0.0,0.0,0.0
full2025_validation,m15score_m5req,all,tokyo,5,2,0.4,-0.019999999999997797,35.74,-35.76,0.999440715883669,-0.06450000000000028,-0.012900000000000056,0.9574622436193364,35.76,0.3576,-0.0005592841163310346,1,0.2,1,0.2,3,0.6,0,0.6388999999999999,0.77516,0.6,0.6,0.2,0.0,0.0
full2025_validation,m5accept,all,london,2,2,1.0,62.34,62.34,0,inf,2.6033999999999997,1.3016999999999999,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,1.3016999999999999,0.132,1.0,1.0,1.0,1.0,0.0
full2025_validation,m5accept,all,london_newyork_overlap,5,0,0.0,-43.31,0,-43.31,0.0,-1.851,-0.3702,0.0,43.31,0.43310000000000004,-1.0,0,0.0,0,0.0,5,1.0,0,0.33422,0.44954,0.4,0.0,0.0,0.0,0.0
full2025_validation,m5accept,all,tokyo,3,1,0.3333333333333333,-28.410000000000004,3.76,-32.17,0.11687907988809448,-1.232,-0.4106666666666667,0.11021233569261882,32.17,0.32170000000000004,-0.8831209201119056,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0,0.36366666666666664,0.9396333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
full2025_validation,m5diag,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,m5diag,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0
full2025_validation,m5diag,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,m5diag,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025
full2025_validation,m5req,all,london,5,2,0.4,18.0,62.16,-44.16,1.4076086956521738,0.8267000000000001,0.16534000000000001,1.4645164915435185,29.529999999999998,0.2953,0.6095496105655266,0,0.0,2,0.4,3,0.6,0,0.8207599999999999,0.56714,0.6,0.6,0.4,0.4,0.0
full2025_validation,m5req,all,london_newyork_overlap,7,0,0.0,-75.39999999999999,0,-75.39999999999999,0.0,-3.2459,-0.46369999999999995,0.0,75.39999999999999,0.7539999999999999,-1.0,1,0.14285714285714285,0,0.0,6,0.8571428571428571,0,0.35354285714285716,0.5658428571428572,0.2857142857142857,0.0,0.0,0.0,0.0
full2025_validation,m5req,all,new_york,1,0,0.0,-12.82,0,-12.82,0.0,-0.5789,-0.5789,0.0,12.82,0.12819999999999998,-1.0,0,0.0,0,0.0,1,1.0,0,0.3982,0.634,0.0,0.0,0.0,0.0,0.0
full2025_validation,m5req,all,tokyo,5,2,0.4,-0.019999999999997797,35.74,-35.76,0.999440715883669,-0.06450000000000028,-0.012900000000000056,0.9574622436193364,35.76,0.3576,-0.0005592841163310346,1,0.2,1,0.2,3,0.6,0,0.6388999999999999,0.77516,0.6,0.6,0.2,0.0,0.0
full2025_validation,m5score,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,m5score,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0
full2025_validation,m5score,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,m5score,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025
full2025_validation,nosess,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,nosess,all,london_newyork_overlap,131,23,0.17557251908396945,-722.7800000000004,582.04,-1304.8199999999997,0.4460691896200243,-31.951199999999982,-0.24390229007633574,0.44771940013689837,729.5900000000004,7.295900000000004,-0.9906659904878083,16,0.12213740458015267,19,0.1450381679389313,96,0.732824427480916,0,0.5291328244274809,0.6007900763358779,0.42748091603053434,0.2595419847328244,0.21374045801526717,0.10687022900763359,0.0
full2025_validation,nosess,all,new_york,77,23,0.2987012987012987,-157.11999999999998,410.43000000000006,-567.5500000000002,0.7231609549819398,-6.784200000000003,-0.08810649350649355,0.7309469325919785,158.93999999999997,1.5894,-0.9885491380395118,7,0.09090909090909091,11,0.14285714285714285,59,0.7662337662337663,0,0.565822077922078,0.4821831168831168,0.4675324675324675,0.2597402597402597,0.16883116883116883,0.12987012987012986,0.0
full2025_validation,nosess,all,tokyo,44,13,0.29545454545454547,-56.080000000000034,282.99,-339.07000000000005,0.8346064234523843,-2.2763000000000004,-0.05173409090909092,0.846249966228082,95.97000000000003,0.9597000000000003,-0.5843492758153591,4,0.09090909090909091,9,0.20454545454545456,31,0.7045454545454546,0,0.7253477272727274,0.5854090909090908,0.6136363636363636,0.38636363636363635,0.3181818181818182,0.1590909090909091,0.022727272727272728
full2025_validation,nosess_m5req,all,london,6,3,0.5,40.6,89.73,-49.13,1.8263789945043762,1.8178,0.30296666666666666,1.8674365336896352,20.83,0.20829999999999999,1.9491118578972637,0,0.0,3,0.5,3,0.5,0,0.9646166666666667,0.6892666666666667,0.8333333333333334,0.6666666666666666,0.5,0.5,0.0
full2025_validation,nosess_m5req,all,london_newyork_overlap,10,0,0.0,-118.51,0,-118.51,0.0,-5.0481,-0.50481,0.0,118.51,1.1851,-1.0,2,0.2,0,0.0,8,0.8,0,0.4726699999999999,0.5875199999999999,0.4,0.1,0.1,0.0,0.0
full2025_validation,nosess_m5req,all,new_york,1,0,0.0,-7.44,0,-7.44,0.0,-0.3107,-0.3107,0.0,7.44,0.07440000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.1149,0.4413,0.0,0.0,0.0,0.0,0.0
full2025_validation,nosess_m5req,all,tokyo,10,4,0.4,11.34,75.82,-64.48,1.1758684863523572,0.4838000000000001,0.04838000000000001,1.1775934219220323,55.78,0.5578000000000001,0.2032986733596271,1,0.1,2,0.2,7,0.7,0,0.6403199999999999,0.65439,0.5,0.5,0.2,0.1,0.0
full2025_validation,nosess_m5score,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,nosess_m5score,all,london_newyork_overlap,131,23,0.17557251908396945,-722.7800000000004,582.04,-1304.8199999999997,0.4460691896200243,-31.951199999999982,-0.24390229007633574,0.44771940013689837,729.5900000000004,7.295900000000004,-0.9906659904878083,16,0.12213740458015267,19,0.1450381679389313,96,0.732824427480916,0,0.5291328244274809,0.6007900763358779,0.42748091603053434,0.2595419847328244,0.21374045801526717,0.10687022900763359,0.0
