control_id,detector_version,symbol,boundary_msc,quote_msc,quote_age_ms,time_bucket,trigger_horizon_ms,estimator,volatility_regime,direction,raw_p,adjusted_p,local_volatility,signed_return,bid,ask,mid,spread,tick_activity,integrity_status,shock_excluded,complete_120s,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,realized_volatility_120s,mfe_120s,mae_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,cluster_duration_comparison_ms,spec_sha256,feature_schema,source_commit
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740997565500_5201","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","500","0","NORMAL","LONG","0.144170897596","0.288341795191","0.000028936478","0.000019994668","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h2_1740997565250_5199","TAIL_V1_RAW","USDJPY","1740997565250","1740997565226","24","2","1000","0","HIGH","LONG","0.212073073868","0.364019542102","0.000044002397","0.000023327229","150.0330000000","150.0490000000","150.0410000000","0.0160000000","58897","VALID","false","true","0.000003332417","0.000006664867","0.000043320554","0.000109963895","0.000356505649","0.000236567322","0.056000000000","0.007500000000","0.003000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740997565500_5201","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","500","0","NORMAL","LONG","0.144170897596","0.288341795191","0.000028936478","0.000019994668","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740999187500_6750","TAIL_V1_RAW","USDJPY","1740999187500","1740999187442","58","2","250","0","LOW","SHORT","0.451192250373","0.957436820280","0.000012639292","-0.000003331828","150.0590000000","150.0760000000","150.0675000000","0.0170000000","62467","VALID","false","true","0.000026655027","0.000089963565","0.000076635119","0.000046644588","0.000183234082","0.000225884682","0.017500000000","0.037500000000","0.003000000000","214","54.995052834331","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740999187500_6750","TAIL_V1_RAW","USDJPY","1740999187500","1740999187442","58","2","250","0","LOW","SHORT","0.451192250373","0.957436820280","0.000012639292","-0.000003331828","150.0590000000","150.0760000000","150.0675000000","0.0170000000","62467","VALID","false","true","0.000026655027","0.000089963565","0.000076635119","0.000046644588","0.000183234082","0.000225884682","0.017500000000","0.037500000000","0.003000000000","214","54.995052834331","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866","TAIL_V1_RAW","USDJPY","1740999477000","1740999476857","143","2","250","0","LOW","SHORT","0.177015487046","0.323909352624","0.000012676069","-0.000009992622","150.1010000000","150.1190000000","150.1100000000","0.0180000000","63003","VALID","false","true","0.000016654315","0.000036639126","0.000136557194","0.000083268800","0.000033308352","0.000200671316","0.007500000000","0.030000000000","0.000000000000","229","3.333294473894","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866","TAIL_V1_RAW","USDJPY","1740999477000","1740999476857","143","2","250","0","LOW","SHORT","0.177015487046","0.323909352624","0.000012676069","-0.000009992622","150.1010000000","150.1190000000","150.1100000000","0.0180000000","63003","VALID","false","true","0.000016654315","0.000036639126","0.000136557194","0.000083268800","0.000033308352","0.000200671316","0.007500000000","0.030000000000","0.000000000000","229","3.333294473894","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h2_1740999471250_6828","TAIL_V1_RAW","USDJPY","1740999471250","1740999471041","209","2","1000","0","HIGH","LONG","0.564411562810","0.564411562810","0.000044216602","0.000006661604","150.1060000000","150.1230000000","150.1145000000","0.0170000000","62991","VALID","false","true","0.000006661604","0.000016654093","0.000019984545","0.000156534917","0.000019984545","0.000199005937","0.025500000000","0.012000000000","0.004000000000","225","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866","TAIL_V1_RAW","USDJPY","1740999477000","1740999476857","143","2","250","0","LOW","SHORT","0.177015487046","0.323909352624","0.000012676069","-0.000009992622","150.1010000000","150.1190000000","150.1100000000","0.0180000000","63003","VALID","false","true","0.000016654315","0.000036639126","0.000136557194","0.000083268800","0.000033308352","0.000200671316","0.007500000000","0.030000000000","0.000000000000","229","3.333294473894","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000065000_7013","TAIL_V1_RAW","USDJPY","1741000065000","1741000064903","97","2","250","0","LOW","SHORT","0.189167230873","0.567501692620","0.000012896808","-0.000009998550","150.0120000000","150.0300000000","150.0210000000","0.0180000000","64177","VALID","false","true","0.000003332872","0.000053327290","0.000069992651","0.000093324623","0.000066659556","0.000186526807","0.017500000000","0.011500000000","0.000000000000","203","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000065000_7013","TAIL_V1_RAW","USDJPY","1741000065000","1741000064903","97","2","250","0","LOW","SHORT","0.189167230873","0.567501692620","0.000012896808","-0.000009998550","150.0120000000","150.0300000000","150.0210000000","0.0180000000","64177","VALID","false","true","0.000003332872","0.000053327290","0.000069992651","0.000093324623","0.000066659556","0.000186526807","0.017500000000","0.011500000000","0.000000000000","203","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1741000992000_9912","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","500","0","NORMAL","SHORT","0.542150977136","1.000000000000","0.000029135633","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911","TAIL_V1_RAW","USDJPY","1741000992000","1741000991811","189","2","250","0","LOW","SHORT","0.267546564697","0.802639694092","0.000012719713","-0.000006662802","150.0780000000","150.0950000000","150.0865000000","0.0170000000","66009","VALID","false","true","0.000013325560","0.000003331418","0.000003331407","0.000056632404","0.000066626025","0.000188554700","0.002500000000","0.026000000000","-0.002000000000","221","9.999700186484","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
