control_id,detector_version,symbol,boundary_msc,quote_msc,quote_age_ms,time_bucket,trigger_horizon_ms,estimator,volatility_regime,direction,raw_p,adjusted_p,local_volatility,signed_return,bid,ask,mid,spread,tick_activity,integrity_status,shock_excluded,complete_120s,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,realized_volatility_120s,mfe_120s,mae_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,cluster_duration_comparison_ms,spec_sha256,feature_schema,source_commit
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740972381250_1201","TAIL_V1_RAW","USDJPY","1740972381250","1740972381214","36","0","500","0","NORMAL","LONG","0.418301852191","0.836603704383","0.000028019958","0.000009954491","150.6770000000","150.6960000000","150.6865000000","0.0190000000","18329","VALID","false","true","0.000000000000","0.000009954491","0.000019908685","0.000162602436","0.000238935147","0.000197441228","0.003000000000","0.036000000000","0.002000000000","224","24.002747868108","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740972381250_1201","TAIL_V1_RAW","USDJPY","1740972381250","1740972381214","36","0","500","0","NORMAL","LONG","0.418301852191","0.836603704383","0.000028019958","0.000009954491","150.6770000000","150.6960000000","150.6865000000","0.0190000000","18329","VALID","false","true","0.000000000000","0.000009954491","0.000019908685","0.000162602436","0.000238935147","0.000197441228","0.003000000000","0.036000000000","0.002000000000","224","24.002747868108","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740973240250_3239","TAIL_V1_RAW","USDJPY","1740973240250","1740973239931","319","0","500","0","NORMAL","LONG","0.536429208202","0.536429208202","0.000027377203","0.000006646130","150.4550000000","150.4730000000","150.4640000000","0.0180000000","20212","VALID","false","true","0.000009969112","0.000013292128","0.000003323048","0.000066463289","0.000063140020","0.000210832892","0.006000000000","0.021500000000","0.001000000000","239","9.500268348595","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740973240250_3239","TAIL_V1_RAW","USDJPY","1740973240250","1740973239931","319","0","500","0","NORMAL","LONG","0.536429208202","0.536429208202","0.000027377203","0.000006646130","150.4550000000","150.4730000000","150.4640000000","0.0180000000","20212","VALID","false","true","0.000009969112","0.000013292128","0.000003323048","0.000066463289","0.000063140020","0.000210832892","0.006000000000","0.021500000000","0.001000000000","239","9.500268348595","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740973778750_3930","TAIL_V1_RAW","USDJPY","1740973778750","1740973778416","334","0","500","0","NORMAL","SHORT","0.783509123104","1.000000000000","0.000026807416","-0.000003324816","150.3740000000","150.3940000000","150.3840000000","0.0200000000","21209","VALID","false","true","0.000003324827","0.000013299376","0.000073148755","0.000093099344","0.000023273482","0.000242358267","0.028000000000","0.014500000000","-0.001000000000","271","6.999930180015","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h2_1740974042000_3989","TAIL_V1_RAW","USDJPY","1740974042000","1740974041905","95","0","1000","0","HIGH","LONG","0.276812092065","0.553624184129","0.000041615324","0.000023281532","150.3260000000","150.3450000000","150.3355000000","0.0190000000","21781","VALID","false","true","0.000003325900","0.000019955167","0.000016629334","0.000066520101","0.000249410976","0.000228337349","0.068000000000","0.016500000000","-0.001000000000","239","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740988013000_4876","TAIL_V1_RAW","USDJPY","1740988013000","1740988012720","280","1","500","0","NORMAL","SHORT","0.071198331437","0.071198331437","0.000030256855","-0.000033221488","150.4950000000","150.5100000000","150.5025000000","0.0150000000","42260","VALID","false","true","0.000003322209","0.000026577985","0.000026577985","0.000083058548","0.000275780952","0.000139119905","0.046000000000","0.000000000000","0.005000000000","113","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740988013000_4876","TAIL_V1_RAW","USDJPY","1740988013000","1740988012720","280","1","500","0","NORMAL","SHORT","0.071198331437","0.071198331437","0.000030256855","-0.000033221488","150.4950000000","150.5100000000","150.5025000000","0.0150000000","42260","VALID","false","true","0.000003322209","0.000026577985","0.000026577985","0.000083058548","0.000275780952","0.000139119905","0.046000000000","0.000000000000","0.005000000000","113","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h1_1740988013000_4876","TAIL_V1_RAW","USDJPY","1740988013000","1740988012720","280","1","500","0","NORMAL","SHORT","0.071198331437","0.071198331437","0.000030256855","-0.000033221488","150.4950000000","150.5100000000","150.5025000000","0.0150000000","42260","VALID","false","true","0.000003322209","0.000026577985","0.000026577985","0.000083058548","0.000275780952","0.000139119905","0.046000000000","0.000000000000","0.005000000000","113","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
"USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200","TAIL_V1_RAW","USDJPY","1740997565500","1740997565427","73","2","250","0","LOW","LONG","0.406349512689","0.406349512689","0.000012611136","0.000003332417","150.0320000000","150.0510000000","150.0415000000","0.0190000000","58898","VALID","false","true","0.000000000000","0.000043322286","0.000046652671","0.000106631478","0.000349841992","0.000236567305","0.055500000000","0.008000000000","-0.001000000000","283","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","0373fc717954eaf1ce51ae73749cb844a4c8d000"
