event_id,detector_version,market_cluster_id,representative,event_msc,symbol,time_bucket,trigger_horizon_ms,estimator,volatility_regime,matched,control_id,time_difference_ms,unmatched_reason
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740971870500_1","TAIL_V1_RAW","1","1","1740971870500","USDJPY","0","500","0","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972016750_2","TAIL_V1_RAW","2","1","1740972016750","USDJPY","0","500","0","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972070250_3","TAIL_V1_RAW","3","1","1740972070250","USDJPY","0","500","0","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972075250_5","TAIL_V1_RAW","4","1","1740972075250","USDJPY","0","500","0","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972246500_8","TAIL_V1_RAW","5","1","1740972246500","USDJPY","0","500","0","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972538500_10","TAIL_V1_RAW","6","1","1740972538500","USDJPY","0","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740972381250_1201","157250",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740972578000_11","TAIL_V1_RAW","7","1","1740972578000","USDJPY","0","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740972381250_1201","196750",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740973370750_13","TAIL_V1_RAW","8","1","1740973370750","USDJPY","0","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740973240250_3239","130500",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740973390750_15","TAIL_V1_RAW","9","1","1740973390750","USDJPY","0","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740973240250_3239","150500",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740973904750_16","TAIL_V1_RAW","10","1","1740973904750","USDJPY","0","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740973778750_3930","126000",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w1000_1740974162250_17","TAIL_V1_RAW","11","1","1740974162250","USDJPY","0","1000","0","HIGH","true","USDJPY_TAIL_V1_RAW_ctrl_h2_1740974042000_3989","120250",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740988171500_21","TAIL_V1_RAW","12","1","1740988171500","USDJPY","1","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740988013000_4876","158500",""
"ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740988405250_22","TAIL_V1_RAW","13","1","1740988405250","USDJPY","1","500","0","NORMAL","true","USDJPY_TAIL_V1_RAW_ctrl_h1_1740988013000_4876","392250",""
