run_id,stage,count
"full2025_f_base_first_child_flip_mode0","symbols_scanned","445734"
"full2025_f_base_first_child_flip_mode0","parent_anchor_states_available","4535"
"full2025_f_base_first_child_flip_mode0","parent_flips_detected","4535"
"full2025_f_base_first_child_flip_mode0","parent_wave1_confirmed","4535"
"full2025_f_base_first_child_flip_mode0","parent_wave2_pending","4511"
"full2025_f_base_first_child_flip_mode0","parent_wave2_started_first_close","4504"
"full2025_f_base_first_child_flip_mode0","parent_wave2_started_confirmed_pivot","0"
"full2025_f_base_first_child_flip_mode0","parent_wave2_started_child_trend","0"
"full2025_f_base_first_child_flip_mode0","child_countertrend_confirmed","4349"
"full2025_f_base_first_child_flip_mode0","child_anchor_created","3935"
"full2025_f_base_first_child_flip_mode0","child_anchor_updated","4259"
"full2025_f_base_first_child_flip_mode0","child_flip_detected","3197"
"full2025_f_base_first_child_flip_mode0","fresh_first_flip_signal","3189"
"full2025_f_base_first_child_flip_mode0","valid_candidate","178"
"full2025_f_base_first_child_flip_mode0","signal_reserved","178"
"full2025_f_base_first_child_flip_mode0","portfolio_selected","178"
"full2025_f_base_first_child_flip_mode0","trades_taken","177"
"full2025_f_base_first_child_flip_mode0","candidate_invalid","3011"
"full2025_f_base_first_child_flip_mode0","position_cap_reject","1"
"full2025_f_base_first_child_flip_mode0","risk_reject","0"
"full2025_f_base_first_child_flip_mode0","order_failure","0"
"full2025_f_base_first_child_flip_mode0","expired","8"
"full2025_f_base_first_child_flip_mode0","parent_invalidated","77"
"full2025_f_base_first_child_flip_mode0","signals_consumed","3197"
