entry_time,exit_time,strategy,symbol,direction,entry_type,range_position,regime_type,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,zscore,rsi,range_low,range_high,range_mid,distance_to_range_mid_r,distance_to_opposite_boundary_r,room_to_mean,room_to_range_mid,room_to_opposite_boundary,h1_adx_low,h4_adx_low,h1_ma_slope_small,h4_ma_slope_small,range_width_ok,price_middle,strong_trend_break,target_too_far,exit_reason,position_id
2025.01.02 10:45:00,2025.01.02 13:00:28,new_range_boundary_reversion_fixedR,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,156.59600000,157.16300000,156.08400000,157.15900000,0.51200000,1.1074,25.25,0.00,0.00,25.25,0.070,1.100,9,0.16007143,17.00,7.496,-1.4962,33.36,156.01500000,157.97600000,156.99550000,0.7799,2.6941,0.47106250,0.39950000,1.38000000,false,true,true,true,true,false,false,false,DEAL_REASON_TP,2
2025.01.02 19:00:00,2025.01.02 19:26:27,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,157.65300000,157.84600000,157.84500000,157.44200000,0.19200000,-1.0052,-24.45,0.00,0.00,-24.45,0.200,1.099,1,0.25300000,16.00,9.460,2.4597,75.49,156.01500000,157.76900000,156.89200000,3.9656,8.5357,0.59450000,0.76100000,1.63800000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,4
2025.01.02 19:45:00,2025.01.03 01:45:00,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,no_mean_reversion,157.53500000,157.56300000,157.83900000,157.20100000,0.30400000,-0.0921,-2.13,0.00,-1.34,-3.47,0.120,1.099,24,0.23221429,18.00,8.401,1.4014,66.92,156.01500000,157.76900000,156.89200000,2.1175,5.0055,0.39753125,0.64300000,1.52000000,true,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,6
2025.01.03 06:45:00,2025.01.03 12:45:00,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,157.34000000,157.33300000,157.64000000,157.01000000,0.30000000,0.0233,0.58,0.00,0.00,0.58,0.130,1.100,24,0.09371429,17.00,6.466,-0.4657,57.65,156.01500000,157.84100000,156.92800000,1.3739,4.4183,0.00000000,0.41200000,1.32500000,false,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,8
2025.01.03 17:30:00,2025.01.03 19:05:00,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,157.42300000,157.01800000,157.79100000,157.01800000,0.36800000,1.1005,25.79,0.00,0.00,25.79,0.100,1.101,6,0.11507143,18.00,8.040,2.0398,60.51,156.42600000,157.84100000,157.13350000,0.7862,2.7076,0.18334375,0.28950000,0.99700000,true,false,true,true,true,false,false,false,DEAL_REASON_TP,10
2025.01.06 01:30:00,2025.01.06 02:10:13,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,157.43000000,157.70500000,157.69500000,157.13800000,0.26500000,-1.0377,-24.41,0.00,0.00,-24.41,0.140,1.102,2,0.08292857,16.00,8.498,1.4982,65.85,156.42600000,157.84100000,157.13350000,1.1173,3.7834,0.19875000,0.29650000,1.00400000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,12
2025.01.06 03:00:00,2025.01.06 09:00:00,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,no_mean_reversion,157.58300000,157.65300000,157.87500000,157.26100000,0.29200000,-0.2397,-5.77,0.00,0.00,-5.77,0.130,1.103,24,0.11457143,20.00,8.449,1.4491,62.72,156.42600000,157.84100000,157.13350000,1.5374,3.9573,0.29806250,0.44950000,1.15700000,true,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,14
2025.01.06 15:00:00,2025.01.06 15:10:05,new_range_boundary_reversion_fixedR,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,156.79600000,156.55200000,156.55200000,157.06400000,0.24400000,-1.0000,-24.94,0.00,0.00,-24.94,0.160,1.098,0,0.20578571,18.00,9.675,-2.6745,18.86,156.61400000,157.95500000,157.28450000,2.0042,4.7552,0.77434375,0.48850000,1.15900000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,16
2025.01.06 15:45:00,2025.01.06 16:01:25,new_range_boundary_reversion_fixedR,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,156.67900000,156.53300000,156.53400000,156.83800000,0.14500000,-1.0069,-24.25,0.00,0.00,-24.25,0.260,1.097,1,0.26642857,16.00,8.836,-1.8359,26.31,156.61400000,157.95500000,157.28450000,4.1779,8.8043,0.77231250,0.60550000,1.27600000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,18
2025.01.06 20:00:00,2025.01.07 02:00:00,new_range_boundary_reversion_fixedR,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,no_mean_reversion,157.50500000,157.75300000,158.00200000,156.95800000,0.49700000,-0.4990,-11.00,0.00,-0.78,-11.78,0.070,1.101,24,0.15750000,16.00,6.521,0.5208,65.64,156.23000000,157.95500000,157.09250000,0.8296,2.5641,0.21525000,0.41250000,1.27500000,true,false,true,true,true,false,false,false,DEAL_REASON_EXPERT,20
