episode_id,symbol,t0_msc,processing_msc,source_quote_msc,long_score,short_score,direction,atr14_m5
usdjpy_only_ml_202505_20260912_USDJPY_mh_1,USDJPY,1746125789500,1746125790403,1746125789297,-0.051856290081558,-0.034301201344942,0,0.119867222863
usdjpy_only_ml_202505_20260912_USDJPY_mh_2,USDJPY,1746126974250,1746126974346,1746126974186,0.006968673141682,-0.059135790392972,0,0.115541851090
usdjpy_only_ml_202505_20260912_USDJPY_mh_3,USDJPY,1746182417750,1746182418318,1746182417450,-0.041787909484804,-0.020750977335067,0,0.097737497104
usdjpy_only_ml_202505_20260912_USDJPY_mh_4,USDJPY,1746183741250,1746183742846,1746183741240,-0.093268041561124,-0.038319494850612,0,0.094266702817
usdjpy_only_ml_202505_20260912_USDJPY_mh_5,USDJPY,1746184760750,1746184761154,1746184760739,-0.029693970066067,-0.042035077519936,0,0.094355665593
usdjpy_only_ml_202505_20260912_USDJPY_mh_6,USDJPY,1746186253750,1746186253822,1746186253733,-0.001245482205019,-0.062456699503743,0,0.083832131334
usdjpy_only_ml_202505_20260912_USDJPY_mh_7,USDJPY,1746199340750,1746199341124,1746199340621,-0.021658030020063,-0.039654386809650,0,0.077182869787
usdjpy_only_ml_202505_20260912_USDJPY_mh_8,USDJPY,1746200395750,1746200395944,1746200395725,-0.023038260351554,0.008695017707948,0,0.112120905556
usdjpy_only_ml_202505_20260912_USDJPY_mh_9,USDJPY,1746201380250,1746201381055,1746201380051,-0.103552910411807,0.100208701754966,-1,0.146027519294
usdjpy_only_ml_202505_20260912_USDJPY_mh_10,USDJPY,1746202342000,1746202342110,1746202341940,-0.101413651767557,0.078457654370241,-1,0.146971013025
usdjpy_only_ml_202505_20260912_USDJPY_mh_11,USDJPY,1746203401500,1746203401717,1746203401468,-0.116457700468220,0.068601141639861,-1,0.150465095205
usdjpy_only_ml_202505_20260912_USDJPY_mh_12,USDJPY,1746204516000,1746204516601,1746204515797,0.052296492183119,-0.076680439029776,1,0.166485354969
usdjpy_only_ml_202505_20260912_USDJPY_mh_13,USDJPY,1746205505250,1746205506041,1746205505091,-0.073922519013317,0.029022923144630,-1,0.168544388328
usdjpy_only_ml_202505_20260912_USDJPY_mh_14,USDJPY,1746206517000,1746206517069,1746206516944,-0.011815186667194,-0.017106763620683,0,0.164785721994
usdjpy_only_ml_202505_20260912_USDJPY_mh_15,USDJPY,1746208665500,1746208666180,1746208665378,0.015845150574256,-0.071989889030837,0,0.145186563830
usdjpy_only_ml_202505_20260912_USDJPY_mh_16,USDJPY,1746209662250,1746209662534,1746209662074,-0.011125860539520,-0.037731034279189,0,0.143046603806
usdjpy_only_ml_202505_20260912_USDJPY_mh_17,USDJPY,1746210671500,1746210672162,1746210671498,-0.077826937291375,0.045973208319803,-1,0.134841083039
usdjpy_only_ml_202505_20260912_USDJPY_mh_18,USDJPY,1746211636500,1746211636666,1746211636464,-0.084801511891921,0.026633664879670,-1,0.125333039061
usdjpy_only_ml_202505_20260912_USDJPY_mh_19,USDJPY,1746212671750,1746212672072,1746212671604,-0.095186498778137,0.018869750928801,0,0.123111766352
usdjpy_only_ml_202505_20260912_USDJPY_mh_20,USDJPY,1746214302500,1746214302701,1746214302401,-0.025748446342770,-0.004847522008995,0,0.129024372565
