episode_id_mt5,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc_mt5,exit_msc_mt5,requested_volume,filled_volume,closed_volume,entry_price_mt5,exit_price_mt5,sl_mt5,tp_mt5,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r_mt5,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month_mt5,episode_id_python,score,long_score,short_score,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc_python,entry_bid,entry_ask,entry_price_python,entry_spread,pip_size,tick_size,stops_distance,distance,sl_python,tp_python,status,exit_msc_python,exit_price_python,gross_pips,gross_r_python,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,month_python,calendar_segment,_merge
usdjpy_only_ml_202505_20260912_USDJPY_mh_9,USDJPY,-1,1746201380250,1746201381055,1746201381258,1746201381157,1746201381258,1746202281321,0.04,0.04,0.04,144.663,144.557,144.956,144.37,8.09,2.93,0,0,0,2.93,0.36217552533993,0.36217552533993,900.063,TIME,1,1,2,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_9,0.10020870175497,-0.10355291041181,0.10020870175497,tstech_real_202501_202506_20260910_202505:71,1746201380250,1746201381055,5,2,0.146027519294,1746201381056,144.664,144.666,144.664,0.002,0.01,0.001,0,0.293,144.957,144.371,TIME,1746202281120,144.559,10.499999999999,0.358361774744,0.077,0.001,0.111,0.052,0.176,0.052,,,1746201381055,1746201380051,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_10,USDJPY,-1,1746202342000,1746202342110,1746202342273,1746202342142,1746202342273,1746202840721,0.04,0.04,0.04,144.55,144.256,144.844,144.256,8.12,8.15,0,0,0,8.15,1.0036945812808,1.0036945812808,498.448,TP,1,1,4,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_10,0.078457654370241,-0.10141365176756,0.078457654370241,tstech_real_202501_202506_20260910_202505:97,1746202342000,1746202342110,5,2,0.146971013025,1746202342142,144.55,144.553,144.55,0.003,0.01,0.001,0,0.294,144.844,144.256,TP,1746202840721,144.256,29.400000000001,1,0.059,0,0.165,0,0.494,0,498.579,,1746202342110,1746202341940,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_11,USDJPY,-1,1746203401500,1746203401717,1746203402010,1746203401968,1746203402010,1746203944906,0.04,0.04,0.04,144.179,143.876,144.48,143.878,8.33,8.42,0,0,0,8.42,1.0108043217287,1.0108043217287,542.896,TP,1,1,6,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_11,0.068601141639861,-0.11645770046822,0.068601141639861,tstech_real_202501_202506_20260910_202505:122,1746203401500,1746203401717,5,2,0.150465095205,1746203401968,144.179,144.182,144.179,0.003,0.01,0.001,0,0.301,144.48,143.878,TP,1746203944906,143.878,30.099999999999,1,0.057,0.005,0.13,0.008,0.446,0.008,542.938,,1746203401717,1746203401468,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_12,USDJPY,1,1746204516000,1746204516601,1746204516804,1746204516701,1746204516804,1746205417399,0.04,0.04,0.04,143.819,143.887,143.486,144.152,9.28,1.89,0,0,0,1.89,0.20366379310345,0.20366379310345,900.595,TIME,1,1,8,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_12,0.052296492183119,0.052296492183119,-0.076680439029776,tstech_real_202501_202506_20260910_202505:155,1746204516000,1746204516601,5,2,0.166485354969,1746204516604,143.822,143.825,143.825,0.003,0.01,0.001,0,0.333,143.492,144.158,TIME,1746205416877,143.884,5.9,0.177177177177,0,0.095,0.085,0.095,0.116,0.098,,,1746204516601,1746204515797,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_13,USDJPY,-1,1746205505250,1746205506041,1746205506062,1746205506060,1746205506062,1746206406086,0.04,0.04,0.04,143.884,144.093,144.222,143.546,9.37,-5.8,0,0,0,-5.8,-0.61899679829242,-0.61899679829242,900.024,TIME,1,1,10,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_13,0.02902292314463,-0.073922519013317,0.02902292314463,tstech_real_202501_202506_20260910_202505:175,1746205505250,1746205506041,5,2,0.168544388328,1746205506060,143.884,143.887,143.884,0.003,0.01,0.001,0,0.338,144.222,143.546,TIME,1746206406353,144.092,-20.800000000003,-0.615384615385,0.003,0.122,0.003,0.17,0.003,0.242,,,1746205506041,1746205505091,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_17,USDJPY,-1,1746210671500,1746210672162,1746210672866,1746210672793,1746210672866,1746211573258,0.05,0.05,0.05,144.42,144.457,144.69,144.15,9.33,-1.28,0,0,0,-1.28,-0.13719185423365,-0.13719185423365,900.392,TIME,1,1,12,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_17,0.045973208319803,-0.077826937291375,0.045973208319803,tstech_real_202501_202506_20260910_202505:214,1746210671500,1746210672162,5,2,0.134841083039,1746210672691,144.419,144.422,144.419,0.003,0.01,0.001,0,0.27,144.689,144.149,TIME,1746211573334,144.454,-3.5,-0.12962962963,0.036,0.012,0.057,0.022,0.057,0.062,,,1746210672162,1746210671498,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_18,USDJPY,-1,1746211636500,1746211636666,1746211636967,1746211636867,1746211636967,1746212536992,0.05,0.05,0.05,144.497,144.622,144.748,144.246,8.67,-4.32,0,0,0,-4.32,-0.49826989619377,-0.49826989619377,900.025,TIME,1,1,14,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_18,0.02663366487967,-0.084801511891921,0.02663366487967,tstech_real_202501_202506_20260910_202505:217,1746211636500,1746211636666,5,2,0.125333039061,1746211636867,144.497,144.501,144.497,0.004,0.01,0.001,0,0.251,144.748,144.246,TIME,1746212536889,144.622,-12.5,-0.498007968127,0.029,0.034,0.029,0.115,0.029,0.147,,,1746211636666,1746211636464,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_36,USDJPY,1,1746455153750,1746455157244,1746455157347,1746455157304,1746455157347,1746456057561,0.1,0.1,0.1,143.792,143.89,143.656,143.928,9.47,6.81,0,0,0,6.81,0.71911298838437,0.71911298838437,900.214,TIME,1,1,16,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_36,0.022763643955449,0.022763643955449,-0.11558120169498,tstech_real_202501_202506_20260910_202505:320,1746455153750,1746455157244,5,2,0.067964210062,1746455157304,143.787,143.792,143.792,0.005,0.01,0.001,0,0.136,143.656,143.928,TIME,1746456057562,143.884,9.199999999998,0.676470588235,0.032,0.011,0.061,0.011,0.118,0.011,,,1746455157244,1746455153280,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_42,USDJPY,-1,1746466205250,1746466207323,1746466207523,1746466207494,1746466207523,1746467108965,0.06,0.06,0.06,143.698,143.745,143.928,143.468,9.59,-1.96,0,0,0,-1.96,-0.2043795620438,-0.2043795620438,901.442,TIME,1,1,18,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_42,0.037284152547504,-0.087147834455985,0.037284152547504,tstech_real_202501_202506_20260910_202505:363,1746466205250,1746466207323,5,2,0.114503919676,1746466207494,143.698,143.701,143.698,0.003,0.01,0.001,0,0.23,143.928,143.468,TIME,1746467112948,143.744,-4.599999999999,-0.2,0.01,0.039,0.01,0.159,0.01,0.174,,,1746466207323,1746466205187,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_43,USDJPY,-1,1746467420750,1746467420961,1746467422870,1746467422869,1746467422870,1746468327514,0.06,0.06,0.06,143.813,143.786,144.046,143.58,9.71,1.13,0,0,0,1.13,0.11637487126674,0.11637487126674,904.644,TIME,1,1,20,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_43,0.090992907249965,-0.13643985478251,0.090992907249965,tstech_real_202501_202506_20260910_202505:370,1746467420750,1746467420961,5,2,0.116098043765,1746467421160,143.823,143.826,143.823,0.003,0.01,0.001,0,0.233,144.056,143.59,TIME,1746468324194,143.794,2.9,0.124463519313,0.068,0.005,0.068,0.005,0.084,0.027,,,1746467420961,1746467420457,202505,4,both
