episode_id_mt5,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc_mt5,exit_msc_mt5,requested_volume,filled_volume,closed_volume,entry_price_mt5,exit_price_mt5,sl_mt5,tp_mt5,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r_mt5,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month_mt5,episode_id_python,score,long_score,short_score,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc_python,entry_bid,entry_ask,entry_price_python,entry_spread,pip_size,tick_size,stops_distance,distance,sl_python,tp_python,status,exit_msc_python,exit_price_python,gross_pips,gross_r_python,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,month_python,calendar_segment,_merge
usdjpy_only_ml_202505_20260912_USDJPY_mh_45,USDJPY,-1,1746470541000,1746470543311,1746470543411,1746470543329,1746470543411,1746471447021,0.06,0.06,0.06,143.942,143.988,144.161,143.723,9.11,-1.92,0,0,0,-1.92,-0.21075740944018,-0.21075740944018,903.61,TIME,1,1,22,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_45,0.041792942882666,-0.10197646845787,0.041792942882666,tstech_real_202501_202506_20260910_202505:384,1746470541000,1746470543311,5,2,0.109151657448,1746470543329,143.942,143.944,143.942,0.002,0.01,0.001,0,0.219,144.161,143.723,TIME,1746471445586,143.989,-4.7,-0.214611872146,0.04,0.003,0.07,0.003,0.074,0.048,,,1746470543311,1746470540712,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_66,USDJPY,1,1746542570500,1746542571265,1746542583265,1746542583252,1746542583265,1746543483399,0.08,0.08,0.08,142.876,142.831,142.703,143.049,9.7,-2.52,0,0,0,-2.52,-0.25979381443299,-0.25979381443299,900.134,TIME,1,1,24,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_66,0.026071860392366,0.026071860392366,-0.084267865323722,tstech_real_202501_202506_20260910_202505:523,1746542570500,1746542571265,5,2,0.086319506846,1746542572996,142.872,142.876,142.876,0.004,0.01,0.001,0,0.173,142.703,143.049,TIME,1746543473550,142.836,-3.999999999999,-0.231213872832,0.007,0.006,0.015,0.044,0.015,0.051,,,1746542571265,1746542570376,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_118,USDJPY,-1,1746637740000,1746637740339,1746637740627,1746637740602,1746637740627,1746638643175,0.11,0.11,0.11,143.343,143.341,143.473,143.213,9.97,0.15,0,0,0,0.15,0.015045135406219,0.015045135406219,902.548,TIME,1,1,26,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_118,0.040269398953471,-0.15026589978493,0.040269398953471,tstech_real_202501_202506_20260910_202505:822,1746637740000,1746637740339,5,2,0.064694070937,1746637740602,143.343,143.345,143.343,0.002,0.01,0.001,0,0.13,143.473,143.213,TIME,1746638640972,143.34,0.299999999999,0.023076923077,0.012,0.022,0.042,0.023,0.042,0.053,,,1746637740339,1746637740000,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_121,USDJPY,-1,1746649205500,1746649209382,1746649216823,1746649216443,1746649216823,1746650116882,0.12,0.12,0.12,143.495,143.495,143.611,143.379,9.69,0,0,0,0,0,0,0,900.059,TIME,1,1,28,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_121,0.031700757347567,-0.16429246118948,0.031700757347567,tstech_real_202501_202506_20260910_202505:856,1746649205500,1746649209382,5,2,0.057550040137,1746649209707,143.495,143.5,143.495,0.005,0.01,0.001,0,0.116,143.611,143.379,TIME,1746650110085,143.498,-0.299999999999,-0.025862068965,0,0.018,0,0.028,0.006,0.052,,,1746649209382,1746649205282,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_127,USDJPY,-1,1746656084750,1746656085167,1746656086475,1746656086379,1746656086475,1746656987242,0.04,0.04,0.04,143.836,143.654,144.149,143.523,8.69,5.07,0,0,0,5.07,0.58342922899885,0.58342922899885,900.767,TIME,1,1,30,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_127,0.067282396922549,-0.07383158735144,0.067282396922549,tstech_real_202501_202506_20260910_202505:1053,1746656084750,1746656085167,5,2,0.156151894037,1746656085167,143.835,143.837,143.835,0.002,0.01,0.001,0,0.313,144.148,143.522,TIME,1746656986294,143.654,18.100000000001,0.578274760383,0.015,0.024,0.151,0.054,0.199,0.054,,,1746656085167,1746656084361,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_167,USDJPY,-1,1746720278500,1746720280324,1746720281029,1746720280982,1746720281029,1746721181678,0.06,0.06,0.06,144.621,144.57,144.839,144.403,9.03,2.12,0,0,0,2.12,0.23477297895903,0.23477297895903,900.649,TIME,1,1,32,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_167,0.021298823201636,-0.073836315236836,0.021298823201636,tstech_real_202501_202506_20260910_202505:1365,1746720278500,1746720280324,5,2,0.108715169676,1746720280484,144.615,144.617,144.615,0.002,0.01,0.001,0,0.218,144.833,144.397,TIME,1746721181001,144.569,4.600000000002,0.211009174312,-0,0.048,0.059,0.055,0.061,0.055,,,1746720280324,1746720278468,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_168,USDJPY,-1,1746721965250,1746721966489,1746721966927,1746721966820,1746721966927,1746722868086,0.07,0.07,0.07,144.6,144.528,144.797,144.403,9.52,3.49,0,0,0,3.49,0.36659663865546,0.36659663865546,901.159,TIME,1,1,34,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_168,0.027919828336237,-0.11514529049431,0.027919828336237,tstech_real_202501_202506_20260910_202505:1378,1746721965250,1746721966489,5,2,0.098494291272,1746721966514,144.598,144.601,144.598,0.003,0.01,0.001,0,0.197,144.795,144.401,TIME,1746722868051,144.528,7.000000000002,0.355329949239,0.1,0.006,0.109,0.006,0.125,0.006,,,1746721966489,1746721964904,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_171,USDJPY,-1,1746725102250,1746725102341,1746725102947,1746725102614,1746725102947,1746726004030,0.06,0.06,0.06,144.731,144.806,144.944,144.518,8.82,-3.11,0,0,0,-3.11,-0.35260770975057,-0.35260770975057,901.083,TIME,1,1,36,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_171,0.045908786504818,-0.12282113010714,0.045908786504818,tstech_real_202501_202506_20260910_202505:1407,1746725102250,1746725102341,5,2,0.106048197435,1746725102413,144.732,144.737,144.732,0.005,0.01,0.001,0,0.213,144.945,144.519,TIME,1746726002511,144.804,-7.2,-0.338028169014,0.002,0.11,0.002,0.145,0.002,0.145,,,1746725102341,1746725102212,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_173,USDJPY,-1,1746727158500,1746727158819,1746727159181,1746727158896,1746727159181,1746728059544,0.06,0.06,0.06,145.094,144.919,145.336,144.852,9.99,7.25,0,0,0,7.25,0.72572572572573,0.72572572572573,900.363,TIME,1,1,38,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_173,0.024958330338585,-0.097097509114824,0.024958330338585,tstech_real_202501_202506_20260910_202505:1451,1746727158500,1746727158819,5,2,0.120629416408,1746727158896,145.094,145.1,145.094,0.006,0.01,0.001,0,0.242,145.336,144.852,TIME,1746728058941,144.918,17.599999999999,0.727272727273,0.115,0.006,0.16,0.006,0.176,0.006,,,1746727158819,1746727158394,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_174,USDJPY,-1,1746728264250,1746728264502,1746728264594,1746728264520,1746728264594,1746729164935,0.05,0.05,0.05,144.958,145.088,145.222,144.694,9.09,-4.48,0,0,0,-4.48,-0.49284928492849,-0.49284928492849,900.341,TIME,1,1,40,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_174,0.02431726644618,-0.029988598337521,0.02431726644618,tstech_real_202501_202506_20260910_202505:1481,1746728264250,1746728264502,5,2,0.13174116976,1746728264520,144.958,144.959,144.958,0.001,0.01,0.001,0,0.264,145.222,144.694,TIME,1746729164589,145.089,-13.1,-0.496212121212,0.041,0.015,0.041,0.222,0.041,0.238,,,1746728264502,1746728263922,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_175,USDJPY,-1,1746729327750,1746729328057,1746729328479,1746729328451,1746729328479,1746729943186,0.05,0.05,0.05,145.091,145.358,145.358,144.824,9.18,-9.18,0,0,0,-9.18,-1,-1,614.707,SL,1,1,42,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_175,0.031436260816011,-0.093081837896233,0.031436260816011,tstech_real_202501_202506_20260910_202505:1516,1746729327750,1746729328057,5,2,0.133239732171,1746729328146,145.091,145.096,145.091,0.005,0.01,0.001,0,0.267,145.358,144.824,SL,1746729943186,145.358,-26.7,-1,0.018,0.046,0.018,0.081,0.018,0.459,,615.04,1746729328057,1746729327546,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_176,USDJPY,-1,1746730337750,1746730338118,1746730338419,1746730338119,1746730338419,1746731239645,0.04,0.04,0.04,145.433,145.516,145.725,145.141,8.02,-2.28,0,0,0,-2.28,-0.28428927680798,-0.28428927680798,901.226,TIME,1,1,44,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_176,0.059192567439847,-0.11269720761152,0.059192567439847,tstech_real_202501_202506_20260910_202505:1550,1746730337750,1746730338118,5,2,0.145613226041,1746730338119,145.433,145.438,145.433,0.005,0.01,0.001,0,0.292,145.725,145.141,TIME,1746731238370,145.514,-8.100000000002,-0.277397260274,0.03,0.021,0.061,0.075,0.061,0.127,,,1746730338118,1746730337315,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_178,USDJPY,-1,1746733016000,1746733016827,1746733017429,1746733017411,1746733017429,1746733920039,0.05,0.05,0.05,145.69,145.738,145.955,145.425,9.08,-1.65,0,0,0,-1.65,-0.18171806167401,-0.18171806167401,902.61,TIME,1,1,46,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_178,0.030239699835243,-0.064174948260605,0.030239699835243,tstech_real_202501_202506_20260910_202505:1594,1746733016000,1746733016827,5,2,0.132366807076,1746733017411,145.69,145.692,145.69,0.002,0.01,0.001,0,0.265,145.955,145.425,TIME,1746733917526,145.738,-4.8,-0.181132075472,0.04,0.004,0.063,0.008,0.079,0.069,,,1746733016827,1746733015804,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_187,USDJPY,-1,1746760959250,1746760961156,1746760963269,1746760963169,1746760963269,1746761709842,0.09,0.09,0.09,146.149,145.981,146.308,145.99,9.78,10.36,0,0,0,10.36,1.0593047034765,1.0593047034765,746.573,TP,1,1,48,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_187,0.058433024603962,-0.12148661243879,0.058433024603962,tstech_real_202501_202506_20260910_202505:1627,1746760959250,1746760961156,5,2,0.079192816959,1746760961660,146.149,146.156,146.149,0.007,0.01,0.001,0,0.159,146.308,145.99,TP,1746761709842,145.99,15.899999999999,1,0.002,0.042,0.069,0.042,0.216,0.042,748.182,,1746760961156,1746760959190,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_190,USDJPY,-1,1746764806750,1746764808255,1746764808355,1746764808300,1746764808355,1746765708650,0.07,0.07,0.07,145.771,145.771,145.971,145.571,9.59,0,0,0,0,0,0,0,900.295,TIME,1,1,50,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_190,0.028347628281478,-0.13812070261901,0.028347628281478,tstech_real_202501_202506_20260910_202505:1640,1746764806750,1746764808255,5,2,0.099650841539,1746764808300,145.771,145.778,145.771,0.007,0.01,0.001,0,0.2,145.971,145.571,TIME,1746765710915,145.773,-0.200000000001,-0.01,0,0.034,0.075,0.068,0.126,0.068,,,1746764808255,1746764806390,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_212,USDJPY,-1,1746800956750,1746800957108,1746800957160,1746800957151,1746800957160,1746801208465,0.11,0.11,0.11,145.071,145.196,145.196,144.946,9.47,-9.47,0,0,0,-9.47,-1,-1,251.305,SL,1,1,52,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_212,0.031430213750813,-0.18416332705606,0.031430213750813,tstech_real_202501_202506_20260910_202505:1791,1746800956750,1746800957108,5,2,0.06232572246,1746800957151,145.071,145.076,145.071,0.005,0.01,0.001,0,0.125,145.196,144.946,SL,1746801208465,145.196,-12.5,-1,0,0.063,-0,0.144,-0,0.158,,251.314,1746800957108,1746800956748,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_244,USDJPY,-1,1747044603500,1747044603708,1747044604509,1747044604489,1747044604509,1747045256384,0.05,0.05,0.05,146.759,147.016,147.009,146.509,8.5,-8.74,0,0,0,-8.74,-1.0282352941176,-1.0282352941176,651.875,SL,1,1,54,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_244,0.17920437477483,-0.17884513234449,0.17920437477483,tstech_real_202501_202506_20260910_202505:2099,1747044603500,1747044603708,5,2,0.124548304568,1747044603782,146.765,146.769,146.765,0.004,0.01,0.001,0,0.25,147.015,146.515,SL,1747045256384,147.016,-25.1,-1.004,0.038,0.008,0.038,0.192,0.038,0.563,,652.602,1747044603708,1747044603481,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_245,USDJPY,-1,1747045671000,1747045671164,1747045671464,1747045671456,1747045671464,1747046572895,0.04,0.04,0.04,147.533,147.57,147.839,147.227,8.28,-1,0,0,0,-1,-0.1207729468599,-0.1207729468599,901.431,TIME,1,1,56,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_245,0.1562995845267,-0.18696516854134,0.1562995845267,tstech_real_202501_202506_20260910_202505:2145,1747045671000,1747045671164,5,2,0.152642356042,1747045671356,147.543,147.549,147.543,0.006,0.01,0.001,0,0.306,147.849,147.237,TIME,1747046571648,147.564,-2.099999999999,-0.06862745098,0.027,0.143,0.116,0.165,0.173,0.165,,,1747045671164,1747045670954,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_246,USDJPY,-1,1747046768000,1747046768162,1747046768263,1747046768163,1747046768263,1747047669265,0.03,0.03,0.03,147.839,147.844,148.237,147.441,8.05,-0.1,0,0,0,-0.1,-0.012422360248447,-0.012422360248447,901.002,TIME,1,1,58,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_246,0.10467763709401,-0.1017181537157,0.10467763709401,tstech_real_202501_202506_20260910_202505:2206,1747046768000,1747046768162,5,2,0.198508078249,1747046768163,147.839,147.843,147.839,0.004,0.01,0.001,0,0.398,148.237,147.441,TIME,1747047668563,147.845,-0.6,-0.015075376884,0.003,0.056,0.141,0.056,0.141,0.159,,,1747046768162,1747046767962,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_248,USDJPY,-1,1747048762500,1747048762656,1747048763358,1747048763157,1747048763358,1747049663431,0.03,0.03,0.03,148.107,147.801,148.514,147.7,8.22,6.21,0,0,0,6.21,0.75547445255474,0.75547445255474,900.073,TIME,1,1,60,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_248,0.026539732366242,-0.032981339337648,0.026539732366242,tstech_real_202501_202506_20260910_202505:2257,1747048762500,1747048762656,5,2,0.203398602156,1747048763157,148.107,148.113,148.107,0.006,0.01,0.001,0,0.407,148.514,147.7,TIME,1747049663330,147.801,30.600000000001,0.751842751843,0.002,0.124,0.158,0.124,0.315,0.124,,,1747048762656,1747048762050,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_249,USDJPY,1,1747049881500,1747049881623,1747049883531,1747049883529,1747049883531,1747050784085,0.03,0.03,0.03,147.718,147.703,147.308,148.128,8.35,-0.3,0,0,0,-0.3,-0.035928143712575,-0.035928143712575,900.554,TIME,1,1,62,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_249,0.03389523964448,0.03389523964448,-0.056296558973305,tstech_real_202501_202506_20260910_202505:2286,1747049881500,1747049881623,5,2,0.204771956516,1747049881819,147.721,147.726,147.726,0.005,0.01,0.001,0,0.41,147.316,148.136,TIME,1747050781907,147.698,-2.799999999999,-0.068292682927,0.003,0.051,0.099,0.102,0.099,0.102,,,1747049881623,1747049881122,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_250,USDJPY,1,1747050959250,1747050959754,1747050960007,1747050959915,1747050960007,1747051860039,0.03,0.03,0.03,147.722,147.823,147.34,148.104,7.78,2.05,0,0,0,2.05,0.26349614395887,0.26349614395887,900.032,TIME,1,1,64,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_250,0.050990906702274,0.050990906702274,-0.066899645549542,tstech_real_202501_202506_20260910_202505:2307,1747050959250,1747050959754,5,2,0.190793571289,1747050959915,147.716,147.722,147.722,0.006,0.01,0.001,0,0.382,147.34,148.104,TIME,1747051860039,147.823,10.1,0.264397905759,0.021,0.049,0.083,0.05,0.139,0.05,,,1747050959754,1747050959210,202505,4,both
usdjpy_only_ml_202505_20260912_USDJPY_mh_253,USDJPY,-1,1747054598000,1747054599148,1747054600555,1747054600454,1747054600555,1747055501080,0.05,0.05,0.05,148.058,148.116,148.354,147.762,9.98,-1.96,0,0,0,-1.96,-0.19639278557114,-0.19639278557114,900.525,TIME,1,1,66,202505,tstech_real_202501_202506_20260910_202505:tstech_real_202501_202506_20260910_202505_USDJPY_mh_253,0.021632505902449,-0.066719892153896,0.021632505902449,tstech_real_202501_202506_20260910_202505:2342,1747054598000,1747054599148,5,2,0.147626352968,1747054599552,148.065,148.071,148.065,0.006,0.01,0.001,0,0.296,148.361,147.769,TIME,1747055499764,148.117,-5.199999999999,-0.175675675676,0.018,0.025,0.018,0.11,0.018,0.125,,,1747054599148,1747054597968,202505,4,both
