t0_msc,expected_direction,actual_direction,long_error,short_error
1746612545000,0,0,-2.7755575615628914e-16,2.0816681711721685e-16
1746613801250,0,0,1.1102230246251565e-16,-3.5735303605122226e-16
1746615266250,0,0,-4.440892098500626e-16,1.5959455978986625e-16
1746616324250,0,0,-4.0245584642661925e-16,-2.2898349882893854e-16
1746617419750,0,0,1.6306400674181987e-16,-4.649058915617843e-16
1746618626500,0,0,-3.3306690738754696e-16,4.163336342344337e-16
1746620106250,0,0,1.8735013540549517e-16,-1.4224732503009818e-16
1746621130250,0,0,-4.718447854656915e-16,2.5673907444456745e-16
1746622637250,0,0,-2.5673907444456745e-16,-2.3592239273284576e-16
1746623909500,0,0,-1.8735013540549517e-16,-2.498001805406602e-16
1746627361500,0,0,-1.3877787807814457e-16,6.938893903907228e-18
1746628778000,0,0,-1.5959455978986625e-16,1.3877787807814457e-16
1746630031500,0,0,1.5265566588595902e-16,2.1510571102112408e-16
1746633730250,0,0,3.7470027081099033e-16,3.608224830031759e-16
1746636377000,0,0,3.2612801348363973e-16,6.938893903907228e-17
1746637740000,-1,-1,1.942890293094024e-16,-3.7470027081099033e-16
1746640534000,0,0,3.885780586188048e-16,4.85722573273506e-16
1746648066250,0,0,4.3368086899420177e-16,-3.191891195797325e-16
1746649205500,-1,-1,-2.498001805406602e-16,3.191891195797325e-16
1746650355750,0,0,-9.71445146547012e-17,-2.498001805406602e-16
1746651577500,0,0,-2.220446049250313e-16,2.498001805406602e-16
1746652673500,0,0,8.326672684688674e-17,4.848552115355176e-16
1746653785500,0,0,3.3306690738754696e-16,2.3765711620882257e-16
1746654850000,0,0,-5.13694989323632e-16,7.28583859910259e-17
1746656084750,-1,-1,-2.7755575615628914e-17,1.6653345369377348e-16
1746657057500,0,0,-3.469446951953614e-16,-1.7867651802561113e-16
1746658024500,0,0,1.942890293094024e-16,-3.2612801348363973e-16
1746659066250,0,0,3.3306690738754696e-16,-3.95516952522712e-16
1746666206000,0,0,1.1102230246251565e-16,2.220446049250313e-16
1746667281250,0,0,1.5959455978986625e-16,0.0
1746668605250,0,0,9.71445146547012e-17,4.3021142204224816e-16
1746673250750,0,0,-9.71445146547012e-17,-4.0939474033052647e-16
1746675188250,0,0,-1.3877787807814457e-16,-2.636779683484747e-16
1746676505250,0,0,-2.7755575615628914e-17,5.065392549852277e-16
1746678001250,0,0,-5.204170427930421e-17,-2.8449465006019636e-16
1746679190750,0,0,2.7755575615628914e-16,-4.718447854656915e-16
1746680207250,0,0,-4.718447854656915e-16,2.7929047963226594e-16
1746681292250,0,0,-2.636779683484747e-16,7.28583859910259e-17
1746682657250,0,0,3.469446951953614e-17,-2.914335439641036e-16
1746686484000,0,0,-3.8163916471489756e-16,-1.6653345369377348e-16
1746689154250,0,0,-3.677613769070831e-16,2.498001805406602e-16
1746691653000,0,0,-2.0816681711721685e-16,1.474514954580286e-16
1746692651000,0,0,-1.3877787807814457e-16,2.5500435096859064e-16
1746693720500,0,0,-5.204170427930421e-16,2.0122792321330962e-16
1746694813000,0,0,4.579669976578771e-16,-1.8735013540549517e-16
1746696081500,0,0,1.1102230246251565e-16,3.443426099813962e-16
1746697067500,0,0,3.2612801348363973e-16,-3.712308238590367e-16
1746698405750,0,0,-2.220446049250313e-16,2.701831813833877e-16
1746699970000,0,0,3.400058012914542e-16,1.3877787807814457e-16
1746701080250,0,0,-3.365363543395006e-16,1.0408340855860843e-16
1746702161750,0,0,1.2836953722228372e-16,1.1102230246251565e-16
1746703201250,0,0,3.3306690738754696e-16,-3.885780586188048e-16
1746704978750,0,0,1.5959455978986625e-16,6.331740687315346e-17
1746706340250,0,0,-2.1510571102112408e-16,2.498001805406602e-16
1746707587000,0,0,4.85722573273506e-17,4.718447854656915e-16
1746708798000,0,0,-4.163336342344337e-17,2.498001805406602e-16
1746710019750,0,0,-1.457167719820518e-16,2.6194324487249787e-16
1746711088250,0,0,3.9898639947466563e-16,3.0531133177191805e-16
1746712506250,0,0,-3.7470027081099033e-16,-3.0531133177191805e-16
1746713609250,0,0,4.996003610813204e-16,2.7755575615628914e-16
1746714726250,0,0,5.134781488891349e-16,-2.983724378680108e-16
1746716142000,0,0,-2.220446049250313e-16,2.1250362580715887e-16
1746717719750,0,0,-8.326672684688674e-17,-1.97758476261356e-16
1746718726000,0,0,1.6653345369377348e-16,-1.3877787807814457e-17
1746720278500,-1,-1,9.71445146547012e-17,1.5265566588595902e-16
1746721965250,-1,-1,2.914335439641036e-16,1.0061396160665481e-16
1746722962250,0,0,-1.3877787807814457e-16,-1.734723475976807e-17
1746724107500,0,0,4.440892098500626e-16,4.163336342344337e-16
1746725102250,-1,-1,-9.71445146547012e-17,1.0408340855860843e-16
1746726137500,0,0,1.3877787807814457e-16,2.6020852139652106e-16
1746727158500,-1,-1,6.938893903907228e-17,9.71445146547012e-17
1746728264250,-1,-1,-4.475586568020162e-16,-2.706168622523819e-16
1746729327750,-1,-1,-4.85722573273506e-16,-4.996003610813204e-16
1746730337750,-1,-1,5.134781488891349e-16,1.942890293094024e-16
1746731586000,0,0,4.649058915617843e-16,-1.8908485888147197e-16
1746733016000,-1,-1,2.636779683484747e-16,7.632783294297951e-17
1746734610750,0,0,4.0245584642661925e-16,4.475586568020162e-16
1746735885500,0,0,-4.0245584642661925e-16,-8.500145032286355e-17
1746743138250,0,0,4.440892098500626e-16,-2.7755575615628914e-16
1746750038250,0,0,4.440892098500626e-16,-2.220446049250313e-16
1746752239500,0,0,1.1102230246251565e-16,3.3306690738754696e-16
1746754175250,0,0,-4.163336342344337e-17,-1.0061396160665481e-16
1746758464250,0,0,1.5265566588595902e-16,-4.163336342344337e-17
1746759834750,0,0,1.6653345369377348e-16,3.2959746043559335e-16
1746760959250,-1,-1,2.498001805406602e-16,-4.440892098500626e-16
1746762595750,0,0,-2.220446049250313e-16,6.938893903907228e-18
1746763713250,0,0,-2.220446049250313e-16,1.1796119636642288e-16
1746764806750,-1,-1,-5.551115123125783e-17,-2.8449465006019636e-16
1746765901250,0,0,-2.220446049250313e-16,-2.6020852139652106e-17
1746768782250,0,0,3.191891195797325e-16,4.85722573273506e-17
1746769897250,0,0,4.718447854656915e-16,-4.718447854656915e-16
1746771556250,0,0,-1.5959455978986625e-16,1.8041124150158794e-16
1746772750250,0,0,-1.942890293094024e-16,-1.9255430583342559e-16
1746774032000,0,0,-9.367506770274758e-17,-2.983724378680108e-16
1746775546250,0,0,-3.400058012914542e-16,-1.5265566588595902e-16
1746776798250,0,0,2.983724378680108e-16,-9.71445146547012e-17
1746778660750,0,0,-6.938893903907228e-18,2.8449465006019636e-16
1746779765000,0,0,1.3877787807814457e-16,-2.498001805406602e-16
1746780763250,0,0,4.163336342344337e-17,-3.5908775952719907e-16
1746782841500,0,0,2.2898349882893854e-16,1.1102230246251565e-16
1746784080750,0,0,2.7755575615628914e-16,-2.983724378680108e-16
1746785165750,0,0,-1.0408340855860843e-16,1.249000902703301e-16
1746786178250,0,0,-2.5673907444456745e-16,1.249000902703301e-16
1746787161250,0,0,4.440892098500626e-16,-2.42861286636753e-16
1746788185250,0,0,3.6288246713089833e-16,1.5265566588595902e-16
1746789340000,0,0,-4.85722573273506e-16,4.3021142204224816e-16
1746791579500,0,0,2.5673907444456745e-16,-1.6653345369377348e-16
1746795355750,0,0,-1.249000902703301e-16,3.2959746043559335e-16
1746799943250,0,0,4.440892098500626e-16,-6.938893903907228e-18
1746800956750,-1,-1,4.163336342344337e-16,-7.632783294297951e-17
1746805391250,0,0,2.7755575615628914e-16,1.9081958235744878e-16
1746806404000,0,0,4.163336342344337e-17,3.191891195797325e-16
1746807511500,0,0,-4.926614671774132e-16,1.5265566588595902e-16
1746809089000,0,0,2.498001805406602e-16,-2.7755575615628914e-16
1746810376250,0,0,5.551115123125783e-17,1.1102230246251565e-16
1746813035250,0,0,-6.245004513516506e-17,1.8041124150158794e-16
1746814266250,0,0,2.5673907444456745e-16,-2.706168622523819e-16
1746817428500,0,0,1.249000902703301e-16,4.206704429243757e-16
1746822150000,0,0,-1.1102230246251565e-16,4.996003610813204e-16
1747008453750,0,0,0.0,5.551115123125783e-16
1747011121250,0,0,-6.661338147750939e-16,2.7755575615628914e-16
1747012153250,0,0,1.0495077029659683e-16,-9.020562075079397e-17
1747013822250,0,0,4.718447854656915e-16,-7.979727989493313e-17
1747015271250,0,0,-8.326672684688674e-17,4.163336342344337e-16
1747016511000,0,0,-4.0939474033052647e-16,-3.5388358909926865e-16
1747018888000,0,0,4.163336342344337e-17,3.8077180297690916e-16
1747020040250,0,0,-1.8041124150158794e-16,3.4846257823684113e-16
1747021237750,0,0,-3.2612801348363973e-16,-2.42861286636753e-16
1747022501250,0,0,3.400058012914542e-16,2.740863092043355e-16
1747023696500,0,0,-2.0122792321330962e-16,1.153049010438334e-16
1747025764000,0,0,4.423544863740858e-16,3.5388358909926865e-16
1747026781000,0,0,3.122502256758253e-17,-3.469446951953614e-17
1747028575500,0,0,-6.245004513516506e-17,6.938893903907228e-17
1747031198250,0,0,-2.914335439641036e-16,2.671474153004283e-16
1747032601500,0,0,1.1102230246251565e-16,-2.983724378680108e-16
1747036838250,0,0,-1.6653345369377348e-16,2.7755575615628914e-17
1747038617250,0,0,-3.469446951953614e-17,4.440892098500626e-16
1747039834250,0,0,1.6653345369377348e-16,-3.2612801348363973e-16
1747040958250,0,0,1.0972125985553305e-16,-1.1102230246251565e-16
1747042272000,0,0,1.6653345369377348e-16,-3.2612801348363973e-16
1747043561250,0,0,9.71445146547012e-17,-3.469446951953614e-18
1747044603500,-1,-1,1.6653345369377348e-16,2.7755575615628914e-16
1747045671000,-1,-1,-3.0531133177191805e-16,-2.220446049250313e-16
1747046768000,-1,-1,-2.3592239273284576e-16,3.7470027081099033e-16
1747047797000,0,0,-4.0375688903360185e-16,2.914335439641036e-16
1747048762500,-1,-1,6.938893903907228e-17,8.326672684688674e-17
1747049881500,1,1,1.0408340855860843e-16,1.1796119636642288e-16
1747050959250,1,1,-4.649058915617843e-16,2.7755575615628914e-17
1747052215250,0,0,-7.19910242530375e-17,3.400058012914542e-16
1747053584500,0,0,-4.935288289154016e-16,-1.1102230246251565e-16
1747054598000,-1,-1,1.8041124150158794e-16,-4.0245584642661925e-16
1747055753250,0,0,5.273559366969494e-16,-8.673617379884035e-17
1747056825000,0,0,-1.3877787807814457e-16,2.1163626406917047e-16
1747057851250,0,0,-2.42861286636753e-16,4.718447854656915e-16
1747059082750,0,0,-1.1449174941446927e-16,-3.95516952522712e-16
1747060399250,0,0,1.9147010366094008e-16,3.95516952522712e-16
1747061388750,0,0,-4.163336342344337e-17,-3.209238430557093e-16
1747062841250,0,0,-3.5171518475429764e-16,-3.677613769070831e-16
1747063817250,-1,-1,-2.0816681711721685e-16,2.3245294578089215e-16
1747064934000,0,0,-8.326672684688674e-17,2.5326962749261384e-16
1747066373000,0,0,2.706168622523819e-16,3.677613769070831e-16
1747067492000,0,0,-3.608224830031759e-16,-1.6653345369377348e-16
1747068783500,-1,-1,-9.71445146547012e-17,-2.498001805406602e-16
1747069783750,0,0,-4.85722573273506e-16,-1.8041124150158794e-16
1747070902250,0,0,6.245004513516506e-17,-1.5959455978986625e-16
1747072425750,0,0,1.5959455978986625e-16,1.7520707107365752e-16
1747074110000,0,0,-2.3592239273284576e-16,-3.0878077872387166e-16
1747075443500,0,0,4.579669976578771e-16,2.949029909160572e-17
1747076436000,0,0,2.1163626406917047e-16,-4.371503159461554e-16
1747079276250,0,0,2.636779683484747e-16,5.898059818321144e-17
1747080842250,0,0,3.469446951953614e-16,4.614364446098307e-16
1747081830250,0,0,-3.3306690738754696e-16,5.984795992119984e-17
1747094418250,0,0,5.551115123125783e-16,4.440892098500626e-16
1747096680500,0,0,-4.440892098500626e-16,-2.220446049250313e-16
1747102985250,0,0,1.1102230246251565e-16,-2.0816681711721685e-16
1747105208000,0,0,-4.440892098500626e-16,1.3877787807814457e-17
1747107034750,0,0,2.636779683484747e-16,5.100087019371813e-16
1747108215250,0,0,-6.938893903907228e-17,-3.5388358909926865e-16
1747109193250,0,0,-5.030698080332741e-16,-1.3877787807814457e-16
1747110957250,0,0,9.71445146547012e-17,3.2612801348363973e-16
1747112123500,0,0,-5.065392549852277e-16,9.71445146547012e-17
1747113195750,0,0,-3.608224830031759e-16,4.371503159461554e-16
1747115069000,0,0,-5.551115123125783e-17,2.914335439641036e-16
1747117298250,0,0,-4.371503159461554e-16,3.885780586188048e-16
1747118781250,0,0,-2.7755575615628914e-17,-4.163336342344337e-17
1747122328250,0,0,-1.6653345369377348e-16,2.914335439641036e-16
1747123470250,0,0,2.706168622523819e-16,1.1102230246251565e-16
1747124468250,0,0,4.891920202254596e-16,-1.5959455978986625e-16
1747126501000,0,0,-2.7755575615628914e-16,3.400058012914542e-16
1747130490000,0,0,1.942890293094024e-16,4.3368086899420177e-16
1747131841500,0,0,-2.7755575615628914e-17,-3.3306690738754696e-16
1747133358500,-1,-1,-2.220446049250313e-16,-5.204170427930421e-17
1747134332000,0,0,-6.938893903907228e-18,-3.3306690738754696e-16
1747135760500,-1,-1,-6.938893903907228e-17,4.2327252813834093e-16
1747138474750,0,0,4.163336342344337e-17,-4.0939474033052647e-16
1747139458500,0,0,4.510281037539698e-16,2.2898349882893854e-16
1747141646750,0,0,-3.3306690738754696e-16,-4.2327252813834093e-16
1747148089500,0,0,-4.718447854656915e-16,-1.8041124150158794e-16
1747149856000,0,0,6.938893903907228e-18,-3.191891195797325e-16
1747150851500,0,0,2.255140518769849e-16,4.3194614551822497e-16
1747152119500,0,0,7.632783294297951e-17,-6.288372600415926e-18
1747153101500,-1,-1,-1.3877787807814457e-16,3.400058012914542e-16
1747154074500,0,0,-4.163336342344337e-17,4.939625097843958e-16
1747155061250,0,0,4.5232914636095245e-16,-3.677613769070831e-16
1747156211250,0,0,-3.5388358909926865e-16,4.787836793695988e-16
1747157347500,-1,-1,3.0531133177191805e-16,3.8510861166685117e-16
1747158482250,0,0,-4.163336342344337e-17,-4.909267437014364e-16
1747159892250,-1,-1,-1.5265566588595902e-16,-1.1102230246251565e-16
1747161578250,0,0,1.942890293094024e-16,1.457167719820518e-16
1747162604000,0,0,1.6306400674181987e-16,-1.0061396160665481e-16
1747164237500,0,0,2.42861286636753e-17,-4.163336342344337e-17
1747165230250,0,0,4.3368086899420177e-16,1.3877787807814457e-17
1747166387750,0,0,-2.0296264668928643e-16,-5.551115123125783e-17
1747168733750,0,0,3.608224830031759e-16,-3.8163916471489756e-17
1747174069250,0,0,2.7755575615628914e-17,-3.469446951953614e-16
1747176636500,0,0,3.5735303605122226e-16,-2.7755575615628914e-16
1747189591250,0,0,2.3592239273284576e-16,6.418476861114186e-17
1747192327250,0,0,8.326672684688674e-17,-3.469446951953614e-16
1747193374000,0,0,2.0816681711721685e-17,3.0531133177191805e-16
1747195241250,0,0,-4.85722573273506e-16,7.632783294297951e-17
1747196502000,0,0,7.806255641895632e-17,3.8163916471489756e-16
1747197519500,0,0,-4.5102810375396984e-17,-9.71445146547012e-17
1747198978500,0,0,-1.3877787807814457e-17,2.185751579730777e-16
1747200036250,0,0,-1.1796119636642288e-16,-1.942890293094024e-16
1747201092250,0,0,2.7755575615628914e-16,-1.3877787807814457e-17
1747203774500,0,0,-8.326672684688674e-17,7.632783294297951e-17
1747205459000,0,0,-3.3306690738754696e-16,2.463307335887066e-16
1747206945750,0,0,-9.020562075079397e-17,3.677613769070831e-16
1747211251250,0,0,4.0939474033052647e-16,3.0531133177191805e-16
1747213814500,0,0,9.020562075079397e-17,-2.706168622523819e-16
1747214993250,0,0,-3.400058012914542e-16,2.498001805406602e-16
1747217962250,0,0,4.0245584642661925e-16,2.2724877535296173e-16
1747219840250,0,0,-1.3877787807814457e-17,-2.42861286636753e-16
1747220883500,-1,-1,-1.249000902703301e-16,-4.163336342344337e-16
1747221892250,1,1,4.40619762898109e-16,-3.0531133177191805e-16
1747222862250,0,0,-2.3359135806200193e-16,-3.469446951953614e-18
1747223824750,0,0,2.7582103268031233e-16,-1.5959455978986625e-16
1747225126250,0,0,-1.214306433183765e-16,-4.163336342344337e-17
1747226159750,1,1,4.440892098500626e-16,-4.996003610813204e-16
1747227285250,0,0,-2.2898349882893854e-16,-2.0469737016526324e-16
1747228454500,0,0,3.2439329000766293e-16,4.0245584642661925e-16
1747229671500,0,0,-2.220446049250313e-16,-1.3183898417423734e-16
1747231716500,0,0,4.996003610813204e-16,-4.3368086899420177e-16
1747233328250,0,0,-3.200564813177209e-16,-2.914335439641036e-16
1747234540500,-1,-1,1.1102230246251565e-16,8.326672684688674e-17
1747235861000,0,0,-1.249000902703301e-16,-4.891920202254596e-16
1747236996500,0,0,6.938893903907228e-17,3.8163916471489756e-16
1747238131500,0,0,4.649058915617843e-16,2.6107588313450947e-16
1747239098250,0,0,3.469446951953614e-16,1.3877787807814457e-17
1747240149750,0,0,3.8163916471489756e-16,1.9081958235744878e-17
1747241397250,0,0,3.608224830031759e-16,-4.787836793695988e-16
1747242483500,0,0,3.0531133177191805e-16,1.3877787807814457e-16
1747243946250,0,0,-4.2327252813834093e-16,3.7296554733501353e-16
1747245006500,0,0,1.3877787807814457e-16,3.400058012914542e-16
1747246231500,0,0,5.551115123125783e-17,7.28583859910259e-17
1747247309000,-1,-1,-3.3306690738754696e-16,-6.245004513516506e-17
1747248736000,-1,-1,-4.163336342344337e-17,-1.1102230246251565e-16
1747251625250,0,0,2.0816681711721685e-16,-4.753142324176451e-16
1747257055250,0,0,3.8163916471489756e-16,2.5673907444456745e-16
1747260149000,0,0,-3.608224830031759e-16,-3.3306690738754696e-16
1747263020750,0,0,2.2898349882893854e-16,-2.3592239273284576e-16
1747267894250,0,0,1.1102230246251565e-16,5.551115123125783e-16
1747273990500,0,0,2.636779683484747e-16,4.163336342344337e-16
1747275219250,0,0,1.5265566588595902e-16,-8.326672684688674e-17
1747276891750,0,0,-1.3877787807814457e-16,4.163336342344337e-17
1747277934250,0,0,6.938893903907228e-17,2.697495005143935e-16
1747279150250,0,0,1.6653345369377348e-16,3.3306690738754696e-16
1747280292250,0,0,-4.440892098500626e-16,-2.636779683484747e-16
1747281302250,0,0,-2.220446049250313e-16,3.0184188481996443e-16
1747282625500,-1,-1,4.0245584642661925e-16,4.3368086899420177e-16
1747283683000,0,0,3.0531133177191805e-16,-1.8561541192951836e-16
1747284716000,0,0,1.6653345369377348e-16,-2.914335439641036e-16
1747286161250,0,0,-3.95516952522712e-16,-2.0816681711721685e-16
1747287492250,0,0,-2.914335439641036e-16,-1.249000902703301e-16
1747288891500,0,0,-1.3877787807814457e-17,-2.636779683484747e-16
1747290657000,0,0,-1.6653345369377348e-16,3.0184188481996443e-16
1747291732500,0,0,-2.636779683484747e-16,7.632783294297951e-17
1747292945250,0,0,2.8449465006019636e-16,-2.220446049250313e-16
1747295690500,0,0,4.839878497975292e-16,2.220446049250313e-16
1747297040750,0,0,6.938893903907228e-18,-4.85722573273506e-16
1747298233750,0,0,1.457167719820518e-16,2.1510571102112408e-16
1747299418250,0,0,4.85722573273506e-17,3.469446951953614e-16
1747300482500,0,0,2.2898349882893854e-16,2.498001805406602e-16
1747301562750,0,0,3.8337388819087437e-16,1.5265566588595902e-16
1747303031500,1,1,4.2327252813834093e-16,-2.0816681711721685e-16
1747304057250,0,0,-4.163336342344337e-16,-2.5673907444456745e-16
1747305314250,0,0,1.734723475976807e-16,4.3021142204224816e-16
1747307316250,0,0,3.3306690738754696e-16,5.898059818321144e-17
1747308917750,0,0,-2.3592239273284576e-16,4.649058915617843e-16
1747312221250,0,0,-2.3592239273284576e-16,3.95516952522712e-16
1747315734250,0,0,4.85722573273506e-16,3.191891195797325e-16
1747317953250,0,0,2.498001805406602e-16,3.642919299551295e-17
1747320915250,0,0,4.371503159461554e-16,2.42861286636753e-17
1747322614250,0,0,-1.474514954580286e-16,0.0
1747323923250,0,0,6.938893903907228e-17,-5.0133508455729725e-16
1747324985000,0,0,1.1102230246251565e-16,-9.020562075079397e-17
1747326001750,-1,-1,-2.498001805406602e-16,4.2327252813834093e-16
1747327029750,0,0,-4.718447854656915e-16,-3.993116601264113e-16
1747328049000,0,0,1.457167719820518e-16,-3.1100339317746695e-16
1747329053750,0,0,-4.3021142204224816e-16,3.677613769070831e-16
1747330401500,0,0,3.608224830031759e-16,3.7296554733501353e-16
1747331734000,-1,-1,4.0245584642661925e-16,-3.2612801348363973e-16
1747332992000,0,0,-2.0816681711721685e-16,6.938893903907228e-17
1747334207750,0,0,-1.457167719820518e-16,9.71445146547012e-17
1747335331250,0,0,-3.122502256758253e-16,-2.636779683484747e-16
1747337485250,0,0,4.718447854656915e-16,-4.85722573273506e-16
1747347262250,0,0,2.0816681711721685e-17,2.3592239273284576e-16
1747354326000,0,0,-4.440892098500626e-16,0.0
1747357459250,0,0,2.220446049250313e-16,-1.3357370765021415e-16
