side,context,horizon,feature,operator,quantile,threshold,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,all,12,spread_points,<=,0.1,15.0,10553,43.96510870980341,0.050952678223526934,0.5038377712498816,276,18.885245901639344,0.1583472732225656,0.6195652173913043,218.83532605671675
long,all,12,spread_points,<=,0.2,15.0,10553,43.96510870980341,0.050952678223526934,0.5038377712498816,276,18.885245901639344,0.1583472732225656,0.6195652173913043,218.83532605671675
long,all,12,spread_price,<=,0.1,0.015,10553,43.96510870980341,0.050952678223526934,0.5038377712498816,276,18.885245901639344,0.1583472732225656,0.6195652173913043,218.83532605671675
long,all,12,spread_price,<=,0.2,0.015,10553,43.96510870980341,0.050952678223526934,0.5038377712498816,276,18.885245901639344,0.1583472732225656,0.6195652173913043,218.83532605671675
short,all,3,spread_points,<=,0.1,15.0,10553,43.96510870980341,0.0052238806354853486,0.4869705297071923,276,18.885245901639344,0.08745100251385401,0.5181159420289855,199.09692988438448
short,all,3,spread_points,<=,0.2,15.0,10553,43.96510870980341,0.0052238806354853486,0.4869705297071923,276,18.885245901639344,0.08745100251385401,0.5181159420289855,199.09692988438448
short,all,3,spread_price,<=,0.1,0.015,10553,43.96510870980341,0.0052238806354853486,0.4869705297071923,276,18.885245901639344,0.08745100251385401,0.5181159420289855,199.09692988438448
short,all,3,spread_price,<=,0.2,0.015,10553,43.96510870980341,0.0052238806354853486,0.4869705297071923,276,18.885245901639344,0.08745100251385401,0.5181159420289855,199.09692988438448
long,all,12,adx14,<=,0.2,20.486474682622347,3758,13.644264589085134,0.3700044863272202,0.545502927088877,1106,12.8231884057971,0.2640834706318003,0.6166365280289331,182.92418046068823
short,late,12,close_vs_ema20,>=,0.9,1.8128754034965913,289,1.0622152456066465,0.19795909989417618,0.6608996539792388,96,1.1428571428571428,1.2045336856915865,0.8541666666666666,180.84653784682834
long,all,12,stoch_spread,<=,0.2,-8.580909545496812,3758,13.63343662610536,0.021229289193999634,0.5039914848323577,1275,14.651663873593488,0.3200669555571883,0.5701960784313725,176.36950062096398
long,all,12,ret_3,<=,0.2,-0.0006193125388208153,3758,13.648394052888435,0.04351106409786684,0.5180947312400213,1142,13.115444431152051,0.3271171911396098,0.5683012259194395,173.16051783094096
long,all,6,roc_atr_3,<=,0.2,-0.8717318039377968,3758,13.639621928166353,0.06550872231138534,0.5303352847259181,1219,13.986375044818931,0.2760992372502492,0.5520918785890074,173.04909114708133
long,all,12,upper_wick_share,>=,0.8,0.4464285714285805,3759,13.63706446980576,0.12722976352433912,0.5152966214418728,1141,13.10239234449761,0.27586137206825534,0.5828220858895705,172.59332463940717
long,all,6,roc_atr_6,<=,0.2,-1.2514118650006072,3758,13.631891177026262,0.04632511383963302,0.5308674827035658,1169,13.423923444976078,0.2389458740413534,0.5560307955517536,166.82460527079942
long,all,12,lower_wick_share,<=,0.2,0.06896551724168347,3759,13.65460874829726,0.07328533022844011,0.5078478318701782,1317,15.121636167922498,0.20076233445678668,0.5466970387243736,164.53735128503337
long,all,12,ret_1,<=,0.2,-0.00034758716470864034,3758,13.640137623350599,0.01447636517322114,0.505055880787653,1176,13.504306220095694,0.2128110938381788,0.5688775510204082,163.9932165252506
long,all,12,close_location,<=,0.2,0.18618172821172008,3758,13.637044037044037,0.07145463998161714,0.5111761575306014,1248,14.322534369396294,0.17387204916827842,0.5641025641025641,163.47313359801336
long,all,6,upper_wick_share,>=,0.8,0.4464285714285805,3759,13.63706446980576,0.07747764817414597,0.5139664804469274,1142,13.10447047573512,0.22406686965866215,0.5630472854640981,163.41388541447017
long,all,6,stoch_spread,<=,0.2,-8.580909545496812,3758,13.63343662610536,0.07463768634113693,0.5210218201170835,1275,14.651663873593488,0.1775336050865473,0.5325490196078432,161.16900898882145
long,all,6,adx14,<=,0.2,20.486474682622347,3758,13.644264589085134,0.22265840062767192,0.5428419372006387,1106,12.8231884057971,0.1527320036391731,0.569620253164557,161.08712325147644
long,all,6,lower_wick_share,<=,0.2,0.06896551724168347,3759,13.65460874829726,0.08000335568683581,0.5277999467943602,1320,15.136168179646441,0.1633449183448919,0.5348484848484848,160.6775599015581
long,asia,6,spread_z,>=,0.8,-0.14142135623730356,825,3.010605542251112,0.5190471001287358,0.6193939393939394,256,2.9414721723518853,0.8518259309234574,0.6953125,159.6662063967716
long,asia,6,spread_z,>=,0.9,0.4829428438716869,792,2.8901813205610676,0.5254391286092004,0.6237373737373737,256,2.9414721723518853,0.8518259309234574,0.6953125,159.58271639181936
long,all,12,ret_6,<=,0.2,-0.0008843100470981468,3758,13.648394052888435,0.02859940496320357,0.5244811069717935,1132,13.000598157674363,0.20809564402325206,0.5636042402826855,159.29919048473727
long,all,12,tick_flow_signed_3,<=,0.2,-0.4275576220591564,3758,13.646845211075807,0.03359904656187057,0.5071846726982437,1141,13.103959803804281,0.19908127943291906,0.5539000876424189,157.9690835159812
long,all,6,close_location,<=,0.2,0.18618172821172008,3758,13.637044037044037,0.06613972225798426,0.5215540180947312,1249,14.32373671007048,0.1298070915834372,0.5428342674139311,157.14232588428584
long,all,3,roc_atr_6,<=,0.2,-1.2514118650006072,3758,13.631891177026262,0.061952534330283526,0.5295369877594465,1169,13.423923444976078,0.14194604425738314,0.5414884516680923,156.24226492589753
long,all,3,roc_atr_3,<=,0.2,-0.8717318039377968,3758,13.639621928166353,0.021199443199074405,0.5188930282064929,1219,13.986375044818931,0.14199245249700165,0.538966365873667,156.09579997495308
long,all,6,ret_1,<=,0.2,-0.00034758716470864034,3758,13.640137623350599,0.034830695925363295,0.5175625332623736,1177,13.49641662685141,0.13447742906300428,0.536108751062022,154.11851344852622
long,all,6,tick_volume_change_1,>=,0.8,0.19969211045173313,3758,13.631891177026262,0.03529841165787267,0.4970729111229377,1146,13.148798852635354,0.14796820590468773,0.5340314136125655,150.98280338931127
long,all,12,tick_volume_change_1,>=,0.8,0.19969211045173313,3758,13.631891177026262,0.05395326001458842,0.49574241617881853,1145,13.138895529524266,0.13543228089665654,0.5406113537117904,150.9811458038236
long,all,12,range_atr,>=,0.8,1.3117463310429636,3758,13.636013153418755,0.04372465951920602,0.5074507716870675,1188,13.638842382205214,0.08918846219852128,0.5361952861952862,150.94552362181926
long,all,12,tick_volume_change_3,>=,0.8,0.3136274821647658,3758,13.636013153418755,0.013210832628712166,0.4968068121341139,1212,13.914374551542693,0.1147581991935669,0.5255775577557755,150.79441301963485
long,all,12,tick_volume_rel10,>=,0.8,1.2680707834893283,3758,13.64632900858645,0.042897193306632206,0.50691857370942,1158,13.289659294680215,0.125597058446364,0.5293609671848014,150.38502619056078
long,all,6,ret_3,<=,0.2,-0.0006193125388208153,3758,13.648394052888435,0.07025049567351077,0.5316657796700373,1142,13.115444431152051,0.12421796161872894,0.5262697022767076,150.2798617148061
long,all,3,close_location,<=,0.2,0.18618172821172008,3758,13.637044037044037,0.002990952361802075,0.505055880787653,1249,14.32373671007048,0.09254662435153158,0.5412329863891113,150.07027477048285
short,late,12,ema20_slope_3,>=,0.9,0.5496831687179318,323,1.1742785730515792,0.15603652864925469,0.6594427244582043,109,1.2974581525108493,0.9539442045376013,0.7981651376146789,149.57289007004215
long,all,6,high_break_12,<=,0.2,-2.871653554874257,3758,13.648394052888435,0.008081948719509405,0.5274081958488558,1101,12.643062200956939,0.16999251360325354,0.5422343324250681,149.07291239513617
short,all,12,close_location,>=,0.8,0.8392857142854877,3759,13.635003400589435,0.06408890941959054,0.5051875498802874,1302,14.94762018655824,0.10950869147444992,0.48540706605222733,148.61266813055718
long,all,3,adx14,<=,0.2,20.486474682622347,3758,13.644264589085134,0.08375548844488892,0.5247472059606173,1106,12.8231884057971,0.08780664548643186,0.5723327305605787,148.5859294388923
long,all,6,rsi7,<=,0.2,29.179810725551732,3727,13.518929947857629,0.028929863041387237,0.5226723906627314,1108,12.724967101327909,0.14832439256790603,0.5388086642599278,148.02706684422722
short,all,3,tick_volume_change_3,<=,0.2,-0.2365105945760818,3758,13.642716684314022,0.05608650297438264,0.5090473656200106,1251,14.33810888252149,0.056648196739236774,0.5315747402078337,147.854815281623
long,all,12,adx14,<=,0.1,16.327564338578416,1879,6.823164504293225,0.4381995612470019,0.5673230441724322,548,6.362075220703833,0.48496053070372386,0.6551094890510949,147.84865839929756
long,all,12,tick_volume_change_3,<=,0.2,-0.2365105945760818,3758,13.642716684314022,0.021499482929799217,0.4880255455029271,1245,14.298361047972245,0.07874742581443647,0.5301204819277109,147.69495875466401
long,all,12,spread_z,>=,0.8,-0.14142135623730356,3287,11.935547318254029,0.11748547197239015,0.5132339519318527,2161,24.83016157989228,0.18086936727452052,0.5312355391022675,145.7947407763888
long,all,3,upper_wick_share,>=,0.8,0.4464285714285805,3759,13.63706446980576,0.03280752480464358,0.515562649640862,1142,13.10447047573512,0.07992542417188339,0.5446584938704028,145.43790353940005
long,all,3,spread_atr,>=,0.8,0.21411639506260907,3758,13.631376105191567,0.0029933143399774958,0.4970729111229377,1945,22.31624238078164,0.07374160434219085,0.5172236503856041,145.41293554321177
short,all,6,high_break_12,>=,0.8,-0.5017319156784159,3758,13.637559537310048,0.04487336005028838,0.5061202767429483,1349,15.477949085693798,0.057260589831658326,0.5114899925871016,145.29039908670595
long,all,3,tick_volume_change_1,>=,0.8,0.19969211045173313,3758,13.631891177026262,0.04159624904339705,0.5114422565194252,1146,13.148798852635354,0.08223656203762474,0.5314136125654451,144.9745462091734
