Id,Symbol,Direction,Session,Trades,ExpectancyR,WinRate,ProfitFactor
baseline-b-usdjpy-2025,USDJPY,SHORT,asia,254,0.17082721490688924,46.8503937007874,1.321408241380369
baseline-b-usdjpy-2025,USDJPY,SHORT,london,176,-0.1193288490320065,35.22727272727273,0.8157730050032179
baseline-b-usdjpy-2025,USDJPY,SHORT,new_york,202,-0.20803985158982558,31.683168316831683,0.6954778983975018
baseline-b-usdjpy-2025,USDJPY,SHORT,late_us,28,-0.017851984919825353,39.285714285714285,0.9705967307202876
baseline-b-usdjpy-2026q1,USDJPY,LONG,asia,63,0.11113546217550019,44.44444444444444,1.2000438319159001
baseline-b-usdjpy-2026q1,USDJPY,LONG,london,46,-0.18468681353068933,32.608695652173914,0.7259485992770417
baseline-b-usdjpy-2026q1,USDJPY,LONG,new_york,44,0.30693796215306507,52.27272727272727,1.6431081111778507
baseline-b-usdjpy-2026q1,USDJPY,LONG,late_us,5,-0.49999999999998535,20.0,0.3750000000000183
baseline-b-usdjpy-2026q1,USDJPY,SHORT,asia,53,0.13193912738078337,45.283018867924525,1.241130129351087
baseline-b-usdjpy-2026q1,USDJPY,SHORT,london,45,0.05576482465710637,42.22222222222222,1.0965160426757612
baseline-b-usdjpy-2026q1,USDJPY,SHORT,new_york,56,-0.15199577384846588,33.92857142857143,0.769952342283403
baseline-b-usdjpy-2026q1,USDJPY,SHORT,late_us,4,0.2496498599439555,50.0,1.499299719887911
baseline-b-usdjpy-2024q1,USDJPY,LONG,asia,50,0.30015130001541396,52.0,1.6253152083654454
baseline-b-usdjpy-2024q1,USDJPY,LONG,london,40,-0.062008619949357156,37.5,0.9007862080810287
baseline-b-usdjpy-2024q1,USDJPY,LONG,new_york,50,-0.09962386201446236,36.0,0.8443377156024024
baseline-b-usdjpy-2024q1,USDJPY,LONG,late_us,9,-1.0,0.0,0.0
baseline-b-usdjpy-2024q1,USDJPY,SHORT,asia,68,-0.2280150936437607,30.88235294117647,0.6701058219622185
baseline-b-usdjpy-2024q1,USDJPY,SHORT,london,42,-0.10720845871684702,35.714285714285715,0.8332312864404602
baseline-b-usdjpy-2024q1,USDJPY,SHORT,new_york,48,0.04160182451438238,41.666666666666664,1.071317413453227
baseline-b-usdjpy-2024q1,USDJPY,SHORT,late_us,11,0.3605151548725701,54.54545454545455,1.7931333407196544
baseline-b-usdjpy-2024q2,USDJPY,LONG,asia,64,0.05500038402837114,42.1875,1.0951357994004256
baseline-b-usdjpy-2024q2,USDJPY,LONG,london,41,0.2202520421024201,48.78048780487805,1.4300158917237726
baseline-b-usdjpy-2024q2,USDJPY,LONG,new_york,41,0.4630469955381467,58.53658536585366,2.1167604010037655
baseline-b-usdjpy-2024q2,USDJPY,LONG,late_us,7,-0.28510378510383433,28.571428571428573,0.6008547008546319
baseline-b-usdjpy-2024q2,USDJPY,SHORT,asia,46,-0.29351992455740933,28.26086956521739,0.590851014253308
baseline-b-usdjpy-2024q2,USDJPY,SHORT,london,44,-0.2048666410384917,31.818181818181817,0.6995289264768789
baseline-b-usdjpy-2024q2,USDJPY,SHORT,new_york,38,0.1837186745245277,47.36842105263158,1.3490654815966023
baseline-b-usdjpy-2024q2,USDJPY,SHORT,late_us,4,0.24999999999995293,50.0,1.4999999999999059
baseline-b-usdjpy-2024q3,USDJPY,LONG,asia,58,-0.008478602209109691,39.6551724137931,0.985949744910618
baseline-b-usdjpy-2024q3,USDJPY,LONG,london,46,-0.18464104928029548,32.608695652173914,0.7260165075195615
baseline-b-usdjpy-2024q3,USDJPY,LONG,new_york,56,-0.06248670149861162,37.5,0.9000212776022212
baseline-b-usdjpy-2024q3,USDJPY,LONG,late_us,8,-0.061941953163909075,37.5,0.9008928749377454
baseline-b-usdjpy-2024q3,USDJPY,SHORT,asia,53,-0.05674350281713911,37.735849056603776,0.9088664954755039
baseline-b-usdjpy-2024q3,USDJPY,SHORT,london,42,0.0713634960172486,42.857142857142854,1.124886118030185
baseline-b-usdjpy-2024q3,USDJPY,SHORT,new_york,54,0.1571658345902295,46.2962962962963,1.2926536230300822
baseline-b-usdjpy-2024q3,USDJPY,SHORT,late_us,2,1.4986392221946998,100.0,inf
baseline-b-usdjpy-2024q4,USDJPY,LONG,asia,53,0.03760655473258513,41.509433962264154,1.0642950774460327
baseline-b-usdjpy-2024q4,USDJPY,LONG,london,32,-0.06254766339220369,37.5,0.899923738572474
baseline-b-usdjpy-2024q4,USDJPY,LONG,new_york,46,-0.13045043481737964,34.78260869565217,0.7999759999466846
baseline-b-usdjpy-2024q4,USDJPY,LONG,late_us,4,-0.37406015037598883,25.0,0.5012531328320149
baseline-b-usdjpy-2024q4,USDJPY,SHORT,asia,46,-0.2933002179756475,28.26086956521739,0.5911572719127338
baseline-b-usdjpy-2024q4,USDJPY,SHORT,london,40,-0.06243414108334415,37.5,0.9001053742666495
baseline-b-usdjpy-2024q4,USDJPY,SHORT,new_york,49,-0.030580693052638688,38.775510204081634,0.9500515346806903
baseline-b-usdjpy-2024q4,USDJPY,SHORT,late_us,1,-1.0,0.0,0.0
baseline-b-usdjpy-2025q1,USDJPY,LONG,asia,74,-0.05408383939579482,37.83783783783784,0.9129955627111128
baseline-b-usdjpy-2025q1,USDJPY,LONG,london,36,-0.09712695032135293,36.111111111111114,0.8479752081926648
baseline-b-usdjpy-2025q1,USDJPY,LONG,new_york,45,-0.2775145460441161,28.88888888888889,0.6097451696254619
baseline-b-usdjpy-2025q1,USDJPY,LONG,late_us,6,0.24916396782501807,50.0,1.498327935650036
baseline-b-usdjpy-2025q1,USDJPY,SHORT,asia,70,0.035326477488414734,41.42857142857143,1.0603134981509519
baseline-b-usdjpy-2025q1,USDJPY,SHORT,london,45,-4.8400221371143934e-05,40.0,0.9999193329643815
baseline-b-usdjpy-2025q1,USDJPY,SHORT,new_york,64,-0.1406402062057205,34.375,0.7856911143531878
baseline-b-usdjpy-2025q1,USDJPY,SHORT,late_us,4,0.2500000000000323,50.0,1.5000000000000646
baseline-b-usdjpy-2025q2,USDJPY,LONG,asia,62,-0.23381784752793588,30.64516129032258,0.6628672896108833
baseline-b-usdjpy-2025q2,USDJPY,LONG,london,43,-0.12775699802352125,34.883720930232556,0.8038017530353067
baseline-b-usdjpy-2025q2,USDJPY,LONG,new_york,44,0.07954587188851724,43.18181818181818,1.1400007345237904
baseline-b-usdjpy-2025q2,USDJPY,LONG,late_us,8,-0.06203439646144082,37.5,0.9007449656616947
baseline-b-usdjpy-2025q2,USDJPY,SHORT,asia,73,0.30087308047957884,52.054794520547944,1.627535282143122
baseline-b-usdjpy-2025q2,USDJPY,SHORT,london,48,-0.21884522823089222,31.25,0.6816796680277931
baseline-b-usdjpy-2025q2,USDJPY,SHORT,new_york,41,-0.26862830000679266,29.26829268292683,0.6202151620593621
baseline-b-usdjpy-2025q2,USDJPY,SHORT,late_us,9,-0.4444444444444577,22.22222222222222,0.42857142857141156
baseline-b-usdjpy-2025q3,USDJPY,LONG,asia,70,-0.10686868860388535,35.714285714285715,0.8337598177272891
baseline-b-usdjpy-2025q3,USDJPY,LONG,london,35,-0.07132706506833707,37.142857142857146,0.8865251237549182
baseline-b-usdjpy-2025q3,USDJPY,LONG,new_york,48,-0.06232236827670722,37.5,0.9002842107572684
baseline-b-usdjpy-2025q3,USDJPY,LONG,late_us,8,-0.37540849673203186,25.0,0.4994553376906243
baseline-b-usdjpy-2025q3,USDJPY,SHORT,asia,55,0.18132422040368587,47.27272727272727,1.3438907628345769
baseline-b-usdjpy-2025q3,USDJPY,SHORT,london,42,-0.2860061073214877,28.571428571428573,0.5995914497499173
baseline-b-usdjpy-2025q3,USDJPY,SHORT,new_york,52,-0.08687377318837843,36.53846153846154,0.8631079937637673
baseline-b-usdjpy-2025q3,USDJPY,SHORT,late_us,8,-0.06159420289863149,37.5,0.9014492753621897
baseline-b-usdjpy-2025q4,USDJPY,LONG,asia,63,-0.047440464899553995,38.095238095238095,0.9233654028545666
baseline-b-usdjpy-2025q4,USDJPY,LONG,london,44,0.023103734445271085,40.90909090909091,1.0390986275227665
baseline-b-usdjpy-2025q4,USDJPY,LONG,new_york,60,-0.2915022281460415,28.333333333333332,0.5932527049125002
baseline-b-usdjpy-2025q4,USDJPY,LONG,late_us,6,-0.5829145728643553,16.666666666666668,0.3005025125627736
baseline-b-usdjpy-2025q4,USDJPY,SHORT,asia,55,0.1359650549542284,45.45454545454545,1.2492692674160852
baseline-b-usdjpy-2025q4,USDJPY,SHORT,london,37,-0.053676347898513214,37.83783783783784,0.9136510925110876
baseline-b-usdjpy-2025q4,USDJPY,SHORT,new_york,41,-0.45093489399105086,21.951219512195124,0.42223966707396615
baseline-b-usdjpy-2025q4,USDJPY,SHORT,late_us,7,0.42755686363341877,57.142857142857146,1.9976326818113106
baseline-b-usdjpy-2026q1-quarter,USDJPY,LONG,asia,63,0.11113546217550019,44.44444444444444,1.2000438319159001
baseline-b-usdjpy-2026q1-quarter,USDJPY,LONG,london,46,-0.18468681353068933,32.608695652173914,0.7259485992770417
baseline-b-usdjpy-2026q1-quarter,USDJPY,LONG,new_york,44,0.30693796215306507,52.27272727272727,1.6431081111778507
baseline-b-usdjpy-2026q1-quarter,USDJPY,LONG,late_us,5,-0.49999999999998535,20.0,0.3750000000000183
baseline-b-usdjpy-2026q1-quarter,USDJPY,SHORT,asia,53,0.13193912738078337,45.283018867924525,1.241130129351087
baseline-b-usdjpy-2026q1-quarter,USDJPY,SHORT,london,45,0.05576482465710637,42.22222222222222,1.0965160426757612
baseline-b-usdjpy-2026q1-quarter,USDJPY,SHORT,new_york,56,-0.15199577384846588,33.92857142857143,0.769952342283403
baseline-b-usdjpy-2026q1-quarter,USDJPY,SHORT,late_us,4,0.2496498599439555,50.0,1.499299719887911
baseline-b-eurusd-full-2024-2026q1,EURUSD,LONG,asia,533,-0.36680637631569246,25.328330206378986,0.5087743754365224
baseline-b-eurusd-full-2024-2026q1,EURUSD,LONG,london,425,-0.1588574025271855,33.64705882352941,0.7605872479643483
baseline-b-eurusd-full-2024-2026q1,EURUSD,LONG,new_york,439,-0.11166002053608923,35.535307517084284,0.8267888727373035
baseline-b-eurusd-full-2024-2026q1,EURUSD,LONG,late_us,43,-0.5348767560113658,18.6046511627907,0.34286569975746495
baseline-b-eurusd-full-2024-2026q1,EURUSD,SHORT,asia,423,-0.11923884893758402,35.22458628841608,0.8159195872240943
baseline-b-eurusd-full-2024-2026q1,EURUSD,SHORT,london,405,-0.09233288051264994,36.2962962962963,0.8550588503580495
baseline-b-eurusd-full-2024-2026q1,EURUSD,SHORT,new_york,403,-0.05695767441107098,37.71712158808933,0.9085500287344157
baseline-b-eurusd-full-2024-2026q1,EURUSD,SHORT,late_us,45,-0.11000194181935757,35.55555555555556,0.8293073316596175
baseline-b-xauusd-full-2024-2026q1,XAUUSD,LONG,asia,571,-0.006093547502331242,39.754816112084065,0.9898854196981653
baseline-b-xauusd-full-2024-2026q1,XAUUSD,LONG,london,372,0.05517398860499953,42.204301075268816,1.0954638314467906
baseline-b-xauusd-full-2024-2026q1,XAUUSD,LONG,new_york,513,0.05756329477619909,42.30019493177388,1.0997634129060487
baseline-b-xauusd-full-2024-2026q1,XAUUSD,LONG,late_us,71,0.19719403577388717,47.88732394366197,1.3783993659444866
baseline-b-xauusd-full-2024-2026q1,XAUUSD,SHORT,asia,499,-0.05817406369635504,37.675350701402806,0.9066596212717648
baseline-b-xauusd-full-2024-2026q1,XAUUSD,SHORT,london,456,-0.029657668042862188,38.81578947368421,0.9515272522310213
baseline-b-xauusd-full-2024-2026q1,XAUUSD,SHORT,new_york,545,-0.1284973827649258,34.862385321100916,0.8027293701214522
baseline-b-xauusd-full-2024-2026q1,XAUUSD,SHORT,late_us,61,-0.26237946823325486,29.508196721311474,0.6277872659946848
