time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.02 03:15:00,signal,tokyo_first120_reference,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,PERIOD_M15,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,157.58700000,157.54333333,157.76400000,pre_session_high,0.20100000,0.5759,session_high|opening_range_high|neckline_level,157.58700000,false,true,true,false,not_blocked,5,3,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,order_sent,tokyo_first120_reference,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,PERIOD_M15,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,157.58700000,157.54333333,157.76400000,pre_session_high,0.20100000,0.5759,session_high|opening_range_high|neckline_level,157.58700000,false,true,true,false,not_blocked,5,3,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.03 03:15:00,signal,tokyo_first120_reference,GBPJPY,SHORT,2025.01.03 03:00:00,3,0,9,tokyo,2025.01.03 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,194.77000000,PERIOD_M15,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,194.77000000,194.68300000,194.68300000,session_low,0.06000000,0.1961,neckline_level,194.77000000,false,true,true,false,not_blocked,6,3,3,1.50,194.28300000,194.74300000,195.04900000,0.30600000,194.28300000,1.503,0.10828571,38.00,5.000,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 03:15:00,blocked,tokyo_first120_reference,GBPJPY,SHORT,2025.01.03 03:00:00,3,0,9,tokyo,2025.01.03 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,194.77000000,PERIOD_M15,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,194.77000000,194.68300000,194.68300000,session_low,0.06000000,0.1961,neckline_level,194.77000000,false,true,true,false,not_blocked,6,3,3,1.50,194.28300000,194.74300000,195.04900000,0.30600000,194.28300000,1.503,0.10828571,38.00,5.000,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.06 03:15:00,signal,tokyo_first120_reference,USDJPY,LONG,2025.01.06 03:00:00,3,0,9,tokyo,2025.01.06 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,157.52200000,PERIOD_M5,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,157.56100000,157.52200000,157.56100000,previous_day_high,0.00600000,0.0429,neckline_level,157.52200000,false,true,true,false,not_blocked,6,4,2,1.50,157.76500000,157.55500000,157.41500000,0.14000000,157.76500000,1.500,0.12321429,16.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,
2025.01.06 03:15:00,order_sent,tokyo_first120_reference,USDJPY,LONG,2025.01.06 03:00:00,3,0,9,tokyo,2025.01.06 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,157.52200000,PERIOD_M5,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,157.56100000,157.52200000,157.56100000,previous_day_high,0.00600000,0.0429,neckline_level,157.52200000,false,true,true,false,not_blocked,6,4,2,1.50,157.76500000,157.55500000,157.41500000,0.14000000,157.76500000,1.500,0.12321429,16.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,
2025.01.07 03:15:00,signal,tokyo_first120_reference,USDJPY,LONG,2025.01.07 03:00:00,3,0,9,tokyo,2025.01.07 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,158.21500000,PERIOD_M5,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,158.29900000,158.21500000,158.29900000,current_day_high,0.02500000,0.0847,session_high|opening_range_high|neckline_level,158.29900000,false,false,true,false,not_blocked,2,0,2,1.50,158.71600000,158.27400000,157.97900000,0.29500000,158.71600000,1.498,0.11964286,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.07 03:15:00,order_sent,tokyo_first120_reference,USDJPY,LONG,2025.01.07 03:00:00,3,0,9,tokyo,2025.01.07 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,158.21500000,PERIOD_M5,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_above_without_higher_pullback,true,158.29900000,158.21500000,158.29900000,current_day_high,0.02500000,0.0847,session_high|opening_range_high|neckline_level,158.29900000,false,false,true,false,not_blocked,2,0,2,1.50,158.71600000,158.27400000,157.97900000,0.29500000,158.71600000,1.498,0.11964286,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.08 03:15:00,signal,tokyo_first120_reference,EURJPY,LONG,2025.01.08 03:00:00,3,0,9,tokyo,2025.01.08 00:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,163.45200000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,163.64200000,163.49775000,163.64200000,pre_session_high,0.11500000,0.5425,neckline_level,163.45200000,false,true,true,false,not_blocked,6,4,2,1.50,163.84600000,163.52700000,163.31500000,0.21200000,163.84600000,1.505,0.11878571,30.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.08 03:15:00,blocked,tokyo_first120_reference,EURJPY,LONG,2025.01.08 03:00:00,3,0,9,tokyo,2025.01.08 00:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,163.45200000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,163.64200000,163.49775000,163.64200000,pre_session_high,0.11500000,0.5425,neckline_level,163.45200000,false,true,true,false,not_blocked,6,4,2,1.50,163.84600000,163.52700000,163.31500000,0.21200000,163.84600000,1.505,0.11878571,30.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.09 03:15:00,signal,tokyo_first120_reference,USDJPY,SHORT,2025.01.09 03:00:00,3,0,9,tokyo,2025.01.09 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,158.21800000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.21228571,158.13700000,158.13700000,h1_confirmed_swing_low,0.04100000,0.1783,neckline_level,158.21800000,false,true,true,false,not_blocked,8,6,2,1.50,157.83300000,158.17800000,158.40800000,0.23000000,157.83300000,1.500,0.08714286,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.09 03:15:00,order_sent,tokyo_first120_reference,USDJPY,SHORT,2025.01.09 03:00:00,3,0,9,tokyo,2025.01.09 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,158.21800000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.21228571,158.13700000,158.13700000,h1_confirmed_swing_low,0.04100000,0.1783,neckline_level,158.21800000,false,true,true,false,not_blocked,8,6,2,1.50,157.83300000,158.17800000,158.40800000,0.23000000,157.83300000,1.500,0.08714286,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.10 03:15:00,signal,tokyo_first120_reference,GBPJPY,SHORT,2025.01.10 03:00:00,3,0,9,tokyo,2025.01.10 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,194.43500000,PERIOD_M15,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,194.42400000,194.22800000,194.22800000,pre_session_low,0.12900000,0.3921,neckline_level,194.43500000,false,true,true,false,not_blocked,6,4,2,1.50,193.86400000,194.35700000,194.68600000,0.32900000,193.86400000,1.498,0.13814286,38.00,5.000,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.10 03:15:00,blocked,tokyo_first120_reference,GBPJPY,SHORT,2025.01.10 03:00:00,3,0,9,tokyo,2025.01.10 00:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,right_shoulder_entry,194.43500000,PERIOD_M15,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,194.42400000,194.22800000,194.22800000,pre_session_low,0.12900000,0.3921,neckline_level,194.43500000,false,true,true,false,not_blocked,6,4,2,1.50,193.86400000,194.35700000,194.68600000,0.32900000,193.86400000,1.498,0.13814286,38.00,5.000,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.13 03:15:00,signal,tokyo_first120_reference,USDJPY,LONG,2025.01.13 03:00:00,3,0,9,tokyo,2025.01.13 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.80800000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.84212500,157.80800000,157.84212500,recent_equal_lows,0.00212500,0.0119,session_high|opening_range_high|neckline_level,157.86300000,false,true,true,false,not_blocked,6,2,4,1.50,158.10600000,157.84000000,157.66200000,0.17800000,158.10600000,1.494,0.08678571,22.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.13 03:15:00,blocked,tokyo_first120_reference,USDJPY,LONG,2025.01.13 03:00:00,3,0,9,tokyo,2025.01.13 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.80800000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.84212500,157.80800000,157.84212500,recent_equal_lows,0.00212500,0.0119,session_high|opening_range_high|neckline_level,157.86300000,false,true,true,false,not_blocked,6,2,4,1.50,158.10600000,157.84000000,157.66200000,0.17800000,158.10600000,1.494,0.08678571,22.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.14 03:15:00,signal,tokyo_first120_reference,USDJPY,LONG,2025.01.14 03:00:00,3,0,9,tokyo,2025.01.14 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.44600000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.52020000,157.44600000,157.52020000,recent_equal_highs,0.04220000,0.1063,neckline_level,157.44600000,false,true,true,false,not_blocked,8,5,3,1.50,158.07300000,157.47800000,157.08100000,0.39700000,158.07300000,1.499,0.15428571,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
