side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
short,ny,12,ny:ema_gap_50_100 <= -1.0353,ny:ema_gap_20_50 <= -0.8779,857,3.244931766190739,0.0612003905310634,0.4935822637106184,487,6.136238351489697,1.1322511242651287,0.6036960985626283,136.60246767307876
long,late,12,late:close_vs_ema50 <= -1.6893,late:macd_line_atr <= -0.5521,846,3.108984419859894,0.22911876296725095,0.6288416075650118,344,4.136790680195415,0.5547397477769114,0.7441860465116279,104.57427564967742
short,asia,12,asia:close_vs_ema50 >= 1.9306,asia:ema_gap_20_50 >= 1.0387,1176,4.272641259508761,0.20955088741350156,0.5722789115646258,309,3.505554242495864,0.6147106520054032,0.6925566343042071,103.68510139840566
long,late,12,late:close_vs_ema50 <= -1.6893,late:ema_gap_10_20 <= -0.4398,820,3.0357487177509546,0.22795501596398696,0.6268292682926829,337,4.05261180007516,0.5362269444918527,0.7418397626112759,102.11720447308285
long,late,12,late:close_vs_ema50 <= -1.6893,late:ema50_slope_6 <= -0.3968,831,3.0538605826283356,0.20251020750429063,0.6233453670276775,348,4.18489289740699,0.5320463828337653,0.7385057471264368,100.26897125272671
long,late,12,late:macd_line_atr <= -0.5521,late:ema_gap_20_50 <= -0.8779,835,3.068090481111494,0.13056939767549136,0.6011976047904192,350,4.209471310448509,0.558289677142025,0.7314285714285714,98.4694732260677
long,late,12,late:ret_24 <= -0.0057,late:high_break_24 <= -4.0104,826,3.0579615132466933,0.22291668399040546,0.6307506053268765,291,3.499436302142052,0.5246687224260653,0.7147766323024055,98.28443208969402
long,late,12,late:macd_line_atr <= -0.5521,late:ema50_slope_6 <= -0.3968,957,3.5163623837409577,0.1665051541001497,0.6050156739811913,379,4.557685080796693,0.5354982874144225,0.7203166226912929,98.16353207962837
long,late,12,late:ema_gap_10_20 <= -0.4398,late:ema50_slope_6 <= -0.3968,877,3.246394694223799,0.18355982719478448,0.6100342075256556,352,4.232995114618564,0.5167600672700025,0.71875,96.1160837632305
long,late,12,late:macd_line_atr <= -0.5521,late:ema_gap_10_20 <= -0.4398,941,3.4833037711112826,0.23198925183904168,0.6153028692879915,369,4.437429537767756,0.49311459867173274,0.7018970189701897,95.00385917964452
long,late,12,late:macd_line_atr <= -0.5521,late:ret_24 <= -0.0057,892,3.2780308540366727,0.16411910257452023,0.6121076233183856,349,4.196918451709884,0.47012497608139314,0.6962750716332379,88.61584332063492
long,late,12,late:ema_gap_10_20 <= -0.4398,late:ret_24 <= -0.0057,841,3.11349350198604,0.19596155762985631,0.619500594530321,336,4.040586245772266,0.4493094125975293,0.6994047619047619,87.86821520992302
long,late,12,late:ema50_slope_6 <= -0.3968,late:ret_24 <= -0.0057,849,3.1200091873062057,0.12795265082126575,0.6089517078916372,341,4.100714017286735,0.464579699481094,0.6979472140762464,86.12889632860417
long,ny,12,ny:ema_gap_20_50 >= 1.0387,ny:ema50_slope_6 >= 0.4611,1412,5.116135119833931,0.2968815981100523,0.5205382436260623,365,4.1898840129140265,0.5627756113283592,0.5178082191780822,84.72145676313548
long,late,12,late:ema50_slope_6 <= -0.3968,late:ema_gap_20_50 <= -0.8779,853,3.134228958548628,0.1176265708815216,0.5955451348182884,365,4.389877223753445,0.44376183350582293,0.7068493150684931,84.03541294725278
short,all,12,all:bb_z <= -1.1809,all:macd_hist <= -0.1874,3242,11.766360440058977,0.13192641722099588,0.4907464528069093,1100,12.41914618369987,0.32157305932747393,0.5127272727272727,77.55814947345412
short,all,12,all:bb_z <= -1.1809,all:roc_atr_6 <= -1.2139,3660,13.283429738006124,0.048625708934278804,0.473224043715847,1299,14.66588262966012,0.31854101858637957,0.4911470361816782,76.12089470949789
short,all,12,all:macd_hist <= -0.1874,all:roc_atr_6 <= -1.2139,3124,11.335954036891444,0.10189257070618117,0.4884763124199744,1025,11.572386216629424,0.240458788058716,0.5063414634146342,66.08129392868605
