feature,horizon,train_pearson,train_spearman,test_pearson,test_spearman,abs_consistency
spread_z,12,0.01687554575452613,0.0656519888113929,-0.226668415799414,-0.1518535742180695,0.0656519888113929
body_atr,3,-0.013928383858366943,-0.052028222428519205,7.769353663280924e-05,-0.056424699991830245,0.052028222428519205
ret_1,3,-0.011495876330146954,-0.047836181057507025,-0.007373152750670609,-0.05100825521946914,0.047836181057507025
close_location,3,-0.023272048257652476,-0.04453733300986318,-0.02084818614353905,-0.04579852942635282,0.04453733300986318
tick_flow_signed_3,3,-0.015140825528033999,-0.04313566792541577,-0.001924867061550333,-0.047858256597702854,0.04313566792541577
stoch_spread,3,-0.0228869224570053,-0.041993832481671836,-0.008560749175545562,-0.04348234962945546,0.041993832481671836
stoch_k,3,0.00021373068734870942,-0.03566228008600608,-0.0020183801083451733,-0.054711245469157246,0.03566228008600608
close_vs_ema50,6,0.0033434202067659916,-0.0349595695713136,0.016050500409927723,-0.038563378729702766,0.0349595695713136
close_vs_ema20,3,0.009309925531125217,-0.03485834273056426,0.0034526912279412253,-0.05624073550501756,0.03485834273056426
close_vs_ema50,3,0.004250108792156256,-0.03308819878548524,0.009242459863400951,-0.04523064959183183,0.03308819878548524
roc_atr_3,3,0.00634047562521426,-0.032654106356698485,0.011475050267579256,-0.04444233676423367,0.032654106356698485
low_break_12,3,0.002542060058633563,-0.032328192692278795,0.008613790582863927,-0.047158268597732055,0.032328192692278795
bb_z,3,0.008899702908985181,-0.031625061135158145,0.013503592932466408,-0.040966421782306243,0.031625061135158145
high_break_12,3,0.011228279459638656,-0.03155717500988033,-0.003453502198874868,-0.056231609580527434,0.03155717500988033
macd_line_atr,12,-0.003965915009129649,-0.034349899793782175,0.005788946450073866,-0.030931945555964135,0.030931945555964135
ema_gap_50_100,12,-0.01405486165433434,-0.051785276823242125,0.07962478504497074,0.030783926487668554,0.030783926487668554
ret_3,3,-0.0005959142452115115,-0.03056906021986846,-0.005165980509374924,-0.03927269607919817,0.03056906021986846
spread_z,3,-0.003844829437973111,0.03270445204572583,0.03465031823794296,-0.029887315730404564,0.029887315730404564
close_vs_ema20,6,0.012538840920781153,-0.02947882889110185,0.0032953776924204764,-0.050455455052787986,0.02947882889110185
ema_gap_10_20,12,0.0015789279818992671,-0.029348038929911738,0.0002627037772408707,-0.031184997170676097,0.029348038929911738
high_break_24,3,0.00830846310158737,-0.029347487836789483,-0.013811644540059927,-0.058433737850821364,0.029347487836789483
tick_flow_signed_3,6,-0.010036521085333837,-0.029327227641840207,-0.018293908944750917,-0.06586128668166645,0.029327227641840207
low_break_24,3,0.006477463130642351,-0.02852939644865277,0.010507779571759449,-0.03839368134511006,0.02852939644865277
ret_12,3,0.0014721658789587737,-0.02845193474189543,-7.32308507758506e-05,-0.0313227403392451,0.02845193474189543
body_atr,6,0.004943236118073019,-0.027913901582405042,0.007088455366869903,-0.03624043159851083,0.027913901582405042
roc_atr_12,3,0.007339358035861283,-0.027763876749483718,0.011384439045746878,-0.032743788462069004,0.027763876749483718
macd_line_atr,6,0.0014249750851495313,-0.027398292070139715,0.0004174849739181576,-0.03292731986352677,0.027398292070139715
stoch_k,6,0.007391496998056956,-0.027165745659118726,-0.0017162161273389367,-0.04922406291736515,0.027165745659118726
close_vs_ema20,12,0.00786573285636233,-0.032114635423107836,0.008879103028483895,-0.026738836823781788,0.026738836823781788
ret_1,6,0.0007483692379437549,-0.026653963839582295,-0.0018203321543995541,-0.031958481829355345,0.026653963839582295
stoch_spread,6,-0.008681834495917359,-0.026597834176242577,0.006653982298038326,-0.028959312547481596,0.026597834176242577
breakout_persist_up_6,6,-0.0047148751195925116,-0.026047412062246273,-0.007229748070564508,-0.026871538215554543,0.026047412062246273
ema50_slope_6,3,0.0021071167979337373,-0.02480234364384542,0.006228354328595717,-0.02758065212666636,0.02480234364384542
ema_gap_10_20,6,0.005640838354378754,-0.024692020331788925,-0.002279577623400289,-0.035067434808129024,0.024692020331788925
ema20_slope_3,12,0.007593031398746281,-0.02681849639329589,0.0058616027416262964,-0.024674936530509384,0.024674936530509384
bb_z,6,0.015516692067766479,-0.024646019255092924,0.013386433855865488,-0.034947290683283824,0.024646019255092924
roc_atr_6,3,0.011745029439894826,-0.02452367980753075,0.0043060312281343735,-0.04844092324307806,0.02452367980753075
ret_6,3,0.004116914416185195,-0.024463428133338065,-0.007814339086324989,-0.04034493621119618,0.024463428133338065
rsi14,3,0.006528841648017609,-0.02524165329505588,0.014406629659868221,-0.024417335744083578,0.024417335744083578
rsi7,3,0.006933202717841968,-0.024141686794794476,-0.013359182140181955,-0.058619161050709086,0.024141686794794476
ema20_slope_3,6,0.011994456370687693,-0.023551626073100934,-0.0008049845990557582,-0.04205519649215793,0.023551626073100934
breakout_persist_up_6,3,-0.0023882648849455844,-0.023478578682354024,-0.004446905298955232,-0.03210570935235942,0.023478578682354024
low_break_24,6,0.00839540743864519,-0.023037464061323693,0.004001100394289588,-0.03756140265964851,0.023037464061323693
ret_12,6,0.004829476556442513,-0.02302393712469236,0.006350251346987959,-0.02311455578904718,0.02302393712469236
breakout_persist_up_3,6,-0.003590882012984995,-0.022815635039861726,-0.0014202989207377286,-0.03427188884816524,0.022815635039861726
tick_flow_signed_3,12,-0.0004376116544998383,-0.0226450932250427,-0.0194290793529965,-0.035022027158554146,0.0226450932250427
ema50_slope_6,6,-0.0022630227735026885,-0.03346571558304077,0.015319571621948544,-0.022345979811631052,0.022345979811631052
low_break_12,6,0.008540969013824503,-0.022278456208929737,0.015267990036785273,-0.03484167004305116,0.022278456208929737
close_location,6,-0.011872320371391834,-0.029692233092300888,-0.005419415005573903,-0.0222450823468719,0.0222450823468719
ret_24,12,-0.0024110301305715703,-0.022191558289879613,-0.002350030623510064,-0.03297365279404754,0.022191558289879613
breakout_up_12,3,0.0014237854222939425,-0.022171401542820008,-0.023983743421727977,-0.0462361796055057,0.022171401542820008
roc_atr_12,6,0.01097666040488925,-0.0221627009989242,0.013471266798359643,-0.022118911967212385,0.022118911967212385
high_break_12,6,0.01750859288522612,-0.021635922912071028,-0.005534519499449217,-0.052772030612018433,0.021635922912071028
breakout_persist_up_3,3,0.0015434979832752644,-0.021607401461337904,-0.006769813126341822,-0.04022477788548248,0.021607401461337904
macd_line_atr,3,0.004672394983904305,-0.02159842835170488,-0.0020786318943891114,-0.03333566582027573,0.02159842835170488
ret_1,12,-0.0012072353011684468,-0.02168572726328894,-0.0005276814194941377,-0.021556068514089623,0.021556068514089623
stoch_k,12,0.010701298549308024,-0.021462055165013323,-0.0035497004500671296,-0.026111330513977387,0.021462055165013323
high_break_24,12,0.011943566460098686,-0.02145285564685429,-0.02020527891920691,-0.04217216647964168,0.02145285564685429
body_atr,12,0.002397911022188279,-0.021290869788004346,0.008082593542490954,-0.022084791253450396,0.021290869788004346
ema20_slope_3,3,0.014115976557665708,-0.02120564375630248,0.002150924279256889,-0.042381337883537505,0.02120564375630248
high_break_24,6,0.014095519463913088,-0.02112896797955176,-0.016951318031434175,-0.054760641116293404,0.02112896797955176
breakout_followthrough_up,6,0.010025425694643916,-0.020971774899718708,0.010411450070190403,-0.03387402460117107,0.020971774899718708
ret_24,6,-0.0003420632527675582,-0.020861342595691394,-0.004191311718441226,-0.031209971538574098,0.020861342595691394
stoch_d,3,0.010693157578284065,-0.020819741763728812,0.001827594873505062,-0.042670412226308754,0.020819741763728812
ema_gap_10_20,3,0.0078702074601291,-0.020687668336445898,-0.00244122140423699,-0.036623946122223694,0.020687668336445898
breakout_up_12,6,-0.003920508074464024,-0.02056594006284351,-0.00895162526768814,-0.03508978126617726,0.02056594006284351
roc_atr_3,6,0.011699416110634017,-0.020497971369711453,0.010822892613467501,-0.04854180691657503,0.020497971369711453
breakout_down_12,3,0.0014115844278615743,0.0204681107361005,-0.009181193510003016,0.04311015714457471,0.0204681107361005
ret_6,6,0.005573804368674515,-0.020447439018458233,-0.00868057193902504,-0.04456641114299665,0.020447439018458233
lower_wick_share,6,-0.01913391289417665,-0.02094958972387133,0.0060975682620450725,0.020349033530896638,0.020349033530896638
ret_3,6,0.004318871033776042,-0.02021787759946293,-0.004445951854392898,-0.04466645887530375,0.02021787759946293
breakout_followthrough_up,3,0.013054672676203133,-0.020054848006744994,-0.00439370654878275,-0.04070783597733049,0.020054848006744994
low_break_24,12,0.009430576368435256,-0.020023723606705457,-0.005037092890548491,-0.028461777861451314,0.020023723606705457
