feature,horizon,train_pearson,train_spearman,test_pearson,test_spearman,abs_consistency
roc_atr_6,6,-0.014655890530271738,-0.04445337365503439,-0.021231369011718026,-0.058907550677650716,0.04445337365503439
high_break_12,3,-0.01899740967987503,-0.04425208212408776,-0.02072813367549492,-0.059320460815718894,0.04425208212408776
high_break_12,6,-0.016164522335935433,-0.04366355287645513,-0.0199126220675809,-0.056333762906754466,0.04366355287645513
rsi7,6,-0.017988878379569796,-0.042701787370383756,-0.02727944947043157,-0.060552637836373435,0.042701787370383756
rsi7,3,-0.02129665854304218,-0.041361516247759,-0.028677983978698755,-0.060611270930360256,0.041361516247759
bb_z,6,-0.009683931686984516,-0.04042070441882042,-0.009632269925439392,-0.05082181866450607,0.04042070441882042
stoch_k,6,-0.012241438981416768,-0.04023343016928614,-0.0184861029345795,-0.05376168410157568,0.04023343016928614
close_vs_ema20,3,-0.009339809662449747,-0.040149135709539055,-0.02186602505008277,-0.06573224424825411,0.040149135709539055
bb_z,3,-0.013934518679917848,-0.039992018492175284,-0.010517609501856661,-0.05213187150283598,0.039992018492175284
stoch_k,3,-0.013750386003594801,-0.039967150529842545,-0.018036274732286497,-0.05597406576603222,0.039967150529842545
roc_atr_3,3,-0.014947780884371322,-0.03993349316240786,-0.020715916629215358,-0.05285409708183102,0.03993349316240786
close_vs_ema20,6,-0.002988970868770331,-0.0391848983546336,-0.018916025489479543,-0.06453308677240621,0.0391848983546336
ret_6,6,-0.006228864498296853,-0.03864471332480111,-0.01871315828161999,-0.0541281515114847,0.03864471332480111
roc_atr_6,3,-0.01515497754287541,-0.03861879113325334,-0.027373488477613686,-0.06248719592256763,0.03861879113325334
high_break_24,3,-0.011742555574440343,-0.038451433962845345,-0.02231276807273932,-0.06417452014581525,0.038451433962845345
roc_atr_3,6,-0.011723166017799824,-0.03830322522910044,-0.024500462017066703,-0.055366638869822855,0.03830322522910044
high_break_24,6,-0.008343667062679623,-0.03814351018971598,-0.02532309303142692,-0.06682479314941439,0.03814351018971598
stoch_d,6,-0.010004702763607511,-0.036709147981852784,-0.01583056574660054,-0.05151846639845746,0.036709147981852784
ret_3,3,-0.010761048973406254,-0.036330373567788746,-0.013989544470736838,-0.04671806194503244,0.036330373567788746
