candidate_id,extra_cost_pips,commission_status,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades
g1_SHALLOW_TREE_absolute_-0.1,0,NOT_OBSERVED,279,0.52688172043011,0.040617863043652,11.332383789179,0.39426523297489,109.99999999999,1.0842006334485,14.934170341156,185,94,144,127,8,0.040617863043652,0.47712292052723,6.332383789179,3,8
g1_SHALLOW_TREE_absolute_-0.1,0.1,NOT_OBSERVED,279,0.52688172043011,0.02833945378453,7.9067076058839,0.29426523297489,82.099999999994,1.0580486762946,15.644286700192,185,94,144,127,8,0.040617863043652,0.50013649497484,2.941384048121,3,8
g1_SHALLOW_TREE_absolute_-0.1,0.2,NOT_OBSERVED,279,0.52688172043011,0.016061044525408,4.4810314225888,0.19426523297489,54.199999999994,1.0325116233437,16.680664396232,185,94,144,127,8,0.040617863043652,0.52893174379736,-0.449615692937,3,8
g1_SHALLOW_TREE_absolute_-0.1,0.5,NOT_OBSERVED,279,0.52688172043011,-0.020774183251959,-5.7959971272965,-0.10573476702511,-29.500000000006,0.95938040673553,19.789797484353,185,94,144,127,8,0.040617863043652,0.55809230084559,-10.622614916111,3,8
g1_SHALLOW_TREE_absolute_-0.1,1,NOT_OBSERVED,279,0.52688172043011,-0.08216622954757,-22.924378043772,-0.60573476702511,-169.00000000001,0.84797301814778,30.187474377947,185,94,144,127,8,0.040617863043652,0.53578569996873,-27.577613621401,2,8
g1_SHALLOW_TREE_absolute_0,0,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0,0.1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0,0.2,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0,0.5,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0,1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.05,0,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.05,0.1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.05,0.2,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.05,0.5,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.05,1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.1,0,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.1,0.1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.1,0.2,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.1,0.5,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.1,1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.2,0,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.2,0.1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.2,0.2,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.2,0.5,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.2,1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.3,0,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.3,0.1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.3,0.2,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.3,0.5,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_absolute_0.3,1,NOT_OBSERVED,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0
g1_SHALLOW_TREE_train_quantile_target_200,0,NOT_OBSERVED,203,0.52216748768473,0.028846465260857,5.855832447954,0.32709359605911,66.399999999999,1.0594080018871,16.004768563896,203,0,103,92,8,0.028846465260857,0.29385721581576,0.855832447954,3,5
g1_SHALLOW_TREE_train_quantile_target_200,0.1,NOT_OBSERVED,203,0.52216748768473,0.016164044406865,3.2813010145937,0.22709359605911,46.099999999999,1.0328783816621,16.83028632196,203,0,103,92,8,0.028846465260857,0.29815309997916,-1.6844484280793,3,5
g1_SHALLOW_TREE_train_quantile_target_200,0.2,NOT_OBSERVED,203,0.52216748768473,0.0034816235528734,0.7067695812333,0.12709359605911,25.799999999999,1.0069954617832,17.655804080024,203,0,103,92,8,0.028846465260857,0.30343189870197,-4.2247293041126,3,5
g1_SHALLOW_TREE_train_quantile_target_200,0.5,NOT_OBSERVED,203,0.52216748768473,-0.034565639009102,-7.0168247188477,-0.17290640394089,-35.100000000001,0.93299878076196,21.021336523819,203,0,103,92,8,0.028846465260857,0.31910956019531,-11.845571932213,3,5
g1_SHALLOW_TREE_train_quantile_target_200,1,NOT_OBSERVED,203,0.52216748768473,-0.097977743279061,-19.889481885649,-0.67290640394089,-136.6,0.82062783812882,29.114269061444,203,0,103,92,8,0.028846465260857,0.27298592362925,-24.546976312379,2,5
g1_SHALLOW_TREE_train_quantile_target_300,0,NOT_OBSERVED,203,0.52216748768473,0.028846465260857,5.855832447954,0.32709359605911,66.399999999999,1.0594080018871,16.004768563896,203,0,103,92,8,0.028846465260857,0.29385721581576,0.855832447954,3,5
g1_SHALLOW_TREE_train_quantile_target_300,0.1,NOT_OBSERVED,203,0.52216748768473,0.016164044406865,3.2813010145937,0.22709359605911,46.099999999999,1.0328783816621,16.83028632196,203,0,103,92,8,0.028846465260857,0.29815309997916,-1.6844484280793,3,5
g1_SHALLOW_TREE_train_quantile_target_300,0.2,NOT_OBSERVED,203,0.52216748768473,0.0034816235528734,0.7067695812333,0.12709359605911,25.799999999999,1.0069954617832,17.655804080024,203,0,103,92,8,0.028846465260857,0.30343189870197,-4.2247293041126,3,5
g1_SHALLOW_TREE_train_quantile_target_300,0.5,NOT_OBSERVED,203,0.52216748768473,-0.034565639009102,-7.0168247188477,-0.17290640394089,-35.100000000001,0.93299878076196,21.021336523819,203,0,103,92,8,0.028846465260857,0.31910956019531,-11.845571932213,3,5
g1_SHALLOW_TREE_train_quantile_target_300,1,NOT_OBSERVED,203,0.52216748768473,-0.097977743279061,-19.889481885649,-0.67290640394089,-136.6,0.82062783812882,29.114269061444,203,0,103,92,8,0.028846465260857,0.27298592362925,-24.546976312379,2,5
g1_SHALLOW_TREE_train_quantile_target_500,0,NOT_OBSERVED,279,0.52688172043011,0.040617863043652,11.332383789179,0.39426523297489,109.99999999999,1.0842006334485,14.934170341156,185,94,144,127,8,0.040617863043652,0.47712292052723,6.332383789179,3,8
g1_SHALLOW_TREE_train_quantile_target_500,0.1,NOT_OBSERVED,279,0.52688172043011,0.02833945378453,7.9067076058839,0.29426523297489,82.099999999994,1.0580486762946,15.644286700192,185,94,144,127,8,0.040617863043652,0.50013649497484,2.941384048121,3,8
g1_SHALLOW_TREE_train_quantile_target_500,0.2,NOT_OBSERVED,279,0.52688172043011,0.016061044525408,4.4810314225888,0.19426523297489,54.199999999994,1.0325116233437,16.680664396232,185,94,144,127,8,0.040617863043652,0.52893174379736,-0.449615692937,3,8
g1_SHALLOW_TREE_train_quantile_target_500,0.5,NOT_OBSERVED,279,0.52688172043011,-0.020774183251959,-5.7959971272965,-0.10573476702511,-29.500000000006,0.95938040673553,19.789797484353,185,94,144,127,8,0.040617863043652,0.55809230084559,-10.622614916111,3,8
g1_SHALLOW_TREE_train_quantile_target_500,1,NOT_OBSERVED,279,0.52688172043011,-0.08216622954757,-22.924378043772,-0.60573476702511,-169.00000000001,0.84797301814778,30.187474377947,185,94,144,127,8,0.040617863043652,0.53578569996873,-27.577613621401,2,8
g1_SHALLOW_TREE_train_quantile_target_800,0,NOT_OBSERVED,414,0.47101449275362,-0.071448587296601,-29.579715140793,-0.48913043478257,-202.49999999998,0.86717683225944,35.747892144662,333,81,191,211,12,-0.071448587296601,0.48619129667809,-34.579715140793,0,16
g1_SHALLOW_TREE_train_quantile_target_800,0.1,NOT_OBSERVED,414,0.47101449275362,-0.084214952169956,-34.864990198362,-0.58913043478256,-243.89999999998,0.84540416477432,39.507277237322,333,81,191,211,12,-0.071448587296601,0.41905108458791,-39.830038981903,0,16
g1_SHALLOW_TREE_train_quantile_target_800,0.2,NOT_OBSERVED,414,0.47101449275362,-0.09698131704331,-40.150265255931,-0.68913043478256,-285.29999999998,0.82416993505522,43.978402280942,333,81,191,211,12,-0.071448587296601,0.38347469017516,-45.080362823012,0,16
g1_SHALLOW_TREE_train_quantile_target_800,0.5,NOT_OBSERVED,414,0.47101449275362,-0.13528041166337,-56.006090428637,-0.98913043478257,-409.49999999998,0.76350528321178,59.576432991165,333,81,191,211,12,-0.071448587296601,0.57164644156024,-60.831334346341,0,16
g1_SHALLOW_TREE_train_quantile_target_800,1,NOT_OBSERVED,414,0.47101449275362,-0.19911223603015,-82.432465716481,-1.4891304347826,-616.49999999998,0.67149880579912,85.573150841538,333,81,191,211,12,-0.071448587296601,0.5729989873666,-87.082953551889,0,16
g1_SHALLOW_TREE_train_quantile_target_1000,0,NOT_OBSERVED,414,0.47101449275362,-0.071448587296601,-29.579715140793,-0.48913043478257,-202.49999999998,0.86717683225944,35.747892144662,333,81,191,211,12,-0.071448587296601,0.48619129667809,-34.579715140793,0,16
