path,primary_sha256,replay_sha256,status
analysis_summary.json,3688633cda13d2543767990a03d2643f0d322ba79f6ad27f71cff0b9e8509119,3688633cda13d2543767990a03d2643f0d322ba79f6ad27f71cff0b9e8509119,PASS
candidate_all_signals.csv,354111d1fd00b63d88a2ec5a89d47f1aee05747d02055c79698200e759bb7d04,354111d1fd00b63d88a2ec5a89d47f1aee05747d02055c79698200e759bb7d04,PASS
candidate_cluster_bootstrap.csv,8de0579a612561b44abd71c015982e8c1134803bd66c3d9cd23de0dc2bb6ab71,8de0579a612561b44abd71c015982e8c1134803bd66c3d9cd23de0dc2bb6ab71,PASS
candidate_daily_results.csv,1f21fdbab19ee8c0b5e085ca0732219b01de289343549f7d648af9cbbbfcc612,1f21fdbab19ee8c0b5e085ca0732219b01de289343549f7d648af9cbbbfcc612,PASS
candidate_equity_curve.csv,79726beaa86fbdaeacb5b2fe5b7e0023deb3b8df37e597e7fad698ee44544a4b,79726beaa86fbdaeacb5b2fe5b7e0023deb3b8df37e597e7fad698ee44544a4b,PASS
candidate_model.json,8f0374ae0bed949c58f9e1400e169361e617c0c2ece5fa212dc9c965496a245d,8f0374ae0bed949c58f9e1400e169361e617c0c2ece5fa212dc9c965496a245d,PASS
candidate_portfolio_trades.csv,fb2b076d8444c6fcdea0ca1535add25f5767c89f231df6146ec0a2fb9a9ba965,fb2b076d8444c6fcdea0ca1535add25f5767c89f231df6146ec0a2fb9a9ba965,PASS
candidate_segment_results.csv,6894571033aae4b8efebed12bea90a61e8f43410007f3b9a6aeca5706a3e5404,6894571033aae4b8efebed12bea90a61e8f43410007f3b9a6aeca5706a3e5404,PASS
candidate_symbol_results.csv,41b7879c7c51106fd0c355d7cc970e5fae4fefad9dcddad39b3fb9b29a06fbed,41b7879c7c51106fd0c355d7cc970e5fae4fefad9dcddad39b3fb9b29a06fbed,PASS
cost_sensitivity.csv,dcd385eb721509b16c24466a58ec3deab1a2f662142da5385a2a2f3bbf6207ee,dcd385eb721509b16c24466a58ec3deab1a2f662142da5385a2a2f3bbf6207ee,PASS
development_frontier.csv,ac28cc0acea9d544d7b125e30a22f04c9455a33a84233c774a66ff0275f6b9c2,ac28cc0acea9d544d7b125e30a22f04c9455a33a84233c774a66ff0275f6b9c2,PASS
feature_bins.csv,c9487b90ef74d2a6aaae544d726b90910858ae7f0fd01c0ea32dbe63add583ad,c9487b90ef74d2a6aaae544d726b90910858ae7f0fd01c0ea32dbe63add583ad,PASS
feature_catalog.csv,44da6688487cb25c03ce2a2c5494b9e61d617d6c0a491e9861ab1302abb89ec6,44da6688487cb25c03ce2a2c5494b9e61d617d6c0a491e9861ab1302abb89ec6,PASS
feature_importance.csv,8bc37f51d5ec6e57bc3abdf2c2d314e81d941d9f1e5f8432ba09cb900f1af85e,8bc37f51d5ec6e57bc3abdf2c2d314e81d941d9f1e5f8432ba09cb900f1af85e,PASS
feature_redundancy.csv,54123081afec84b54b62fe1b3e04704e60c79debc32b76bf940f3a70a81434c6,54123081afec84b54b62fe1b3e04704e60c79debc32b76bf940f3a70a81434c6,PASS
feature_target_correlations.csv,b0ecf2f92cb2d882f951e7a0c6b11a12968f637f6ae595be810a288204c69128,b0ecf2f92cb2d882f951e7a0c6b11a12968f637f6ae595be810a288204c69128,PASS
frequency_frontier.csv,530f9a5f7f4c43b9607c126932d4c2caed9a829f943857ba01c992112e668342,530f9a5f7f4c43b9607c126932d4c2caed9a829f943857ba01c992112e668342,PASS
independent_candidate_recalculation.csv,3eb95d1f258bf6ed8fa19b1e6939fa12a1a791328a9dd926f51ec630232db346,3eb95d1f258bf6ed8fa19b1e6939fa12a1a791328a9dd926f51ec630232db346,PASS
independent_qa_checks.csv,8a075b91c8e44716ff034deb665984f23102f3c7a74e64c3d8bf5f63f917bac1,8a075b91c8e44716ff034deb665984f23102f3c7a74e64c3d8bf5f63f917bac1,PASS
outcome_funnel.csv,492b2eb0dbdf0a73745184b85bb25b87f1591c5cdcc2d0d9b895ecc43f682d0b,492b2eb0dbdf0a73745184b85bb25b87f1591c5cdcc2d0d9b895ecc43f682d0b,PASS
path_geometry_diagnostics.csv,64114fe16d2a6b91a40b78b7bd309c815dd06ff2a15c01a0d579c9bcb8c01131,64114fe16d2a6b91a40b78b7bd309c815dd06ff2a15c01a0d579c9bcb8c01131,PASS
purged_forward_diagnostics.csv,af9a163428d142b84cfc4634674f8a0bd350407230438dbfd1bfe036e6fafcfb,af9a163428d142b84cfc4634674f8a0bd350407230438dbfd1bfe036e6fafcfb,PASS
TechnicalDiscoveryModel.generated.mqh,08587cb3b98295feb6216f816a4e660a8ccf8eaace1defc0f940264bdcb2f57c,08587cb3b98295feb6216f816a4e660a8ccf8eaace1defc0f940264bdcb2f57c,PASS
