episode_id,entry_msc,exit_msc,net_r,equity_r,drawdown_r
tstech_discovery_r2_202504_USDJPY_mh_15,1743637963842,1743638876519,0.64814814814774,0.64814814814774,0
tstech_discovery_r2_202504_USDJPY_mh_17,1743651021951,1743651183482,-1.0303030303032,-0.38215488215547,1.0303030303032
tstech_discovery_r2_202504_USDJPY_mh_18,1743652080942,1743652878401,0.98843930635838,0.60628442420291,0.041863723944831
tstech_discovery_r2_202504_USDJPY_mh_21,1743676240323,1743676890792,0.98684210526316,1.5931265294661,0
tstech_discovery_r2_202504_GBPUSD_mh_6,1743680427865,1743680858126,-1.0340909090903,0.5590356203758,1.0340909090903
tstech_discovery_r2_202504_USDCHF_mh_5,1743695978612,1743696010100,-1.0978260869568,-0.53879046658099,2.1319169960471
tstech_discovery_r2_202504_GBPUSD_mh_10,1743698008110,1743698908929,0.27586206896566,-0.26292839761533,1.8560549270814
tstech_discovery_r2_202504_GBPUSD_mh_11,1743699495638,1743699611561,0.98347107438017,0.72054267676483,0.87258385270124
tstech_discovery_r2_202504_USDCHF_mh_7,1743700622461,1743701522589,-0.018691588785047,0.70185108797979,0.89127544148628
tstech_discovery_r2_202504_USDJPY_mh_37,1743704615130,1743705486118,-1.0155440414505,-0.31369295347073,1.9068194829368
tstech_discovery_r2_202504_USDJPY_mh_38,1743705773731,1743706255277,0.98958333333333,0.6758903798626,0.91723614960347
tstech_discovery_r2_202504_USDJPY_mh_40,1743708646691,1743708969992,0.98816568047337,1.664056060336,0
tstech_discovery_r2_202504_EURUSD_mh_6,1743709175588,1743710075960,0.22727272727318,1.8913287876092,0
tstech_discovery_r2_202504_USDJPY_mh_45,1743732851600,1743733117419,0.98,2.8713287876092,0
tstech_discovery_r2_202504_USDJPY_mh_46,1743734764819,1743735601923,0.97894736842105,3.8502761560302,0
tstech_discovery_r2_202504_USDJPY_mh_62,1743756207090,1743757107891,0.52212389380575,4.372400049836,0
tstech_discovery_r2_202504_USDJPY_mh_63,1743757210931,1743757621738,0.98198198198198,5.3543820318179,0
tstech_discovery_r2_202504_GBPUSD_mh_29,1743758290376,1743758702989,0.96666666666667,6.3210486984846,0
tstech_discovery_r2_202504_GBPUSD_mh_31,1743760801856,1743761045241,-1.030303030303,5.2907456681816,1.030303030303
tstech_discovery_r2_202504_USDCHF_mh_19,1743765638031,1743766030321,-1.025,4.2657456681816,2.055303030303
tstech_discovery_r2_202504_USDCAD_mh_20,1743766663489,1743767287376,0.97674418604651,5.2424898542281,1.0785588442565
tstech_discovery_r2_202504_USDCHF_mh_21,1743767804760,1743768064090,0.97590361445783,6.2183934686859,0.10265522979869
tstech_discovery_r2_202504_USDCHF_mh_22,1743769679823,1743770579951,0.049382716049309,6.2677761847352,0.05327251374938
tstech_discovery_r2_202504_USDCAD_mh_23,1743770921264,1743771756043,0.97727272727273,7.245048912008,0
tstech_discovery_r2_202504_GBPUSD_mh_41,1743771952654,1743772058122,0.97979797979798,8.2248468918059,0
tstech_discovery_r2_202504_GBPUSD_mh_42,1743773076191,1743773219017,0.98198198198198,9.2068288737879,0
tstech_discovery_r2_202504_USDCHF_mh_25,1743774078796,1743774601533,-1.030927835051,8.1759010387369,1.030927835051
tstech_discovery_r2_202504_USDCAD_mh_27,1743775142769,1743775407665,0.97916666666667,9.1550677054036,0.051761168384365
