candidate_id,model_key,method,distance_index,distance_atr,scope,threshold_name,threshold,primary_extra_cost_pips,threshold_signals,overlap_skips,entry_rejections,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades,individual_gate,neighbor_positive_count,candidate_gate
g1_ELASTICNET_LOGISTIC_absolute_0.3,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.3,0.3,0.2,17,0,14,3,0.66666666666667,0.25853259799603,0.77559779398808,2.4666666666667,7.4,1.6557900046726,1.1826923076928,2,1,2,1,0,0.278846153846,0.50227826639822,0,1,0,False,0,False
g1_ELASTICNET_LOGISTIC_train_quantile_target_200,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_200,-0.058909627606429,0.2,200,16,77,107,0.64485981308411,0.24805519160989,26.541905502259,1.9121495327102,204.6,1.6642407803154,5.7394984591904,66,41,67,38,2,0.2720606993185,0.33570292221768,21.614139653638,4,1,False,0,False
g1_ELASTICNET_LOGISTIC_train_quantile_target_300,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_300,-0.11113257387632,0.2,300,30,119,151,0.6158940397351,0.193911590132,29.280650109931,1.4470198675496,218.49999999999,1.4906356111697,4.3142171766828,98,53,90,55,6,0.21821460184159,0.33295240976942,24.353649891063,4,2,False,1,False
g1_ELASTICNET_LOGISTIC_train_quantile_target_500,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.18839602695927,0.2,500,57,201,242,0.57438016528926,0.10702229065668,25.899394338916,0.75867768595043,183.6,1.2413925545456,15.213822278778,146,96,135,100,7,0.13179559506302,0.30950488589206,20.968471100062,4,7,False,1,False
g1_ELASTICNET_LOGISTIC_train_quantile_target_800,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.25811858872789,0.2,800,108,346,346,0.55491329479769,0.061896654658682,21.416242511904,0.44942196531788,155.49999999999,1.1320329083573,11.710052418062,196,150,186,151,9,0.087322210966069,0.35340406846786,16.484830872562,3,14,False,2,False
g1_ELASTICNET_LOGISTIC_train_quantile_target_1000,g1_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.29138671761136,0.2,1000,145,456,399,0.53884711779449,0.027822636173574,11.101231833256,0.15438596491226,61.599999999993,1.0569668153318,16.047778434594,216,183,209,181,9,0.053468207720261,0.46629702494542,6.1698201939138,2,15,False,1,False
g1_LIGHTGBM_absolute_-0.1,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,121,8,17,96,0.94791666666667,0.86917462041826,83.440763560153,7.5374999999999,723.59999999999,16.548077251794,2.0908200734394,54,42,91,5,0,0.89306558932366,0.23320368487921,78.514659858326,4,1,False,0,False
g1_LIGHTGBM_absolute_0,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0,0,0.2,21,0,2,19,0.94736842105263,0.86889042576968,16.508918089624,7.5210526315791,142.9,16.504027423303,1.0648148148145,9,10,18,1,0,0.89230019493179,0.35433368074393,11.6012686598,3,0,False,0,False
g1_LIGHTGBM_absolute_0.05,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.05,0.05,0.2,5,0,0,5,0.8,0.57060936949049,2.8530468474525,5.5799999999998,27.899999999999,3.6793831263039,1.0648148148145,2,3,4,1,0,0.5907407407408,0.50100555662159,0,2,0,False,0,False
g1_LIGHTGBM_absolute_0.1,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.1,0.1,0.2,1,0,0,1,1,0.97802197802198,0.97802197802198,8.9,8.9,inf,0,0,1,1,0,0,1,1,0,1,0,False,0,False
g1_LIGHTGBM_absolute_0.2,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.2,0.2,0.2,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0,False,0,False
g1_LIGHTGBM_absolute_0.3,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.3,0.3,0.2,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0,False,0,False
g1_LIGHTGBM_train_quantile_target_200,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_200,-0.13548902813975,0.2,200,23,44,133,0.93984962406015,0.85267247953149,113.40543977769,7.3593984962405,978.79999999999,15.790355458542,1.2266666666667,78,55,123,7,3,0.87662907962026,0.22943508697442,108.48201942416,4,2,False,0,False
g1_LIGHTGBM_train_quantile_target_300,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_300,-0.16630453078378,0.2,300,37,79,184,0.91304347826087,0.79385621802866,146.06954411727,6.8527173913043,1260.9,10.116306086214,1.2266666666667,102,82,164,15,5,0.81772757231135,0.24673633158224,141.13877012421,4,2,False,1,False
g1_LIGHTGBM_train_quantile_target_500,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.20935365120463,0.2,500,70,173,257,0.87937743190661,0.72494812706138,186.31166865477,6.1482490272373,1580.1,6.9266111860152,3.1339925518018,141,116,221,29,7,0.74946285224819,0.23928093422225,181.37916596535,4,5,False,1,False
g1_LIGHTGBM_train_quantile_target_800,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.2575007187177,0.2,800,115,348,337,0.81008902077151,0.58403472156705,196.8197011681,4.8219584569733,1625,3.9550078638611,3.3032316041616,183,154,268,62,7,0.60916683074879,0.23281624276842,191.88731239984,4,11,False,2,False
g1_LIGHTGBM_train_quantile_target_1000,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.28153180357663,0.2,1000,151,464,385,0.76623376623377,0.49731010177962,191.46438918515,4.0857142857143,1573,3.048983795503,4.7367522692213,205,180,290,86,9,0.52259754473755,0.23698215078909,186.53200041689,4,14,False,1,False
g2_SHALLOW_TREE_absolute_-0.1,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,1205,175,621,409,0.559902200489,0.049470174478264,20.23330136161,0.61198044009782,250.30000000001,1.1122314921773,14.483188068856,188,221,189,166,54,0.072906196494773,0.33619952802919,15.292983651471,2,35,False,1,False
g2_SHALLOW_TREE_absolute_0,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0,0,0.2,312,41,43,228,0.6359649122807,0.17928000048104,40.875840109678,1.8122807017545,413.20000000002,1.4868389610956,8.4100500336872,120,108,114,77,37,0.19885784791687,0.20908723507296,35.935522399539,4,17,False,2,False
g2_SHALLOW_TREE_absolute_0.05,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.05,0.05,0.2,312,41,43,228,0.6359649122807,0.17928000048104,40.875840109678,1.8122807017545,413.20000000002,1.4868389610956,8.4100500336872,120,108,114,77,37,0.19885784791687,0.20908723507296,35.935522399539,4,17,False,2,False
g2_SHALLOW_TREE_absolute_0.1,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.1,0.1,0.2,312,41,43,228,0.6359649122807,0.17928000048104,40.875840109678,1.8122807017545,413.20000000002,1.4868389610956,8.4100500336872,120,108,114,77,37,0.19885784791687,0.20908723507296,35.935522399539,4,17,False,2,False
g2_SHALLOW_TREE_absolute_0.2,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.2,0.2,0.2,154,0,43,111,0.66666666666667,0.25342301495808,28.129954660347,2.5081081081082,278.40000000001,1.739007232065,7.6652071294774,0,111,64,36,11,0.27345638231739,0.33137661806311,23.194841378658,3,8,False,1,False
g2_SHALLOW_TREE_absolute_0.3,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.3,0.3,0.2,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0,False,0,False
g2_SHALLOW_TREE_train_quantile_target_200,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_200,0.10320588363425,0.2,312,41,43,228,0.6359649122807,0.17928000048104,40.875840109678,1.8122807017545,413.20000000002,1.4868389610956,8.4100500336872,120,108,114,77,37,0.19885784791687,0.20908723507296,35.935522399539,4,17,False,1,False
g2_SHALLOW_TREE_train_quantile_target_300,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_300,0.10320588363425,0.2,312,41,43,228,0.6359649122807,0.17928000048104,40.875840109678,1.8122807017545,413.20000000002,1.4868389610956,8.4100500336872,120,108,114,77,37,0.19885784791687,0.20908723507296,35.935522399539,4,17,False,1,False
g2_SHALLOW_TREE_train_quantile_target_500,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.062653587573824,0.2,739,85,353,301,0.59136212624585,0.091063123792817,27.410000261638,1.0388704318937,312.70000000002,1.2162305626268,11.164253034257,199,102,144,118,39,0.11359146819223,0.21233625873816,22.469682551499,2,27,False,2,False
g2_SHALLOW_TREE_train_quantile_target_800,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.062679236971446,0.2,1205,175,621,409,0.559902200489,0.049470174478264,20.23330136161,0.61198044009782,250.30000000001,1.1122314921773,14.483188068856,188,221,189,166,54,0.072906196494773,0.33619952802919,15.292983651471,2,35,False,2,False
g2_SHALLOW_TREE_train_quantile_target_1000,g2_SHALLOW_TREE,SHALLOW_TREE,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.062679236971446,0.2,1205,175,621,409,0.559902200489,0.049470174478264,20.23330136161,0.61198044009782,250.30000000001,1.1122314921773,14.483188068856,188,221,189,166,54,0.072906196494773,0.33619952802919,15.292983651471,2,35,False,2,False
g2_ELASTICNET_LOGISTIC_absolute_-0.1,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,918,191,240,487,0.62422997946612,0.18755768643066,91.340593291731,1.9490759753593,949.19999999998,1.5118564583227,7.8926725754729,230,257,257,164,66,0.20883175946875,0.20361749150167,86.383411142854,4,38,True,2,True
g2_ELASTICNET_LOGISTIC_absolute_0,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0,0,0.2,400,57,115,228,0.67982456140351,0.29570675327802,67.421139747388,3.1390350877192,715.69999999998,1.9476883737607,5.4020752452229,115,113,129,65,34,0.31612832850387,0.20933064485143,62.468476602898,4,14,False,1,False
g2_ELASTICNET_LOGISTIC_absolute_0.05,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.05,0.05,0.2,262,28,81,153,0.66666666666667,0.26908420380013,41.16988318142,2.4954248366013,381.8,1.8064176844698,4.2471456677584,79,74,87,47,19,0.28979867825469,0.28249025495626,36.221075096317,4,12,False,0,False
g2_ELASTICNET_LOGISTIC_absolute_0.1,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.1,0.1,0.2,160,11,55,94,0.71276595744681,0.3771963515627,35.456457046893,4.0861702127659,384.09999999999,2.3304920471879,3.2227856472775,50,44,59,24,11,0.39727362992326,0.25458425720689,30.506657682036,4,8,False,0,False
g2_ELASTICNET_LOGISTIC_absolute_0.2,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.2,0.2,0.2,72,3,34,35,0.68571428571429,0.32567591459556,11.398657010844,3.9799999999999,139.3,1.9928331646428,2.6680676437417,18,17,22,11,2,0.34313871391374,0.41286394319384,6.4538435384726,3,2,False,0,False
g2_ELASTICNET_LOGISTIC_absolute_0.3,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.3,0.3,0.2,31,1,23,7,0.42857142857143,-0.17948404211286,-1.25638829479,-4.3142857142854,-30.199999999998,0.70136445560992,3.1389138152469,3,4,3,4,0,-0.16479976336786,0.51617411229032,-2.1188147295739,1,0,False,0,False
g2_ELASTICNET_LOGISTIC_train_quantile_target_200,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_200,0.078037117902902,0.2,200,19,67,114,0.70175438596491,0.34530431916439,39.36469238474,3.6070175438596,411.2,2.1582823580685,3.8843942076679,59,55,69,31,14,0.36577708703887,0.21908370799794,34.41611807422,4,10,False,0,False
g2_ELASTICNET_LOGISTIC_train_quantile_target_300,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_300,0.032166302250672,0.2,300,38,89,173,0.67052023121387,0.26879968847076,46.502346105442,2.7057803468207,468.09999999999,1.8244990770916,5.4020752452229,88,85,96,52,25,0.28951713123572,0.23872570649877,41.552286355251,3,13,False,1,False
g2_ELASTICNET_LOGISTIC_train_quantile_target_500,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.024803524599216,0.2,500,85,138,277,0.67509025270758,0.27957283766644,77.441676033604,2.8797833935018,797.69999999999,1.8721513800032,5.5349266407144,145,132,155,81,41,0.30009789741845,0.21918108053441,72.489012889114,4,19,False,2,False
g2_ELASTICNET_LOGISTIC_train_quantile_target_800,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.08190565245538,0.2,800,149,214,437,0.61327231121281,0.16789367414096,73.369535599601,1.8089244851258,790.49999999998,1.4474363663279,7.8607241118107,208,229,224,151,62,0.1889570083009,0.22491219071635,68.41633516734,4,30,True,2,True
g2_ELASTICNET_LOGISTIC_train_quantile_target_1000,g2_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.11527146488179,0.2,1000,218,266,516,0.61434108527132,0.17362153920081,89.588714227619,1.8170542635658,937.59999999997,1.4647051021909,9.0279177877001,243,273,269,175,72,0.1950846088837,0.21460660974979,84.631532078742,4,43,True,1,True
g2_LIGHTGBM_absolute_-0.1,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,396,60,85,251,0.8406374501992,0.64516847111512,161.93728624989,6.5219123505976,1637,5.5189474652301,2.1190943401468,121,130,191,33,27,0.66477799319443,0.18200705649966,156.9912353419,4,17,False,2,False
g2_LIGHTGBM_absolute_0,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0,0,0.2,54,3,1,50,0.96,0.89814280024856,44.907140012428,11.06,553,22.513387549869,1.0643274853797,19,31,47,2,1,0.91520377867748,0.2196705178213,39.960524890605,4,1,False,0,False
g2_LIGHTGBM_absolute_0.05,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.05,0.05,0.2,21,1,0,20,0.95,0.87989114206498,17.5978228413,10.615,212.30000000001,17.534218164084,1.0643274853797,7,13,19,1,0,0.89736842105265,0.22306775152311,12.655321037068,4,1,False,0,False
g2_LIGHTGBM_absolute_0.1,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.1,0.1,0.2,7,0,0,7,1,0.98243403061452,6.8770382143016,11.857142857143,83.000000000002,inf,0,3,4,7,0,0,1,0.28569900443071,1.9576707726764,2,0,False,0,False
g2_LIGHTGBM_absolute_0.2,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.2,0.2,0.2,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0,False,0,False
g2_LIGHTGBM_absolute_0.3,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.3,0.3,0.2,0,0,0,0,,,0,,0,,0,0,0,0,0,0,,,0,0,0,False,0,False
g2_LIGHTGBM_train_quantile_target_200,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_200,-0.060989431383569,0.2,200,23,31,146,0.89041095890411,0.74615341204198,108.93839815813,8.1136986301369,1184.6,8.8687863253276,2.1720856403464,64,82,119,13,14,0.76508994790245,0.19877459097501,103.98965699433,4,8,False,1,False
g2_LIGHTGBM_train_quantile_target_300,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_300,-0.084271199816513,0.2,300,41,58,201,0.87064676616915,0.70913085699467,142.53530225593,7.5064676616915,1508.8,7.3220560110447,2.0762322472845,89,112,160,21,20,0.72844542135195,0.18970149265457,137.58518275217,4,13,False,1,False
g2_LIGHTGBM_train_quantile_target_500,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.11483359481229,0.2,500,87,117,296,0.8277027027027,0.61845997253965,183.06415187174,6.3070945945946,1866.9,4.9934546976013,3.0736086314704,146,150,222,42,32,0.6383406295313,0.17156578390245,178.11716220401,4,21,True,2,True
g2_LIGHTGBM_train_quantile_target_800,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.14766267091738,0.2,800,154,215,431,0.79118329466357,0.54146810004234,233.37275111825,5.2953596287703,2282.3,3.8876047371945,4.3876427038843,224,207,304,72,55,0.56200464921734,0.12856250819753,228.42385476584,4,35,True,2,True
g2_LIGHTGBM_train_quantile_target_1000,g2_LIGHTGBM,LIGHTGBM,2,0.75,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.16575717263278,0.2,1000,226,284,490,0.79387755102041,0.53837521604785,263.80385586345,5.1234693877551,2510.5,3.9291301196964,3.2305764411023,254,236,340,79,71,0.55954563450197,0.13670722149668,258.85457605364,4,40,True,1,True
g3_SHALLOW_TREE_absolute_-0.1,g3_SHALLOW_TREE,SHALLOW_TREE,3,1,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,592,106,135,351,0.57264957264957,0.073126763600303,25.667494023706,1.2464387464388,437.50000000001,1.1937567336947,12.974213361568,92,259,141,116,94,0.093142739365516,0.15301936350747,20.703515081744,3,52,True,1,True
g3_SHALLOW_TREE_absolute_0,g3_SHALLOW_TREE,SHALLOW_TREE,3,1,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0,0,0.2,592,106,135,351,0.57264957264957,0.073126763600303,25.667494023706,1.2464387464388,437.50000000001,1.1937567336947,12.974213361568,92,259,141,116,94,0.093142739365516,0.15301936350747,20.703515081744,3,52,True,2,True
g3_SHALLOW_TREE_absolute_0.05,g3_SHALLOW_TREE,SHALLOW_TREE,3,1,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.05,0.05,0.2,250,50,0,200,0.605,0.13191210052488,26.382420104976,2.1305000000001,426.10000000001,1.3985243167237,4.5192185792336,97,103,81,56,63,0.14729257356318,0.24819152931628,21.418441163014,4,13,False,2,False
g3_SHALLOW_TREE_absolute_0.1,g3_SHALLOW_TREE,SHALLOW_TREE,3,1,DEVELOPMENT_FITTED_SAME_MONTH,absolute_0.1,0.1,0.2,250,50,0,200,0.605,0.13191210052488,26.382420104976,2.1305000000001,426.10000000001,1.3985243167237,4.5192185792336,97,103,81,56,63,0.14729257356318,0.24819152931628,21.418441163014,4,13,False,2,False
