distance_index,direction,feature,bin,lower,upper,rows,net_expectancy_r,win_rate,scope
0,-1,m1_atr28,0,0.000793915921,0.0011817484798,15,-0.25483479837727,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr28,1,0.0011817484798,0.0881211344206,14,-0.52704244897884,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr28,2,0.0881211344206,0.0998667380138,14,-0.20107709020901,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr28,3,0.0998667380138,0.1247967123862,14,-0.63830832844187,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr28,4,0.1247967123862,0.192831777436,15,-0.41777198672536,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_price,0,0.000403323895,0.0006000624404,15,-0.4274516028083,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_price,1,0.0006000624404,0.0006809108778,14,-0.49749653367291,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_price,2,0.0006809108778,0.0007530204588,14,-0.19559147712597,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_price,3,0.0007530204588,0.0009706091754,14,-0.49130036401824,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_price,4,0.0009706091754,0.001470019604,15,-0.41505870891943,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr7_atr28,0,0.709817221172,0.821827510559,15,-0.14498508925698,0.46666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr7_atr28,1,0.821827510559,0.8869750940482,14,-0.35848803430936,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr7_atr28,2,0.8869750940482,0.9413271496598,14,-0.51079234064351,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr7_atr28,3,0.9413271496598,1.0859942972104,14,-0.32579220474355,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr7_atr28,4,1.0859942972104,1.472290312146,15,-0.68755329791672,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_pct64,0,0,0.015625,19,-0.56552374251718,0.26315789473684,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_pct64,1,0.015625,0.234375,12,-0.41299327788701,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_pct64,2,0.234375,0.440625,12,0.28679793842195,0.66666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_pct64,3,0.440625,0.74375,14,-0.48233374692293,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_pct64,4,0.74375,0.984375,15,-0.68047495233516,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_z64,0,-2.53096100333,-1.6017276569234,15,-0.42696451841973,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_z64,1,-1.6017276569234,-0.8140938771392,14,-0.51230728777842,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_z64,2,-0.8140938771392,-0.043533737846597,14,0.094105330270479,0.57142857142857,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_z64,3,-0.043533737846597,0.7713844971616,14,-0.48410419869334,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_z64,4,0.7713844971616,3.161605570751,15,-0.67882253068278,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_change3,0,0.877940555624,0.9358611108778,15,-0.12415802782783,0.46666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_change3,1,0.9358611108778,0.9560275956164,14,-0.34795773415388,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_change3,2,0.9560275956164,0.9696885400176,14,-0.65270958581556,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_change3,3,0.9696885400176,1.0112450023362,14,-0.37816976132304,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_atr14_change3,4,1.0112450023362,1.084768374846,15,-0.5368668245229,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_spread_atr,0,0.092569796753,0.1396402263578,15,-0.56117404504308,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_spread_atr,1,0.1396402263578,0.1686963926,14,-0.34339939297388,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_spread_atr,2,0.1686963926,0.184875146713,14,-0.18500891353442,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_spread_atr,3,0.184875146713,0.2098645109486,14,-0.65834647339309,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_spread_atr,4,0.2098645109486,0.333518401347,15,-0.27912762193933,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume,0,103,149.2,15,-0.13566967870004,0.46666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume,1,149.2,167,16,-0.31886463229814,0.375,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume,2,167,185.6,12,-0.2238363061682,0.41666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume,3,185.6,205.8,14,-0.97016978698482,0.071428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume,4,205.8,244,15,-0.38758666228526,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_rel20,0,0.678531701891,0.9003500952326,15,-0.00066866946078251,0.53333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_rel20,1,0.9003500952326,0.9450867826588,14,-0.66209326515829,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_rel20,2,0.9450867826588,0.9974605860778,14,-0.3467712848986,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_rel20,3,0.9974605860778,1.057898704666,14,-0.33647873629555,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_rel20,4,1.057898704666,1.207487476931,15,-0.69161705816731,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_pct64,0,0,0.134375,15,0.00048517291366768,0.53333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_pct64,1,0.134375,0.2609375,14,-0.35833775859865,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_pct64,2,0.2609375,0.4734375,14,-0.35389923242604,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_pct64,3,0.4734375,0.75,15,-0.67838250586072,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_tick_volume_pct64,4,0.75,0.984375,14,-0.64852243248601,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_body_atr,0,-1.324551336377,-0.4423293909358,15,-0.66488848740934,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_body_atr,1,-0.4423293909358,-0.1819265088944,14,-0.65142686992143,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_body_atr,2,-0.1819265088944,0.110477036046,14,-0.36208993157724,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_body_atr,3,0.110477036046,0.416546147144,14,-0.051146043907553,0.5,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_body_atr,4,0.416546147144,1.430424504412,15,-0.28936565176855,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_upper_wick_atr,0,0,0.0281797981702,15,-0.43712611383029,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_upper_wick_atr,1,0.0281797981702,0.110059596156,14,-0.2034674232315,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_upper_wick_atr,2,0.110059596156,0.1959429952952,14,-0.79090177240429,0.14285714285714,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_upper_wick_atr,3,0.1959429952952,0.2848898223084,14,-0.18376029953478,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_upper_wick_atr,4,0.2848898223084,0.874801158669,15,-0.41122581890089,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_lower_wick_atr,0,0,0.051052104195,15,-0.24907343988294,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_lower_wick_atr,1,0.051052104195,0.1373252702032,14,-0.81760782206864,0.14285714285714,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_lower_wick_atr,2,0.1373252702032,0.2305394511272,14,-0.35748673541553,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_lower_wick_atr,3,0.2305394511272,0.3192058620276,14,-0.33716261865679,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_lower_wick_atr,4,0.3192058620276,0.939721094905,15,-0.2874259906092,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_range_atr,0,0.330419853141,0.5552066167456,15,-0.25339478151237,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_range_atr,1,0.5552066167456,0.6801877733652,14,-0.63969113895235,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_range_atr,2,0.6801877733652,0.7971534009586,14,-0.081783629577091,0.5,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_range_atr,3,0.7971534009586,1.0075426646248,14,-0.64690751524935,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_range_atr,4,1.0075426646248,1.641628122513,15,-0.41738788185113,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_close_location,0,0,0.1674655787862,15,-0.81391206546511,0.13333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_close_location,1,0.1674655787862,0.3611260856544,14,-0.49196735615138,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_close_location,2,0.3611260856544,0.643156843157,14,-0.49606584525286,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_close_location,3,0.643156843157,0.8486895748402,14,0.37775511449561,0.71428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_bar_close_location,4,0.8486895748402,1,15,-0.56443451497722,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_value,0,1.093385341568,1.1418407147014,15,-0.26368205312613,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_value,1,1.1418407147014,143.55707605465,14,-0.48857665058457,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_value,2,143.55707605465,145.42988118708,14,-0.35554149770755,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_value,3,145.42988118708,146.72170456975,14,-0.62391167457123,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_value,4,146.72170456975,148.07507796644,15,-0.31409624042512,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_price_gap_atr,0,-1.268027592636,-0.4436689915578,15,-0.40264451938264,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_price_gap_atr,1,-0.4436689915578,-0.1181376189104,14,-0.22496548583107,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_price_gap_atr,2,-0.1181376189104,0.2393597698892,14,-0.63007638616761,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_price_gap_atr,3,0.2393597698892,0.696483951733,14,-0.35211317156992,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_price_gap_atr,4,0.696483951733,1.493515368207,15,-0.41861690151037,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_close_gap_atr,0,-1.184748021327,-0.3489340187762,15,-0.55100247101588,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_close_gap_atr,1,-0.3489340187762,-0.0751559733166,14,-0.50292207093922,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_close_gap_atr,2,-0.0751559733166,0.2007100846728,14,-0.21218136253985,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_close_gap_atr,3,0.2007100846728,0.3964572862202,14,-0.33471257437025,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_close_gap_atr,4,0.3964572862202,1.003785717148,15,-0.41710871654846,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope1_atr,0,-0.592374010663,-0.1744670093884,15,-0.55100247101588,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope1_atr,1,-0.1744670093884,-0.0375779866586,14,-0.50292207093922,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope1_atr,2,-0.0375779866586,0.1003550423364,14,-0.21218136253985,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope1_atr,3,0.1003550423364,0.1982286431106,14,-0.33471257437025,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope1_atr,4,0.1982286431106,0.501892858574,15,-0.41710871654846,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope3_atr,0,-1.796497232165,-0.4707572912942,15,-0.55142482944608,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope3_atr,1,-0.4707572912942,-0.0717390440152,14,-0.2103018832506,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope3_atr,2,-0.0717390440152,0.321204265257,14,-0.35246078358463,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope3_atr,3,0.321204265257,0.6627938525054,14,-0.34694604246117,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_slope3_atr,4,0.6627938525054,1.592745302583,15,-0.54745317010099,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_accel_atr,0,-0.514109398567,-0.192008548703,15,-0.66627684167907,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_accel_atr,1,-0.192008548703,-0.0641617027574,14,-0.63092418046271,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_accel_atr,2,-0.0641617027574,0.0347461352492,14,-0.22799467772923,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_accel_atr,3,0.0347461352492,0.1438528056818,14,-0.064853011093296,0.5,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_accel_atr,4,0.1438528056818,0.486737201823,15,-0.41947554187841,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_pct64,0,0.046875,0.25,16,-0.58993350673522,0.25,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_pct64,1,0.25,0.40625,14,-0.35947451145936,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_pct64,2,0.40625,0.578125,15,-0.39373866520043,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_pct64,3,0.578125,0.734375,13,-0.12678705733067,0.46153846153846,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_pct64,4,0.734375,0.890625,14,-0.51380006656114,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_z64,0,-1.856427764185,-0.8112972198578,15,-0.69358989256435,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_z64,1,-0.8112972198578,-0.1785086664118,14,-0.35111899533986,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_z64,2,-0.1785086664118,0.185603278422,14,-0.20413473608946,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_z64,3,0.185603278422,0.6503627574896,14,-0.34393978783505,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_gap_z64,4,0.6503627574896,1.367170708856,15,-0.41510228434595,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_sma_gap_atr,0,-0.538788888282,-0.1995269219042,15,-0.67685712708169,0.2,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_sma_gap_atr,1,-0.1995269219042,-0.0938542594684,14,-0.20984646295681,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_sma_gap_atr,2,-0.0938542594684,0.025074485494,14,-0.34216117635676,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_sma_gap_atr,3,0.025074485494,0.1459001382004,14,-0.21533327424915,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_ema5_sma_gap_atr,4,0.1459001382004,0.381161467681,15,-0.5548974818168,0.26666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_value,0,1.092972,1.1419792,15,-0.26368205312613,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_value,1,1.1419792,143.57128,14,-0.48857665058457,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_value,2,143.57128,145.44344,14,-0.35332878466535,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_value,3,145.44344,146.665,14,-0.62612438761344,0.21428571428571,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_value,4,146.665,148.111,15,-0.31409624042512,0.4,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_price_gap_atr,0,-1.548297549494,-0.6230280757328,15,-0.39777314554573,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_price_gap_atr,1,-0.6230280757328,-0.1535988372998,14,-0.52023625753583,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_price_gap_atr,2,-0.1535988372998,0.256188169749,14,-0.19581353415569,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_price_gap_atr,3,0.256188169749,0.6755639336058,14,-0.50465278986106,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_price_gap_atr,4,0.6755639336058,1.691153227821,15,-0.41084390656223,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope1_atr,0,-0.665627208392,-0.1882874168952,15,-0.14449966684648,0.46666666666667,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope1_atr,1,-0.1882874168952,-0.0670151064844,14,-0.78411728081724,0.14285714285714,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope1_atr,2,-0.0670151064844,0.0703032674464,14,-0.20135057014884,0.42857142857143,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope1_atr,3,0.0703032674464,0.2195007135144,14,-0.50771877790792,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope1_atr,4,0.2195007135144,0.635264568087,15,-0.40979894109483,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope3_atr,0,-1.843661777206,-0.4647915312972,15,-0.40694885101953,0.33333333333333,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope3_atr,1,-0.4647915312972,-0.0487187857928,14,-0.51411412175897,0.28571428571429,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
0,-1,m1_sma5_slope3_atr,2,-0.0487187857928,0.304062510375,14,-0.36841823976564,0.35714285714286,DEVELOPMENT_EXPLORATORY_NOT_DEPLOYABLE_RULE
