minimum_trades,status,candidate_id,model_key,method,distance_index,distance_atr,scope,threshold_name,threshold,primary_extra_cost_pips,threshold_signals,overlap_skips,entry_rejections,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,positive_segments,min_segment_trades,individual_gate,neighbor_positive_count,candidate_gate
200,EVALUATED,g1_LIGHTGBM_train_quantile_target_500,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_500,-0.20935365120463,0.2,500,70,173,257,0.87937743190661,0.72494812706138,186.31166865477,6.1482490272373,1580.1,6.9266111860152,3.1339925518018,141,116,221,29,7,0.74946285224819,0.23928093422225,181.37916596535,4,5,False,1,False
300,EVALUATED,g1_LIGHTGBM_train_quantile_target_800,g1_LIGHTGBM,LIGHTGBM,1,0.5,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_800,-0.2575007187177,0.2,800,115,348,337,0.81008902077151,0.58403472156705,196.8197011681,4.8219584569733,1625,3.9550078638611,3.3032316041616,183,154,268,62,7,0.60916683074879,0.23281624276842,191.88731239984,4,11,False,2,False
500,EVALUATED,g3_LIGHTGBM_train_quantile_target_1000,g3_LIGHTGBM,LIGHTGBM,3,1,DEVELOPMENT_FITTED_SAME_MONTH,train_quantile_target_1000,-0.14863599827527,0.2,1000,392,40,568,0.71654929577465,0.38173370475983,216.82474430358,4.3823943661972,2489.2,2.7893307667572,5.3935821777467,177,391,301,100,167,0.39903938355008,0.13660286456627,211.86302487528,4,54,True,1,True
800,EVALUATED,g5_ELASTICNET_LOGISTIC_absolute_-0.1,g5_ELASTICNET_LOGISTIC,ELASTICNET_LOGISTIC,5,2,DEVELOPMENT_FITTED_SAME_MONTH,absolute_-0.1,-0.1,0.2,1813,966,34,813,0.53382533825338,0.0060308878961016,4.9031118595306,0.30541205412053,248.29999999999,1.0257667815763,16.595395172462,322,491,85,92,636,0.01701275370715,0.25867058620885,-0.071619419349542,3,139,False,1,False
1000,NO_THRESHOLD_HAS_THIS_FREQUENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
