episode_id,event_id,market_cluster_id,symbol,shock_direction,target_usd_sign,t0_msc,t0_quote_msc,t0_processing_msc,atr14_m5,atr_source_msc,status,status_reason,target_usd_return_atr_1s,valid_cross_symbols_1s,usd_breadth_count_1s,usd_breadth_1s,usd_consensus_median_1s,shock_aligned_usd_consensus_1s,target_residual_1s,shock_aligned_target_residual_1s,target_usd_return_atr_3s,valid_cross_symbols_3s,usd_breadth_count_3s,usd_breadth_3s,usd_consensus_median_3s,shock_aligned_usd_consensus_3s,target_residual_3s,shock_aligned_target_residual_3s,target_usd_return_atr_5s,valid_cross_symbols_5s,usd_breadth_count_5s,usd_breadth_5s,usd_consensus_median_5s,shock_aligned_usd_consensus_5s,target_residual_5s,shock_aligned_target_residual_5s,target_usd_return_atr_10s,valid_cross_symbols_10s,usd_breadth_count_10s,usd_breadth_10s,usd_consensus_median_10s,shock_aligned_usd_consensus_10s,target_residual_10s,shock_aligned_target_residual_10s,median_cross_quote_age_ms,max_cross_quote_age_ms,num_prior_cross_fx_movers,first_cross_fx_lead_ms,median_cross_fx_lead_ms,target_leader_rank,target_lead_bucket,h1,h2,h3,h4,future_sources,feature_spec_sha256,schema_version,continuation_result,reversal_result,continuation_gross_r,reversal_gross_r,continuation_net_r_commission_002,reversal_net_r_commission_002,continuation_net_r_commission_005,reversal_net_r_commission_005,continuation_net_r_commission_010,reversal_net_r_commission_010,continuation_entry_eligible_msc,reversal_entry_eligible_msc,continuation_entry_quote_msc,reversal_entry_quote_msc,continuation_entry_processing_msc,reversal_entry_processing_msc,continuation_exit_msc,reversal_exit_msc,continuation_deadline_msc,reversal_deadline_msc,continuation_tp,reversal_tp,both_sl,both_tp,continuation_only,reversal_only,timeout_involved,tradeable,oracle_gross_r,week,session
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_1,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743532556250_1,1,USDJPY,SHORT,-1,1743532556468,1743532555856,1743532556468,0.112969012754,1743532500000,TARGET_STALE,TARGET_QUOTE_AGE,-0.23900359348,3,3,1.0,-0.127893015812,0.127893015812,-0.111110577667,0.111110577667,-0.256707563367,3,3,1.0,-0.095919761859,0.095919761859,-0.160787801507,0.160787801507,-0.247855578423,3,3,1.0,-0.095919761859,0.095919761859,-0.151935816564,0.151935816564,-0.23900359348,3,3,1.0,-0.111906388836,0.111906388836,-0.127097204644,0.127097204644,276,409,4,8334.0,750.0,5.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.026830253467,-1.062238193242,-1.046830253467,-1.082238193242,-1.076830253467,-1.112238193242,-1.126830253467,-1.162238193242,1743532556468,1743532556468,1743532556762,1743532556762,1743532557081,1743532557081,1743532569729,1743532588331,1743533456468,1743533456468,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_2,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743534630250_16,9,USDJPY,LONG,1,1743534630743,1743534630243,1743534630743,0.105423472699,1743534600000,CROSS_SYMBOL_STALE,CROSS_QUOTE_AGE,0.322508822084,2,2,1.0,0.09203936851,0.09203936851,0.230469453574,0.230469453574,0.331994375675,2,1,0.5,0.043169772763,0.043169772763,0.288824602912,0.288824602912,0.331994375675,2,1,0.5,0.057559697017,0.057559697017,0.274434678658,0.274434678658,0.303537714903,2,1,0.5,0.026499919315,0.026499919315,0.277037795588,0.277037795588,424,500,4,9858.0,9849.0,5.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,TP_FIRST,SL_FIRST,1.6,-1.024439787797,1.58,-1.044439787797,1.55,-1.074439787797,1.5,-1.124439787797,1743534630743,1743534630743,1743534630744,1743534630744,1743534632953,1743534632953,1743534821972,1743534633058,1743535530743,1743535530743,True,False,False,False,True,False,False,True,1.6,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_3,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743537003750_29,16,USDJPY,LONG,1,1743537005420,1743537003745,1743537005420,0.100565315975,1743537000000,TARGET_STALE,TARGET_QUOTE_AGE,0.0,0,0,,,,,,0.208819509952,0,0,,,,,,0.178988151388,0,0,,,,,,0.248594654705,0,0,,,,,,0,0,2,9757.0,6704.0,3.0,MIDDLE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.272804632088,-1.113704053076,-1.292804632088,-1.133704053076,-1.322804632088,-1.163704053076,-1.372804632088,-1.213704053076,1743537005420,1743537005420,1743537005544,1743537005544,1743537006028,1743537006028,1743537302313,1743537012580,1743537905420,1743537905420,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_4,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743608748750_31,17,USDJPY,LONG,1,1743608749830,1743608748531,1743608749830,0.071309870557,1743608700000,TARGET_STALE,TARGET_QUOTE_AGE,0.0,0,0,,,,,,0.252419473762,0,0,,,,,,0.154256345077,0,0,,,,,,0.224372865566,0,0,,,,,,0,0,3,7132.0,7036.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.009677895049,-1.065771111441,-1.029677895049,-1.085771111441,-1.059677895049,-1.115771111441,-1.109677895049,-1.165771111441,1743608749830,1743608749830,1743608750237,1743608750237,1743608751649,1743608751649,1743608773957,1743608750436,1743609649830,1743609649830,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OVERLAP
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_5,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743611641000_35,20,USDJPY,LONG,1,1743611641378,1743611640889,1743611641378,0.062623154649,1743611400000,CROSS_SYMBOL_STALE,CROSS_QUOTE_AGE,0.319370688238,1,0,0.0,-0.103016532137,-0.103016532137,0.422387220375,0.422387220375,0.415181894709,1,0,0.0,-0.103016532137,-0.103016532137,0.518198426846,0.518198426846,0.495024566769,1,0,0.0,-0.103016532137,-0.103016532137,0.598041098906,0.598041098906,0.55091443721,1,0,0.0,-0.171694220228,-0.171694220228,0.722608657438,0.722608657438,378,378,3,9987.0,9545.0,4.0,MIDDLE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.341356890598,-1.213608615304,-1.361356890598,-1.233608615304,-1.391356890598,-1.263608615304,-1.441356890598,-1.313608615304,1743611641378,1743611641378,1743611642094,1743611642094,1743611644189,1743611644189,1743611642396,1743611642396,1743612541378,1743612541378,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OVERLAP
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_6,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743612672750_39,23,USDJPY,SHORT,-1,1743612673422,1743612672608,1743612673422,0.074745454689,1743612600000,TARGET_STALE,TARGET_QUOTE_AGE,-0.173923619224,0,0,,,,,,-0.214059839045,0,0,,,,,,-0.187302359164,0,0,,,,,,0.0,0,0,,,,,,0,0,5,9957.0,9658.0,3.0,MIDDLE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.070299195224,-1.016784235463,-1.090299195224,-1.036784235463,-1.120299195224,-1.066784235463,-1.170299195224,-1.116784235463,1743612673422,1743612673422,1743612674215,1743612674215,1743612674851,1743612674851,1743612674517,1743612675221,1743613573422,1743613573422,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OVERLAP
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_7,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743613832250_46,27,USDJPY,SHORT,-1,1743613832623,1743613832138,1743613832623,0.083675145998,1743613800000,CROSS_SYMBOL_STALE,CROSS_QUOTE_AGE,-0.292799011077,3,0,0.0,0.150580091949,-0.150580091949,-0.443379103025,0.443379103025,-0.292799011077,3,0,0.0,0.150580091949,-0.150580091949,-0.443379103025,0.443379103025,-0.364504891341,3,1,0.333333333333,0.166430627943,-0.166430627943,-0.530935519284,0.530935519284,-0.376455871384,3,1,0.333333333333,0.11820196263,-0.11820196263,-0.494657834015,0.494657834015,325,348,3,9138.0,2057.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.003882323693,-1.003882323693,-1.023882323693,-1.023882323693,-1.053882323693,-1.053882323693,-1.103882323693,-1.103882323693,1743613832623,1743613832623,1743613832841,1743613832841,1743613834052,1743613834052,1743613899196,1743613833043,1743614732623,1743614732623,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_8,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743615070000_47,28,USDJPY,SHORT,-1,1743615072942,1743615069816,1743615072942,0.086541715327,1743615000000,TARGET_STALE,TARGET_QUOTE_AGE,0.0,0,0,,,,,,0.0,0,0,,,,,,-0.138661453088,0,0,,,,,,0.005777560546,0,0,,,,,,0,0,3,9872.0,9757.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.016850655976,-1.016850655977,-1.036850655976,-1.036850655977,-1.066850655976,-1.066850655977,-1.116850655976,-1.116850655977,1743615072942,1743615072942,1743615073033,1743615073033,1743615073233,1743615073233,1743615075445,1743615073336,1743615972942,1743615972942,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_9,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743616261500_57,35,USDJPY,LONG,1,1743616261723,1743616261138,1743616261723,0.092816319626,1743616200000,TARGET_STALE,TARGET_QUOTE_AGE,0.161609510703,4,1,0.25,-0.029232000338,-0.029232000338,0.190841511041,0.190841511041,0.150835543323,4,1,0.25,-0.093949083791,-0.093949083791,0.244784627114,0.244784627114,0.140061575943,4,1,0.25,-0.105533065087,-0.105533065087,0.245594641029,0.245594641029,0.150835543323,4,1,0.25,-0.055481202989,-0.055481202989,0.206316746312,0.206316746312,337,480,2,8426.0,7753.0,3.0,MIDDLE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.034300868501,-1.120492607545,-1.054300868501,-1.140492607545,-1.084300868501,-1.170492607545,-1.134300868501,-1.220492607545,1743616261723,1743616261723,1743616262547,1743616262547,1743616262562,1743616262562,1743616269588,1743616280742,1743617161723,1743617161723,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_10,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743617402000_70,45,USDJPY,LONG,1,1743617402441,1743617401905,1743617402441,0.101302707732,1743617400000,TARGET_STALE,TARGET_QUOTE_AGE,0.187556684567,2,2,1.0,0.032013952822,0.032013952822,0.155542731745,0.155542731745,0.177685280117,2,1,0.5,0.018367172111,0.018367172111,0.159318108005,0.159318108005,0.177685280117,2,2,1.0,0.058781764505,0.058781764505,0.118903515612,0.118903515612,0.177685280117,2,1,0.5,0.024664812728,0.024664812728,0.153020467388,0.153020467388,385,407,0,,,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.145082916306,-1.0661116807,-1.165082916306,-1.0861116807,-1.195082916306,-1.1161116807,-1.245082916306,-1.1661116807,1743617402441,1743617402441,1743617402517,1743617402517,1743617402645,1743617402645,1743617541466,1743617403347,1743618302441,1743618302441,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_1,ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743617996000_75,48,GBPUSD,LONG,-1,1743617998870,1743617995500,1743617998870,0.000610036494,1743617700000,TARGET_STALE,TARGET_QUOTE_AGE,-0.0,0,0,,,,,,-0.0,0,0,,,,,,-0.147532157322,0,0,,,,,,-0.131139695397,0,0,,,,,,0,0,3,3118.0,2982.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.376966801673,-1.245827106275,-1.396966801673,-1.265827106275,-1.426966801673,-1.295827106275,-1.476966801673,-1.345827106275,1743617998870,1743617998870,1743617999425,1743617999425,1743617999774,1743617999774,1743617999628,1743617999628,1743618898870,1743618898870,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_11,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743618976250_84,54,USDJPY,LONG,1,1743618976790,1743618976007,1743618976790,0.096099254284,1743618900000,TARGET_STALE,TARGET_QUOTE_AGE,0.145682712152,1,1,1.0,0.044952247627,0.044952247627,0.100730464526,0.100730464526,0.145682712152,1,1,1.0,0.074920412712,0.074920412712,0.070762299441,0.070762299441,0.11446498812,1,1,1.0,0.074920412712,0.074920412712,0.039544575408,0.039544575408,0.062435448065,1,1,1.0,0.074920412712,0.074920412712,-0.012484964647,-0.012484964647,203,203,1,1308.0,1308.0,2.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.040590801091,-1.082214433133,-1.060590801091,-1.102214433133,-1.090590801091,-1.132214433133,-1.140590801091,-1.182214433133,1743618976790,1743618976790,1743618978023,1743618978023,1743618979456,1743618979456,1743619174681,1743618981242,1743619876790,1743619876790,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_2,ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743619023500_85,55,GBPUSD,LONG,-1,1743619023869,1743619023287,1743619023869,0.000555948612,1743618900000,TARGET_STALE,TARGET_QUOTE_AGE,-0.215847287859,0,0,,,,,,-0.233834561847,0,0,,,,,,-0.233834561847,0,0,,,,,,-0.287796383812,0,0,,,,,,0,0,5,8334.0,7438.0,6.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.00728734334,-1.870676494778,-1.02728734334,-1.890676494778,-1.05728734334,-1.920676494778,-1.10728734334,-1.970676494778,1743619023869,1743619023869,1743619026098,1743619026098,1743619026487,1743619026487,1743619026403,1743619026403,1743619923869,1743619923869,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_3,ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743620080000_91,61,GBPUSD,LONG,-1,1743620080153,1743620079884,1743620080153,0.000551821841,1743619800000,CROSS_SYMBOL_STALE,CROSS_QUOTE_AGE,-0.144974326951,2,2,1.0,-0.083046390716,0.083046390716,-0.061927936235,0.061927936235,-0.16309611782,2,2,1.0,-0.173500851902,0.173500851902,0.010404734082,-0.010404734082,-0.108730745213,2,2,1.0,-0.14334936484,0.14334936484,0.034618619627,-0.034618619627,-0.16309611782,2,2,1.0,-0.128429382863,0.128429382863,-0.034666734956,0.034666734956,418,435,4,9753.0,9499.0,5.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.377256106034,-1.522230432983,-1.397256106034,-1.542230432983,-1.427256106034,-1.572230432983,-1.477256106034,-1.622230432983,1743620080153,1743620080153,1743620080492,1743620080492,1743620080558,1743620080558,1743620081407,1743620081407,1743620980153,1743620980153,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_12,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743620151750_92,62,USDJPY,LONG,1,1743620152276,1743620151525,1743620152276,0.09204312942,1743620100000,TARGET_STALE,TARGET_QUOTE_AGE,0.184696023561,0,0,,,,,,0.271611799354,0,0,,,,,,0.336798631199,0,0,,,,,,0.304205215277,0,0,,,,,,0,0,0,,,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.04298930952,-1.04298930952,-1.06298930952,-1.06298930952,-1.09298930952,-1.09298930952,-1.14298930952,-1.14298930952,1743620152276,1743620152276,1743620152419,1743620152419,1743620152487,1743620152487,1743620154929,1743620254843,1743621052276,1743621052276,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_4,ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743621062750_98,66,GBPUSD,SHORT,1,1743621063329,1743621062729,1743621063329,0.000529641908,1743621000000,TARGET_STALE,TARGET_QUOTE_AGE,0.09440340578,3,2,0.666666666667,0.01578879165,0.01578879165,0.078614614129,0.078614614129,0.151045449247,3,3,1.0,0.205254291454,0.205254291454,-0.054208842207,-0.054208842207,0.132164768091,3,3,1.0,0.205254291454,0.205254291454,-0.073089523363,-0.073089523363,0.075522724624,3,3,1.0,0.146244220516,0.146244220516,-0.070721495892,-0.070721495892,200,300,5,1465.0,1004.0,5.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.585977217095,-1.434931767847,-1.605977217095,-1.454931767847,-1.635977217095,-1.484931767847,-1.685977217095,-1.534931767847,1743621063329,1743621063329,1743621063630,1743621063630,1743621064740,1743621064740,1743621064033,1743621064033,1743621963329,1743621963329,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_13,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743621964250_100,68,USDJPY,LONG,1,1743621967461,1743621964145,1743621967461,0.087991295453,1743621900000,TARGET_STALE,TARGET_QUOTE_AGE,0.0,0,0,,,,,,0.0,0,0,,,,,,0.147741886662,0,0,,,,,,-0.102282844612,0,0,,,,,,0,0,0,,,,NO_CROSSING,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.000098925097,-1.045557967145,-1.020098925097,-1.065557967145,-1.050098925097,-1.095557967145,-1.100098925097,-1.145557967145,1743621967461,1743621967461,1743621967462,1743621967462,1743621968362,1743621968362,1743621970672,1743621967962,1743622867461,1743622867461,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_mh_5,ts15o_cross_fx_lead_lag_r2_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743622704000_101,69,GBPUSD,SHORT,1,1743622704864,1743622703563,1743622704864,0.000506789809,1743622500000,TARGET_STALE,TARGET_QUOTE_AGE,-0.0,0,0,,,,,,0.23678455602,0,0,,,,,,0.23678455602,0,0,,,,,,0.374908880365,0,0,,,,,,0,0,4,7957.0,1890.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.499635521459,-1.657491892139,-1.519635521459,-1.677491892139,-1.549635521459,-1.707491892139,-1.599635521459,-1.757491892139,1743622704864,1743622704864,1743622704967,1743622704967,1743622706169,1743622706169,1743622705568,1743622705568,1743623604864,1743623604864,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_14,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743623009750_102,70,USDJPY,LONG,1,1743623015238,1743623009743,1743623015238,0.083800793639,1743622800000,TARGET_STALE,TARGET_QUOTE_AGE,0.0,0,0,,,,,,0.0,0,0,,,,,,0.0,0,0,,,,,,0.071598367264,0,0,,,,,,0,0,1,8294.0,8294.0,,NO_CROSSING,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.050109386546,-1.002377141703,-1.070109386546,-1.022377141703,-1.100109386546,-1.052377141703,-1.150109386546,-1.102377141703,1743623015238,1743623015238,1743623015671,1743623015671,1743623015855,1743623015855,1743623016079,1743623017583,1743623915238,1743623915238,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,NEW_YORK
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_15,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743637963000_111,75,USDJPY,LONG,1,1743637963666,1743637962963,1743637963666,0.215028204631,1743637800000,TARGET_STALE,TARGET_QUOTE_AGE,0.123239646843,1,1,1.0,0.045362010249,0.045362010249,0.077877636594,0.077877636594,0.237178188264,1,0,0.0,-0.133698556524,-0.133698556524,0.370876744789,0.370876744789,0.28600899173,1,1,1.0,0.179060566774,0.179060566774,0.106948424957,0.106948424957,0.230202359198,1,1,1.0,0.15041087609,0.15041087609,0.079791483108,0.079791483108,479,479,5,4979.0,4759.0,6.0,LATE,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.004519385589,-1.134734861499,-1.024519385589,-1.154734861499,-1.054519385589,-1.184734861499,-1.104519385589,-1.234734861499,1743637963666,1743637963666,1743637963842,1743637963842,1743637963967,1743637963967,1743638117003,1743637971710,1743638863666,1743638863666,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OTHER
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_16,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743649740000_117,77,USDJPY,LONG,1,1743649740486,1743649739882,1743649740486,0.170685393914,1743649500000,TARGET_STALE,TARGET_QUOTE_AGE,0.128892106674,3,3,1.0,0.050682117212,0.050682117212,0.078209989461,0.078209989461,0.210914356375,3,3,1.0,0.025626101565,0.025626101565,0.18528825481,0.18528825481,0.164044499403,3,3,1.0,0.051252203131,0.051252203131,0.112792296272,0.112792296272,0.26657231153,3,3,1.0,0.076878304696,0.076878304696,0.189694006833,0.189694006833,403,470,3,8560.0,8543.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.031136853389,-1.054571781876,-1.051136853389,-1.074571781876,-1.081136853389,-1.104571781876,-1.131136853389,-1.154571781876,1743649740486,1743649740486,1743649740585,1743649740585,1743649740790,1743649740790,1743649766333,1743649742697,1743650640486,1743650640486,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OTHER
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_17,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743651021500_119,79,USDJPY,LONG,1,1743651021570,1743651021249,1743651021570,0.165425138948,1743651000000,CROSS_SYMBOL_STALE,CROSS_QUOTE_AGE,0.184373428331,4,2,0.5,0.004401934794,0.004401934794,0.179971493537,0.179971493537,0.256913793576,4,1,0.25,-0.054147558815,-0.054147558815,0.311061352392,0.311061352392,0.320386613166,4,1,0.25,-0.032388349448,-0.032388349448,0.352774962613,0.352774962613,0.359679311007,4,1,0.25,-0.097415512947,-0.097415512947,0.457094823954,0.457094823954,328,476,1,725.0,725.0,1.0,EARLY,False,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,TP_FIRST,-1.015565113432,1.6,-1.035565113432,1.58,-1.065565113432,1.55,-1.115565113432,1.5,1743651021570,1743651021570,1743651021951,1743651021951,1743651021972,1743651021972,1743651023255,1743651046624,1743651921570,1743651921570,False,True,False,False,False,True,False,True,1.6,2025-03-31/2025-04-06,OTHER
ts15o_cross_fx_lead_lag_r2_202504_USDJPY_mh_18,ts15o_cross_fx_lead_lag_r2_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743652080250_132,84,USDJPY,SHORT,-1,1743652080402,1743652080121,1743652080402,0.172963382489,1743651900000,ELIGIBLE,AVAILABLE,-0.069378846709,5,5,1.0,-0.039004588846,0.039004588846,-0.030374257863,0.030374257863,-0.075160417268,5,5,1.0,-0.078009177693,0.078009177693,0.002848760425,-0.002848760425,-0.075160417268,5,5,1.0,-0.081909636577,0.081909636577,0.006749219309,-0.006749219309,-0.037580208634,5,5,1.0,-0.127533741147,0.127533741147,0.089953532513,-0.089953532513,201,394,1,2713.0,2713.0,2.0,EARLY,True,False,False,False,0,2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D,tickshock-cross-fx-lead-lag-v1,SL_FIRST,SL_FIRST,-1.225692958526,-1.063808982872,-1.245692958526,-1.083808982872,-1.275692958526,-1.113808982872,-1.325692958526,-1.163808982872,1743652080402,1743652080402,1743652080942,1743652080942,1743652081013,1743652081013,1743652090256,1743652260808,1743652980402,1743652980402,False,False,True,False,False,False,False,False,0.0,2025-03-31/2025-04-06,OTHER
