hypothesis,fixed_action,episodes,market_clusters,continuation_tp,reversal_tp,both_sl,both_sl_rate,tradeable_episodes,continuation_only_share_tradeable,fixed_action_mean_gross_r,fixed_action_mean_net_r_005,fixed_action_pf_gross,oracle_mean_gross_r,wins,losses,both_sl_reduction_pp,direction_share_shift_pp,fixed_action_improvement_r,both_sl_reduction_ci_low_pp,both_sl_reduction_ci_high_pp,direction_shift_ci_low_pp,direction_shift_ci_high_pp,fixed_action_improvement_ci_low_r,fixed_action_improvement_ci_high_r,gate_a,gate_b,gate_c,phase_b_gate
BASELINE,CONTINUATION,388,356,46,47,295,0.7603092783505154,93,0.4946236559139785,-1.1165130086181467,-1.1665130086181468,0.1452229213972756,0.3835051546391753,46,342,,,,,,,,,,,,,
H1,CONTINUATION,214,203,24,33,157,0.7336448598130841,57,0.42105263157894735,-0.9988389199320186,-1.0488389199320185,0.1522893800120095,0.4261682242990654,24,190,2.666441853743129,-7.357102433503115,0.11767408868612816,-1.2349765715412322,6.532149200531362,-15.952420112781947,0.5953811813186773,-0.031223322758568258,0.30444936042257237,False,False,False,False
H2,REVERSAL,52,51,10,2,40,0.7692307692307693,12,0.8333333333333334,-1.3509047073688654,-1.4009047073688654,0.043568805381435635,0.3692307692307693,2,50,-0.8921490880253846,33.87096774193549,-0.19752745250943504,-10.848623285155158,9.948399614202726,10.55194805194805,54.43037974683544,-0.5560645999630865,0.13755477400679544,False,True,False,True
H3,CONTINUATION,10,10,3,0,7,0.7,3,1.0,-0.7843588287209001,-0.8343588287209001,0.37963906218426646,0.4800000000000001,3,7,6.030927835051547,50.53763440860215,0.3321541798972466,-23.076923076923073,36.98914309818416,40.0,60.60606060606061,-0.8028660415588869,1.4667130497548462,False,True,False,True
H4,REVERSAL,260,239,25,28,207,0.7961538461538461,53,0.4716981132075472,-1.294634316741623,-1.344634316741623,0.1174604662248102,0.3261538461538462,28,232,-3.5844567803330674,-2.2925542706431323,-0.14125706188219267,-6.771668622418023,-0.5765666520296647,-11.576678405990231,6.581144841413504,-0.25656845850715404,-0.04145253598678547,False,False,False,False
