path,prior_sha256,rerun_sha256,status
reports/analysis/tick_shock/step15o/population_reconciliation.csv,6E5FB9756D81D59DFD97E0168F7E26373133E94548E17C6B19C6CDC865224432,6E5FB9756D81D59DFD97E0168F7E26373133E94548E17C6B19C6CDC865224432,PASS
reports/analysis/tick_shock/step15o/cross_fx_feature_dataset.csv,AFEF9F5B8BA45D861CC4AF3485B2B9611E4432D17CA17B97EE1726425092A776,AFEF9F5B8BA45D861CC4AF3485B2B9611E4432D17CA17B97EE1726425092A776,PASS
reports/analysis/tick_shock/step15o/cross_fx_feature_freshness.csv,87F146A96669206CE82F1952EA98EFF0869D2407623E641846089B8CDB6DDCE5,87F146A96669206CE82F1952EA98EFF0869D2407623E641846089B8CDB6DDCE5,PASS
reports/analysis/tick_shock/step15o/hypothesis_summary.csv,6A9768B9530BD16D762774114FB9DAF88DD0451CDA60B7CB890B035932FA0942,6A9768B9530BD16D762774114FB9DAF88DD0451CDA60B7CB890B035932FA0942,PASS
reports/analysis/tick_shock/step15o/breadth_bucket_results.csv,589564A70A3D3FD5B70BB13700D45FFA96302530A5CB76700DE7BFCDD5613C29,589564A70A3D3FD5B70BB13700D45FFA96302530A5CB76700DE7BFCDD5613C29,PASS
reports/analysis/tick_shock/step15o/lead_lag_results.csv,5783A2B442881FA522449A4EA8C492632F66B5720DD3B53E01D56A2A0C30BF6A,5783A2B442881FA522449A4EA8C492632F66B5720DD3B53E01D56A2A0C30BF6A,PASS
reports/analysis/tick_shock/step15o/target_residual_results.csv,8DC3C4C4862A62F2D9D39E2D9B54AE61D78B1C5663E401E10273B9BE5A9A949A,8DC3C4C4862A62F2D9D39E2D9B54AE61D78B1C5663E401E10273B9BE5A9A949A,PASS
reports/analysis/tick_shock/step15o/symbol_results.csv,7CB56C5058085288B7B789F6AA33D1A97D6B5A32181E2F5A634387344E236483,7CB56C5058085288B7B789F6AA33D1A97D6B5A32181E2F5A634387344E236483,PASS
reports/analysis/tick_shock/step15o/session_results.csv,93DD256A87D62D9A99AF3524F5DDBB97D6FAC477852168848F5150289FD85AE0,93DD256A87D62D9A99AF3524F5DDBB97D6FAC477852168848F5150289FD85AE0,PASS
reports/analysis/tick_shock/step15o/weekly_results.csv,5720AC3CF37469DEB49B394C77B6A142FC32649B8883F7D314A3FBC85F5F9405,5720AC3CF37469DEB49B394C77B6A142FC32649B8883F7D314A3FBC85F5F9405,PASS
reports/analysis/tick_shock/step15o/oracle_summary.csv,0DD49F9F9960505456ADB7F2C4783432EB838F11FD7D859CEF33014348E40F62,0DD49F9F9960505456ADB7F2C4783432EB838F11FD7D859CEF33014348E40F62,PASS
reports/analysis/tick_shock/step15o/model_comparison.csv,4C7B9F6479BE5FC85CBB5FAD23DC80ABC8F6DC6C90FEB2D71E0B032BD2B98F71,4C7B9F6479BE5FC85CBB5FAD23DC80ABC8F6DC6C90FEB2D71E0B032BD2B98F71,PASS
reports/analysis/tick_shock/step15o/oof_predictions.csv,3020A3ED0EC2BA2F225FDF647134B19690190C015CA58503204EF4BF84DFF494,3020A3ED0EC2BA2F225FDF647134B19690190C015CA58503204EF4BF84DFF494,PASS
reports/analysis/tick_shock/step15o/policy_results.csv,7A0081F626C6181839AE96F9E850F84A4EE973762C10119F1ACF938339C49F10,7A0081F626C6181839AE96F9E850F84A4EE973762C10119F1ACF938339C49F10,PASS
reports/analysis/tick_shock/step15o/fold_performance.csv,92F6830A1BBD3BCF07D1ED0469F04E069B1060D3A23D42E9FFBCE63435899EB4,92F6830A1BBD3BCF07D1ED0469F04E069B1060D3A23D42E9FFBCE63435899EB4,PASS
reports/analysis/tick_shock/step15o/cost_sensitivity.csv,4E93AD37106DEFD56512FB2C750B4A3CBBC3568F0E97904A985E4595198B5CAB,4E93AD37106DEFD56512FB2C750B4A3CBBC3568F0E97904A985E4595198B5CAB,PASS
reports/analysis/tick_shock/step15o/feature_importance.csv,EA964749CF7B1EB748E9555306207E79615EBCD853F27D1473F14F372A9B12BA,EA964749CF7B1EB748E9555306207E79615EBCD853F27D1473F14F372A9B12BA,PASS
reports/analysis/tick_shock/step15o/permutation_importance.csv,3AAA5E508AF3AA095682F0D875FC55D6887F4D530EFE531323B674632A61A30D,3AAA5E508AF3AA095682F0D875FC55D6887F4D530EFE531323B674632A61A30D,PASS
reports/analysis/tick_shock/step15o/qa_checks.csv,336FCD9EF669FCA7A88A9D7704A1E37EBB8BC67C6E5571A346225D31D34401AF,336FCD9EF669FCA7A88A9D7704A1E37EBB8BC67C6E5571A346225D31D34401AF,PASS
reports/analysis/tick_shock/step15o/independent_recalculation.csv,51B3EA46087ECDFDB40F1EBA6A4A4C534FE999CFAB9CA9EBF215504FEA3CE727,51B3EA46087ECDFDB40F1EBA6A4A4C534FE999CFAB9CA9EBF215504FEA3CE727,PASS
