episode_id,event_id,market_cluster_id,symbol,shock_direction,statistical_msc,confirmed_msc,confirmed_quote_msc,processing_msc,t0_msc,entry_quote_msc,entry_processing_msc,entry_bid,entry_ask,entry_spread,atr14_m5,spread_atr_t0,tick_activity_ratio,atr_source_msc,feature_source_msc,tick_size,broker_stop_distance,existing_sl_distance,existing_tp_distance,existing_sl_atr,existing_tp_atr,existing_risk_source,existing_continuation_result,existing_continuation_touch_msc,existing_reversal_result,existing_reversal_touch_msc,status,quote_count,duplicate_same_msc,future_reads,backdates,fallback_quotes,h30_quote_msc,h30_cont_mfe,h30_cont_mae,h30_rev_mfe,h30_rev_mae,h60_quote_msc,h60_cont_mfe,h60_cont_mae,h60_rev_mfe,h60_rev_mae,h120_quote_msc,h120_cont_mfe,h120_cont_mae,h120_rev_mfe,h120_rev_mae,h300_quote_msc,h300_cont_mfe,h300_cont_mae,h300_rev_mfe,h300_rev_mae,h600_quote_msc,h600_cont_mfe,h600_cont_mae,h600_rev_mfe,h600_rev_mae,h900_quote_msc,h900_cont_mfe,h900_cont_mae,h900_rev_mfe,h900_rev_mae,h1800_quote_msc,h1800_cont_mfe,h1800_cont_mae,h1800_rev_mfe,h1800_rev_mae,h3600_quote_msc,h3600_cont_mfe,h3600_cont_mae,h3600_rev_mfe,h3600_rev_mae,d0.10_cont_hit_ms,d0.10_rev_hit_ms,d0.20_cont_hit_ms,d0.20_rev_hit_ms,d0.30_cont_hit_ms,d0.30_rev_hit_ms,d0.40_cont_hit_ms,d0.40_rev_hit_ms,d0.50_cont_hit_ms,d0.50_rev_hit_ms,d0.75_cont_hit_ms,d0.75_rev_hit_ms,d1.00_cont_hit_ms,d1.00_rev_hit_ms,d1.50_cont_hit_ms,d1.50_rev_hit_ms,tp0.20_cont_pre_mae,tp0.20_rev_pre_mae,tp0.30_cont_pre_mae,tp0.30_rev_pre_mae,tp0.40_cont_pre_mae,tp0.40_rev_pre_mae,tp0.50_cont_pre_mae,tp0.50_rev_pre_mae,schema_version,session,path_3600_available,analysis_ready,h30_cont_mfe_atr,h30_cont_mae_atr,h60_cont_mfe_atr,h60_cont_mae_atr,h120_cont_mfe_atr,h120_cont_mae_atr,h300_cont_mfe_atr,h300_cont_mae_atr,h600_cont_mfe_atr,h600_cont_mae_atr,h900_cont_mfe_atr,h900_cont_mae_atr,h1800_cont_mfe_atr,h1800_cont_mae_atr,h3600_cont_mfe_atr,h3600_cont_mae_atr,h30_rev_mfe_atr,h30_rev_mae_atr,h60_rev_mfe_atr,h60_rev_mae_atr,h120_rev_mfe_atr,h120_rev_mae_atr,h300_rev_mfe_atr,h300_rev_mae_atr,h600_rev_mfe_atr,h600_rev_mae_atr,h900_rev_mfe_atr,h900_rev_mae_atr,h1800_rev_mfe_atr,h1800_rev_mae_atr,h3600_rev_mfe_atr,h3600_rev_mae_atr,past_count,high_movement,q30_spread,q70_activity,q70_atr
ts15j_post_shock_excursion_r2_202503_USDCAD_mh_43,ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741204914500_3671,1563,USDCAD,SHORT,1741204914250,1741204914500,1741204914427,1741204914967,1741204914967,1741204914967,1741204915367,1.4343900000,1.4346500000,0.0002600000,0.0011271258,0.248419477198,1.000000000000,1741204914967,1741204914967,0.0000100000,0.0000000000,0.0010400000,0.0012500000,0.922700915307,1.109015523206,ENTRY_SPREAD,SL_FIRST,1741205255633,TP_FIRST,1741205256086,COMPLETE_3600S,8102,0,0,0,0,1741204945087,0.0000500000,0.0007100000,0.0001600000,0.0006100000,1741204975146,0.0000500000,0.0007100000,0.0001600000,0.0006100000,1741205034969,0.0002400000,0.0007500000,0.0002300000,0.0007900000,1741205215415,0.0002400000,0.0007500000,0.0002300000,0.0007900000,1741205515090,0.0002400000,0.0035000000,0.0029400000,0.0007900000,1741205815101,0.0002400000,0.0035000000,0.0029400000,0.0007900000,1741206715137,0.0002400000,0.0035000000,0.0029400000,0.0007900000,1741208515108,0.0002400000,0.0035000000,0.0029400000,0.0007900000,93270,28964,98271,64553,,340160,,340429,,340884,,340884,,341119,,341424,0.0007500000,0.0006100000,,0.0007900000,,0.0007900000,,0.0007900000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.04436062061572897,0.6299208127433513,0.04436062061572897,0.6299208127433513,0.21293097895549903,0.6654093092359346,0.21293097895549903,0.6654093092359346,0.21293097895549903,3.1052434431010276,0.21293097895549903,3.1052434431010276,0.21293097895549903,3.1052434431010276,0.21293097895549903,3.1052434431010276,0.1419539859703327,0.5411995715118934,0.1419539859703327,0.5411995715118934,0.20405885483235325,0.7008978057285177,0.20405885483235325,0.7008978057285177,2.6084044922048633,0.7008978057285177,2.6084044922048633,0.7008978057285177,2.6084044922048633,0.7008978057285177,2.6084044922048633,0.7008978057285177,39,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_USDJPY_mh_144,ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741205200250_3675,1565,USDJPY,LONG,1741205200000,1741205200250,1741205199928,1741205200873,1741205200873,1741205201018,1741205201099,148.9470000000,148.9660000000,0.0190000000,0.1353264291,0.140401251419,1.000000000000,1741205200873,1741205200873,0.0010000000,0.0000000000,0.0760000000,0.0920000000,0.561605005677,0.679837638451,ENTRY_SPREAD,SL_FIRST,1741205256141,SL_FIRST,1741205241974,COMPLETE_3600S,9647,0,0,0,0,1741205231297,0.0210000000,0.0200000000,0.0000000000,0.0560000000,1741205260961,0.0450000000,0.1380000000,0.0960000000,0.0810000000,1741205320968,0.0450000000,0.1520000000,0.1130000000,0.0810000000,1741205500963,0.0450000000,0.2060000000,0.1680000000,0.0810000000,1741205801130,0.0450000000,0.2060000000,0.1680000000,0.0810000000,1741206101054,0.0450000000,0.2060000000,0.1680000000,0.0810000000,1741207001072,0.0450000000,0.2060000000,0.1680000000,0.0810000000,1741208801060,0.0910000000,0.2060000000,0.1680000000,0.1290000000,29552,52749,34621,54915,40956,55123,3340038,55123,3533277,55123,,60142,,131401,,,0.0200000000,0.0810000000,0.0200000000,0.0810000000,0.2060000000,0.0810000000,0.2060000000,0.0810000000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.1551803305508192,0.1477907910007802,0.33252927975175545,1.0197564579053835,0.33252927975175545,1.1232100116059294,0.33252927975175545,1.5222451473080358,0.33252927975175545,1.5222451473080358,0.33252927975175545,1.5222451473080358,0.33252927975175545,1.5222451473080358,0.6724480990535499,1.5222451473080358,0.0,0.41381421480218455,0.709395796803745,0.5985527035531598,0.8350179691544081,0.5985527035531598,1.2414426444065536,0.5985527035531598,1.2414426444065536,0.5985527035531598,1.2414426444065536,0.5985527035531598,1.2414426444065536,0.5985527035531598,1.2414426444065536,0.9532506019550323,132,TRUE,0.1472265878902,1.0,0.12218763225
ts15j_post_shock_excursion_r2_202503_EURUSD_mh_12,ts15j_post_shock_excursion_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741205248750_3676,1566,EURUSD,SHORT,1741205248500,1741205248750,1741205248700,1741205249205,1741205249205,1741205249205,1741205249677,1.0777500000,1.0779300000,0.0001800000,0.0008040569,0.223864745500,1.000000000000,1741205249205,1741205249205,0.0000100000,0.0000000000,0.0007200000,0.0008700000,0.895458981999,1.082012936582,ENTRY_SPREAD,TP_FIRST,1741205258193,SL_FIRST,1741205256280,COMPLETE_3600S,4774,0,0,0,0,1741205279228,0.0011100000,0.0002300000,0.0000000000,0.0014700000,1741205309290,0.0011100000,0.0002300000,0.0000000000,0.0014700000,1741205369698,0.0011100000,0.0002300000,0.0000000000,0.0014700000,1741205549657,0.0011100000,0.0002300000,0.0000000000,0.0014700000,1741205849806,0.0011100000,0.0003200000,0.0000000000,0.0014700000,1741206150250,0.0011100000,0.0007400000,0.0003800000,0.0014700000,1741207049526,0.0011100000,0.0007400000,0.0003800000,0.0014700000,1741208849820,0.0012600000,0.0007400000,0.0003800000,0.0016200000,3875,638358,3875,647214,4395,679323,7075,686664,7075,,7387,,8748,,2441997,,0.0002300000,0.0014700000,0.0002300000,0.0014700000,0.0002300000,0.0014700000,0.0002300000,,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,1.3804993154091458,0.28604940769739057,1.3804993154091458,0.28604940769739057,1.3804993154091458,0.28604940769739057,1.3804993154091458,0.28604940769739057,1.3804993154091458,0.3979817846224565,1.3804993154091458,0.9203328769394304,1.3804993154091458,0.9203328769394304,1.5670532769509222,0.9203328769394304,0.0,1.8282288231094093,0.0,1.8282288231094093,0.0,1.8282288231094093,0.0,1.8282288231094093,0.0,1.8282288231094093,0.472603369239167,1.8282288231094093,0.472603369239167,1.8282288231094093,0.472603369239167,2.0147827846511857,9,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_GBPUSD_mh_15,ts15j_post_shock_excursion_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741205253500_3683,1567,GBPUSD,SHORT,1741205253250,1741205253500,1741205253356,1741205253870,1741205253870,1741205254027,1741205254377,1.2872600000,1.2874600000,0.0002000000,0.0007464803,0.267924027478,1.000000000000,1741205253870,1741205253870,0.0000100000,0.0000000000,0.0008000000,0.0009600000,1.071696109912,1.286035331894,ENTRY_SPREAD,SL_FIRST,1741205855335,SL_FIRST,1741205257578,COMPLETE_3600S,5409,0,0,0,0,1741205283960,0.0006500000,0.0004400000,0.0000400000,0.0011000000,1741205314025,0.0006500000,0.0004700000,0.0000700000,0.0011000000,1741205373878,0.0006500000,0.0006600000,0.0002600000,0.0011000000,1741205555544,0.0006500000,0.0006600000,0.0002600000,0.0011000000,1741205853917,0.0006500000,0.0007800000,0.0003800000,0.0011000000,1741206154384,0.0006500000,0.0013700000,0.0009700000,0.0011000000,1741207054488,0.0006500000,0.0013700000,0.0009700000,0.0011000000,1741208854615,0.0006500000,0.0017600000,0.0013600000,0.0011000000,2562,66117,2562,70980,2562,73177,2562,513003,3551,555953,5015,642308,,680208,,3066219,0.0003000000,0.0011000000,0.0003000000,0.0011000000,0.0003000000,0.0011000000,0.0003000000,0.0011000000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,FALSE,0.8707530526927502,0.5894328356689387,0.8707530526927502,0.6296214381009116,0.8707530526927502,0.8841492535034079,0.8707530526927502,0.8841492535034079,0.8707530526927502,1.0449036632313002,0.8707530526927502,1.8352795110601043,0.8707530526927502,1.8352795110601043,0.8707530526927502,2.3577313426757547,0.05358480324263079,1.4735820891723466,0.09377340567460386,1.4735820891723466,0.34830122107710004,1.4735820891723466,0.34830122107710004,1.4735820891723466,0.5090556308049925,1.4735820891723466,1.2994314786337966,1.4735820891723466,1.2994314786337966,1.4735820891723466,1.8218833102494467,1.4735820891723466,12,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_USDJPY_mh_145,ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741206618000_3804,1583,USDJPY,SHORT,1741206617750,1741206618000,1741206617594,1741206619399,1741206619399,1741206619426,1741206620740,148.9420000000,148.9600000000,0.0180000000,0.1300451999,0.146103047382,1.000000000000,1741206619399,1741206619399,0.0010000000,0.0000000000,0.0720000000,0.0870000000,0.553653653239,0.668998164330,ENTRY_SPREAD,SL_FIRST,1741208525327,SL_FIRST,1741206743776,COMPLETE_3600S,8631,0,0,0,0,1741206649697,0.0000000000,0.0390000000,0.0010000000,0.0210000000,1741206679418,0.0120000000,0.0390000000,0.0010000000,0.0470000000,1741206739420,0.0320000000,0.0390000000,0.0010000000,0.0650000000,1741206919576,0.0840000000,0.0390000000,0.0010000000,0.1200000000,1741207219528,0.0840000000,0.0390000000,0.0010000000,0.1200000000,1741207519660,0.0840000000,0.0390000000,0.0010000000,0.1200000000,1741208419563,0.0840000000,0.0600000000,0.0260000000,0.1200000000,1741210221056,0.0840000000,0.2100000000,0.1760000000,0.1200000000,82062,1200951,113959,1902649,124350,1905901,128052,1913381,149771,1924010,,2202307,,2237059,,,0.0390000000,0.1200000000,0.0390000000,0.1200000000,0.0390000000,0.1200000000,0.0390000000,0.1200000000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0,0.29989572879267806,0.09227560885928555,0.29989572879267806,0.24606829029142815,0.29989572879267806,0.6459292620149989,0.29989572879267806,0.6459292620149989,0.29989572879267806,0.6459292620149989,0.29989572879267806,0.6459292620149989,0.46137804429642776,0.6459292620149989,1.6148231550374972,0.00768963407160713,0.16148231550374972,0.00768963407160713,0.3614128013655351,0.00768963407160713,0.4998262146544634,0.00768963407160713,0.9227560885928555,0.00768963407160713,0.9227560885928555,0.00768963407160713,0.9227560885928555,0.19993048586178536,0.9227560885928555,1.3533755966028547,0.9227560885928555,133,TRUE,0.1471632209328,1.0,0.12261703936
ts15j_post_shock_excursion_r2_202503_GBPUSD_mh_16,ts15j_post_shock_excursion_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741206836000_3805,1584,GBPUSD,LONG,1741206835750,1741206836000,1741206835916,1741206836316,1741206836316,1741206836395,1741206836548,1.2880700000,1.2882700000,0.0002000000,0.0007884171,0.253672837514,1.000000000000,1741206836316,1741206836316,0.0000100000,0.0000000000,0.0008000000,0.0009600000,1.014691350055,1.217629620066,ENTRY_SPREAD,SL_FIRST,1741206905732,SL_FIRST,1741208342460,COMPLETE_3600S,4493,0,0,0,0,1741206866568,0.0000000000,0.0007200000,0.0003200000,0.0001200000,1741206896853,0.0000000000,0.0007700000,0.0003700000,0.0001200000,1741206956820,0.0000000000,0.0010600000,0.0006600000,0.0001200000,1741207137600,0.0000000000,0.0010600000,0.0006600000,0.0001200000,1741207436409,0.0000000000,0.0010700000,0.0006700000,0.0001200000,1741207737946,0.0000000000,0.0010700000,0.0006700000,0.0001200000,1741208636376,0.0005500000,0.0010700000,0.0006700000,0.0009500000,1741210436425,0.0008600000,0.0010700000,0.0006700000,0.0012600000,1425356,15936,1464822,20930,1472372,26645,1484066,29222,1506065,69337,2153672,91186,3521255,,,,0.0010700000,0.0001200000,0.0010700000,0.0001200000,0.0010700000,0.0001200000,0.0010700000,0.0001200000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,FALSE,0.0,0.9132222018015592,0.0,0.9766404102600007,0.0,1.3444660193189621,0.0,1.3444660193189621,0.0,1.3571496610106504,0.0,1.3571496610106504,0.6976002930428578,1.3571496610106504,1.0907931854851955,1.3571496610106504,0.4058765341340263,0.15220370030025987,0.4692947425924679,0.15220370030025987,0.8371203516514292,0.15220370030025987,0.8371203516514292,0.15220370030025987,0.8498039933431176,0.15220370030025987,0.8498039933431176,0.15220370030025987,0.8498039933431176,1.2049459607103905,0.8498039933431176,1.5981388531527285,13,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_EURUSD_mh_13,ts15j_post_shock_excursion_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741206836250_3807,1584,EURUSD,LONG,1741206836000,1741206836250,1741206836102,1741206836548,1741206836548,1741206836548,1741206836789,1.0776700000,1.0778500000,0.0001800000,0.0008366063,0.215154958265,1.000000000000,1741206836548,1741206836548,0.0000100000,0.0000000000,0.0007200000,0.0008700000,0.860619833058,1.039915631612,ENTRY_SPREAD,SL_FIRST,1741206895486,TP_FIRST,1741207463285,COMPLETE_3600S,3876,0,0,0,0,1741206866728,0.0000000000,0.0006700000,0.0003100000,0.0001600000,1741206896665,0.0000000000,0.0007200000,0.0003600000,0.0001600000,1741206956761,0.0000000000,0.0011200000,0.0007600000,0.0001600000,1741207137542,0.0000000000,0.0011600000,0.0008000000,0.0001600000,1741207436673,0.0000000000,0.0011700000,0.0008100000,0.0001600000,1741207737527,0.0000000000,0.0015400000,0.0011800000,0.0001600000,1741208636975,0.0000000000,0.0015400000,0.0011800000,0.0001600000,1741210438347,0.0004800000,0.0015400000,0.0011800000,0.0008400000,3402793,15807,3428806,17850,3447602,27241,3519436,44318,3524379,69079,,91095,,626737,,,0.0015400000,0.0001600000,0.0015400000,0.0001600000,0.0015400000,0.0001600000,0.0015400000,0.0001600000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0,0.8008545955248006,0.0,0.860619863847547,0.0,1.3387420104295173,0.0,1.3865542250877145,0.0,1.3985072787522637,0.0,1.8407702643405863,0.0,1.8407702643405863,0.5737465758983646,1.8407702643405863,0.3705446636010271,0.1912488586327882,0.4303099319237735,0.1912488586327882,0.908432078505744,0.1912488586327882,0.956244293163941,0.1912488586327882,0.9681973468284902,0.1912488586327882,1.410460332416813,0.1912488586327882,1.410460332416813,0.1912488586327882,1.410460332416813,1.0040565078221382,10,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_USDCAD_mh_44,ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1741206836250_3810,1584,USDCAD,SHORT,1741206836000,1741206836250,1741206836239,1741206836548,1741206836548,1741206836704,1741206836789,1.4349000000,1.4351100000,0.0002100000,0.0013045424,0.160975981580,1.000000000000,1741206836548,1741206836548,0.0000100000,0.0000000000,0.0008400000,0.0010100000,0.643903926318,0.774217816168,ENTRY_SPREAD,SL_FIRST,1741206863712,TP_FIRST,1741207057236,COMPLETE_3600S,6872,0,0,0,0,1741206866727,0.0000000000,0.0009900000,0.0004400000,0.0004700000,1741206897026,0.0000000000,0.0009900000,0.0004400000,0.0004700000,1741206958460,0.0000000000,0.0013500000,0.0008700000,0.0004700000,1741207136708,0.0000000000,0.0022600000,0.0017600000,0.0004700000,1741207436628,0.0000000000,0.0025300000,0.0019900000,0.0004700000,1741207737834,0.0000000000,0.0025300000,0.0019900000,0.0004700000,1741208637777,0.0000000000,0.0025300000,0.0019900000,0.0004700000,1741210439347,0.0008200000,0.0025300000,0.0019900000,0.0013000000,2629326,16953,2995737,24928,3099048,29314,3376152,86058,3403650,90939,,216842,,228200,,309951,0.0025300000,0.0004700000,0.0025300000,0.0004700000,0.0025300000,0.0004700000,0.0025300000,0.0004700000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0,0.7588867943272676,0.0,0.7588867943272676,0.0,1.034845628628092,0.0,1.7324082375551764,0.0,1.939377363280795,0.0,1.939377363280795,0.0,1.939377363280795,0.6285729003518782,1.939377363280795,0.3372830197010078,0.3602795892260765,0.3372830197010078,0.3602795892260765,0.6669005162269926,0.3602795892260765,1.3491320788040313,0.3602795892260765,1.525439111829558,0.3602795892260765,1.525439111829558,0.3602795892260765,1.525439111829558,0.3602795892260765,1.525439111829558,0.9965180127529776,40,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_AUDUSD_mh_40,ts15j_post_shock_excursion_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741206836000_3806,1584,AUDUSD,LONG,1741206835750,1741206836000,1741206835919,1741206836316,1741206836316,1741206836422,1741206836548,0.6321200000,0.6323400000,0.0002200000,0.0004765083,0.440705881156,1.000000000000,1741206836316,1741206836316,0.0000100000,0.0000000000,0.0008800000,0.0010600000,1.846767501988,2.224515400123,ENTRY_SPREAD,SL_FIRST,1741207068146,SL_FIRST,1741209469701,COMPLETE_3600S,4975,0,0,0,0,1741206866699,0.0000000000,0.0005300000,0.0001000000,0.0002000000,1741206896882,0.0000000000,0.0005700000,0.0001300000,0.0002000000,1741206956765,0.0000000000,0.0008400000,0.0004100000,0.0002000000,1741207137381,0.0000000000,0.0009800000,0.0005400000,0.0002000000,1741207436544,0.0000000000,0.0010700000,0.0006400000,0.0002000000,1741207736318,0.0000000000,0.0010700000,0.0006400000,0.0002000000,1741208636665,0.0001200000,0.0010700000,0.0006400000,0.0005700000,1741210438838,0.0007700000,0.0010700000,0.0006400000,0.0012200000,1689859,26618,1731847,29201,2109031,69051,2153790,69310,2387037,83472,2497076,91291,2901719,268698,3408144,,0.0010700000,0.0002000000,0.0010700000,0.0002000000,0.0010700000,0.0002000000,0.0010700000,0.0002000000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0,1.1122576458794107,0.0,1.1962016191533285,0.0,1.7628234387522737,0.0,2.056627345210986,0.0,2.245501285077301,0.0,2.245501285077301,0.2518319198217534,2.245501285077301,1.6159214855229174,2.245501285077301,0.20985993318479448,0.41971986636958897,0.2728179131402328,0.41971986636958897,0.8604257260576573,0.41971986636958897,1.1332436391978902,0.41971986636958897,1.3431035723826847,0.41971986636958897,1.3431035723826847,0.41971986636958897,1.3431035723826847,1.1962016191533285,1.3431035723826847,2.5602911848544925,38,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_USDJPY_mh_146,ts15j_post_shock_excursion_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741207775250_3828,1589,USDJPY,LONG,1741207775000,1741207775250,1741207774925,1741207777537,1741207777537,1741207777689,1741207778017,148.9270000000,148.9450000000,0.0180000000,0.1235369116,0.153800186161,1.000000000000,1741207777537,1741207777537,0.0010000000,0.0000000000,0.0720000000,0.0870000000,0.582821758082,0.704242957683,ENTRY_SPREAD,TP_FIRST,1741208557229,SL_FIRST,1741207823405,COMPLETE_3600S,7756,0,0,0,0,1741207807622,0.0020000000,0.0270000000,0.0000000000,0.0370000000,1741207838101,0.0360000000,0.0270000000,0.0000000000,0.0730000000,1741207897591,0.0380000000,0.0270000000,0.0000000000,0.0750000000,1741208078825,0.0410000000,0.0270000000,0.0000000000,0.0750000000,1741208378334,0.0410000000,0.0330000000,0.0000000000,0.0750000000,1741208677968,0.0880000000,0.0330000000,0.0000000000,0.1210000000,1741209577746,0.1910000000,0.0330000000,0.0000000000,0.2250000000,1741211378241,0.1910000000,0.0960000000,0.0610000000,0.2250000000,36671,2725267,36953,2727269,84422,2817064,744983,2908122,747638,,963231,,1052914,,1283515,,0.0270000000,0.2250000000,0.0270000000,0.2250000000,0.0330000000,0.2250000000,0.0330000000,,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0161894932785417,0.21855815926031294,0.29141087901375057,0.21855815926031294,0.30760037229229226,0.21855815926031294,0.33188461221010485,0.21855815926031294,0.33188461221010485,0.26712663909593803,0.7123377042558348,0.26712663909593803,1.5460966081007324,0.26712663909593803,1.5460966081007324,0.7770956773700016,0.0,0.2995056256530214,0.0,0.590916504666772,0.0,0.6071059979453137,0.0,0.6071059979453137,0.0,0.6071059979453137,0.0,0.9794643433517728,0.0,1.8213179938359412,0.49377954499552185,1.8213179938359412,134,FALSE,0.1470916914549,1.0,0.12299742948999999
ts15j_post_shock_excursion_r2_202503_GBPUSD_mh_17,ts15j_post_shock_excursion_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741207944250_3829,1590,GBPUSD,LONG,1741207944000,1741207944250,1741207944179,1741207944694,1741207944694,1741207944694,1741207944910,1.2878700000,1.2880700000,0.0002000000,0.0007244328,0.276078058999,1.000000000000,1741207944694,1741207944694,0.0000100000,0.0000000000,0.0008000000,0.0009600000,1.104312235997,1.325174683197,ENTRY_SPREAD,TP_FIRST,1741210357405,SL_FIRST,1741208304758,COMPLETE_3600S,4204,0,0,0,0,1741207975038,0.0000000000,0.0005800000,0.0001800000,0.0001700000,1741208004842,0.0000000000,0.0005800000,0.0001800000,0.0001700000,1741208068847,0.0000000000,0.0005800000,0.0001800000,0.0003000000,1741208246750,0.0002300000,0.0005800000,0.0001800000,0.0006300000,1741208545865,0.0007200000,0.0005800000,0.0001800000,0.0011200000,1741208846129,0.0007500000,0.0005800000,0.0001800000,0.0011500000,1741209747344,0.0008100000,0.0005800000,0.0001800000,0.0012100000,1741211544908,0.0013700000,0.0005800000,0.0001800000,0.0017700000,165503,13266,229427,15948,234671,,353008,,356523,,390566,,602045,,2557998,,0.0005800000,0.0001700000,0.0005800000,,0.0005800000,,0.0005800000,,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,FALSE,0.0,0.8006263658961881,0.0,0.8006263658961881,0.0,0.8006263658961881,0.3174897657864194,0.8006263658961881,0.9938810059400957,0.8006263658961881,1.035292714520933,0.8006263658961881,1.1181161316826074,0.8006263658961881,1.8911346918582372,0.8006263658961881,0.2484702514850239,0.2346663486247448,0.2484702514850239,0.2346663486247448,0.2484702514850239,0.4141170858083731,0.2484702514850239,0.8696458801975836,0.2484702514850239,1.5460371203512595,0.2484702514850239,1.587448828932097,0.2484702514850239,1.6702722460937716,0.2484702514850239,2.4432908062694016,14,NOT_READY,nan,nan,nan
ts15j_post_shock_excursion_r2_202503_USDCAD_mh_45,ts15j_post_shock_excursion_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741208038500_3831,1591,USDCAD,LONG,1741208038250,1741208038500,1741208038393,1741208038764,1741208038764,1741208039741,1741208040260,1.4355500000,1.4358300000,0.0002800000,0.0012793561,0.211043670675,1.000000000000,1741208038764,1741208038764,0.0000100000,0.0000000000,0.0011200000,0.0013500000,0.875440411690,1.055218353377,ENTRY_SPREAD,SL_FIRST,1741209190267,TP_FIRST,1741210260617,COMPLETE_3600S,6208,0,0,0,0,1741208068767,0.0000000000,0.0005100000,0.0000000000,0.0003300000,1741208100357,0.0000000000,0.0005200000,0.0000000000,0.0003300000,1741208160229,0.0000000000,0.0007600000,0.0002000000,0.0003600000,1741208340167,0.0000000000,0.0007600000,0.0002000000,0.0005500000,1741208638975,0.0000000000,0.0009900000,0.0004100000,0.0005500000,1741208939339,0.0000000000,0.0009900000,0.0004100000,0.0005500000,1741209838958,0.0000000000,0.0014800000,0.0009300000,0.0005500000,1741211638982,0.0000000000,0.0025000000,0.0019600000,0.0005500000,,70539,,529574,,580142,,1150285,,1216963,,1817658,,2200226,,3561996,,0.0005500000,,0.0005500000,,0.0005500000,,0.0005500000,tickshock-post-shock-excursion-v1,NEW_YORK,TRUE,TRUE,0.0,0.39863803361706723,0.0,0.4064544656487744,0.0,0.5940488344097472,0.0,0.5940488344097472,0.0,0.7738267711390129,0.0,0.7738267711390129,0.0,1.1568319406926657,0.0,1.9541080079268,0.0,0.2579422570463376,0.0,0.2579422570463376,0.156328640634144,0.28139155314145925,0.156328640634144,0.42990376174389605,0.3204737132999952,0.42990376174389605,0.3204737132999952,0.42990376174389605,0.7269281789487697,0.42990376174389605,1.5320206782146113,0.42990376174389605,41,NOT_READY,nan,nan,nan
