run_id,stage,count
"q1_a_diagnostic_current_code","symbols_scanned","107140"
"q1_a_diagnostic_current_code","parent_anchor_states_available","1093"
"q1_a_diagnostic_current_code","parent_flips_detected","1093"
"q1_a_diagnostic_current_code","parent_wave1_confirmed","1093"
"q1_a_diagnostic_current_code","parent_wave2_pending","1093"
"q1_a_diagnostic_current_code","parent_wave2_started_first_close","945"
"q1_a_diagnostic_current_code","parent_wave2_started_confirmed_pivot","0"
"q1_a_diagnostic_current_code","parent_wave2_started_child_trend","0"
"q1_a_diagnostic_current_code","child_countertrend_confirmed","933"
"q1_a_diagnostic_current_code","child_anchor_created","847"
"q1_a_diagnostic_current_code","child_anchor_updated","1518"
"q1_a_diagnostic_current_code","child_flip_detected","513"
"q1_a_diagnostic_current_code","fresh_first_flip_signal","513"
"q1_a_diagnostic_current_code","valid_candidate","0"
"q1_a_diagnostic_current_code","signal_reserved","0"
"q1_a_diagnostic_current_code","portfolio_selected","0"
"q1_a_diagnostic_current_code","trades_taken","0"
"q1_a_diagnostic_current_code","candidate_invalid","0"
"q1_a_diagnostic_current_code","position_cap_reject","0"
"q1_a_diagnostic_current_code","risk_reject","0"
"q1_a_diagnostic_current_code","order_failure","0"
"q1_a_diagnostic_current_code","expired","484"
"q1_a_diagnostic_current_code","parent_invalidated","19"
"q1_a_diagnostic_current_code","signals_consumed","484"
