offset_index,offset_atr,tp_index,tp_atr,sl_index,sl_atr,cost_pips,trades,tp_first,sl_first,timeout,win_rate,positive_return_rate,gross_expectancy_pips,net_expectancy_pips,net_expectancy_r,pf,average_win_pips,average_loss_pips,required_break_even_win_rate,win_rate_minus_break_even,geometric_break_even_win_rate,longest_losing_streak,terminal_equity_r,max_drawdown_r,eligible_shocks,trades_per_day,gross_tp_pips,average_entry_spread_pips,net_win_pips_after_extra_cost,spread_consumed_pct_of_tp,spread_plus_extra_cost_pct_of_tp
0,0.02,0,0.02,0,0.1,0.0,481,25,456,0,0.05197505197505198,0.05197505197505198,-2.2033617250519755,-2.2033617250519755,-2.410066003536368,0.009609391879263622,0.41132041,-2.3467105263157895,0.850864468348043,-0.7988894163729909,0.8333333333333333,70,-1159.2417477009933,1159.2417477009933,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.251543273969921,865.7574672479969,865.7574672479969
0,0.02,0,0.02,0,0.1,0.1,481,25,456,0,0.05197505197505198,0.05197505197505198,-2.2033617250519755,-2.303361725051975,-2.510250006310712,0.0069758987631083616,0.31132041,-2.4467105263157896,0.8871222197326526,-0.8351471677576006,0.8333333333333333,70,-1207.4302530354523,1207.4302530354523,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.15154327396992098,865.7574672479969,905.5120583454946
0,0.02,0,0.02,0,0.1,0.2,481,25,456,0,0.05197505197505198,0.04365904365904366,-2.2033617250519755,-2.403361725051975,-2.6104340090850555,0.00465168168469351,0.2572644771428572,-2.524825095152174,0.9075283270154987,-0.8555532750404466,0.8333333333333333,177,-1255.618758369911,1255.618758369911,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.05154327396992098,865.7574672479969,945.266649442992
0,0.02,0,0.02,0,0.1,0.5,481,25,456,0,0.05197505197505198,0.010395010395010396,-2.2033617250519755,-2.7033617250519755,-2.9109860174080855,0.0004875407259461964,0.126853344,-2.7330908749369747,0.9556448188184765,-0.9036697668434246,0.8333333333333333,177,-1400.184274373288,1400.184274373288,3967,21.863636363636363,0.251543273969921,2.177754677754678,-0.248456726030079,865.7574672479969,1064.5304227354845
0,0.02,0,0.02,0,0.1,1.0,481,25,456,0,0.05197505197505198,0.0,-2.2033617250519755,-3.2033617250519755,-3.411906031279803,0.0,0.0,-3.2033617250519755,,,0.8333333333333333,481,-1641.1268010455865,1641.1268010455865,3967,21.863636363636363,0.251543273969921,2.177754677754678,-0.748456726030079,865.7574672479969,1263.3033782229722
0,0.02,0,0.02,1,0.2,0.0,481,121,360,0,0.2515592515592516,0.2515592515592516,-2.1784167808939707,-2.1784167808939707,-1.195437646395327,0.03755077467621933,0.3378638709917355,-3.024166666666667,0.8995060076916933,-0.6479467561324417,0.9090909090909092,32,-575.005507916152,575.005507916152,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.251543273969921,865.7574672479969,865.7574672479969
0,0.02,0,0.02,1,0.2,0.1,481,121,360,0,0.2515592515592516,0.2515592515592516,-2.1784167808939707,-2.278416780893971,-1.245529647782499,0.025590404899084207,0.23786387099173556,-3.124166666666666,0.929249937403185,-0.6776906858439333,0.9090909090909092,32,-599.0997605833813,599.0997605833813,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.15154327396992098,865.7574672479969,905.5120583454946
0,0.02,0,0.02,1,0.2,0.2,481,121,360,0,0.2515592515592516,0.23492723492723494,-2.1784167808939707,-2.3784167808939705,-1.2956216491696706,0.014596159694125926,0.14996121451327432,-3.1547937197010865,0.954622591539023,-0.7030633399797714,0.9090909090909092,66,-623.194013250611,623.194013250611,3967,21.863636363636363,0.251543273969921,2.177754677754678,0.05154327396992098,865.7574672479969,945.266649442992
0,0.02,0,0.02,1,0.2,0.5,481,121,360,0,0.2515592515592516,0.014553014553014554,-2.1784167808939707,-2.6784167808939707,-1.4458976533311856,0.0005584109242994872,0.10283043714285715,-2.7194900520464134,0.96356528695563,-0.7120060353963784,0.9090909090909092,177,-695.4767712523003,695.4767712523003,3967,21.863636363636363,0.251543273969921,2.177754677754678,-0.248456726030079,865.7574672479969,1064.5304227354845
0,0.02,0,0.02,1,0.2,1.0,481,121,360,0,0.2515592515592516,0.0,-2.1784167808939707,-3.1784167808939707,-1.6963576602670443,0.0,0.0,-3.1784167808939707,,,0.9090909090909092,481,-815.9480345884484,815.9480345884484,3967,21.863636363636363,0.251543273969921,2.177754677754678,-0.748456726030079,865.7574672479969,1263.3033782229722
