symbol,offset_index,offset_atr,tp_index,tp_atr,sl_index,sl_atr,trades,tp_first,sl_first,timeout,win_rate,positive_return_rate,gross_expectancy_pips,net_expectancy_pips,net_expectancy_r,pf,average_win_pips,average_loss_pips,required_break_even_win_rate,win_rate_minus_break_even,geometric_break_even_win_rate,longest_losing_streak,terminal_equity_r,max_drawdown_r
AUDUSD,0,0.02,0,0.02,0,0.1,35,0,35,0,0.0,0.0,-2.2542857142857144,-2.4542857142857146,-3.368846019247276,0.0,0.0,-2.4542857142857146,nan,nan,0.8333333333333333,35,-117.90961067365465,117.90961067365465
AUDUSD,0,0.02,0,0.02,1,0.2,35,6,29,0,0.17142857142857143,0.14285714285714285,-2.0897570094285713,-2.2897570094285715,-1.6045533952441082,0.004125929200227603,0.06640561199999999,-2.682450779666666,0.9758424586306826,-0.8044138872021112,0.9090909090909092,13,-56.15936883354379,56.19559962319733
AUDUSD,0,0.02,0,0.02,2,0.3,35,12,23,0,0.34285714285714286,0.2,-2.010444604857143,-2.2104446048571424,-1.0285935728977555,0.006160783307884472,0.06851244142857142,-2.7801838664285716,0.9759495453272419,-0.633092402470099,0.9375,11,-36.00077505142144,36.02492891119047
AUDUSD,0,0.02,0,0.02,3,0.5,35,19,16,0,0.5428571428571428,0.2571428571428571,-1.9242756688571425,-2.124275668857143,-0.5605644109326843,0.006691309943042102,0.05564976333333332,-2.8788652415384615,0.9810361292271652,-0.4381789863700224,0.9615384615384615,11,-19.61975438264395,19.63424669850537
AUDUSD,0,0.02,0,0.02,4,0.75,35,22,13,0,0.6285714285714286,0.2857142857142857,-2.2813994605714285,-2.4813994605714287,-0.4122214078373343,0.006293786111345611,0.05500709399999999,-3.4959620823999997,0.9845092730273242,-0.3559378444558956,0.974025974025974,11,-14.427749274306704,14.437410818214316
AUDUSD,0,0.02,0,0.02,5,1.0,35,24,9,2,0.6857142857142857,0.3142857142857143,-2.351487951714286,-2.551487951714286,-0.30110884115575576,0.006260946143978964,0.05114892272727272,-3.744363185833333,0.9865238415095795,-0.3008095557952938,0.9803921568627451,11,-10.538809440451454,10.546055598382162
AUDUSD,0,0.02,1,0.03,0,0.1,35,0,35,0,0.0,0.0,-2.2542857142857144,-2.4542857142857146,-3.368846019247276,0.0,0.0,-2.4542857142857146,nan,nan,0.7692307692307693,35,-117.90961067365465,117.90961067365465
AUDUSD,0,0.02,1,0.03,1,0.2,35,6,29,0,0.17142857142857143,0.14285714285714285,-2.0689212280000002,-2.268921228,-1.5959819665548174,0.012411871303315636,0.199608422,-2.680342836333333,0.9306903471291678,-0.7592617757005964,0.8695652173913043,13,-55.85936882941861,55.945599619359115
AUDUSD,0,0.02,1,0.03,2,0.3,35,11,24,0,0.3142857142857143,0.2571428571428571,-2.0543356405714284,-2.2543356405714285,-1.0493370810758869,0.018957870513619298,0.16941271666666666,-3.0933254565384614,0.9480765211079608,-0.6337908068222465,0.9090909090909092,11,-36.72679783765602,36.7842850309497
AUDUSD,0,0.02,1,0.03,3,0.5,35,18,17,0,0.5142857142857142,0.42857142857142855,-2.0007965228571427,-2.200796522857143,-0.5805109912143391,0.024124786871322298,0.12694800333333334,-3.9466049174999993,0.9688360490705584,-0.4545503347848442,0.9433962264150942,6,-20.317884692501867,20.35237700847807
AUDUSD,0,0.02,1,0.03,4,0.75,35,21,13,1,0.6,0.45714285714285713,-2.3493393534285714,-2.5493393534285715,-0.4239252718751187,0.022759500544229202,0.129878415625,-4.805522737894736,0.9736843244176057,-0.3736843244176057,0.9615384615384615,6,-14.837384515629154,14.860379392946623
AUDUSD,0,0.02,1,0.03,5,1.0,35,23,9,3,0.6571428571428571,0.5142857142857142,-2.414472090285715,-2.6144720902857137,-0.30931531062608275,0.023460972785624354,0.12213382555555555,-5.512054824705881,0.9783227305408227,-0.3211798733979656,0.970873786407767,6,-10.826035871912898,10.843282029901
AUDUSD,0,0.02,2,0.05,0,0.1,35,0,35,0,0.0,0.0,-2.2542857142857144,-2.4542857142857146,-3.368846019247276,0.0,0.0,-2.4542857142857146,nan,nan,0.6666666666666666,35,-117.90961067365465,117.90961067365465
AUDUSD,0,0.02,2,0.05,1,0.2,35,4,31,0,0.11428571428571428,0.11428571428571428,-2.223458204285714,-2.4234582042857142,-1.691547623451651,0.021672005190311417,0.46974071249999994,-2.7967741935483867,0.8561951419140282,-0.7419094276283139,0.8,13,-59.20416682080779,59.39039761132222
AUDUSD,0,0.02,2,0.05,2,0.3,35,9,26,0,0.2571428571428571,0.2571428571428571,-2.208672700857143,-2.4086727008571427,-1.1108372574604082,0.0387281125427594,0.3773839411111111,-3.3730769230769235,0.89937664869013,-0.6422337915472729,0.8571428571428572,10,-38.87930401111427,39.00345787145722
AUDUSD,0,0.02,2,0.05,3,0.5,35,16,19,0,0.45714285714285713,0.42857142857142855,-2.2089646474285716,-2.4089646474285713,-0.6244346780289918,0.05417115829406103,0.32193098666666664,-4.457136372999999,0.9326372778539115,-0.47549442071105436,0.9090909090909091,6,-21.85521373101471,21.929706047220485
AUDUSD,0,0.02,2,0.05,4,0.75,35,20,14,1,0.5714285714285714,0.4857142857142857,-2.4103139177142854,-2.6103139177142856,-0.44476967801475675,0.058756314604789195,0.33547822294117635,-5.392450939444444,0.9414311501713032,-0.3700025787427318,0.9375,6,-15.566938730516487,15.616600274653669
AUDUSD,0,0.02,2,0.05,5,1.0,35,22,10,3,0.6285714285714286,0.5428571428571428,-2.4969637171428576,-2.696963717142857,-0.32877562128589144,0.06135773872028526,0.3247572005263158,-6.285257306875,0.9508689125927514,-0.32229748402132286,0.9523809523809523,6,-11.5071467450062,11.544392903109086
AUDUSD,0,0.02,3,0.075,0,0.1,35,0,35,0,0.0,0.0,-2.2542857142857144,-2.4542857142857146,-3.368846019247276,0.0,0.0,-2.4542857142857146,nan,nan,0.5714285714285715,35,-117.90961067365465,117.90961067365465
AUDUSD,0,0.02,3,0.075,1,0.2,35,3,32,0,0.08571428571428572,0.08571428571428572,-2.3102191974285713,-2.510219197428571,-1.7171278343109482,0.02488710421753607,0.7474426966666666,-2.8156250000000003,0.7902249521203549,-0.7045106664060692,0.7272727272727273,13,-60.099474200883186,60.099474200883186
AUDUSD,0,0.02,3,0.075,2,0.3,35,8,27,0,0.22857142857142856,0.22857142857142856,-2.3051838,-2.5051837999999997,-1.125703182702648,0.05413772384034521,0.6273208750000001,-3.4333333333333336,0.8455123625861558,-0.6169409340147273,0.7999999999999999,10,-39.39961139459268,39.39961139459268
AUDUSD,0,0.02,3,0.075,3,0.5,35,15,20,0,0.42857142857142855,0.42857142857142855,-2.3570502914285716,-2.557050291428571,-0.6350148888928212,0.08019773689619733,0.5202159866666666,-4.864999999999999,0.9033992345052312,-0.47482780593380264,0.8695652173913044,5,-22.225521111248746,22.248353329983487
AUDUSD,0,0.02,3,0.075,4,0.75,35,18,16,1,0.5142857142857142,0.5142857142857142,-2.959835938571428,-3.159835938571428,-0.4895496345514222,0.07297353017602683,0.4836523416666667,-7.017647058823529,0.9355241917640215,-0.4212384774783072,0.9090909090909092,4,-17.134237209299783,17.149458688456278
AUDUSD,0,0.02,3,0.075,5,1.0,35,20,12,3,0.5714285714285714,0.5714285714285714,-3.2569534948571426,-3.4569534948571423,-0.37655737196532,0.07355763920367535,0.48033138400000003,-8.706666666666667,0.9477161765626865,-0.3762876051341151,0.9302325581395349,3,-13.1795080187862,13.19092412815357
AUDUSD,0,0.02,4,0.1,0,0.1,35,0,35,0,0.0,0.0,-2.2542857142857144,-2.4542857142857146,-3.368846019247276,0.0,0.0,-2.4542857142857146,nan,nan,0.5,35,-117.90961067365465,117.90961067365465
