artifact,primary_rows,rerun_rows,primary_normalized_sha256,rerun_normalized_sha256,status
symmetric_oco_scenarios,428436,428436,5BE622B6EC321366C98E8742275D0D4F09F25093911152497D47A473319ED4DD,5BE622B6EC321366C98E8742275D0D4F09F25093911152497D47A473319ED4DD,PASS
