offset_index,offset_atr,tp_index,tp_atr,sl_index,sl_atr,bootstrap_replicates,seed,market_clusters,mean_gross_r,gross_ci_low_r,gross_ci_high_r,mean_net_02_r,net_02_ci_low_r,net_02_ci_high_r
0,0.02,5,0.15,3,0.5,10000,20260908,445,-0.49320033109858424,-0.5846447928656268,-0.4105958215435712,-0.5332739321214927,-0.625467535800253,-0.450011470969012
0,0.02,5,0.15,4,0.75,10000,20260908,445,-0.34078778307214763,-0.4078087120855854,-0.2771695174532593,-0.3675035170865398,-0.4352848592053832,-0.3034729201184341
0,0.02,5,0.15,5,1.0,10000,20260908,445,-0.2517935252700561,-0.3067747172647613,-0.19845538117949285,-0.2718303257769768,-0.3270373877770059,-0.21800884217215616
1,0.05,0,0.02,0,0.1,10000,20260908,886,-2.1591062973023973,-2.365031855528816,-1.9968036023082623,-2.3462677163153214,-2.5565162054972337,-2.179565618165064
1,0.05,0,0.02,1,0.2,10000,20260908,886,-1.0908085210752347,-1.1962447301014907,-1.0009422911598558,-1.1843892305815007,-1.2917422975005768,-1.0922169980092777
1,0.05,0,0.02,2,0.3,10000,20260908,886,-0.7460700685517959,-0.8207149904254442,-0.6807247391104336,-0.8084572082295838,-0.8842721605322993,-0.741586035502789
1,0.05,0,0.02,3,0.5,10000,20260908,886,-0.45734908209356323,-0.5087048171667478,-0.41019533050719437,-0.4947813658849186,-0.5468229709951165,-0.44679190225613497
1,0.05,0,0.02,4,0.75,10000,20260908,886,-0.3170560606844049,-0.3572836415235337,-0.27907776418952923,-0.3420109165512268,-0.3824994144490086,-0.3036753781592214
1,0.05,0,0.02,5,1.0,10000,20260908,886,-0.23903594670767375,-0.2719042878818979,-0.20779251130009155,-0.25775208860987564,-0.29087526838015865,-0.22622383447448782
1,0.05,1,0.03,0,0.1,10000,20260908,886,-2.1591325779541766,-2.3603350313129123,-1.9931271646705273,-2.346293996962214,-2.552155194511368,-2.175708033735288
1,0.05,1,0.03,1,0.2,10000,20260908,886,-1.0882473389318437,-1.192234701914173,-0.9975998024660419,-1.1818280483938737,-1.2879037818662826,-1.0885586187850484
1,0.05,1,0.03,2,0.3,10000,20260908,886,-0.7471702386245527,-0.82294077248472,-0.6809131597436223,-0.8095573782603204,-0.886355571513578,-0.7419261452273567
1,0.05,1,0.03,3,0.5,10000,20260908,886,-0.463831608440102,-0.5158617180531797,-0.41542085684838925,-0.5012638922185305,-0.5542145795139632,-0.45215427121771173
1,0.05,1,0.03,4,0.75,10000,20260908,886,-0.32322597736186715,-0.3638246727778428,-0.28547223401825284,-0.3481808332189447,-0.38933130256612747,-0.30999630813520007
1,0.05,1,0.03,5,1.0,10000,20260908,886,-0.24389470397989374,-0.27757745737790723,-0.21208165670476223,-0.2626108458765786,-0.2966266308736904,-0.2305165002612548
1,0.05,2,0.05,0,0.1,10000,20260908,886,-2.1554000517601413,-2.3599176208304202,-1.9882564946357737,-2.3425614707591054,-2.5505565676011486,-2.171447581702746
1,0.05,2,0.05,1,0.2,10000,20260908,886,-1.0851281402098396,-1.1899454928844018,-0.9943248614955198,-1.1787088496976308,-1.2859515567892839,-1.0853777758494374
1,0.05,2,0.05,2,0.3,10000,20260908,886,-0.748061074733982,-0.8245613525973878,-0.6804260949463342,-0.8104482143905477,-0.888407528594055,-0.7415342511374216
1,0.05,2,0.05,3,0.5,10000,20260908,886,-0.4628812754280988,-0.5162187970471077,-0.4140270745872682,-0.5003135592105009,-0.5544541537498331,-0.4509607649822073
1,0.05,2,0.05,4,0.75,10000,20260908,886,-0.3200173674859723,-0.360655426367317,-0.2805218914558605,-0.34497222334112393,-0.38584344187476854,-0.3050297872209122
1,0.05,2,0.05,5,1.0,10000,20260908,886,-0.2383191423689299,-0.2721295684929466,-0.20575107593178577,-0.2570352842584796,-0.29108022090272273,-0.22417749567813527
1,0.05,3,0.075,0,0.1,10000,20260908,886,-2.1502855717062457,-2.35503572722579,-1.9780742618295444,-2.3374469907253754,-2.547052334572293,-2.160998003614087
1,0.05,3,0.075,1,0.2,10000,20260908,886,-1.0717646711855568,-1.1767597553472986,-0.9803184197932712,-1.1653453806891396,-1.272285793272557,-1.0720123242891688
1,0.05,3,0.075,2,0.3,10000,20260908,886,-0.7461963036455729,-0.8230388397490326,-0.6764573692080678,-0.8085834433157733,-0.886489909150771,-0.7371495865805733
1,0.05,3,0.075,3,0.5,10000,20260908,886,-0.4668868404481657,-0.5202488259240756,-0.41634475378341285,-0.5043191242422754,-0.5583506702798623,-0.45316306820198965
1,0.05,3,0.075,4,0.75,10000,20260908,886,-0.3237672646871595,-0.36490097396640103,-0.28314680044585755,-0.34872212054531726,-0.3902565997618174,-0.3078113071480038
1,0.05,3,0.075,5,1.0,10000,20260908,886,-0.23841481203841547,-0.2741794579308145,-0.20555493143977566,-0.2571309539374933,-0.293267940304425,-0.22402038740990812
1,0.05,4,0.1,0,0.1,10000,20260908,886,-2.149708633203409,-2.356061759995945,-1.9798390071213434,-2.3368700522029897,-2.548748653253314,-2.162972245375868
1,0.05,4,0.1,1,0.2,10000,20260908,886,-1.068260671446372,-1.1750246553825856,-0.9755327391774895,-1.1618413809235963,-1.2700262554103758,-1.067033184387487
1,0.05,4,0.1,2,0.3,10000,20260908,886,-0.7510744968045355,-0.8301542934302707,-0.6827409090831389,-0.8134616364615206,-0.8938571525644093,-0.7439297653978619
1,0.05,4,0.1,3,0.5,10000,20260908,886,-0.468394484166424,-0.5231471249934262,-0.4177814169385262,-0.5058267679596379,-0.5612664343540924,-0.4544877371561106
1,0.05,4,0.1,4,0.75,10000,20260908,886,-0.32373789335353775,-0.3666577777083147,-0.28214440657704426,-0.34869274922267535,-0.3917446913941723,-0.3065439332822858
1,0.05,4,0.1,5,1.0,10000,20260908,886,-0.2376279352289426,-0.2726846656111301,-0.20363534560686763,-0.256344077139939,-0.29154665200536983,-0.22217994752966164
1,0.05,5,0.15,0,0.1,10000,20260908,886,-2.1477048646555157,-2.3459874429584917,-1.9757591218687243,-2.3348662836501446,-2.5385721460740642,-2.1580531441848616
1,0.05,5,0.15,1,0.2,10000,20260908,886,-1.0749122823134878,-1.1830825014372928,-0.9799435594545906,-1.1684929918049456,-1.2787866981529272,-1.0715852482915706
1,0.05,5,0.15,2,0.3,10000,20260908,886,-0.7519282189828321,-0.8301491131738817,-0.680396563046318,-0.8143153586364569,-0.8936974009671018,-0.7420100007134454
1,0.05,5,0.15,3,0.5,10000,20260908,886,-0.46984778817483314,-0.5256922160823935,-0.416764813071439,-0.5072800719561347,-0.5637449251185128,-0.4535267377482168
1,0.05,5,0.15,4,0.75,10000,20260908,886,-0.320242638202153,-0.36472059803768464,-0.2778665685728892,-0.3451974940563355,-0.38994178418093317,-0.3024367160083162
1,0.05,5,0.15,5,1.0,10000,20260908,886,-0.23633261771726988,-0.27251216276517404,-0.20117618086970682,-0.25504875960843054,-0.29155018467725186,-0.21966186038003455
2,0.1,0,0.02,0,0.1,10000,20260908,1870,-2.221756424144766,-2.325214299521914,-2.1356375896118385,-2.4229897576231796,-2.5288650299803903,-2.334062611878266
2,0.1,0,0.02,1,0.2,10000,20260908,1870,-1.1215588076425451,-1.1735157948444037,-1.074030316524363,-1.222175474375596,-1.2757719908928717,-1.1732241240533
2,0.1,0,0.02,2,0.3,10000,20260908,1870,-0.7693360629984087,-0.8094171725988247,-0.7327074313532789,-0.8364138408373488,-0.8772500477475463,-0.7990554567106148
2,0.1,0,0.02,3,0.5,10000,20260908,1870,-0.47544434427927584,-0.5056030742169819,-0.44680688762723153,-0.515691010989289,-0.5462637479975201,-0.4864910006287468
2,0.1,0,0.02,4,0.75,10000,20260908,1870,-0.3301020835029853,-0.35503184809472654,-0.30576761710465805,-0.3569331946484829,-0.38200874243232724,-0.33237281707265337
2,0.1,0,0.02,5,1.0,10000,20260908,1870,-0.24964509010595284,-0.2709180053095532,-0.22927680810466777,-0.2697684234668786,-0.2912179295844509,-0.24921901401281885
2,0.1,1,0.03,0,0.1,10000,20260908,1870,-2.222954512264948,-2.3250972087951474,-2.1368371538288824,-2.4241878457362236,-2.528695396596638,-2.335377165552949
2,0.1,1,0.03,1,0.2,10000,20260908,1870,-1.1217519713503104,-1.1761474197589639,-1.0759867668804877,-1.2223686380613474,-1.2780928778431813,-1.1753626919428124
2,0.1,1,0.03,2,0.3,10000,20260908,1870,-0.7673976294094245,-0.807902805058017,-0.7306364627812533,-0.8344754072173922,-0.8756672127870643,-0.7969994367693309
2,0.1,1,0.03,3,0.5,10000,20260908,1870,-0.47641872588812023,-0.5065935153987469,-0.447130804204495,-0.5166653925696264,-0.5470244129812586,-0.48704377731224874
2,0.1,1,0.03,4,0.75,10000,20260908,1870,-0.33200364715196706,-0.35711592644238116,-0.3075118877847,-0.3588347582754521,-0.3842805641698229,-0.33416030425129545
2,0.1,1,0.03,5,1.0,10000,20260908,1870,-0.2505925901913768,-0.27173895136289916,-0.23021657307943813,-0.2707159235348957,-0.29204762431204545,-0.2502447536210952
2,0.1,2,0.05,0,0.1,10000,20260908,1870,-2.2196979666910623,-2.3216325110413165,-2.133357018255896,-2.420931300164218,-2.526276250631945,-2.332324570193457
2,0.1,2,0.05,1,0.2,10000,20260908,1870,-1.1197628721749677,-1.1749562735240864,-1.072822039271012,-1.220379538903167,-1.2769941045061954,-1.172204887946936
2,0.1,2,0.05,2,0.3,10000,20260908,1870,-0.7685951500255745,-0.8091718460188199,-0.7306532873052008,-0.8356729278365611,-0.8770238119033216,-0.7971585191724633
2,0.1,2,0.05,3,0.5,10000,20260908,1870,-0.47672184492364456,-0.5087963287700885,-0.44682826191507896,-0.5169685116048498,-0.5494438305431629,-0.48689606980317335
2,0.1,2,0.05,4,0.75,10000,20260908,1870,-0.33227392967197716,-0.3584468883241998,-0.30663728427476733,-0.35910504079246947,-0.3855008710002987,-0.33323418684792766
2,0.1,2,0.05,5,1.0,10000,20260908,1870,-0.25010490673645797,-0.2721806029133625,-0.22902330850468466,-0.2702282400760304,-0.292460078539584,-0.249032310963526
2,0.1,3,0.075,0,0.1,10000,20260908,1870,-2.218617983174463,-2.320780108770389,-2.133348826222466,-2.4198513166591025,-2.5244020549339545,-2.3318574545308643
2,0.1,3,0.075,1,0.2,10000,20260908,1870,-1.1175638133035206,-1.1704915122744364,-1.0684518057779517,-1.2181804800387712,-1.2724707090235114,-1.1680158655660726
2,0.1,3,0.075,2,0.3,10000,20260908,1870,-0.7637509161842531,-0.8045418190754609,-0.7246079456540269,-0.8308286939970772,-0.8722174882258888,-0.7908233514604761
2,0.1,3,0.075,3,0.5,10000,20260908,1870,-0.47319388607351515,-0.5049326398225156,-0.4428589485962258,-0.5134405527675278,-0.5455970430831284,-0.48275250937396813
2,0.1,3,0.075,4,0.75,10000,20260908,1870,-0.33142489394218666,-0.35796017270788594,-0.30564645617319997,-0.35825600507233996,-0.3849732521382519,-0.3322814436528378
2,0.1,3,0.075,5,1.0,10000,20260908,1870,-0.24972768338761103,-0.27188039849972273,-0.22788658733772826,-0.26985101673878226,-0.2921804057829735,-0.24792740395826016
2,0.1,4,0.1,0,0.1,10000,20260908,1870,-2.2174264872493854,-2.3200129340271034,-2.1304669444586524,-2.418659820723602,-2.523875078232906,-2.3285163764293926
2,0.1,4,0.1,1,0.2,10000,20260908,1870,-1.1121056963885452,-1.1661314162899512,-1.0631802240083403,-1.2127223631123827,-1.268063725815174,-1.1625336508619364
2,0.1,4,0.1,2,0.3,10000,20260908,1870,-0.7626629459616394,-0.8048119858091122,-0.722854194787582,-0.829740723781899,-0.8726273918104612,-0.7893442696768962
2,0.1,4,0.1,3,0.5,10000,20260908,1870,-0.47624362496500655,-0.5086731329627762,-0.4446455457501908,-0.516490291659281,-0.5492983624234794,-0.48442040299959155
2,0.1,4,0.1,4,0.75,10000,20260908,1870,-0.33258454521569075,-0.3598956239813746,-0.30627382989981183,-0.35941565634983413,-0.3869275441710578,-0.3330056144507933
2,0.1,4,0.1,5,1.0,10000,20260908,1870,-0.24959259351524696,-0.2729508606493924,-0.22697490366124606,-0.2697159268696608,-0.29308248389483216,-0.2470194555068979
2,0.1,5,0.15,0,0.1,10000,20260908,1870,-2.214549420085261,-2.3177895277479283,-2.127304532770929,-2.415782753565196,-2.5218084754496393,-2.325573431059321
2,0.1,5,0.15,1,0.2,10000,20260908,1870,-1.1128959515863341,-1.1675393942819157,-1.0644714688201615,-1.2135126183223233,-1.269203534686419,-1.1638843959112928
2,0.1,5,0.15,2,0.3,10000,20260908,1870,-0.7594161650421543,-0.8029989490653802,-0.7171929880970294,-0.8264939428639995,-0.8706584789735171,-0.7836160612836939
2,0.1,5,0.15,3,0.5,10000,20260908,1870,-0.47087498960297824,-0.5063544733519421,-0.43644765606043673,-0.5111216562848018,-0.5469570775315057,-0.47640923573266647
2,0.1,5,0.15,4,0.75,10000,20260908,1870,-0.32764122447217237,-0.3562206283670867,-0.29994100442387506,-0.3544723355907121,-0.383033189200381,-0.326517645258192
2,0.1,5,0.15,5,1.0,10000,20260908,1870,-0.24703687328578655,-0.2702490893675731,-0.22382733323240553,-0.26716020662440915,-0.2904280273965791,-0.2438287894418239
