bucket_type,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
DISCOUNT_RECLAIM,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0,4.08
EXPANSION_PULLBACK,65,33,32,50.76923076923077,0.15485166153846153,1.3645923938625615,10.065358,1.1415912424242427,-0.8627235312500002,11.399999999999999
