entry_time,exit_time,month,bucket_type,entry_open_positions_after,exit_reason,sl_mode,tp_mode,r,net_money,holding_seconds,risk_money,risk_percent_of_equity,risk_distance_pips,risk_distance_atr,reward_distance_atr,spread_to_risk,spread_to_reward,spread_atr,atr_ratio,range_position,body_atr,wick_atr,ema_deviation_atr,recent_range_atr,distance_recent_high_atr,distance_recent_low_atr,pullback_depth_atr,breakout_acceptance_atr,up_pressure,down_pressure,candidate_score
2025.01.02 17:59:00,2025.01.02 18:03:23,202501,EXPANSION_PULLBACK,1,TP,HYBRID,FIXED_R,1.35,1.08,263,0.8,0.8,12.554999999999794,0.9,1.215,0.12743926722414492,0.0943994572030703,0.11469534050173043,1.4029038601406028,0.8092105263158147,0.2795698924730316,0.1863799283152865,0.7024451854987145,3.9641577060934394,0.43727598566314013,3.526881720430299,0.6379928315412193,-0.10752688172033407,0.6445066480056048,0.3554933519943952,8.689999999999998
2025.02.03 02:17:00,2025.02.03 02:39:17,202502,EXPANSION_PULLBACK,1,TP,HYBRID,FIXED_R,1.351064,1.27,1337,0.94,0.9299564701226751,14.612142857142931,0.9000000000000001,1.2150000000000003,0.11634159456417925,0.08617895893642906,0.10470743510776133,1.7628696073679322,0.8987043580683028,0.2155741311042454,0.14782226132864543,0.811520441221923,4.225252969643665,0.5296964364277045,3.6955565332159606,0.8191816981962725,-0.18477782666080678,0.7584869059165852,0.24151309408341481,8.3775
2025.02.03 02:47:00,2025.02.03 02:57:32,202502,EXPANSION_PULLBACK,2,SL,HYBRID,FIXED_R,-1.016393,-1.24,632,1.22,1.179769848177159,19.0039999999982,1.1658895705520236,1.573950920245232,0.09997895179965932,0.07405848281456244,0.11656441717794626,1.6709838631433696,0.9693308550185992,0.09202453987721586,0.2515337423312659,1.3754040485245143,4.269938650306687,0.20245398772997952,4.067484662576708,0.45398773006124543,-0.12883435582813707,0.7141577060931966,0.2858422939068034,7.812500000000001
2025.02.03 02:25:00,2025.02.03 03:04:10,202502,EXPANSION_PULLBACK,2,TP,HYBRID,FIXED_R,1.338583,1.7,2350,1.27,1.2504923198109492,19.652571428571264,1.2551824817518014,1.694496350364932,0.08141428239120935,0.060306875845340245,0.10218978102184012,1.6702065852009456,0.9221052631578832,0.2746350364963882,0.21076642335757928,1.180555402430885,5.026459854014585,0.4726277372263509,4.553832116788235,0.6833941605839302,-0.4726277372263509,0.7863554757630173,0.2136445242369826,7.7275
2025.02.03 03:30:00,2025.02.03 03:41:18,202502,EXPANSION_PULLBACK,2,SL,HYBRID,FIXED_R,-1.0,-0.77,678,0.77,0.746340990598042,12.014999999999914,0.9,1.215,0.1331668747398356,0.09864212943691526,0.11985018726585205,1.2902446390818336,0.914359861591705,0.11235955056169637,0.007490636704155671,0.4833976535831951,3.985018726591869,0.7415730337077922,3.243445692884077,0.913857677902521,-0.37453183520586747,0.6857142857142864,0.31428571428571356,8.715
2025.02.03 03:02:00,2025.02.03 03:47:00,202502,EXPANSION_PULLBACK,2,TIMEOUT,HYBRID,FIXED_R,-0.033333,-0.03,2700,0.9,0.8848687444695704,14.00142857142902,0.9,1.215,0.12855831037649296,0.09522837805666144,0.11570247933884366,1.5528166189878294,0.9042750929368207,0.2828282828283454,0.43709825528013696,0.6454006810301253,4.473829201101772,0.6620752984387864,3.8117539026629856,0.9834710743800797,-0.07713498622589578,0.6514598540145952,0.3485401459854049,8.515
2025.02.27 17:23:00,2025.02.27 17:30:39,202502,EXPANSION_PULLBACK,1,SL,HYBRID,FIXED_R,-1.0,-1.22,459,1.22,1.1959611802764434,18.237142857145727,1.2830150753771437,1.732070351759144,0.08224972583431532,0.06092572284023356,0.10552763819106346,1.5305484785847896,0.6922110552764089,0.3869346733668994,0.02814070351752361,0.7942604592257815,4.22110552763834,1.7236180904521703,2.497487437186169,0.5135678391958557,0.17587939698497246,0.5659863945578302,0.4340136054421698,8.3675
2025.02.27 17:33:00,2025.02.27 17:53:39,202502,EXPANSION_PULLBACK,1,TP,HYBRID,FIXED_R,1.351648,1.23,1239,0.91,0.9028673479511856,13.594285714285093,0.9106220095693776,1.2293397129186598,0.1103404791928429,0.08173368829099473,0.1004784688994347,1.5804448309434151,0.6105527638191246,0.328229665071639,0.08038277511962391,0.195535780674977,4.019138755981005,2.0765550239233637,1.9425837320576413,1.654545454545624,0.06028708133962274,0.5399853264856974,0.4600146735143026,8.219999999999999
2025.02.27 17:54:00,2025.02.27 18:04:59,202502,EXPANSION_PULLBACK,2,SL,HYBRID,FIXED_R,-1.017391,-1.17,659,1.15,1.1218417715344842,17.24399999999946,1.1089389067524305,1.4970675241157814,0.08698677800966613,0.06443465037753046,0.09646302250795552,1.591330647003431,0.8015075376884566,0.4244372990354064,0.16077170417992587,0.7966807653767288,3.8585209003216936,1.0160771704179723,2.8424437299037213,0.9967845659162715,-0.07073954983920394,0.5738423028785972,0.4261576971214029,8.875
2025.02.27 17:47:00,2025.02.27 18:17:39,202502,EXPANSION_PULLBACK,2,TP,HYBRID,FIXED_R,1.362637,1.24,1839,0.91,0.9002770083102494,13.705714285713505,0.9,1.215,0.10944340212623566,0.08106918676017455,0.09849906191361209,1.5719960552631365,0.7148241206030431,0.4136960600374694,0.08536585365857578,0.4959832851452091,3.9399624765480294,1.490619136960524,2.4493433395875055,0.7288930581613267,-0.2889305816134114,0.5580791693705405,0.4419208306294595,9.067499999999999
