spread_to_risk,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
0.04-0.06,1,1,0,100.0,0.740933,inf,0.740933,0.740933,0.0,1.43
0.06-0.08,14,8,6,57.14285714285714,0.24353371428571435,1.9025688811707153,3.409472000000001,0.898374,-0.6295866666666666,5.050000000000001
0.08-0.10,12,5,7,41.66666666666667,-0.11072641666666665,0.813061971126344,-1.3287169999999997,1.1558154000000003,-1.0153991428571427,-0.35999999999999965
0.10+,42,22,20,52.38095238095239,0.23156754761904758,1.5488051776116458,9.725836999999999,1.2476216363636363,-0.8860919500000002,9.360000000000001
