entry_open_positions_after,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
1,42,24,18,57.14285714285714,0.2733444761904762,1.740575735457521,11.480468,1.1242730416666669,-0.8612269444444444,15.420000000000002
2,27,12,15,44.44444444444444,0.03952062962962964,1.081423232599785,1.0670570000000004,1.1810104166666666,-0.8736712,0.05999999999999961
