spread_atr,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
0.05-0.08,4,3,1,75.0,0.511175,16.641949525317667,2.0447,0.7251396666666667,-0.130719,3.14
0.08-0.10,10,1,9,10.0,-0.7059469999999999,0.16179288626943353,-7.059469999999999,1.362637,-0.9357896666666667,-8.52
0.10-0.12,55,32,23,58.18181818181818,0.31931445454545454,1.8757359446667052,17.562295,1.1755194375000002,-0.8719272608695651,20.86
