sl_mode,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
HYBRID,69,36,33,52.17391304347826,0.1818481884057971,1.4386149506034385,12.547525,1.1431855000000004,-0.8668834242424244,15.48
