episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,anchor_msc,anchor_processing_msc,anchor_bid,anchor_ask,anchor_mid,initial_shock,severity,pre_m1_rms,pre_m1_count,pre_vol_status,step15d_path_class,sr_clean_001,sr_rev_001,repeat_count,same_direction_repeats,opposite_direction_repeats,max_repeat_severity,last_shock_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_count,first_origin_recross_msc,realized_volatility,quote_count,average_spread,fallback_count,duplicate_same_msc,drops,capacity_losses,future_reads,backdates,episode_status,validation_status,schema_version
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_124","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744104913750_11416","4656","USDCAD","SHORT","1744104913750","1744104914662","1.4171400000","1.4173700000","1.4172550000","0.0000700000","2.2237518193","0.000125980034","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","6","4","2","2.7009978530","1744105621500","0.0022250000","0.0000300000","844370","5551","6","1744104918685","0.000600881364","1207","0.0002339022","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_AUDUSD_mh_77","ts15o_cross_fx_lead_lag_202504_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1744105117250_11421","4658","AUDUSD","LONG","1744105117250","1744105117449","0.6059500000","0.6061600000","0.6060550000","0.0000700000","2.2015279587","0.000450732190","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","0","1","2.5142328011","1744105442250","0.0005600000","0.0003700000","285428","566456","11","1744105118650","0.001234769088","1443","0.0002100000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_192","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1744105172000_11422","4659","USDJPY","SHORT","1744105172000","1744105172930","147.2590000000","147.2760000000","147.2675000000","0.0250000000","2.3732505957","0.000261455352","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","2","2","0","3.7138576271","1744105891750","0.0255000000","0.1960000000","895975","447025","12","1744105172729","0.000797284429","1592","0.0176677136","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_85","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744105196250_11423","4660","EURUSD","LONG","1744105196250","1744105196548","1.0985400000","1.0987200000","1.0986300000","0.0000200000","2.1344552905","0.000184518456","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","2","1","1","2.1347439065","1744106081250","0.0005900000","0.0005300000","256289","56810","11","1744105209821","0.000904380539","1411","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_145","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744105607500_11425","4662","GBPUSD","SHORT","1744105607500","1744105607660","1.2786900000","1.2788900000","1.2787900000","0.0000000000","2.2638021486","0.000131680268","10","AVAILABLE","CLEAN_CONTINUATION","true","false","5","4","1","2.8344704901","1744106425500","0.0012200000","0.0003200000","891702","196133","31","1744105607961","0.000728545058","1676","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_117","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744105686500_11429","4665","USDCHF","SHORT","1744105686500","1744105686712","0.8549100000","0.8551600000","0.8550350000","0.0000150000","2.6402082324","0.000150530763","10","AVAILABLE","CLEAN_CONTINUATION","true","false","2","1","1","2.7745721583","1744106545000","0.0006450000","0.0003850000","305451","689778","17","1744105688403","0.000976139833","1236","0.0002570874","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_193","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1744106171250_11436","4669","USDJPY","SHORT","1744106171250","1744106171732","147.2500000000","147.2700000000","147.2600000000","0.0410000000","3.1916930384","0.000264735280","10","AVAILABLE","PULLBACK_CONTINUATION","false","false","10","7","3","4.1352683997","1744106806000","0.2090000000","0.0505000000","762615","198151","37","1744106177184","0.001105755009","2229","0.0201731718","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_86","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744106281750_11438","4670","EURUSD","LONG","1744106281750","1744106282020","1.0979200000","1.0981000000","1.0980100000","0.0000100000","4.3583984187","0.000212544533","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","4","4","0","3.4294475014","1744106442250","0.0001700000","0.0011900000","7709","870019","1","1744106293782","0.000960101728","1786","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_125","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1744106523250_11454","4676","USDCAD","LONG","1744106523250","1744106524444","1.4166200000","1.4168700000","1.4167450000","0.0001550000","1.2910709773","0.000195551638","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","6","6","0","2.2312043623","1744107374500","0.0000100000","0.0010500000","648218","775258","2","1744107171468","0.000664630089","1858","0.0002330140","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_AUDUSD_mh_78","ts15o_cross_fx_lead_lag_202504_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1744106571000_11458","4679","AUDUSD","LONG","1744106571000","1744106571286","0.6061800000","0.6063900000","0.6062850000","0.0001000000","3.0466055088","0.000312603535","10","AVAILABLE","CLEAN_CONTINUATION","true","false","4","3","1","2.7296178016","1744106706500","0.0011100000","0.0002900000","723768","459934","10","1744106721596","0.001451978154","1699","0.0002100000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_118","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1744106713000_11465","4683","USDCHF","SHORT","1744106713000","1744106714374","0.8550300000","0.8552800000","0.8551550000","0.0001700000","2.1592001949","0.000298307454","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","3","3","0","3.2088480690","1744106907000","0.0007450000","0.0006800000","250293","897487","17","1744106713953","0.001009259187","1373","0.0002461908","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_146","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744106943500_11472","4689","GBPUSD","SHORT","1744106943500","1744106943717","1.2778300000","1.2780300000","1.2779300000","0.0000100000","2.9335876064","0.000283775815","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","10","8","2","3.0417950660","1744107791750","0.0011700000","0.0003700000","704851","402333","20","1744106944890","0.000859860952","1925","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_194","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744107211000_11479","4693","USDJPY","SHORT","1744107211000","1744107211378","147.1450000000","147.1640000000","147.1545000000","0.0110000000","3.3113609943","0.000370009041","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","6","4","2","4.1752277991","1744107913000","0.1100000000","0.0820000000","359247","810978","33","1744107214911","0.001196909206","2301","0.0194550196","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_87","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744107374000_11481","4695","EURUSD","SHORT","1744107374000","1744107374270","1.0977100000","1.0978900000","1.0978000000","0.0000100000","2.1545655370","0.000252159457","10","AVAILABLE","PULLBACK_CONTINUATION","false","false","6","0","6","2.9151098418","1744108254000","0.0023100000","0.0000000000","719282","0","0","","0.001121600172","1981","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_126","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744107587750_11491","4698","USDCAD","LONG","1744107587750","1744107588970","1.4166200000","1.4168600000","1.4167400000","0.0000200000","2.1688607653","0.000234309513","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","1","0","1.8417772910","1744108205500","0.0008750000","0.0001050000","898883","215457","16","1744107715028","0.000652950177","1625","0.0002343815","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_AUDUSD_mh_79","ts15o_cross_fx_lead_lag_202504_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1744107791750_11494","4700","AUDUSD","LONG","1744107791750","1744107792157","0.6063600000","0.6065700000","0.6064650000","0.0000100000","2.6336425399","0.000561314984","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","0","1","3.3682226327","1744108624250","0.0010200000","0.0009900000","573372","866277","21","1744107794250","0.001491224493","1647","0.0002100000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_119","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744107862000_11497","4702","USDCHF","LONG","1744107862000","1744107862223","0.8566400000","0.8568900000","0.8567650000","0.0002350000","3.6592746868","0.000234390001","10","AVAILABLE","PULLBACK_CONTINUATION","false","false","14","10","4","6.1398825792","1744108753500","0.0015900000","0.0000400000","843187","2153","5","1744107864939","0.001395970100","1450","0.0002483655","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_147","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744108222500_11507","4707","GBPUSD","SHORT","1744108222500","1744108223073","1.2775800000","1.2777800000","1.2776800000","0.0000100000","2.8154723734","0.000191464004","10","AVAILABLE","CLEAN_CONTINUATION","true","false","7","7","0","3.4700483616","1744108684500","0.0020200000","0.0007000000","891092","210886","27","1744108225387","0.000877837277","1980","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_127","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744108613500_11520","4713","USDCAD","LONG","1744108613500","1744108613954","1.4182900000","1.4185400000","1.4184150000","0.0000100000","1.9159667179","0.000118851267","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","2","2","0","1.9166331848","1744108896500","0.0003400000","0.0003900000","679514","453477","37","1744108616810","0.000629060659","1486","0.0002326918","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_195","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744108625750_11526","4714","USDJPY","SHORT","1744108625750","1744108626735","147.0080000000","147.0250000000","147.0165000000","0.0020000000","3.7547274041","0.000299183157","10","AVAILABLE","CLEAN_CONTINUATION","true","false","17","9","8","5.2957635246","1744109521750","0.0490000000","0.1580000000","164457","579375","54","1744108630861","0.001086288376","2135","0.0181789227","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_88","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744109053000_11547","4723","EURUSD","SHORT","1744109053000","1744109053600","1.0948300000","1.0950100000","1.0949200000","0.0000200000","2.1692508767","0.000254111706","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","3","0","2.4174726681","1744109884750","0.0027500000","0.0002200000","890355","8040","1","1744109080341","0.001120836982","1857","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_120","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744109053500_11548","4723","USDCHF","LONG","1744109053500","1744109053802","0.8576700000","0.8579500000","0.8578100000","0.0000250000","3.4259096625","0.000171910290","10","AVAILABLE","CLEAN_CONTINUATION","true","false","10","7","3","4.3873617458","1744109859750","0.0022100000","0.0001900000","885941","314032","8","1744109057192","0.001290087678","1440","0.0002655069","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_148","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744109625500_11563","4733","GBPUSD","LONG","1744109625500","1744109626780","1.2762600000","1.2764600000","1.2763600000","0.0000200000","3.2691907109","0.000165732742","10","AVAILABLE","CLEAN_CONTINUATION","true","false","4","1","3","2.6332847069","1744109999250","0.0003600000","0.0017900000","69750","720671","8","1744109627593","0.000903467676","1936","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_128","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744109865750_11571","4737","USDCAD","LONG","1744109865750","1744109866229","1.4183400000","1.4185900000","1.4184650000","0.0000900000","3.1879203524","0.000113874765","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","9","7","2","2.5501744584","1744110307500","0.0008250000","0.0009400000","116343","752592","14","1744109866728","0.000689537209","1591","0.0002339912","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_AUDUSD_mh_80","ts15o_cross_fx_lead_lag_202504_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1744110028750_11579","4742","AUDUSD","LONG","1744110028750","1744110029169","0.6046300000","0.6048400000","0.6047350000","0.0000800000","2.3215017416","0.000348918690","10","AVAILABLE","CLEAN_CONTINUATION","true","false","0","0","0","0.0000000000","1744110028750","0.0009200000","0.0002600000","512681","74947","19","1744110029009","0.001368569381","1327","0.0002100000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_89","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744110041750_11582","4744","EURUSD","LONG","1744110041750","1744110042906","1.0925500000","1.0927300000","1.0926400000","0.0000000000","2.4222154771","0.000372919546","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","0","0","0","0.0000000000","1744110041750","0.0016900000","0.0001400000","868842","4864","3","1744110054357","0.000905827159","1619","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_121","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744110041750_11583","4744","USDCHF","SHORT","1744110041750","1744110042906","0.8596500000","0.8599100000","0.8597800000","0.0000300000","2.4530735389","0.000322839326","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","0","0","0","0.0000000000","1744110041750","0.0014000000","0.0001500000","766364","17445","10","1744110046626","0.000876969605","1225","0.0002395510","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_149","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744110876250_11586","4746","GBPUSD","SHORT","1744110876250","1744110876774","1.2750600000","1.2752600000","1.2751600000","0.0000300000","2.5063495775","0.000227398143","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","3","1","2","2.8261994383","1744111372250","0.0000800000","0.0016700000","65676","845019","9","1744110906255","0.000759928267","1525","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_196","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744110902750_11587","4747","USDJPY","SHORT","1744110902750","1744110903652","147.0860000000","147.1020000000","147.0940000000","0.0140000000","3.1430898078","0.000212070264","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","7","6","1","3.8231036838","1744111341750","0.0715000000","0.0665000000","593396","400863","46","1744110908649","0.000974838717","2057","0.0176791444","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_122","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744111647750_11598","4754","USDCHF","SHORT","1744111647750","1744111648978","0.8590100000","0.8592800000","0.8591450000","0.0001250000","2.9674935815","0.000181927960","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","0","0","0","0.0000000000","1744111647750","0.0000000000","0.0007350000","0","494759","0","","0.000775101920","1106","0.0002487613","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_129","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744111888500_11600","4756","USDCAD","SHORT","1744111888500","1744111889520","1.4172300000","1.4174800000","1.4173550000","0.0000250000","1.9194425944","0.000151300152","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","1","2","2.1604981005","1744112763250","0.0000400000","0.0007600000","50047","472115","23","1744111889668","0.000569344978","1307","0.0002331293","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_150","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744111939000_11601","4757","GBPUSD","LONG","1744111939000","1744111939140","1.2767000000","1.2769000000","1.2768000000","0.0000200000","3.2568274342","0.000192797906","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","2","1","2.8150583880","1744112731000","0.0000700000","0.0008500000","103998","548532","2","1744112040185","0.000738980971","1239","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_197","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744112006250_11603","4758","USDJPY","LONG","1744112006250","1744112006699","147.1850000000","147.2010000000","147.1930000000","0.0010000000","3.3952483816","0.000225077920","10","AVAILABLE","CLEAN_CONTINUATION","true","false","6","6","0","4.9131082314","1744112890750","0.1440000000","0.0140000000","424129","171668","27","1744112006701","0.000849622137","1641","0.0165514930","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_AUDUSD_mh_81","ts15o_cross_fx_lead_lag_202504_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1744112461500_11605","4760","AUDUSD","SHORT","1744112461500","1744112461905","0.6056500000","0.6058600000","0.6057550000","0.0000100000","3.6788800940","0.000345668871","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","1","1","0","2.7463221902","1744112461750","0.0001200000","0.0009300000","1756","876118","7","1744112494319","0.001240597742","1026","0.0002100000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_151","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744113091500_11617","4767","GBPUSD","LONG","1744113091500","1744113091919","1.2761800000","1.2763800000","1.2762800000","0.0000700000","3.0331421840","0.000167528774","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","7","0","7","4.0118517795","1744113728750","0.0000000000","0.0026100000","0","759669","0","","0.000818485270","1606","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_90","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744113133250_11618","4768","EURUSD","SHORT","1744113133250","1744113134088","1.0939600000","1.0941400000","1.0940500000","0.0000000000","1.9101042383","0.000199693214","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","3","0","6.1473502699","1744113157750","0.0012800000","0.0001500000","815250","204255","20","1744113135325","0.001001093303","1652","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_123","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744113157750_11621","4769","USDCHF","LONG","1744113157750","1744113158010","0.8597600000","0.8600300000","0.8598950000","0.0000400000","2.8650575447","0.000191007956","10","AVAILABLE","CLEAN_CONTINUATION","true","false","3","2","1","3.4748587569","1744113531750","0.0002000000","0.0008650000","81842","240391","5","1744113242623","0.000864197836","1171","0.0002514688","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_198","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744113286750_11629","4772","USDJPY","LONG","1744113286750","1744113287130","147.3720000000","147.3890000000","147.3805000000","0.0010000000","3.1267683108","0.000196988417","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","6","1","5","5.0833615754","1744113973000","0.1185000000","0.0515000000","611526","50243","29","1744113296374","0.000935519672","1743","0.0189127940","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCAD_mh_130","ts15o_cross_fx_lead_lag_202504_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1744113351500_11630","4773","USDCAD","LONG","1744113351500","1744113351799","1.4176700000","1.4179100000","1.4177900000","0.0000100000","2.3973168192","0.000121383405","10","AVAILABLE","DEAD_OR_TIMEOUT","false","false","4","3","1","2.0765846224","1744113501500","0.0012350000","0.0003550000","883924","94717","26","1744113362739","0.000615266013","1573","0.0002333884","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_91","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1744114281250_11646","4784","EURUSD","SHORT","1744114281250","1744114282375","1.0920900000","1.0922700000","1.0921800000","0.0000300000","4.5806740013","0.000202626099","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","3","3","0","4.5004327087","1744114355500","0.0009700000","0.0009100000","838216","262690","30","1744114282375","0.000976278299","1597","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_152","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744114355250_11649","4785","GBPUSD","SHORT","1744114355250","1744114355869","1.2729600000","1.2731600000","1.2730600000","0.0000100000","4.0251024552","0.000233906440","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","4","2","2","3.5956981829","1744115182500","0.0005400000","0.0009400000","758612","194936","27","1744114358586","0.000814000212","1671","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_199","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744114735500_11652","4786","USDJPY","LONG","1744114735500","1744114735883","147.3110000000","147.3270000000","147.3190000000","0.0000000000","3.3795757484","0.000296057376","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","1","0","3.9783422792","1744115389000","0.1310000000","0.0590000000","739596","51159","17","1744114834402","0.000902832214","1629","0.0177188459","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_153","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1744115725500_11657","4790","GBPUSD","LONG","1744115725500","1744115727138","1.2727200000","1.2729200000","1.2728200000","0.0000100000","3.6031482806","0.000106048922","10","AVAILABLE","CLEAN_CONTINUATION","true","false","1","0","1","2.7228369322","1744116358250","0.0020600000","0.0000700000","894897","167918","8","1744115892311","0.000767188433","1540","0.0002000000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_200","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1744115870000_11658","4791","USDJPY","LONG","1744115870000","1744115870746","147.4300000000","147.4460000000","147.4380000000","0.0010000000","5.6667351164","0.000283375385","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","1","1","0","4.3470083578","1744115870250","0.0585000000","0.2045000000","90182","879388","8","1744115875527","0.000867854154","1741","0.0171516370","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_124","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1744116369750_11661","4793","USDCHF","LONG","1744116369750","1744116370643","0.8579800000","0.8582400000","0.8581100000","0.0000150000","2.9375129192","0.000213945156","10","AVAILABLE","FAILED_SHOCK_REVERSAL","false","true","0","0","0","0.0000000000","1744116369750","0.0003550000","0.0008300000","152174","865867","5","1744116374978","0.000743593585","1042","0.0002482342","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
"ts15o_cross_fx_lead_lag_202504_EURUSD_mh_92","ts15o_cross_fx_lead_lag_202504_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1744116634500_11662","4794","EURUSD","LONG","1744116634500","1744116634833","1.0926800000","1.0928600000","1.0927700000","0.0002700000","3.2397678316","0.000206092438","10","AVAILABLE","PULLBACK_CONTINUATION","false","false","0","0","0","0.0000000000","1744116634500","0.0002000000","0.0013100000","314364","815114","36","1744116637190","0.000806939014","1337","0.0001800000","0","0","0","0","0","0","COMPLETE_900S","VALID","tickshock-medium-horizon-response-v1"
