episode_id,event_id,market_cluster_id,symbol,shock_direction,target_usd_sign,t0_msc,t0_quote_msc,t0_processing_msc,atr14_m5,atr_source_msc,status,status_reason,target_usd_return_atr_1s,valid_cross_symbols_1s,usd_breadth_count_1s,usd_breadth_1s,usd_consensus_median_1s,shock_aligned_usd_consensus_1s,target_residual_1s,shock_aligned_target_residual_1s,target_usd_return_atr_3s,valid_cross_symbols_3s,usd_breadth_count_3s,usd_breadth_3s,usd_consensus_median_3s,shock_aligned_usd_consensus_3s,target_residual_3s,shock_aligned_target_residual_3s,target_usd_return_atr_5s,valid_cross_symbols_5s,usd_breadth_count_5s,usd_breadth_5s,usd_consensus_median_5s,shock_aligned_usd_consensus_5s,target_residual_5s,shock_aligned_target_residual_5s,target_usd_return_atr_10s,valid_cross_symbols_10s,usd_breadth_count_10s,usd_breadth_10s,usd_consensus_median_10s,shock_aligned_usd_consensus_10s,target_residual_10s,shock_aligned_target_residual_10s,median_cross_quote_age_ms,max_cross_quote_age_ms,num_prior_cross_fx_movers,first_cross_fx_lead_ms,median_cross_fx_lead_ms,target_leader_rank,target_lead_bucket,h1,h2,h3,h4,future_sources,feature_spec_sha256,schema_version
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_1","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743532556250_1","1","USDJPY","SHORT","-1","1743532556468","1743532555856","1743532556468","0.112969012754","1743532500000","TARGET_STALE","TARGET_QUOTE_AGE","-0.239003593480","3","3","1.000000000000","-0.127893015812","0.127893015812","-0.111110577667","0.111110577667","-0.256707563367","3","3","1.000000000000","-0.095919761859","0.095919761859","-0.160787801507","0.160787801507","-0.247855578423","3","3","1.000000000000","-0.095919761859","0.095919761859","-0.151935816564","0.151935816564","-0.239003593480","3","3","1.000000000000","-0.111906388836","0.111906388836","-0.127097204644","0.127097204644","276","409","4","8334","750","5","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_2","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743534630250_16","9","USDJPY","LONG","1","1743534630743","1743534630243","1743534630743","0.105423472699","1743534600000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","0.322508822084","2","2","1.000000000000","0.092039368510","0.092039368510","0.230469453574","0.230469453574","0.331994375675","2","1","0.500000000000","0.043169772763","0.043169772763","0.288824602912","0.288824602912","0.331994375675","2","1","0.500000000000","0.057559697017","0.057559697017","0.274434678658","0.274434678658","0.303537714903","2","1","0.500000000000","0.026499919315","0.026499919315","0.277037795588","0.277037795588","424","500","4","9858","9849","5","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_3","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743537003750_29","16","USDJPY","LONG","1","1743537005420","1743537003745","1743537005420","0.100565315975","1743537000000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.208819509952","0","0","","","","","","0.178988151388","0","0","","","","","","0.248594654705","0","0","","","","","","0","0","2","9757","6704","3","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_4","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743608748750_31","17","USDJPY","LONG","1","1743608749830","1743608748531","1743608749830","0.071309870557","1743608700000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.252419473762","0","0","","","","","","0.154256345077","0","0","","","","","","0.224372865566","0","0","","","","","","0","0","3","7132","7036","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_5","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743611641000_35","20","USDJPY","LONG","1","1743611641378","1743611640889","1743611641378","0.062623154649","1743611400000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","0.319370688238","1","0","0.000000000000","-0.103016532137","-0.103016532137","0.422387220375","0.422387220375","0.415181894709","1","0","0.000000000000","-0.103016532137","-0.103016532137","0.518198426846","0.518198426846","0.495024566769","1","0","0.000000000000","-0.103016532137","-0.103016532137","0.598041098906","0.598041098906","0.550914437210","1","0","0.000000000000","-0.171694220228","-0.171694220228","0.722608657438","0.722608657438","378","378","3","9987","9545","4","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_6","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743612672750_39","23","USDJPY","SHORT","-1","1743612673422","1743612672608","1743612673422","0.074745454689","1743612600000","TARGET_STALE","TARGET_QUOTE_AGE","-0.173923619224","0","0","","","","","","-0.214059839045","0","0","","","","","","-0.187302359164","0","0","","","","","","0.000000000000","0","0","","","","","","0","0","5","9957","9658","3","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_7","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743613832250_46","27","USDJPY","SHORT","-1","1743613832623","1743613832138","1743613832623","0.083675145998","1743613800000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","-0.292799011077","3","0","0.000000000000","0.150580091949","-0.150580091949","-0.443379103025","0.443379103025","-0.292799011077","3","0","0.000000000000","0.150580091949","-0.150580091949","-0.443379103025","0.443379103025","-0.364504891341","3","1","0.333333333333","0.166430627943","-0.166430627943","-0.530935519284","0.530935519284","-0.376455871384","3","1","0.333333333333","0.118201962630","-0.118201962630","-0.494657834015","0.494657834015","325","348","3","9138","2057","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_8","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743615070000_47","28","USDJPY","SHORT","-1","1743615072942","1743615069816","1743615072942","0.086541715327","1743615000000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.000000000000","0","0","","","","","","-0.138661453088","0","0","","","","","","0.005777560546","0","0","","","","","","0","0","3","9872","9757","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_9","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743616261500_57","35","USDJPY","LONG","1","1743616261723","1743616261138","1743616261723","0.092816319626","1743616200000","TARGET_STALE","TARGET_QUOTE_AGE","0.161609510703","4","1","0.250000000000","-0.029232000338","-0.029232000338","0.190841511041","0.190841511041","0.150835543323","4","1","0.250000000000","-0.093949083791","-0.093949083791","0.244784627114","0.244784627114","0.140061575943","4","1","0.250000000000","-0.105533065087","-0.105533065087","0.245594641029","0.245594641029","0.150835543323","4","1","0.250000000000","-0.055481202989","-0.055481202989","0.206316746312","0.206316746312","337","480","2","8426","7753","3","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_10","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743617402000_70","45","USDJPY","LONG","1","1743617402441","1743617401905","1743617402441","0.101302707732","1743617400000","TARGET_STALE","TARGET_QUOTE_AGE","0.187556684567","2","2","1.000000000000","0.032013952822","0.032013952822","0.155542731745","0.155542731745","0.177685280117","2","1","0.500000000000","0.018367172111","0.018367172111","0.159318108005","0.159318108005","0.177685280117","2","2","1.000000000000","0.058781764505","0.058781764505","0.118903515612","0.118903515612","0.177685280117","2","1","0.500000000000","0.024664812728","0.024664812728","0.153020467388","0.153020467388","385","407","0","","","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
