episode_id,event_id,market_cluster_id,symbol,shock_direction,target_usd_sign,t0_msc,t0_quote_msc,t0_processing_msc,atr14_m5,atr_source_msc,status,status_reason,target_usd_return_atr_1s,valid_cross_symbols_1s,usd_breadth_count_1s,usd_breadth_1s,usd_consensus_median_1s,shock_aligned_usd_consensus_1s,target_residual_1s,shock_aligned_target_residual_1s,target_usd_return_atr_3s,valid_cross_symbols_3s,usd_breadth_count_3s,usd_breadth_3s,usd_consensus_median_3s,shock_aligned_usd_consensus_3s,target_residual_3s,shock_aligned_target_residual_3s,target_usd_return_atr_5s,valid_cross_symbols_5s,usd_breadth_count_5s,usd_breadth_5s,usd_consensus_median_5s,shock_aligned_usd_consensus_5s,target_residual_5s,shock_aligned_target_residual_5s,target_usd_return_atr_10s,valid_cross_symbols_10s,usd_breadth_count_10s,usd_breadth_10s,usd_consensus_median_10s,shock_aligned_usd_consensus_10s,target_residual_10s,shock_aligned_target_residual_10s,median_cross_quote_age_ms,max_cross_quote_age_ms,num_prior_cross_fx_movers,first_cross_fx_lead_ms,median_cross_fx_lead_ms,target_leader_rank,target_lead_bucket,h1,h2,h3,h4,future_sources,feature_spec_sha256,schema_version
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_1","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743617996000_75","48","GBPUSD","LONG","-1","1743617998870","1743617995500","1743617998870","0.000610036494","1743617700000","TARGET_STALE","TARGET_QUOTE_AGE","-0.000000000000","0","0","","","","","","-0.000000000000","0","0","","","","","","-0.147532157322","0","0","","","","","","-0.131139695397","0","0","","","","","","0","0","3","3118","2982","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_11","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743618976250_84","54","USDJPY","LONG","1","1743618976790","1743618976007","1743618976790","0.096099254284","1743618900000","TARGET_STALE","TARGET_QUOTE_AGE","0.145682712152","1","1","1.000000000000","0.044952247627","0.044952247627","0.100730464526","0.100730464526","0.145682712152","1","1","1.000000000000","0.074920412712","0.074920412712","0.070762299441","0.070762299441","0.114464988120","1","1","1.000000000000","0.074920412712","0.074920412712","0.039544575408","0.039544575408","0.062435448065","1","1","1.000000000000","0.074920412712","0.074920412712","-0.012484964647","-0.012484964647","203","203","1","1308","1308","2","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_2","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743619023500_85","55","GBPUSD","LONG","-1","1743619023869","1743619023287","1743619023869","0.000555948612","1743618900000","TARGET_STALE","TARGET_QUOTE_AGE","-0.215847287859","0","0","","","","","","-0.233834561847","0","0","","","","","","-0.233834561847","0","0","","","","","","-0.287796383812","0","0","","","","","","0","0","5","8334","7438","6","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_3","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743620080000_91","61","GBPUSD","LONG","-1","1743620080153","1743620079884","1743620080153","0.000551821841","1743619800000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","-0.144974326951","2","2","1.000000000000","-0.083046390716","0.083046390716","-0.061927936235","0.061927936235","-0.163096117820","2","2","1.000000000000","-0.173500851902","0.173500851902","0.010404734082","-0.010404734082","-0.108730745213","2","2","1.000000000000","-0.143349364840","0.143349364840","0.034618619627","-0.034618619627","-0.163096117820","2","2","1.000000000000","-0.128429382863","0.128429382863","-0.034666734956","0.034666734956","418","435","4","9753","9499","5","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_12","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743620151750_92","62","USDJPY","LONG","1","1743620152276","1743620151525","1743620152276","0.092043129420","1743620100000","TARGET_STALE","TARGET_QUOTE_AGE","0.184696023561","0","0","","","","","","0.271611799354","0","0","","","","","","0.336798631199","0","0","","","","","","0.304205215277","0","0","","","","","","0","0","0","","","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_4","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743621062750_98","66","GBPUSD","SHORT","1","1743621063329","1743621062729","1743621063329","0.000529641908","1743621000000","TARGET_STALE","TARGET_QUOTE_AGE","0.094403405780","3","2","0.666666666667","0.015788791650","0.015788791650","0.078614614129","0.078614614129","0.151045449247","3","3","1.000000000000","0.205254291454","0.205254291454","-0.054208842207","-0.054208842207","0.132164768091","3","3","1.000000000000","0.205254291454","0.205254291454","-0.073089523363","-0.073089523363","0.075522724624","3","3","1.000000000000","0.146244220516","0.146244220516","-0.070721495892","-0.070721495892","200","300","5","1465","1004","5","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_13","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743621964250_100","68","USDJPY","LONG","1","1743621967461","1743621964145","1743621967461","0.087991295453","1743621900000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.000000000000","0","0","","","","","","0.147741886662","0","0","","","","","","-0.102282844612","0","0","","","","","","0","0","0","","","","NO_CROSSING","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_5","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743622704000_101","69","GBPUSD","SHORT","1","1743622704864","1743622703563","1743622704864","0.000506789809","1743622500000","TARGET_STALE","TARGET_QUOTE_AGE","-0.000000000000","0","0","","","","","","0.236784556020","0","0","","","","","","0.236784556020","0","0","","","","","","0.374908880365","0","0","","","","","","0","0","4","7957","1890","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_14","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743623009750_102","70","USDJPY","LONG","1","1743623015238","1743623009743","1743623015238","0.083800793639","1743622800000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.000000000000","0","0","","","","","","0.000000000000","0","0","","","","","","0.071598367264","0","0","","","","","","0","0","1","8294","8294","","NO_CROSSING","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_15","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743637963000_111","75","USDJPY","LONG","1","1743637963666","1743637962963","1743637963666","0.215028204631","1743637800000","TARGET_STALE","TARGET_QUOTE_AGE","0.123239646843","1","1","1.000000000000","0.045362010249","0.045362010249","0.077877636594","0.077877636594","0.237178188264","1","0","0.000000000000","-0.133698556524","-0.133698556524","0.370876744789","0.370876744789","0.286008991730","1","1","1.000000000000","0.179060566774","0.179060566774","0.106948424957","0.106948424957","0.230202359198","1","1","1.000000000000","0.150410876090","0.150410876090","0.079791483108","0.079791483108","479","479","5","4979","4759","6","LATE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_16","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743649740000_117","77","USDJPY","LONG","1","1743649740486","1743649739882","1743649740486","0.170685393914","1743649500000","TARGET_STALE","TARGET_QUOTE_AGE","0.128892106674","3","3","1.000000000000","0.050682117212","0.050682117212","0.078209989461","0.078209989461","0.210914356375","3","3","1.000000000000","0.025626101565","0.025626101565","0.185288254810","0.185288254810","0.164044499403","3","3","1.000000000000","0.051252203131","0.051252203131","0.112792296272","0.112792296272","0.266572311530","3","3","1.000000000000","0.076878304696","0.076878304696","0.189694006833","0.189694006833","403","470","3","8560","8543","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_17","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743651021500_119","79","USDJPY","LONG","1","1743651021570","1743651021249","1743651021570","0.165425138948","1743651000000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","0.184373428331","4","2","0.500000000000","0.004401934794","0.004401934794","0.179971493537","0.179971493537","0.256913793576","4","1","0.250000000000","-0.054147558815","-0.054147558815","0.311061352392","0.311061352392","0.320386613166","4","1","0.250000000000","-0.032388349448","-0.032388349448","0.352774962613","0.352774962613","0.359679311007","4","1","0.250000000000","-0.097415512947","-0.097415512947","0.457094823954","0.457094823954","328","476","1","725","725","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_18","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743652080250_132","84","USDJPY","SHORT","-1","1743652080402","1743652080121","1743652080402","0.172963382489","1743651900000","ELIGIBLE","AVAILABLE","-0.069378846709","5","5","1.000000000000","-0.039004588846","0.039004588846","-0.030374257863","0.030374257863","-0.075160417268","5","5","1.000000000000","-0.078009177693","0.078009177693","0.002848760425","-0.002848760425","-0.075160417268","5","5","1.000000000000","-0.081909636577","0.081909636577","0.006749219309","-0.006749219309","-0.037580208634","5","5","1.000000000000","-0.127533741147","0.127533741147","0.089953532513","-0.089953532513","201","394","1","2713","2713","2","EARLY","true","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_19","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743665980500_134","86","USDJPY","LONG","1","1743665984327","1743665980411","1743665984327","0.111155874667","1743665700000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.000000000000","0","0","","","","","","0.197920263467","0","0","","","","","","0.130447446376","0","0","","","","","","0","0","0","","","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_20","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743675077000_137","88","USDJPY","SHORT","-1","1743675077386","1743675076887","1743675077386","0.154217655333","1743675000000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","-0.071327760601","3","0","0.000000000000","0.023167660214","-0.023167660214","-0.094495420815","0.094495420815","-0.064843418728","3","1","0.333333333333","0.011583830107","-0.011583830107","-0.076427248835","0.076427248835","-0.019453025618","3","0","0.000000000000","0.046335320428","-0.046335320428","-0.065788346047","0.065788346047","0.012968683745","3","0","0.000000000000","0.163528839409","-0.163528839409","-0.150560155664","0.150560155664","202","480","1","513","513","","NO_CROSSING","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_21","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743676239750_150","101","USDJPY","SHORT","-1","1743676240223","1743676239717","1743676240223","0.151572679031","1743676200000","TARGET_STALE","TARGET_QUOTE_AGE","-0.026389980210","2","0","0.000000000000","0.151347875979","-0.151347875979","-0.177737856189","0.177737856189","-0.026389980210","2","0","0.000000000000","0.240038649039","-0.240038649039","-0.266428629249","0.266428629249","-0.029688727736","2","0","0.000000000000","0.240839945108","-0.240839945108","-0.270528672844","0.270528672844","-0.036286222789","2","0","0.000000000000","0.173720893261","-0.173720893261","-0.210007116050","0.210007116050","396","407","1","6638","6638","","NO_CROSSING","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_22","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743677290500_154","103","USDJPY","LONG","1","1743677290845","1743677290445","1743677290845","0.148886176906","1743677100000","CROSS_SYMBOL_STALE","CROSS_QUOTE_AGE","-0.010074810377","3","3","1.000000000000","0.036641608921","0.036641608921","-0.046716419297","-0.046716419297","0.144405615396","3","2","0.666666666667","0.011403227717","0.011403227717","0.133002387679","0.133002387679","0.144405615396","3","3","1.000000000000","0.022806455434","0.022806455434","0.121599159962","0.121599159962","0.070523672635","3","3","1.000000000000","0.036641608921","0.036641608921","0.033882063714","0.033882063714","150","152","3","5133","4126","3","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_23","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743678367000_166","110","USDJPY","LONG","1","1743678367777","1743678366921","1743678367777","0.139990376195","1743678300000","TARGET_STALE","TARGET_QUOTE_AGE","0.100006874619","0","0","","","","","","0.100006874619","0","0","","","","","","0.235730490174","0","0","","","","","","0.221443793800","0","0","","","","","","0","0","1","9975","9975","2","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDCHF_mh_1","ts15o_cross_fx_lead_lag_202504_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1743680275500_170","114","USDCHF","SHORT","-1","1743680275901","1743680275190","1743680275901","0.000693382347","1743680100000","TARGET_STALE","TARGET_QUOTE_AGE","-0.014422057378","0","0","","","","","","-0.158642631153","0","0","","","","","","-0.158642631153","0","0","","","","","","-0.165853659841","0","0","","","","","","0","0","1","9183","9183","2","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_6","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743680427000_171","115","GBPUSD","SHORT","1","1743680427720","1743680426959","1743680427720","0.000871599662","1743680400000","TARGET_STALE","TARGET_QUOTE_AGE","0.217989988048","4","3","0.750000000000","0.202188311889","0.202188311889","0.015801676159","0.015801676159","0.263882617111","4","4","1.000000000000","0.247121037505","0.247121037505","0.016761579606","0.016761579606","0.137677887188","4","3","0.750000000000","0.128664580319","0.128664580319","0.009013306869","0.009013306869","0.275355774377","4","4","1.000000000000","0.068844019596","0.068844019596","0.206511754781","0.206511754781","389","497","2","899","658","1","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_24","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743680701500_177","119","USDJPY","LONG","1","1743680702988","1743680701408","1743680702988","0.122072364505","1743680700000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","0.151549452450","0","0","","","","","","0.159741314745","0","0","","","","","","0.061438967209","0","0","","","","","","0","0","2","9450","5789","","NO_CROSSING","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_GBPUSD_mh_7","ts15o_cross_fx_lead_lag_202504_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1743681455250_193","131","GBPUSD","LONG","-1","1743681460607","1743681455210","1743681460607","0.000839363855","1743681300000","TARGET_STALE","TARGET_QUOTE_AGE","-0.000000000000","3","1","0.333333333333","0.018867060830","-0.018867060830","-0.018867060830","0.018867060830","-0.000000000000","3","1","0.333333333333","0.056601182489","-0.056601182489","-0.056601182489","0.056601182489","-0.000000000000","3","1","0.333333333333","0.075468243319","-0.075468243319","-0.075468243319","0.075468243319","-0.178706766035","3","1","0.333333333333","0.018867060830","-0.018867060830","-0.197573826865","0.197573826865","301","370","1","5932","5932","2","EARLY","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_25","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743690802750_195","133","USDJPY","SHORT","-1","1743690804394","1743690802738","1743690804394","0.133766216345","1743690600000","TARGET_STALE","TARGET_QUOTE_AGE","0.000000000000","0","0","","","","","","-0.171941769965","0","0","","","","","","-0.261650519512","0","0","","","","","","-0.201844686481","0","0","","","","","","0","0","2","7658","5590","3","MIDDLE","false","false","false","false","0","2CDB617B542C9E1801C205630ED7364796B5569E9D438BE957B243511201F17D","tickshock-cross-fx-lead-lag-v1"
