episode_id,event_id,market_cluster_id,symbol,shock_direction,candidate_msc,confirmed_msc,confirmed_quote_msc,processed_msc,t0_msc,t0_sequence,quote_age_ms,t0_bid,t0_ask,t0_mid,feature_status,missing_reason,fallback_anchor,spread_atr5,spread_atr5_source_msc,spread_atr5_available,tick_activity_ratio,tick_activity_ratio_source_msc,tick_activity_ratio_available,pre_return_5m_dir_atr,pre_return_5m_dir_atr_source_msc,pre_return_5m_dir_atr_available,m5_ema20_slope_dir_atr,m5_ema20_slope_dir_atr_source_msc,m5_ema20_slope_dir_atr_available,m15_alignment_dir,m15_alignment_dir_source_msc,m15_alignment_dir_available,pre_extension_15m_dir_atr,pre_extension_15m_dir_atr_source_msc,pre_extension_15m_dir_atr_available,day_range_position_dir,day_range_position_dir_source_msc,day_range_position_dir_available,detection_efficiency,detection_efficiency_source_msc,detection_efficiency_available,severity,severity_source_msc,severity_available,confirmation_retention,confirmation_retention_source_msc,confirmation_retention_available,spread_efficiency_interaction,spread_efficiency_interaction_source_msc,spread_efficiency_interaction_available,flow_efficiency_interaction,flow_efficiency_interaction_source_msc,flow_efficiency_interaction_available,feature_spec_sha256,spec_sha256,schema_version
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_1","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743532556250_1","1","USDJPY","SHORT","1743532556000","1743532556250","1743532555856","1743532556468","1743532556468","84094","612","149.2980000000","149.3150000000","149.3065000000","AVAILABLE","AVAILABLE","false","0.150483744043","1743532556468","true","1.000000000000","1743532556468","true","-0.513415126734","1743532500000","true","-0.118160900890","1743532500000","true","1.000000000000","1743532500000","true","0.236263116723","1743532500000","true","0.434577434577","1743532556468","true","1.000000000000","1743532556468","true","8.457597015625","1743532556468","true","-1.000000000000","1743532556468","true","0.150483744043","1743532556468","true","-0.513415126734","1743532556468","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_2","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743534630250_16","9","USDJPY","LONG","1743534630000","1743534630250","1743534630243","1743534630743","1743534630743","88066","500","149.5250000000","149.5440000000","149.5345000000","EXCLUDED","FEATURE_MISSING","false","0.180225518223","1743534630743","true","0.000000000000","1743534630743","true","0.607075429805","1743534600000","true","0.269061363065","1743534600000","true","-1.000000000000","1743534600000","true","0.623077125185","1743534600000","true","-0.043329043329","1743534630743","true","0.000000000000","1743534630743","true","4.803253673088","1743534630743","true","","","false","0.000000000000","1743534630743","true","0.000000000000","1743534630743","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_3","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743537003750_29","16","USDJPY","LONG","1743537003500","1743537003750","1743537003745","1743537005420","1743537005420","92632","1675","149.5300000000","149.5460000000","149.5380000000","EXCLUDED","FEATURE_MISSING","false","0.159100579011","1743537005420","true","0.000000000000","1743537005420","true","0.850193719089","1743537000000","true","0.049039414958","1743537000000","true","-1.000000000000","1743537000000","true","0.103483987082","1743537000000","true","-0.037323037323","1743537005420","true","0.000000000000","1743537005420","true","4.882144864914","1743537005420","true","","","false","0.000000000000","1743537005420","true","0.000000000000","1743537005420","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_4","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743608748750_31","17","USDJPY","LONG","1743608748500","1743608748750","1743608748531","1743608749830","1743608749830","166458","1299","149.1950000000","149.2120000000","149.2035000000","AVAILABLE","AVAILABLE","false","0.238396169664","1743608749830","true","1.000000000000","1743608749830","true","-0.631048684405","1743608700000","true","-0.359062269211","1743608700000","true","-1.000000000000","1743608700000","true","0.408733411057","1743608700000","true","-0.777777777778","1743608749830","true","1.000000000000","1743608749830","true","3.322174533820","1743608749830","true","0.749999999998","1743608749830","true","0.238396169664","1743608749830","true","-0.631048684405","1743608749830","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_5","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743611641000_35","20","USDJPY","LONG","1743611640750","1743611641000","1743611640889","1743611641378","1743611641378","171157","489","149.2980000000","149.3180000000","149.3080000000","AVAILABLE","AVAILABLE","false","0.319370688238","1743611641378","true","1.000000000000","1743611641378","true","1.285467020157","1743611640000","true","-0.090697070656","1743611640000","true","-1.000000000000","1743611640000","true","0.920343015214","1743611640000","true","-0.545555555556","1743611641378","true","1.000000000000","1743611641378","true","4.463008914497","1743611641378","true","0.000000000000","1743611641378","true","0.319370688238","1743611641378","true","1.285467020157","1743611641378","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_6","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743612672750_39","23","USDJPY","SHORT","1743612672500","1743612672750","1743612672608","1743612673422","1743612673422","173819","814","149.5260000000","149.5450000000","149.5355000000","AVAILABLE","AVAILABLE","false","0.254196058865","1743612673422","true","1.000000000000","1743612673422","true","-0.314400388597","1743612660000","true","-0.861518458417","1743612660000","true","1.000000000000","1743612660000","true","-1.557624743718","1743612660000","true","0.040000000000","1743612673422","true","1.000000000000","1743612673422","true","2.943465739227","1743612673422","true","0.799999999999","1743612673422","true","0.254196058865","1743612673422","true","-0.314400388597","1743612673422","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_7","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1743613832250_46","27","USDJPY","SHORT","1743613832000","1743613832250","1743613832138","1743613832623","1743613832623","176576","485","149.5360000000","149.5550000000","149.5455000000","AVAILABLE","AVAILABLE","false","0.227068620835","1743613832623","true","1.000000000000","1743613832623","true","0.800715662945","1743613800000","true","-0.891177579469","1743613800000","true","1.000000000000","1743613800000","true","-0.852630196382","1743613800000","true","0.017777777778","1743613832623","true","1.000000000000","1743613832623","true","2.494747744985","1743613832623","true","1.531249999997","1743613832623","true","0.227068620835","1743613832623","true","0.800715662945","1743613832623","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_8","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743615070000_47","28","USDJPY","SHORT","1743615069750","1743615070000","1743615069816","1743615072942","1743615072942","179181","3126","149.6270000000","149.6450000000","149.6360000000","EXCLUDED","FEATURE_MISSING","false","0.207992179632","1743615072942","true","0.000000000000","1743615072942","true","-0.456427283080","1743615060000","true","-0.675409195403","1743615060000","true","1.000000000000","1743615060000","true","-0.606048840906","1743615060000","true","-0.183333333333","1743615072942","true","0.000000000000","1743615072942","true","3.339553684256","1743615072942","true","","","false","0.000000000000","1743615072942","true","-0.000000000000","1743615072942","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_9","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743616261500_57","35","USDJPY","LONG","1743616261250","1743616261500","1743616261138","1743616261723","1743616261723","181790","585","149.6300000000","149.6460000000","149.6380000000","AVAILABLE","AVAILABLE","false","0.172383478084","1743616261723","true","1.000000000000","1743616261723","true","-0.840369455659","1743616260000","true","0.555743061591","1743616260000","true","-1.000000000000","1743616260000","true","0.266159388085","1743616260000","true","0.187777777778","1743616261723","true","1.000000000000","1743616261723","true","2.817458090519","1743616261723","true","-1.000000000000","1743616261723","true","0.172383478084","1743616261723","true","-0.840369455659","1743616261723","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
"ts15o_cross_fx_lead_lag_202504_USDJPY_mh_10","ts15o_cross_fx_lead_lag_202504_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1743617402000_70","45","USDJPY","LONG","1743617401750","1743617402000","1743617401905","1743617402441","1743617402441","184353","536","149.8490000000","149.8650000000","149.8570000000","AVAILABLE","AVAILABLE","false","0.157942471215","1743617402441","true","1.000000000000","1743617402441","true","-0.197428089018","1743617400000","true","0.678148251051","1743617400000","true","-1.000000000000","1743617400000","true","1.574918578542","1743617400000","true","0.674444444444","1743617402441","true","1.000000000000","1743617402441","true","3.947628044897","1743617402441","true","1.666666666657","1743617402441","true","0.157942471215","1743617402441","true","-0.197428089018","1743617402441","true","B2F2DA41E8BF0B9F1EFDA97660FC75C873AA744D49F8BA21C5F4F992A80B8B17","C823613E909385DA3A8A5E4FF34055CFEF91EA2F9E405159FB748205684E418A","tickshock-detection-time-continuation-v1"
