entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,entry_pattern,entry_trigger,neckline_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id
2025.01.02 03:15:00,2025.01.02 05:09:06,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,157.58700000,157.54333333,157.58700000,session_high,0.0688,false,true,true,false,1.50,158.08600000,157.56300000,157.21000000,157.21400000,158.08600000,0.34900000,-1.0115,-24.70,0.00,0.00,-24.70,0.110,1.499,7,0.12671429,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,2
2025.01.02 19:15:00,2025.01.03 01:15:00,session_reversal_pullback_one_symbol_first120,GBPJPY,LONG,2025.01.02 19:00:00,19,16,1,new_york,2025.01.02 16:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,194.99300000,195.50000000,195.16600000,195.50000000,round_number,0.3567,false,true,true,false,1.50,196.51300000,195.18400000,194.94600000,194.29800000,196.51300000,0.88600000,-0.2686,-6.06,0.00,0.14,-5.92,0.040,1.500,24,0.31557143,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,4
2025.01.03 19:15:00,2025.01.03 22:47:05,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.03 19:00:00,19,16,1,new_york,2025.01.03 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.11100000,157.03300000,156.90900000,156.90900000,current_day_low,0.0746,false,true,true,false,1.50,156.35400000,156.93800000,157.32700000,157.32700000,156.35400000,0.38900000,-1.0000,-24.73,0.00,0.00,-24.73,0.100,1.501,14,0.12978571,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,6
2025.01.06 16:15:00,2025.01.06 18:34:11,session_reversal_pullback_one_symbol_first120,GBPJPY,SHORT,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,196.45600000,196.42400000,196.34400000,196.34400000,wick_cluster_zone,0.0506,false,true,true,false,1.50,195.05400000,196.38900000,197.28600000,197.27900000,195.05400000,0.89000000,-1.0079,-22.81,0.00,0.00,-22.81,0.040,1.500,9,0.32850000,38.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,8
2025.01.06 19:15:00,2025.01.07 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.06 19:00:00,19,16,1,new_york,2025.01.06 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.52200000,157.60400000,157.56600000,157.60400000,pre_session_high,0.0613,false,true,true,false,1.50,158.35400000,157.57200000,157.75900000,157.05000000,158.35400000,0.52200000,0.3582,8.30,0.00,0.34,8.64,0.070,1.498,24,0.21435714,19.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,10
2025.01.07 16:15:00,2025.01.07 16:45:14,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.07 16:00:00,16,13,22,london_newyork_overlap,2025.01.07 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.67800000,157.67800000,157.63833333,157.63833333,recent_equal_lows,0.0750,false,true,true,false,1.50,157.39800000,157.65100000,157.82200000,157.82000000,157.39800000,0.16900000,-1.0118,-24.92,0.00,0.00,-24.92,0.230,1.497,2,0.11057143,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,12
2025.01.07 19:15:00,2025.01.08 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.07 19:00:00,19,16,1,new_york,2025.01.07 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.79300000,157.86900000,157.84400000,157.86900000,wick_cluster_zone,0.0298,false,true,true,false,1.50,158.41200000,157.85800000,158.16200000,157.48900000,158.41200000,0.36900000,0.8238,19.22,0.00,0.48,19.70,0.100,1.501,24,0.21678571,19.00,4.700,other,false,not_invalidated,DEAL_REASON_EXPERT,14
2025.01.08 16:15:00,2025.01.08 22:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.08 16:00:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,158.26700000,158.26700000,158.23700000,158.23700000,h1_confirmed_swing_high,0.0450,false,true,true,false,1.50,157.78500000,158.25100000,158.44000000,158.56200000,157.78500000,0.31100000,-0.6077,-14.31,0.00,0.00,-14.31,0.120,1.498,24,0.12535714,17.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,16
2025.01.09 03:15:00,2025.01.09 06:13:27,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.09 03:00:00,3,0,9,tokyo,2025.01.09 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,158.21800000,158.21228571,158.13700000,158.13700000,h1_confirmed_swing_low,0.1783,false,true,true,false,1.50,157.83300000,158.17800000,157.83300000,158.40800000,157.83300000,0.23000000,1.5000,37.16,0.00,0.00,37.16,0.170,1.500,11,0.08714286,16.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,18
2025.01.09 19:15:00,2025.01.10 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.09 19:00:00,19,16,1,new_york,2025.01.09 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,158.02300000,158.27700000,158.05300000,158.27700000,h1_confirmed_swing_high,1.0046,false,true,false,false,1.50,158.38400000,158.06000000,158.06500000,157.84400000,158.38400000,0.21600000,0.0231,0.57,0.00,0.86,1.43,0.180,1.500,24,0.08350000,16.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,20
2025.01.10 19:15:00,2025.01.13 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.10 19:00:00,19,16,1,new_york,2025.01.10 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.75800000,157.75800000,157.62300000,157.62300000,session_low,0.0022,false,true,true,false,1.50,156.26900000,157.62500000,157.77100000,158.52900000,156.26900000,0.90400000,-0.1615,-3.70,0.00,-0.45,-4.15,0.040,1.500,24,0.30142857,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,22
2025.01.13 16:15:00,2025.01.13 17:33:53,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.13 16:00:00,16,13,22,london_newyork_overlap,2025.01.13 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.21400000,157.13716667,157.10000000,157.10000000,session_low,0.0452,false,true,true,false,1.50,156.55300000,157.11700000,157.49300000,157.49300000,156.55300000,0.37600000,-1.0000,-23.87,0.00,0.00,-23.87,0.100,1.500,5,0.17114286,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,24
2025.01.13 19:15:00,2025.01.14 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.13 19:00:00,19,16,1,new_york,2025.01.13 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.41900000,157.45700000,157.41900000,157.45700000,pre_session_low,0.0572,false,true,true,false,1.50,157.98600000,157.43600000,157.31100000,157.06900000,157.98600000,0.36700000,-0.3406,-7.95,0.00,0.48,-7.47,0.100,1.499,24,0.15507143,19.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,26
2025.01.14 03:15:00,2025.01.14 09:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.14 03:00:00,3,0,9,tokyo,2025.01.14 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.44600000,157.52020000,157.44600000,157.52020000,recent_equal_highs,0.1063,false,true,true,false,1.50,158.07300000,157.47800000,157.37400000,157.08100000,158.07300000,0.39700000,-0.2620,-5.95,0.00,0.00,-5.95,0.090,1.499,24,0.15428571,16.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,28
2025.01.14 19:15:00,2025.01.15 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.14 19:00:00,19,16,1,new_york,2025.01.14 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.94400000,158.12300000,158.08500000,158.12300000,failed_breakout_level,0.0673,false,true,true,false,1.50,158.84700000,158.08900000,157.93100000,157.58400000,158.84700000,0.50500000,-0.3129,-7.00,0.00,0.33,-6.67,0.070,1.501,24,0.17314286,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,30
2025.01.15 19:15:00,2025.01.16 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.15 19:00:00,19,16,1,new_york,2025.01.15 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,156.52000000,156.60200000,156.52000000,156.60200000,session_high,0.1522,false,true,true,false,1.50,157.09900000,156.54600000,156.37700000,156.17800000,157.09900000,0.36800000,-0.4592,-10.81,0.00,1.45,-9.36,0.100,1.503,24,0.21357143,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_EXPERT,32
2025.01.16 03:15:00,2025.01.16 03:47:05,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.16 03:00:00,3,0,9,tokyo,2025.01.16 00:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,156.18500000,156.16300000,156.00300000,156.00300000,current_day_low,0.3066,false,true,true,false,1.50,155.58700000,156.11000000,155.57800000,156.45900000,155.58700000,0.34900000,1.5244,37.61,0.00,0.00,37.61,0.110,1.499,2,0.11628571,18.00,4.700,other,false,not_invalidated,DEAL_REASON_TP,34
2025.01.16 16:15:00,2025.01.16 17:09:53,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.16 16:00:00,16,13,22,london_newyork_overlap,2025.01.16 13:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,155.95200000,156.14800000,155.96957143,156.14800000,session_high,0.1455,false,true,true,false,1.50,156.67000000,156.09200000,155.70500000,155.70700000,156.67000000,0.38500000,-1.0052,-24.85,0.00,0.00,-24.85,0.100,1.501,3,0.15571429,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,36
2025.01.16 19:15:00,2025.01.17 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,SHORT,2025.01.16 19:00:00,19,16,1,new_york,2025.01.16 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,155.54900000,155.50600000,155.33200000,155.33200000,session_low,0.0027,false,true,true,false,1.50,154.23800000,155.33400000,155.24600000,156.06500000,154.23800000,0.73100000,0.1204,2.83,0.00,-0.57,2.26,0.050,1.499,24,0.24357143,19.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,38
2025.01.17 19:15:00,2025.01.20 01:15:00,session_reversal_pullback_one_symbol_first120,USDJPY,LONG,2025.01.17 19:00:00,19,16,1,new_york,2025.01.17 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,156.18500000,156.31900000,156.23100000,156.31900000,recent_equal_highs,0.1029,false,true,true,false,1.50,157.07900000,156.26300000,156.33600000,155.71900000,157.07900000,0.54400000,0.1342,3.27,0.00,0.34,3.61,0.070,1.500,24,0.18128571,16.00,4.700,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,40
