period_id,variant,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback,2025-01,6,1,0.16666666666666666,-10.249999999999996,32.02,-42.269999999999996,0.757511237284126,-0.47920000000000007,-0.07986666666666668,0.7309527819886587,38.97,0.3897,-0.2630228380805747,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0.5055833333333334,0.4336333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,USDJPY:5|EURJPY:1,SHORT:6,london:3|tokyo:2|london_newyork_overlap:1
full2025_validation,anchor_pullback,2025-02,3,1,0.3333333333333333,-22.990000000000002,0.2,-23.19,0.008624407072013798,-0.9238000000000001,-0.30793333333333334,0.008904623967385474,22.990000000000002,0.22990000000000002,-1.0,0,0.0,0,0.0,3,1.0,0.4315,0.48756666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,USDJPY:2|AUDJPY:1,LONG:2|SHORT:1,tokyo:3
full2025_validation,anchor_pullback,2025-03,12,2,0.16666666666666666,-66.16,44.989999999999995,-111.15,0.40476833108412047,-2.8788,-0.2399,0.3893343515336643,79.03,0.7903,-0.8371504491965076,0,0.0,1,0.08333333333333333,11,0.9166666666666666,0.47799166666666676,0.5168166666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,USDJPY:7|EURUSD:2|GBPJPY:2|EURJPY:1,SHORT:8|LONG:4,london:5|london_newyork_overlap:5|tokyo:2
full2025_validation,anchor_pullback,2025-04,11,5,0.45454545454545453,22.000000000000007,97.2,-75.2,1.2925531914893618,0.8707,0.07915454545454546,1.2716777434553337,29.82,0.29819999999999997,0.7377598926894704,1,0.09090909090909091,2,0.18181818181818182,8,0.7272727272727273,0.7436272727272727,0.49076363636363635,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,EURUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1|GBPUSD:1,SHORT:6|LONG:5,london:6|london_newyork_overlap:4|tokyo:1
full2025_validation,anchor_pullback,2025-05,8,3,0.375,45.51,88.12,-42.61,2.0680591410467026,1.7282,0.216025,1.9284409584183946,32.58,0.3258,1.3968692449355433,0,0.0,2,0.25,6,0.75,0.6444875,0.5070625,0.5,0.375,0.375,0.25,0.0,USDJPY:5|EURUSD:2|GBPUSD:1,LONG:4|SHORT:4,london_newyork_overlap:5|london:3
full2025_validation,anchor_pullback,2025-06,5,2,0.4,1.1800000000000015,33.1,-31.92,1.036967418546366,0.06430000000000025,0.012860000000000048,1.049560659781101,30.490000000000002,0.3049,0.03870121351262714,0,0.0,1,0.2,4,0.8,0.72736,0.43529999999999996,0.8,0.4,0.2,0.2,0.0,USDJPY:5,LONG:4|SHORT:1,london_newyork_overlap:2|tokyo:2|london:1
full2025_validation,anchor_pullback,2025-07,10,4,0.4,29.82999999999999,91.84,-62.01,1.4810514433155944,1.2158999999999998,0.12158999999999998,1.4787007874015745,38.35,0.3835,0.7778357235984352,0,0.0,2,0.2,8,0.8,0.6395599999999999,0.42180999999999996,0.5,0.2,0.2,0.2,0.0,USDJPY:5|EURUSD:4|GBPJPY:1,LONG:5|SHORT:5,london_newyork_overlap:4|new_york:4|tokyo:2
full2025_validation,anchor_pullback,2025-08,5,0,0.0,-45.5,0,-45.5,0.0,-1.903,-0.3806,0.0,45.5,0.455,-1.0,0,0.0,0,0.0,5,1.0,0.35152,0.4164,0.2,0.2,0.0,0.0,0.0,USDJPY:4|EURJPY:1,SHORT:4|LONG:1,london_newyork_overlap:4|tokyo:1
full2025_validation,anchor_pullback,2025-09,6,2,0.3333333333333333,29.819999999999997,62.3,-32.480000000000004,1.9181034482758617,1.2684000000000002,0.21140000000000003,1.9372644646419865,22.75,0.2275,1.3107692307692307,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.6596333333333334,0.42168333333333324,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,USDJPY:3|EURJPY:1|EURUSD:1|GBPUSD:1,LONG:3|SHORT:3,london_newyork_overlap:5|london:1
full2025_validation,anchor_pullback,2025-10,5,1,0.2,-19.39,31.3,-50.69,0.6174787926612745,-0.7961999999999998,-0.15923999999999996,0.6225288010240364,40.43,0.4043,-0.4795943606232995,0,0.0,1,0.2,4,0.8,0.53068,0.46714,0.4,0.4,0.2,0.2,0.0,USDJPY:4|GBPJPY:1,SHORT:4|LONG:1,london_newyork_overlap:3|tokyo:2
full2025_validation,anchor_pullback,2025-11,1,0,0.0,-8.36,0,-8.36,0.0,-0.3537,-0.3537,0.0,8.36,0.0836,-1.0,0,0.0,0,0.0,1,1.0,0.3211,0.4512,0.0,0.0,0.0,0.0,0.0,USDJPY:1,LONG:1,london_newyork_overlap:1
full2025_validation,anchor_pullback,2025-12,1,0,0.0,-11.44,0,-11.44,0.0,-0.4783,-0.4783,0.0,11.44,0.1144,-1.0,0,0.0,0,0.0,1,1.0,0.0067,0.5819,0.0,0.0,0.0,0.0,0.0,EURUSD:1,LONG:1,london_newyork_overlap:1
full2025_validation,base,2025-01,31,9,0.2903225806451613,-156.71000000000004,166.32000000000002,-323.03,0.514874779432251,-6.2808,-0.20260645161290322,0.5305724343595147,180.94000000000003,1.8094000000000003,-0.8660882060351498,7,0.22580645161290322,5,0.16129032258064516,19,0.6129032258064516,0.6011387096774192,0.6186677419354837,0.5483870967741935,0.2903225806451613,0.22580645161290322,0.12903225806451613,0.0,USDJPY:18|GBPUSD:4|EURJPY:3|EURUSD:3|GBPJPY:3,SHORT:23|LONG:8,london_newyork_overlap:13|new_york:7|tokyo:6|london:5
full2025_validation,base,2025-02,29,4,0.13793103448275862,-277.85999999999996,42.470000000000006,-320.33,0.1325820247869385,-11.959200000000001,-0.41238620689655175,0.12996158770806654,277.85999999999996,2.7785999999999995,-1.0,4,0.13793103448275862,1,0.034482758620689655,24,0.8275862068965517,0.40250689655172417,0.5725448275862071,0.3103448275862069,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.0,USDJPY:18|EURUSD:4|AUDJPY:2|GBPJPY:2|GBPUSD:2|EURJPY:1,LONG:15|SHORT:14,london_newyork_overlap:11|new_york:9|tokyo:6|london:3
full2025_validation,base,2025-03,48,13,0.2708333333333333,-136.87,263.25999999999993,-400.12999999999994,0.6579361707445079,-5.8870000000000005,-0.12264583333333334,0.66319198114287,199.91,1.9990999999999999,-0.6846580961432644,5,0.10416666666666667,7,0.14583333333333334,36,0.75,0.6343958333333336,0.5461458333333334,0.5416666666666666,0.3958333333333333,0.2708333333333333,0.14583333333333334,0.0,USDJPY:26|GBPJPY:9|EURJPY:7|EURUSD:4|AUDJPY:2,SHORT:28|LONG:20,london_newyork_overlap:14|london:13|new_york:12|tokyo:9
