period_id,variant,post_anchor_pullback_bucket,post_anchor_pullback_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
q1_quick,light_or_micro_n_exhaustion,post_anchor_pullback_reject,failed_close_back_inside,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_exhaustion,post_anchor_pullback_reject,none,12,3,0.25,-55.83,76.34,-132.17000000000002,0.5775894681092532,-2.3426,-0.19521666666666668,0.5676423904617771,102.91,1.0291,-0.5425128753279564,2,0.16666666666666666,2,0.16666666666666666,8,0.6666666666666666,0.6545166666666667,0.6055750000000001,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,USDJPY:7|GBPJPY:4|EURJPY:1,SHORT:7|LONG:5,new_york:6|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,light_or_micro_n_first,post_anchor_pullback_pass,clean_retest_reconfirm,1,1,1.0,32.68,32.68,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0,EURUSD:1,LONG:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_first,post_anchor_pullback_pass,retest_only,2,0,0.0,-9.5,0,-9.5,0.0,-0.39949999999999997,-0.19974999999999998,0.0,9.5,0.095,-1.0,0,0.0,0,0.0,2,1.0,0.8386499999999999,0.36324999999999996,0.5,0.5,0.5,0.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
q1_quick,light_or_micro_n_first,post_anchor_pullback_pass,retest_reconfirm,2,1,0.5,25.429999999999996,33.16,-7.73,4.289780077619663,0.9861,0.49305,4.136450381679389,7.73,0.07730000000000001,3.289780077619663,0,0.0,1,0.5,1,0.5,0.7281,0.20415,0.5,0.5,0.5,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n_first,post_anchor_pullback_reject,failed_close_back_inside,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_first,post_anchor_pullback_reject,none,12,3,0.25,-55.83,76.34,-132.17000000000002,0.5775894681092532,-2.3426,-0.19521666666666668,0.5676423904617771,102.91,1.0291,-0.5425128753279564,2,0.16666666666666666,2,0.16666666666666666,8,0.6666666666666666,0.6545166666666667,0.6055750000000001,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,USDJPY:7|GBPJPY:4|EURJPY:1,SHORT:7|LONG:5,new_york:6|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,light_or_micro_n_pattern,post_anchor_pullback_pass,clean_retest_reconfirm,1,1,1.0,32.68,32.68,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0,EURUSD:1,LONG:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_pattern,post_anchor_pullback_pass,retest_only,2,0,0.0,-9.5,0,-9.5,0.0,-0.39949999999999997,-0.19974999999999998,0.0,9.5,0.095,-1.0,0,0.0,0,0.0,2,1.0,0.8386499999999999,0.36324999999999996,0.5,0.5,0.5,0.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
q1_quick,light_or_micro_n_pattern,post_anchor_pullback_pass,retest_reconfirm,2,1,0.5,25.429999999999996,33.16,-7.73,4.289780077619663,0.9861,0.49305,4.136450381679389,7.73,0.07730000000000001,3.289780077619663,0,0.0,1,0.5,1,0.5,0.7281,0.20415,0.5,0.5,0.5,0.5,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:2
q1_quick,light_or_micro_n_pattern,post_anchor_pullback_reject,failed_close_back_inside,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,light_or_micro_n_pattern,post_anchor_pullback_reject,none,12,3,0.25,-55.83,76.34,-132.17000000000002,0.5775894681092532,-2.3426,-0.19521666666666668,0.5676423904617771,102.91,1.0291,-0.5425128753279564,2,0.16666666666666666,2,0.16666666666666666,8,0.6666666666666666,0.6545166666666667,0.6055750000000001,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,USDJPY:7|GBPJPY:4|EURJPY:1,SHORT:7|LONG:5,new_york:6|london:3|london_newyork_overlap:2|tokyo:1
q1_quick,micro_n_diag,post_anchor_pullback_pass,clean_retest_reconfirm,2,0,0.0,-18.24,0,-18.24,0.0,-0.7725000000000001,-0.38625000000000004,0.0,18.24,0.18239999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.77635,0.5687,1.0,0.5,0.0,0.0,0.0,EURUSD:1|USDJPY:1,LONG:1|SHORT:1,london_newyork_overlap:1|tokyo:1
q1_quick,micro_n_diag,post_anchor_pullback_pass,retest_only,1,0,0.0,-9.13,0,-9.13,0.0,-0.375,-0.375,0.0,9.13,0.0913,-1.0,0,0.0,0,0.0,1,1.0,0.3484,0.375,0.0,0.0,0.0,0.0,0.0,AUDJPY:1,SHORT:1,tokyo:1
q1_quick,micro_n_diag,post_anchor_pullback_pass,retest_reconfirm,8,1,0.125,-55.19,28.83,-84.02,0.34313258747917164,-2.3462,-0.293275,0.357663034550731,63.11,0.6311,-0.8745048328315639,0,0.0,1,0.125,7,0.875,0.36205,0.6039375,0.125,0.125,0.125,0.125,0.0,USDJPY:5|EURJPY:1|EURUSD:1|GBPJPY:1,SHORT:6|LONG:2,london:4|tokyo:3|london_newyork_overlap:1
q1_quick,micro_n_diag,post_anchor_pullback_reject,failed_close_back_inside,5,3,0.6,17.549999999999997,36.86,-19.31,1.9088555152770585,0.7116,0.14232,1.8840849795005592,11.78,0.1178,1.4898132427843802,0,0.0,1,0.2,4,0.8,0.7400800000000001,0.4727,1.0,0.2,0.2,0.2,0.0,USDJPY:3|EURJPY:1|EURUSD:1,SHORT:4|LONG:1,london_newyork_overlap:2|new_york:2|tokyo:1
q1_quick,micro_n_diag,post_anchor_pullback_reject,none,91,22,0.24175824175824176,-496.8899999999999,406.36000000000007,-903.25,0.4498865208967618,-20.9405,-0.2301153846153846,0.4574255014289527,510.76999999999987,5.107699999999999,-0.9728253421305089,16,0.17582417582417584,11,0.12087912087912088,64,0.7032967032967034,0.573731868131868,0.5799087912087911,0.4835164835164835,0.3076923076923077,0.21978021978021978,0.10989010989010989,0.0,USDJPY:52|GBPJPY:13|EURJPY:9|EURUSD:8|GBPUSD:6|AUDJPY:3,SHORT:53|LONG:38,london_newyork_overlap:34|new_york:25|london:17|tokyo:15
q1_quick,one_light_or_micro_n_first,post_anchor_pullback_pass,clean_retest_reconfirm,1,1,1.0,32.68,32.68,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0,EURUSD:1,LONG:1,london_newyork_overlap:1
q1_quick,one_light_or_micro_n_first,post_anchor_pullback_pass,retest_reconfirm,1,0,0.0,-7.73,0,-7.73,0.0,-0.3144,-0.3144,0.0,7.73,0.07730000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1557,0.3144,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
q1_quick,one_light_or_micro_n_first,post_anchor_pullback_reject,failed_close_back_inside,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,one_light_or_micro_n_first,post_anchor_pullback_reject,none,7,3,0.42857142857142855,21.67,76.05000000000001,-54.379999999999995,1.398492092681133,0.8279999999999996,0.11828571428571423,1.3683929524826481,26.04,0.2604,0.8321812596006145,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0.6577857142857144,0.5704,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,GBPJPY:4|USDJPY:3,LONG:4|SHORT:3,new_york:4|london_newyork_overlap:2|london:1
