run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpM15WaveContextMode,InpUseM15SwingAnchorBias,InpM15SwingAnchorMode,InpUseTruePostAnchorBreakPullback,InpPostAnchorPullbackMode,InpPostAnchorRequireM5Reconfirm,InpUseM5PostAnchorRelaunch,InpM5PostAnchorRelaunchMode,InpM5MicroAnchorLookbackBars,InpM5MicroAnchorMinSwingStrength,InpM5RelaunchBreakUseClose,InpM5RelaunchBreakMinAtr,InpM5RelaunchMaxBarsAfterRetest,InpM5RelaunchFirstSignalMaxAgeBars,InpM5RequireNewMicroAnchorAfterM15Break,InpM5RelaunchRequireNormalBreakQuality,InpM15AnchorFlipRequireHighMediumM5Pattern,InpM15AnchorFlipRequireCorrectiveExhaustion,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution,daily_or_dd_stopped,passed_2025_gate
q1_base,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_base.ini,fx_session_reversal_m5_micro_n_q1_base,16385,15,5,0,false,0,false,0,true,false,0,48,2,true,0.05,12,1,true,false,false,false,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,USDJPY:61|GBPJPY:14|EURJPY:11|EURUSD:11|GBPUSD:6|AUDJPY:4,SHORT:65|LONG:42,london_newyork_overlap:38|new_york:27|london:21|tokyo:21,False,False
q1_light,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light.ini,fx_session_reversal_m5_micro_n_q1_light,16385,15,5,3,false,0,false,0,true,false,0,48,2,true,0.05,12,1,true,false,false,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1,False,False
q1_anchor_pullback,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,anchor_pullback,anchor_first_break_pullback_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_anchor_pullback.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_anchor_pullback.ini,fx_session_reversal_m5_micro_n_q1_anchor_pullback,16385,15,5,1,true,4,true,3,false,false,0,48,2,true,0.05,12,1,true,false,false,false,1,30,21,4,0.19047619047619047,-99.4,77.21000000000001,-176.60999999999996,0.4371779627427667,-4.2818,-0.20389523809523807,0.42351293857877587,112.27000000000001,1.1227,-0.8853656364122205,0,0.0,2,0.09523809523809523,19,0.9047619047619048,0.4792333333333333,0.4888714285714286,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.0,USDJPY:14|EURJPY:2|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:15|LONG:6,london:8|tokyo:7|london_newyork_overlap:6,False,False
q1_micro_n_diag,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,micro_n_diag,m5_micro_n_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_diag.ini,fx_session_reversal_m5_micro_n_q1_micro_n_diag,16385,15,5,1,true,1,true,1,false,true,1,48,2,true,0.05,12,1,true,false,false,false,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,USDJPY:61|GBPJPY:14|EURJPY:11|EURUSD:11|GBPUSD:6|AUDJPY:4,SHORT:65|LONG:42,london_newyork_overlap:38|new_york:27|london:21|tokyo:21,False,False
q1_micro_n_required,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,micro_n_required,anchor_pullback_plus_m5_micro_n_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_required.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_required.ini,fx_session_reversal_m5_micro_n_q1_micro_n_required,16385,15,5,1,true,4,true,3,false,true,3,48,2,true,0.05,12,1,true,false,false,false,1,30,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False
q1_micro_n_first,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,micro_n_first,anchor_pullback_plus_m5_micro_n_first_signal,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_first.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_first.ini,fx_session_reversal_m5_micro_n_q1_micro_n_first,16385,15,5,1,true,4,true,3,false,true,4,48,2,true,0.05,12,1,true,false,false,false,1,30,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False
q1_micro_n_strong,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,micro_n_strong,anchor_pullback_plus_m5_micro_n_strong_break,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_strong.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_micro_n_strong.ini,fx_session_reversal_m5_micro_n_q1_micro_n_strong,16385,15,5,1,true,4,true,3,false,true,4,48,2,true,0.05,12,1,true,true,false,false,1,30,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False
q1_light_or_micro_n,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light_or_micro_n,required_light_OR_m5_micro_n_relaunch,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n.ini,fx_session_reversal_m5_micro_n_q1_light_or_micro_n,16385,15,5,1,true,5,true,3,false,true,3,48,2,true,0.05,12,1,true,false,false,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1,False,False
q1_light_or_micro_n_first,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light_or_micro_n_first,required_light_OR_m5_micro_n_first_signal,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n_first.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n_first.ini,fx_session_reversal_m5_micro_n_q1_light_or_micro_n_first,16385,15,5,1,true,5,true,3,false,true,4,48,2,true,0.05,12,1,true,false,false,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1,False,False
q1_light_or_micro_n_pattern,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light_or_micro_n_pattern,required_light_OR_m5_micro_n_plus_pattern,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n_pattern.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_micro_n_q1_light_or_micro_n_pattern.ini,fx_session_reversal_m5_micro_n_q1_light_or_micro_n_pattern,16385,15,5,1,true,5,true,3,false,true,4,48,2,true,0.05,12,1,true,false,true,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1,False,False
