period_id,variant,m15_anchor_bias_state,m15_anchor_break_direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback,bias_flip_down,SHORT,42,11,0.2619047619047619,-54.60999999999999,275.36,-329.96999999999997,0.8345001060702489,-2.5380000000000003,-0.060428571428571436,0.8176842014524924,75.64999999999999,0.7564999999999998,-0.7218770654329147,1,0.023809523809523808,7,0.16666666666666666,34,0.8095238095238095,0.5662333333333335,0.4638452380952381,0.42857142857142855,0.30952380952380953,0.21428571428571427,0.16666666666666666,0.0,USDJPY:25|EURUSD:7|EURJPY:5|GBPJPY:4|AUDJPY:1,SHORT:42,london_newyork_overlap:20|london:13|tokyo:7|new_york:2
full2025_validation,anchor_pullback,bias_flip_up,LONG,31,10,0.3225806451612903,-1.1399999999999988,205.71,-206.84999999999997,0.9944887599709937,-0.1275000000000001,-0.004112903225806455,0.9851878528776222,54.370000000000005,0.5437000000000001,-0.020967445282324786,0,0.0,5,0.16129032258064516,26,0.8387096774193549,0.5918354838709676,0.47145806451612904,0.5161290322580645,0.25806451612903225,0.1935483870967742,0.16129032258064516,0.0,USDJPY:16|EURUSD:8|GBPUSD:3|EURJPY:2|AUDJPY:1|GBPJPY:1,LONG:31,london_newyork_overlap:15|tokyo:8|london:6|new_york:2
full2025_validation,base,unknown,NONE,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,unknown,NONE,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_micro_n,bias_flip_down,SHORT,12,4,0.3333333333333333,57.75999999999997,128.82999999999998,-71.07000000000001,1.8127198536654,2.303,0.19191666666666665,1.7910555421976437,39.91000000000002,0.3991000000000001,1.4472563267351526,1,0.08333333333333333,4,0.3333333333333333,7,0.5833333333333334,0.8651749999999999,0.43602499999999994,0.6666666666666666,0.5833333333333334,0.5,0.25,0.0,USDJPY:10|EURJPY:1|GBPJPY:1,SHORT:9|LONG:3,london:4|london_newyork_overlap:4|tokyo:3|new_york:1
full2025_validation,light_or_micro_n,bias_flip_up,LONG,7,4,0.5714285714285714,57.239999999999995,109.84,-52.6,2.088212927756654,2.2230999999999996,0.31758571428571425,2.0163672107164086,47.92,0.4792,1.19449081803005,2,0.2857142857142857,3,0.42857142857142855,2,0.2857142857142857,0.7318142857142858,0.5751142857142858,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,USDJPY:3|EURUSD:2|EURJPY:1|GBPJPY:1,SHORT:4|LONG:3,london_newyork_overlap:3|new_york:2|london:1|tokyo:1
full2025_validation,light_or_micro_n,long_bias,NONE,16,6,0.375,50.519999999999996,173.14,-122.62,1.4120045669548196,2.1966,0.1372875,1.4356518117451063,74.44999999999999,0.7444999999999998,0.6785762256548019,2,0.125,5,0.3125,9,0.5625,0.8051375000000001,0.43199375,0.5625,0.5,0.4375,0.25,0.0,USDJPY:9|EURUSD:6|EURJPY:1,SHORT:14|LONG:2,london_newyork_overlap:6|london:4|new_york:4|tokyo:2
full2025_validation,light_or_micro_n,short_bias,NONE,15,5,0.3333333333333333,-31.230000000000004,116.55,-147.78,0.7886723507917174,-1.2291000000000007,-0.08194000000000005,0.7948011619753581,111.63,1.1162999999999998,-0.2797635044342919,2,0.13333333333333333,3,0.2,10,0.6666666666666666,0.7092933333333332,0.6011466666666667,0.7333333333333333,0.4,0.26666666666666666,0.13333333333333333,0.0,USDJPY:9|EURJPY:3|GBPJPY:2|EURUSD:1,SHORT:9|LONG:6,london_newyork_overlap:6|london:4|new_york:4|tokyo:1
full2025_validation,light_or_micro_n_exhaustion,bias_flip_down,SHORT,12,4,0.3333333333333333,57.75999999999997,128.82999999999998,-71.07000000000001,1.8127198536654,2.303,0.19191666666666665,1.7910555421976437,39.91000000000002,0.3991000000000001,1.4472563267351526,1,0.08333333333333333,4,0.3333333333333333,7,0.5833333333333334,0.8651749999999999,0.43602499999999994,0.6666666666666666,0.5833333333333334,0.5,0.25,0.0,USDJPY:10|EURJPY:1|GBPJPY:1,SHORT:9|LONG:3,london:4|london_newyork_overlap:4|tokyo:3|new_york:1
full2025_validation,light_or_micro_n_exhaustion,bias_flip_up,LONG,7,4,0.5714285714285714,57.239999999999995,109.84,-52.6,2.088212927756654,2.2230999999999996,0.31758571428571425,2.0163672107164086,47.92,0.4792,1.19449081803005,2,0.2857142857142857,3,0.42857142857142855,2,0.2857142857142857,0.7318142857142858,0.5751142857142858,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,USDJPY:3|EURUSD:2|EURJPY:1|GBPJPY:1,SHORT:4|LONG:3,london_newyork_overlap:3|new_york:2|london:1|tokyo:1
