period_id,variant,required_light_bucket,micro_n_gate_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback,required_light_pass,micro_n_reject,1,0,0.0,-13.56,0,-13.56,0.0,-0.5732,-0.5732,0.0,13.56,0.1356,-1.0,0,0.0,0,0.0,1,1.0,0.0764,0.5732,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_pullback,required_light_reject,micro_n_reject,72,21,0.2916666666666667,-42.190000000000005,481.07000000000005,-523.26,0.9193708672552843,-2.0923000000000003,-0.029059722222222226,0.9047026940857644,112.27000000000001,1.1227,-0.37579050503251094,1,0.013888888888888888,12,0.16666666666666666,59,0.8194444444444444,0.5840597222222225,0.46560416666666665,0.4722222222222222,0.2916666666666667,0.20833333333333334,0.16666666666666666,0.0,USDJPY:40|EURUSD:15|EURJPY:7|GBPJPY:5|GBPUSD:3|AUDJPY:2,SHORT:41|LONG:31,london_newyork_overlap:35|london:19|tokyo:14|new_york:4
full2025_validation,base,required_light_reject,micro_n_reject,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,required_light_pass,micro_n_reject,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_micro_n,required_light_pass,micro_n_reject,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_micro_n_exhaustion,required_light_pass,micro_n_reject,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_micro_n_first,required_light_pass,micro_n_reject,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_micro_n_pattern,required_light_pass,micro_n_reject,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,micro_n_diag,required_light_pass,micro_n_reject,16,8,0.5,111.75,200.6,-88.85,2.257737760270118,4.981000000000001,0.31131250000000005,2.258591065292096,51.93,0.5193,2.151935297515887,1,0.0625,6,0.375,9,0.5625,0.7671812499999999,0.5015125000000001,0.625,0.5,0.4375,0.3125,0.0,USDJPY:9|GBPJPY:3|EURJPY:2|EURUSD:2,SHORT:10|LONG:6,new_york:6|london:5|london_newyork_overlap:4|tokyo:1
full2025_validation,micro_n_diag,required_light_reject,micro_n_reject,302,69,0.22847682119205298,-1256.64,1446.8299999999997,-2703.4699999999993,0.5351751637710054,-55.30169999999999,-0.18311821192052977,0.5387327467995878,1291.71,12.917100000000001,-0.9728499430986832,32,0.10596026490066225,43,0.1423841059602649,227,0.7516556291390728,0.5880645695364238,0.573505960264901,0.4900662251655629,0.3079470198675497,0.23509933774834438,0.11589403973509933,0.0033112582781456954,USDJPY:175|EURUSD:42|EURJPY:25|GBPUSD:25|GBPJPY:20|AUDJPY:15,SHORT:173|LONG:129,london_newyork_overlap:126|new_york:70|london:67|tokyo:39
full2025_validation,one_light_or_micro_n_first,required_light_pass,micro_n_reject,35,16,0.45714285714285713,183.92999999999998,432.45000000000005,-248.52,1.7401014002897153,7.463800000000002,0.21325142857142862,1.7301273648582551,70.88000000000001,0.7088000000000001,2.5949492099322793,4,0.11428571428571428,12,0.34285714285714286,19,0.5428571428571428,0.8001914285714287,0.5183457142857144,0.6571428571428571,0.4857142857142857,0.45714285714285713,0.2571428571428571,0.0,USDJPY:20|EURUSD:7|EURJPY:4|GBPJPY:4,SHORT:23|LONG:12,london_newyork_overlap:14|new_york:9|london:7|tokyo:5
q1_quick,anchor_pullback,required_light_reject,micro_n_reject,21,4,0.19047619047619047,-99.4,77.21000000000001,-176.60999999999996,0.4371779627427667,-4.2818,-0.20389523809523807,0.42351293857877587,112.27000000000001,1.1227,-0.8853656364122205,0,0.0,2,0.09523809523809523,19,0.9047619047619048,0.4792333333333333,0.4888714285714286,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.0,USDJPY:14|EURJPY:2|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:15|LONG:6,london:8|tokyo:7|london_newyork_overlap:6
q1_quick,base,required_light_reject,micro_n_reject,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,USDJPY:61|GBPJPY:14|EURJPY:11|EURUSD:11|GBPUSD:6|AUDJPY:4,SHORT:65|LONG:42,london_newyork_overlap:38|new_york:27|london:21|tokyo:21
q1_quick,light,required_light_pass,micro_n_reject,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,light_or_micro_n,required_light_pass,micro_n_reject,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,light_or_micro_n_exhaustion,required_light_pass,micro_n_reject,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,light_or_micro_n_first,required_light_pass,micro_n_reject,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,light_or_micro_n_pattern,required_light_pass,micro_n_reject,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|EURUSD:1,SHORT:12|LONG:6,london:6|new_york:6|london_newyork_overlap:5|tokyo:1
q1_quick,micro_n_diag,required_light_pass,micro_n_reject,6,3,0.5,43.82,70.97,-27.15,2.613996316758748,1.9111999999999998,0.3185333333333333,2.6335042735042733,18.18,0.1818,2.4103410341034106,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7486,0.5307,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,GBPJPY:3|USDJPY:3,SHORT:4|LONG:2,new_york:3|london:2|london_newyork_overlap:1
q1_quick,micro_n_diag,required_light_reject,micro_n_reject,101,23,0.22772277227722773,-605.7199999999999,401.08000000000004,-1006.8000000000001,0.3983710766785856,-25.633799999999997,-0.25379999999999997,0.40427658105912895,619.5999999999999,6.196,-0.9775984506132989,16,0.15841584158415842,11,0.10891089108910891,74,0.7326732673267327,0.5565930693069309,0.5771772277227722,0.4752475247524752,0.27722772277227725,0.19801980198019803,0.09900990099009901,0.0,USDJPY:58|EURJPY:11|EURUSD:11|GBPJPY:11|GBPUSD:6|AUDJPY:4,SHORT:61|LONG:40,london_newyork_overlap:37|new_york:24|tokyo:21|london:19
q1_quick,one_light_or_micro_n_first,required_light_pass,micro_n_reject,10,5,0.5,78.41000000000001,140.52,-62.11,2.2624376106907103,3.1195000000000004,0.31195000000000006,2.2176034348165494,26.039999999999992,0.2603999999999999,3.011136712749617,0,0.0,4,0.4,6,0.6,0.73661,0.56831,0.6,0.4,0.4,0.3,0.0,USDJPY:5|GBPJPY:4|EURUSD:1,LONG:5|SHORT:5,london_newyork_overlap:4|new_york:4|london:2
