side,context,horizon,feature,operator,quantile,threshold,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
short,all,6,roc_atr_3,>=,0.8,0.980745898172108,14883,57.07462050599201,0.011367622097757147,0.5136733185513673,4725,53.11268100386402,0.15429599280535028,0.542010582010582,197.67456512043827
long,all,3,high_break_24,<=,0.2,-4.21445282321777,14881,57.088235294117645,0.03151105838217938,0.5228815267791143,5297,59.72422973025878,0.0037243719199984275,0.547290919388333,197.5713501843437
short,all,12,ema50_slope_6,<=,0.2,-0.4158773775242904,14883,57.17206423731526,0.0224306940813043,0.47510582543841967,5471,61.770738591814336,0.11284715928857159,0.4556753792725279,197.32726209461646
long,all,12,bb_width,>=,0.8,0.009190537720628233,14882,57.12250773003519,0.004219699500248652,0.5104824620346727,9553,107.58051145694846,0.04786966494657423,0.513765309326913,197.1599429888629
short,all,6,stoch_spread,>=,0.8,9.42690993287658,14883,57.08146116045864,0.017655169781677485,0.5044009944231673,5009,56.30286472562642,0.07430687265372822,0.5106807746057097,197.05722704622565
long,all,6,range_compression_24,>=,0.8,0.010804117427765596,14881,57.440197287299625,0.009070705032164032,0.5075599758080774,10159,114.59313802287326,0.03202178196975307,0.5169800177182794,197.03273149341163
long,all,6,atr_pct,>=,0.8,0.0019542267425278503,14883,57.4394489634563,0.016029405783856546,0.5121951219512195,11006,124.26894577958991,0.023520127621572972,0.5163547156096675,196.58129531071478
long,all,6,spread_atr,<=,0.2,1268967.2750507817,14883,57.438679245283026,0.015794032161030428,0.5121951219512195,10913,123.21888109146508,0.02330543088542991,0.5163566388710712,196.54803729108355
long,all,6,range_compression_12,>=,0.8,0.0074818168704777884,14884,57.44022940758707,0.01869370056332323,0.5120935232464391,9929,111.83230348064137,0.017738844901693022,0.5167690603283311,196.14971083401645
long,all,3,ret_3,<=,0.2,-0.0011812989664145678,14885,57.09293343632635,0.029232495443401004,0.5250251931474639,6574,73.91130543410368,0.00852245481297403,0.5278369333738971,196.11602448340955
short,all,6,roc_atr_6,>=,0.8,1.3861529722162416,14883,57.07386053448024,0.015125795060411226,0.5221393536249412,4752,53.40575977522828,0.12412635758197578,0.5401936026936027,195.9418012257329
short,all,3,ret_1,>=,0.8,0.0006927994746452895,14883,57.07462050599201,0.018909857459881527,0.5205939662702412,6235,70.11088552241137,0.019196052065479398,0.5218925421010425,195.93774738583048
long,all,3,macd_hist,<=,0.2,-0.198582685931449,14883,57.097429066204874,0.038019055389122806,0.526305180407176,5028,56.60037523452158,0.009190121328837559,0.5338106603023071,195.54096504337167
short,all,3,ret_12,>=,0.8,0.0023732183133573503,14883,57.07006098048092,0.007016088187193639,0.521669018343076,6305,70.85098911389441,0.009330079522233891,0.5314829500396511,195.46224381900237
long,all,6,bb_width,>=,0.8,0.009190537720628233,14882,57.12250773003519,0.02026698853594596,0.5100120951485015,9553,107.58051145694846,0.02233931656389016,0.5135559510101538,195.2090492048996
long,all,3,ret_1,<=,0.2,-0.0006909667201906666,14884,57.09061850727186,0.023961103526301594,0.5194840096748186,6340,71.26653916708949,0.008448199337797172,0.5222397476340694,195.1086609161377
long,all,6,ret_1,<=,0.2,-0.0006909667201906666,14884,57.09061850727186,0.02187310329860625,0.5198199408761086,6340,71.26653916708949,0.005272309398696365,0.5238170347003155,194.87871786779598
long,all,6,stoch_d,<=,0.2,21.083578452152743,14883,57.086782803260355,0.07993206482907514,0.5318148222804542,4851,54.59934344223854,0.03032781980067959,0.5512265512265512,194.62312406123272
short,all,3,bb_z,>=,0.8,1.2268639469523823,14882,57.074585525001666,0.019389881339039003,0.5350759306544819,4751,53.388271099145506,0.08156440884862942,0.5588297200589349,194.17894903431562
long,all,3,range_compression_24,>=,0.8,0.010804117427765596,14881,57.440197287299625,0.006657970575878901,0.49842080505342384,10161,114.58428286150594,0.016563616061339544,0.5062493849030607,193.95177541261086
long,all,3,stoch_d,<=,0.2,21.083578452152743,14883,57.086782803260355,0.056081676306083066,0.531747631525902,4851,54.59934344223854,0.03397912853160729,0.5495774067202639,193.866637312595
long,all,3,spread_atr,<=,0.2,1268967.2750507817,14883,57.438679245283026,0.009101424856447151,0.5041322314049587,10913,123.21888109146508,0.010488291263951136,0.5073765234124439,193.77809186903917
long,all,3,atr_pct,>=,0.8,0.0019542267425278503,14883,57.4394489634563,0.007969334324853028,0.503460323859437,11006,124.26894577958991,0.010188100036262956,0.5073596220243504,193.6767884116206
short,all,3,roc_atr_6,>=,0.8,1.3861529722162416,14883,57.07386053448024,0.010300042462234042,0.5222065443794934,4755,53.43322018026455,0.08422772409516015,0.5579390115667718,193.62767097407743
long,all,3,range_compression_12,>=,0.8,0.0074818168704777884,14884,57.44022940758707,0.009610434962929838,0.5045686643375437,9931,111.77177693540193,0.002348291915289362,0.5060920350417883,192.87862802635024
short,all,3,high_break_12,>=,0.8,-0.5768100246600709,14883,57.070820850808865,0.022528295558359276,0.532083585298663,4696,52.8073093592597,0.08608002552258508,0.5589863713798978,192.71547945539484
long,all,3,stoch_k,<=,0.2,18.892313029571604,14883,57.086782803260355,0.05530490007047221,0.5333602096351542,4782,53.822729404408314,0.04659432172312318,0.5489335006273526,192.50848463796703
short,all,3,roc_atr_3,>=,0.8,0.980745898172108,14883,57.07462050599201,0.018516210664571077,0.5257676543707586,4728,53.14018108023728,0.08070799004284455,0.5524534686971235,192.22143740953425
long,all,6,stoch_k,<=,0.2,18.892313029571604,14883,57.086782803260355,0.0823547623904302,0.5340993079352281,4782,53.822729404408314,0.030779387953116404,0.5480970305311585,191.9549026761482
short,all,3,upper_wick_share,>=,0.8,0.440684927956736,14883,57.07006098048092,0.002527207107854681,0.5035947053685413,5446,61.2005618854378,0.014225283772912918,0.5,191.9009414779502
long,all,3,bb_width,>=,0.8,0.009190537720628233,14882,57.12250773003519,0.007465856534928502,0.5012095148501545,9554,107.53290604971079,0.00594082481507736,0.5018840276324052,191.53785920026888
long,all,3,low_break_12,<=,0.2,0.6043683361809284,14883,57.08602250782447,0.05222640004226135,0.5318820130350064,4807,54.10199695181523,0.03422204784785638,0.5425421260661535,191.38074375387578
long,all,6,low_break_12,<=,0.2,0.6043683361809284,14883,57.08602250782447,0.08032871077499054,0.5330242558623933,4807,54.10199695181523,0.017073357892690374,0.541501976284585,190.73164192260697
short,all,6,high_break_24,>=,0.8,-0.9283813279528025,14881,57.070750382848395,0.004476415896143252,0.5248975203279349,4444,49.954022091253265,0.17130849178411975,0.558055805580558,190.62479415627513
short,all,3,stoch_spread,>=,0.8,9.42690993287658,14883,57.08146116045864,0.008420158429206955,0.5138748908150238,5009,56.30286472562642,0.007985769490917515,0.5106807746057097,190.43467213152002
short,all,6,stoch_k,>=,0.8,82.39600713155151,14883,57.070820850808865,0.00571650210590668,0.523617550225089,4506,50.65095039225635,0.14669547550237647,0.5459387483355526,189.27328578455388
long,all,3,close_location,<=,0.2,0.13133836959267034,14884,57.07845539280958,0.02789009702351699,0.513571620532115,4922,55.36168717047452,0.013496991628838072,0.5154408776919951,189.09121286922368
long,all,6,low_break_24,<=,0.2,1.0062283311443758,14881,57.09051672461336,0.05711762860078407,0.5303407029097507,4719,53.22388878010574,0.029191070803715524,0.5515999152362788,188.99039446477326
short,all,12,ret_24,<=,0.2,-0.0032164841737708947,14881,57.09051672461336,0.01930230695198757,0.47174249042403066,6873,77.51200219289659,0.017146137425167095,0.46195256801978757,187.85338485491405
short,all,3,stoch_d,>=,0.8,80.46699955442598,14883,57.07158074137197,0.008815848439604016,0.5248941745615803,4523,50.826173475359944,0.10607581920977742,0.561131992040681,187.489760296293
long,all,3,body_atr,<=,0.2,-0.5541679015951613,14883,57.07462050599201,0.03210994851062122,0.518981388160989,4837,54.37164825728894,0.004218205531183429,0.5228447384742609,185.98877539170533
short,all,12,high_break_24,<=,0.2,-4.21445282321777,14881,57.088235294117645,0.004103197114753435,0.48363685236207243,5297,59.72422973025878,0.016856134716670124,0.44440249197659054,185.92958229545792
short,all,3,stoch_k,>=,0.8,82.39600713155151,14883,57.070820850808865,0.024476046805720256,0.5346368339716455,4507,50.660213878697995,0.0862828003941545,0.5591302418460173,185.7731990507718
short,all,3,tick_volume_change_3,>=,0.8,0.2829997126712001,14884,57.075415423945465,0.005115154061194123,0.5015452835259339,4888,54.95779816513761,0.023524517842231855,0.4971358428805237,185.52511412621936
short,all,6,body_atr,>=,0.8,0.5577105200155712,14883,57.07462050599201,0.002682880161509833,0.5132029832695021,4672,52.51487003356491,0.08213633102198566,0.5128424657534246,185.18288099333122
short,all,3,high_break_24,>=,0.8,-0.9283813279528025,14881,57.070750382848395,0.012749161426748597,0.534574289362274,4446,49.97260273972603,0.09616930787521613,0.5681511470985156,184.90032599468748
short,all,3,close_vs_ema20,>=,0.8,1.1968540428771248,14883,57.07006098048092,0.005829930590020154,0.5359806490626889,4359,48.983261149479105,0.09923697818585087,0.5744436797430603,182.31802614392984
short,all,3,body_atr,>=,0.8,0.5577105200155712,14883,57.07462050599201,0.0040854547871148105,0.5205939662702412,4672,52.51487003356491,0.019845996532338206,0.5211900684931506,180.14035012339284
long,all,3,lower_wick_share,<=,0.2,0.0285010330750411,14883,57.07462050599201,0.03315761604489915,0.5036618961230934,4612,51.83033519335076,0.021333179332140795,0.4989158716392021,176.26546956168986
long,all,3,breakout_persist_down_3,>=,0.9,1.0,13341,51.181670440921806,0.041612792304306506,0.5297204107638108,4422,49.8624172898477,0.02281774308661748,0.5481682496607869,176.15998503029078
short,all,6,breakout_persist_up_3,>=,0.9,1.0,13377,51.29859788817726,0.003737368919913547,0.5247813411078717,4163,46.78623273238117,0.13745044650531552,0.546000480422772,175.4399502018574
short,all,3,ema_gap_50_100,>=,0.8,1.2505034327132811,14883,57.12025586353945,0.006076172524759524,0.5150171336424108,4365,49.15425219941349,0.05264676366673122,0.5365406643757159,173.60998238230985
short,all,3,breakout_persist_up_3,>=,0.9,1.0,13377,51.29859788817726,0.01746178993486869,0.5293414068924273,4166,46.814467985485194,0.09399648671504567,0.5578492558809409,173.1049287509745
long,all,3,adx14,<=,0.2,20.383013802145342,14881,57.16514385562417,0.010157702720693938,0.5010415966668906,4362,49.137761088946256,0.022547614293416493,0.4974782209995415,166.24309246795337
long,all,3,breakout_persist_down_6,>=,0.9,2.0,9610,36.890103298900364,0.0238370110607419,0.5259105098855359,3123,35.2149093614189,0.006477088237702105,0.553314121037464,125.35205297009738
short,all,12,tick_volume_z,>=,0.9,1.5444855113340739,7438,28.548977796732146,0.05893509590652866,0.5001344447432106,2479,27.926931351457068,0.29519413070433814,0.49858814037918514,124.83077990586546
short,ny,12,breakout_persist_up_6,>=,0.8,1.0,8045,30.9043376193779,0.05823676132190957,0.5098819142324426,2629,29.785680566483084,0.1583827260057322,0.5355648535564853,121.40510686667278
short,ny,6,breakout_persist_up_6,>=,0.8,1.0,8045,30.9043376193779,0.0580516822923834,0.5251709136109385,2629,29.785680566483084,0.14749762344200523,0.5374667173830354,121.11093980691388
short,all,12,ret_24,>=,0.9,0.005773065676636487,7441,28.56924984335631,0.02374054834982332,0.519822604488644,3834,43.1594746716698,0.16245796630306752,0.5558163797600417,118.80079353103733
short,all,6,bb_z,>=,0.9,1.6487704598701975,7441,28.537292762500833,0.045181796988310284,0.5411907001747077,2456,27.620289741887618,0.14580234160260971,0.5565960912052117,115.7623756402616
short,all,6,rsi7,>=,0.9,79.65681343740665,7400,28.377406726851483,0.005655880731334446,0.5163513513513514,2454,27.583795176020608,0.1758408948254201,0.5513447432762836,115.54483701354648
short,ny,3,breakout_persist_up_6,>=,0.8,1.0,8045,30.9043376193779,0.046459624860599326,0.5266625233064015,2629,29.785680566483084,0.08280027703303036,0.5405096995055154,114.54148546881156
short,ny,12,tick_flow_signed_3,>=,0.8,0.41758918614942275,5465,20.99287753087737,0.03814167865402231,0.5096065873741995,1881,21.29768831577292,0.3846443319957802,0.5417331206804891,114.52393434501369
short,all,6,tick_flow_signed_3,>=,0.9,0.8309963923212407,7443,28.54230246864265,0.002162202047977907,0.5144431009001746,2591,29.124858514499824,0.14339484107213077,0.5252798147433423,112.67268592828223
short,all,3,bb_z,>=,0.9,1.6487704598701975,7441,28.537292762500833,0.04904688970167234,0.5540921919096896,2459,27.650788692800248,0.09112941866032637,0.5677104514030094,112.17884591345555
short,all,3,rsi7,>=,0.9,79.65681343740665,7400,28.377406726851483,0.043705502205377826,0.5358108108108108,2454,27.583795176020608,0.09992355306288839,0.563162184189079,111.43521016591298
short,all,3,tick_flow_signed_3,>=,0.9,0.8309963923212407,7443,28.54230246864265,0.006220552059181609,0.5249227462044874,2594,29.155167030908522,0.10367632885062394,0.5462606013878181,111.38043318319978
short,all,12,stoch_spread,>=,0.9,15.296692129841412,7442,28.542648253452477,0.02140289518010154,0.5036280569739318,2295,25.834896810506567,0.22174019416767754,0.5198257080610021,111.27415101071786
short,all,6,high_break_24,>=,0.9,-0.36397909768186376,7441,28.53767278344475,0.013031988286567904,0.5405187474801774,2072,23.30180795813972,0.23998748900885342,0.5743243243243243,111.24590395778665
long,all,3,rsi7,<=,0.1,19.831558871064153,7400,28.395555200255814,0.10015271538174977,0.5483783783783783,2647,29.79853809170152,0.04665455257193263,0.5568568190404232,110.94423157916007
long,all,3,roc_atr_6,<=,0.1,-2.0736807541005615,7442,28.556338684964356,0.085628122123031,0.5517334049986563,2644,29.77756921633036,0.03715831384148225,0.5635400907715582,110.75209716271938
short,all,6,high_break_12,>=,0.9,-0.11316506316109239,7442,28.53922769640479,0.0320429750364319,0.5356087073367375,2225,25.022453043851772,0.18100893753389993,0.5640449438202247,110.61963224317849
short,all,3,ret_24,>=,0.9,0.005773065676636487,7441,28.56924984335631,0.002727874086801714,0.5296331138287864,3841,43.223068807877155,0.0792805181556379,0.557406925279875,110.19401667136253
short,all,3,macd_hist,>=,0.9,0.29134028915502813,7442,28.55443645083933,0.010978985965308205,0.528218220908358,2544,28.60659066062783,0.09444376132114984,0.5397012578616353,110.16384502935625
short,ny,12,high_break_24,>=,0.8,-0.9283813279528025,5570,21.398500653629647,0.07904805350696634,0.5233393177737882,1607,18.217516236961227,0.36728599297691245,0.5774735532047293,109.29650359259844
long,all,3,close_vs_ema20,<=,0.1,-1.7151324312676628,7442,28.552534470125895,0.06303871019416017,0.5436710561676968,2619,29.573495393060185,0.022343507178326175,0.5738831615120275,109.0661724239293
long,all,3,bb_z,<=,0.1,-1.6756194085792147,7441,28.549838799925393,0.06605403997578768,0.5501948662814138,2686,30.29204683400556,0.022468107998410744,0.5666418466120625,108.72708104442003
short,ny,12,high_break_12,>=,0.8,-0.5768100246600709,5492,21.096030729833547,0.0983710224384177,0.520939548434086,1683,19.05732484076433,0.35408955536330966,0.5502079619726679,108.72659070437899
long,london,3,breakout_persist_down_6,>=,0.8,1.0,8184,31.39600122547387,0.009265762967731054,0.5108748778103617,2858,32.475991319786935,0.0027773520776636067,0.5279916025192443,108.53585850906073
long,all,6,rsi7,<=,0.1,19.831558871064153,7400,28.395555200255814,0.11957756650987764,0.5422972972972973,2647,29.79853809170152,0.017564895916067195,0.5523233849641103,108.11567330782411
short,ny,12,tick_volume_z,>=,0.8,0.8244204024144562,7203,27.681295952816217,0.05700988479519026,0.4928502013050118,2475,28.071833648393195,0.14172683312136794,0.494949494949495,107.93302276048178
long,all,6,bb_z,<=,0.1,-1.6756194085792147,7441,28.549838799925393,0.10121385202596817,0.5475070555032926,2686,30.29204683400556,0.0031080500573007785,0.5636634400595681,107.79211464594196
long,all,3,high_break_12,<=,0.1,-3.812777632575684,7442,28.553675628147396,0.07260196719187453,0.542327331362537,2574,29.033486076841733,0.0237697209151739,0.5563325563325563,107.7863184274408
long,all,6,ret_6,<=,0.1,-0.0028396687970041355,7443,28.56017587102791,0.041354724368833085,0.5382238344753459,4099,46.22027328608904,0.028393618754280616,0.5606245425713589,107.28554472309081
long,all,6,macd_hist,<=,0.1,-0.29435063969846914,7442,28.552914845998078,0.08408319307558633,0.5350712174146735,2490,28.05853353157524,0.030159063385808926,0.5570281124497992,107.013339108422
long,ny,12,spread_atr,<=,0.2,1268967.2750507817,8093,31.233704974271014,0.0056051289144145085,0.5198319535400964,5538,62.77329974811083,0.011579200973946387,0.5045142650776454,106.73917981757631
short,ny,12,ema_gap_50_100,<=,0.2,-1.0507037590123443,5087,19.91999673678056,0.05087966848786047,0.4940043247493611,2338,26.828591919674874,0.35535643116315724,0.5295124037639007,106.68223234479652
long,all,3,roc_atr_12,<=,0.1,-2.840242088731333,7442,28.554816877389786,0.039582724771850736,0.5342649825315775,2583,29.129297517425012,0.020493833401272622,0.5648470770421989,106.67072226111691
long,ny,12,atr_pct,>=,0.8,0.0019542267425278503,8084,31.199388928346487,0.0015700000581815171,0.5171944581890153,5557,62.988664987405535,0.012895550915065964,0.5044088536980386,106.47898188568662
short,ny,12,stoch_spread,>=,0.8,9.42690993287658,5711,21.940771570353768,0.08851709942255151,0.5140956049728594,1859,21.043628645546736,0.29800605222998944,0.5223238300161377,106.28292521891828
long,all,6,roc_atr_3,<=,0.1,-1.4971156089749296,7442,28.54530925363593,0.07705593231344372,0.5376242945444772,2562,28.838270929414527,0.011709926794914338,0.5530835284933645,106.21758544859783
long,all,12,range_compression_12,>=,0.9,0.009998277259564092,7442,28.732049975870016,0.04311678255914723,0.5231120666487503,6041,68.4802015271983,0.05823899297052258,0.5159741764608509,105.84397083101996
short,all,3,high_break_12,>=,0.9,-0.11316506316109239,7442,28.53922769640479,0.03550529813866436,0.5482397205052405,2227,25.042989340517746,0.1170510137201494,0.5707229456668164,105.60382781951192
long,all,3,ema20_slope_3,<=,0.1,-0.5140944441571932,7442,28.565472937852356,0.048373819496427814,0.5357430798172534,2570,29.01791665033128,0.0046791182228738785,0.564591439688716,105.50997488988077
long,all,3,ema50_slope_6,<=,0.1,-0.620545774915175,7442,28.70280694236126,0.021257830306638935,0.5169309325450148,2762,31.187014820042343,0.023991547110835603,0.558291093410572,105.4318377074111
long,all,3,macd_hist,<=,0.1,-0.29435063969846914,7442,28.552914845998078,0.053679474257339495,0.5382961569470572,2490,28.05853353157524,0.03327497162670351,0.5477911646586345,105.31408398196047
long,all,12,ema50_slope_6,<=,0.1,-0.620545774915175,7442,28.70280694236126,0.0452396556054411,0.5267401236226821,2762,31.187014820042343,0.0011922853831286963,0.5658942795076032,105.26387079940231
long,all,3,rsi14,<=,0.1,29.75218337169386,7442,28.554816877389786,0.01933577162264192,0.5231120666487503,2841,31.97998827437952,0.021805940167812076,0.5596620908130939,105.02743955357892
short,ny,3,atr_pct,>=,0.8,0.0019542267425278503,8084,31.199388928346487,0.01002237096487793,0.5037110341415141,5557,62.988664987405535,0.002367598137250752,0.5018895087277307,104.97300998524213
long,all,6,ret_3,<=,0.1,-0.00202856391906332,7443,28.555610321446178,0.02864413425152535,0.53459626494693,4041,45.55021526418787,0.025068604362756028,0.5471417965850037,104.93602380086811
short,ny,3,spread_atr,<=,0.2,1268967.2750507817,8093,31.233704974271014,0.0037765574065043773,0.5004324725071049,5538,62.77329974811083,0.0020433337293178557,0.5016251354279523,104.64755802650808
short,ny,12,tick_volume_rel10,>=,0.8,1.1799361775377641,5850,22.47149049683228,0.02745893966033432,0.48717948717948717,1928,21.841010108956457,0.2924206888417358,0.5197095435684648,104.60192734446777
long,all,3,breakout_followthrough_down,>=,0.9,0.14327047965329656,7443,28.556751571991896,0.06312779157430813,0.5384925433293027,2539,28.670143109194278,0.0017263056941472551,0.5490350531705396,104.33012118925276
long,all,3,ret_6,<=,0.1,-0.0028396687970041355,7443,28.56017587102791,0.019953981917778644,0.5336557839580814,4099,46.22027328608904,0.018916457557101377,0.5501341790680654,104.25004053431078
long,all,12,ema_gap_20_50,<=,0.1,-1.3698491409549307,7442,28.837587287918947,0.030867587015495856,0.528083848427842,2756,31.594936708860757,0.006070956911897669,0.5511611030478955,104.20655437344266
long,all,6,tick_flow_signed_3,<=,0.1,-0.8456952258647196,7443,28.555610321446178,0.051944682934591445,0.5257288727663576,2517,28.31072056239016,0.028731791565202926,0.5371473976956694,104.06392969542571
short,ny,6,tick_flow_signed_3,>=,0.8,0.41758918614942275,5465,20.99287753087737,0.06956302698142165,0.5202195791399817,1881,21.29768831577292,0.24951305918456881,0.5544922913343966,103.96809773301058
short,all,3,high_break_24,>=,0.9,-0.36397909768186376,7441,28.53767278344475,0.02386439066002102,0.5519419432871926,2074,23.32247862246691,0.1499501293296386,0.5819672131147541,103.96558301055084
short,ny,12,tick_volume_change_3,>=,0.8,0.2829997126712001,5627,21.614884961653885,0.051538427029740784,0.4967122800781944,1831,20.739715252104144,0.2986814320508357,0.5303113052976516,103.96168619284661
short,ny,12,ret_3,>=,0.8,0.0012043458111605345,6147,23.613610596097157,0.04172587733467128,0.5049617699690906,2578,29.18375850005896,0.2025995568176633,0.5290923196276183,103.74872885700248
long,all,6,high_break_24,<=,0.1,-5.285006808207483,7441,28.54755688176054,0.015291523019383654,0.5202257761053621,2480,27.96335447498238,0.02569436900259286,0.5649193548387097,103.69324593239469
long,all,3,macd_line_atr,<=,0.1,-0.869920056320943,7442,28.703191332645876,0.009739935246856795,0.5162590701424349,2682,30.282510683341826,0.006920704943790965,0.5622669649515287,103.63603164725656
long,all,3,ema_gap_20_50,<=,0.1,-1.3698491409549307,7442,28.837587287918947,0.010304963233543992,0.5091373286750873,2756,31.594936708860757,0.022818956458260504,0.5442670537010159,103.61158365200272
short,all,12,adx14,>=,0.9,56.39551303453593,7441,28.629936407844813,0.03391860220718371,0.5058459884424137,2836,31.881338069401615,0.06740197814229691,0.49823695345557123,103.58759814525342
short,ny,12,ema_gap_20_50,<=,0.2,-0.9087149402100796,5724,22.261545940690326,0.07545023011062757,0.506638714185884,2287,26.594096983889855,0.23979766577745468,0.5207695671184959,103.54543419708993
