time;event;reason;symbol;timeframe;preset_name;ea_version;bucket;entry_reason;sl_mode;tp_mode;equity;balance;price;sl;tp;lot;risk_money;risk_percent;risk_percent_of_equity;min_lot_forced;risk_distance_pips;free_margin_after_entry;candidate_score;spread_score;volatility_score;h4_context_score;h1_m15_bias_score;trend_score;pullback_score;pressure_score;structure_score;rr_score;spread_to_risk;spread_to_reward;risk_distance_atr;reward_distance_atr;spread_atr;ema_deviation_atr;body_atr;wick_atr;atr_ratio;range_position;slow_slope_atr;adx;distance_recent_high_atr;distance_recent_low_atr;recent_range_atr;pullback_depth_atr;breakout_acceptance_atr;up_pressure;down_pressure;hour;day_of_week;open_positions;total_open_risk_percent;consecutive_losses;detail
2025.01.01 00:00:00;period_reset;day_reset;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;;;;;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;false;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;day_start_equity=100.00
2025.01.01 00:00:00;period_reset;week_reset;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;;;;;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;false;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;week_start_equity=100.00
2025.01.01 00:00:00;init;INIT;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;;;;;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;false;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;enable_trading=true|preset_name=ExpectedValue_LongOnly_BucketLab_candidate_v1_2025|ea_version=candidate_v1|now=2025.01.01 00:00:00
2025.01.02 00:00:00;period_reset;day_reset;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;;;;;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;false;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;day_start_equity=100.00
2025.01.02 00:00:00;period_reset;week_reset;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;;;;;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;false;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;week_start_equity=100.00
2025.01.02 16:40:00;candidate_score;candidate_score_below_threshold;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;M1_PULLBACK_SCORE_LONG;m1_pullback_score_reclaim;HYBRID;FIXED_R;100.0;100.0;156.912;156.613;157.315;0.0;0.0;0.0;0.0;false;29.860000000002174;0.0;5.8875;1.0;0.0;1.0;0.0;0.4;1.6;0.2;0.845;0.8425;0.05358338914942528;0.03969139936994465;1.636164383561781;2.2088219178084043;0.08767123287682044;0.20306343940709054;1.0465753424657787;0.12602739726025416;1.9986310746064337;0.40644171779142424;-0.1093733367193735;23.460905207309107;1.8465753424657139;1.4520547945206448;3.298630136986359;0.3123287671233808;-0.07671232876717894;0.47608926673751206;0.5239107332624879;16;4;0;0.0;0;candidate_time=2025.01.02 16:39:00|score_components=spread:1.000,volatility:0.000,h4:1.000,bias:0.000,trend:0.400,pullback:1.600,pressure:0.200,structure:0.845,rr:0.843|would_enter=false|reject_reason=candidate_score_below_threshold|proposed_sl=156.613|proposed_tp=157.315
2025.01.02 16:41:00;candidate_score;candidate_score_below_threshold;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;M1_PULLBACK_SCORE_LONG;m1_pullback_score_reclaim;HYBRID;FIXED_R;100.0;100.0;156.919;156.613;157.332;0.0;0.0;0.0;0.0;false;30.560000000002674;0.0;5.7375;1.0;0.0;1.0;0.0;0.4;1.4500000000000002;0.2;0.845;0.8425;0.05562827225138364;0.04120612759361751;1.6745205479453704;2.26060273972625;0.09315068493164118;0.20306343940709054;1.0465753424657787;0.0986301369863062;1.9986310746064337;0.40644171779142424;-0.1093733367193735;23.460905207309107;1.8465753424657139;1.4520547945206448;3.298630136986359;0.15890410958917864;-0.027397260274103722;0.47608926673751206;0.5239107332624879;16;4;0;0.0;0;candidate_time=2025.01.02 16:40:00|score_components=spread:1.000,volatility:0.000,h4:1.000,bias:0.000,trend:0.400,pullback:1.450,pressure:0.200,structure:0.845,rr:0.843|would_enter=false|reject_reason=candidate_score_below_threshold|proposed_sl=156.613|proposed_tp=157.332
2025.01.02 16:47:00;candidate_score;accepted;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;M1_PULLBACK_SCORE_LONG;m1_pullback_score_reclaim;HYBRID;FIXED_R;100.0;100.0;156.99;156.823;157.215;0.01;1.06;1.06;1.06;false;16.68457142856994;90.0;6.602500000000001;1.0;0.55;1.0;0.0;0.4;1.4500000000000002;0.2;1.0025;1.0;0.09589697924527954;0.0710347994409478;1.039074733096;1.4027508896796002;0.0996441281140015;0.17113386668224842;0.049822064056823746;0.16192170818511967;1.7423148838876628;0.39877300613498967;-0.11728550199287929;22.050591382932343;2.1298932384340827;1.6192170818506657;3.7491103202847484;0.19306049822067878;-0.024911032028588874;0.46576819407008574;0.5342318059299143;16;4;0;0.0;0;candidate_time=2025.01.02 16:46:00|score_components=spread:1.000,volatility:0.550,h4:1.000,bias:0.000,trend:0.400,pullback:1.450,pressure:0.200,structure:1.002,rr:1.000|would_enter=true|reject_reason=accepted|proposed_sl=156.823|proposed_tp=157.215
2025.01.02 16:47:00;signal;SIGNAL;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;M1_PULLBACK_SCORE_LONG;m1_pullback_score_reclaim;HYBRID;FIXED_R;100.0;100.0;156.99;156.823;157.215;0.01;1.06;1.06;1.06;false;16.68457142856994;90.0;6.602500000000001;1.0;0.55;1.0;0.0;0.4;1.4500000000000002;0.2;1.0025;1.0;0.09589697924527954;0.0710347994409478;1.039074733096;1.4027508896796002;0.0996441281140015;0.17113386668224842;0.049822064056823746;0.16192170818511967;1.7423148838876628;0.39877300613498967;-0.11728550199287929;22.050591382932343;2.1298932384340827;1.6192170818506657;3.7491103202847484;0.19306049822067878;-0.024911032028588874;0.46576819407008574;0.5342318059299143;16;4;0;0.0;0;enable_trading=true
2025.01.02 16:47:00;entry;ENTRY;USDJPY;PERIOD_M1|quality=PERIOD_M5;ExpectedValue_LongOnly_BucketLab_candidate_v1_2025;candidate_v1;M1_PULLBACK_SCORE_LONG;m1_pullback_score_reclaim;HYBRID;FIXED_R;99.9;100.0;156.99;156.823;157.215;0.01;1.06;1.06;1.06;false;16.68457142856994;90.0;6.602500000000001;1.0;0.55;1.0;0.0;0.4;1.4500000000000002;0.2;1.0025;1.0;0.09589697924527954;0.0710347994409478;1.039074733096;1.4027508896796002;0.0996441281140015;0.17113386668224842;0.049822064056823746;0.16192170818511967;1.7423148838876628;0.39877300613498967;-0.11728550199287929;22.050591382932343;2.1298932384340827;1.6192170818506657;3.7491103202847484;0.19306049822067878;-0.024911032028588874;0.46576819407008574;0.5342318059299143;16;4;1;1.061061061061061;0;fixed_lot_mode=true|min_lot_forced=false|sl_mode=HYBRID|tp_mode=FIXED_R|entry_reason=m1_pullback_score_reclaim|margin=10.00
