run_id,stage,count
"q1_c_wave2_start_confirmed_pivot","symbols_scanned","107140"
"q1_c_wave2_start_confirmed_pivot","parent_anchor_states_available","1076"
"q1_c_wave2_start_confirmed_pivot","parent_flips_detected","1076"
"q1_c_wave2_start_confirmed_pivot","parent_wave1_confirmed","1076"
"q1_c_wave2_start_confirmed_pivot","parent_wave2_pending","1075"
"q1_c_wave2_start_confirmed_pivot","parent_wave2_started_first_close","0"
"q1_c_wave2_start_confirmed_pivot","parent_wave2_started_confirmed_pivot","1036"
"q1_c_wave2_start_confirmed_pivot","parent_wave2_started_child_trend","0"
"q1_c_wave2_start_confirmed_pivot","child_countertrend_confirmed","1032"
"q1_c_wave2_start_confirmed_pivot","child_anchor_created","939"
"q1_c_wave2_start_confirmed_pivot","child_anchor_updated","1069"
"q1_c_wave2_start_confirmed_pivot","child_flip_detected","768"
"q1_c_wave2_start_confirmed_pivot","fresh_first_flip_signal","751"
"q1_c_wave2_start_confirmed_pivot","valid_candidate","0"
"q1_c_wave2_start_confirmed_pivot","signal_reserved","0"
"q1_c_wave2_start_confirmed_pivot","portfolio_selected","0"
"q1_c_wave2_start_confirmed_pivot","trades_taken","0"
"q1_c_wave2_start_confirmed_pivot","candidate_invalid","0"
"q1_c_wave2_start_confirmed_pivot","position_cap_reject","0"
"q1_c_wave2_start_confirmed_pivot","risk_reject","0"
"q1_c_wave2_start_confirmed_pivot","order_failure","0"
"q1_c_wave2_start_confirmed_pivot","expired","730"
"q1_c_wave2_start_confirmed_pivot","parent_invalidated","40"
"q1_c_wave2_start_confirmed_pivot","signals_consumed","730"
