episode_id,symbol,t0_msc,processing_msc,source_quote_msc,long_score,short_score,direction,atr14_m5
usdjpy_only_ml_202506_20260912_USDJPY_mh_1,USDJPY,1748888659000,1748888660726,1748888658698,-0.017764727911999,-0.019122456757329,0,0.091791698857
usdjpy_only_ml_202506_20260912_USDJPY_mh_2,USDJPY,1748890629500,1748890630363,1748890629432,-0.062619786426434,0.010485803106090,0,0.078381457470
usdjpy_only_ml_202506_20260912_USDJPY_mh_3,USDJPY,1748891783750,1748891785094,1748891783519,-0.066481756846502,0.005199763114950,0,0.077352426266
usdjpy_only_ml_202506_20260912_USDJPY_mh_4,USDJPY,1748893088250,1748893090802,1748893088244,-0.105892149836896,-0.017806556122174,0,0.069334643087
usdjpy_only_ml_202506_20260912_USDJPY_mh_5,USDJPY,1748950365000,1748950366236,1748950364966,-0.075132682394177,-0.018500516021113,0,0.078886611220
usdjpy_only_ml_202506_20260912_USDJPY_mh_6,USDJPY,1748969160250,1748969160368,1748969160161,-0.040640122845342,-0.040007041102108,0,0.067952196730
usdjpy_only_ml_202506_20260912_USDJPY_mh_7,USDJPY,1748970206250,1748970207300,1748970206121,-0.122353499355439,0.044131882102597,-1,0.074868795940
usdjpy_only_ml_202506_20260912_USDJPY_mh_8,USDJPY,1748971597250,1748971597596,1748971597093,0.005041340887710,-0.046025511743565,0,0.102749488403
usdjpy_only_ml_202506_20260912_USDJPY_mh_9,USDJPY,1748972710000,1748972710086,1748972709962,-0.018307033855591,-0.012925482485519,0,0.102694688103
usdjpy_only_ml_202506_20260912_USDJPY_mh_10,USDJPY,1748974295500,1748974295722,1748974295389,-0.007493226749100,-0.031935215206500,0,0.098070677072
usdjpy_only_ml_202506_20260912_USDJPY_mh_11,USDJPY,1748976214750,1748976216221,1748976214623,-0.019307412147042,-0.054511347647189,0,0.090498624793
usdjpy_only_ml_202506_20260912_USDJPY_mh_12,USDJPY,1748977245000,1748977245600,1748977244634,-0.029070799201842,-0.047835838385438,0,0.085456508301
usdjpy_only_ml_202506_20260912_USDJPY_mh_13,USDJPY,1748978982500,1748978985096,1748978982106,-0.035951700907703,-0.038636010135124,0,0.076329924510
usdjpy_only_ml_202506_20260912_USDJPY_mh_14,USDJPY,1749024038250,1749024040129,1749024038195,-0.035806996585291,-0.035566718220646,0,0.062770491779
usdjpy_only_ml_202506_20260912_USDJPY_mh_15,USDJPY,1749026050250,1749026050628,1749026050237,-0.072666851651192,-0.047179106040604,0,0.056477334621
usdjpy_only_ml_202506_20260912_USDJPY_mh_16,USDJPY,1749027380000,1749027380561,1749027379939,0.004093869792516,-0.107037109711841,0,0.067168491920
usdjpy_only_ml_202506_20260912_USDJPY_mh_17,USDJPY,1749028402250,1749028403534,1749028402241,-0.001465980575209,-0.103399812621762,0,0.070786507558
usdjpy_only_ml_202506_20260912_USDJPY_mh_18,USDJPY,1749030897500,1749030899327,1749030897237,-0.074795584061155,0.006017683361803,0,0.079683949031
usdjpy_only_ml_202506_20260912_USDJPY_mh_19,USDJPY,1749032100750,1749032101159,1749032100741,-0.092399635610447,0.001751116406585,0,0.077611000017
